osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction
153780091,Via Cecco Angiolieri,residential,False,False,52.193,"LINESTRING (10.9556174 45.3558263, 10.9556175 45.3557953, 10.9556182 45.3555669, 10.9556308 45.3553571)",,,
218980531,Via Guglielmo Marconi,tertiary,False,False,100.71199999999999,"LINESTRING (10.9556174 45.3558263, 10.9545129 45.3560419, 10.9543755 45.3560687)",50,,
218980531,Via Guglielmo Marconi,tertiary,False,True,77.482,"LINESTRING (10.9556174 45.3558263, 10.9559304 45.3557788, 10.9563519 45.3557149, 10.9565915 45.3557268)",50,,
153780085,Via Oppi,residential,False,True,133.813,"LINESTRING (10.9523896 45.3563732, 10.952406 45.356415, 10.9525545 45.3568068, 10.9527104 45.3575534)",,,
154997827,Via Marzabotto,residential,False,True,60.595,"LINESTRING (10.9523896 45.3563732, 10.9523798 45.3563468, 10.9523712 45.3563257, 10.9522113 45.3558429)",,,
218980531,Via Guglielmo Marconi,tertiary,False,False,160.818,"LINESTRING (10.9523896 45.3563732, 10.9518716 45.3564095, 10.9507361 45.3564892, 10.9503416 45.3565169)",50,,
218980531,Via Guglielmo Marconi,tertiary,False,True,159.101,"LINESTRING (10.9523896 45.3563732, 10.9525256 45.356359, 10.9532019 45.3562885, 10.9536681 45.3562095, 10.9538748 45.3561741, 10.9543755 45.3560687)",50,,
154997823,Via Fratelli Cervi,residential,False,True,44.039,"LINESTRING (10.9494292 45.3565825, 10.9494182 45.3565253, 10.9493539 45.35619)",30,,
218980531,Via Guglielmo Marconi,tertiary,False,True,71.663,"LINESTRING (10.9494292 45.3565825, 10.9496889 45.3565638, 10.9503416 45.3565169)",50,,
286144321,Via Celestino Perbellini,residential,False,True,128.831,"LINESTRING (10.9494292 45.3565825, 10.9493876 45.3570197, 10.9493651 45.3574606, 10.9493485 45.3577396)",,,
154996605,Via Mascagni,secondary,False,False,37.374,"LINESTRING (10.9567523 45.3579785, 10.9567055 45.357644)",,SP 25,
