osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,ref,lanes,tunnel
160992536,tertiary,,False,True,87.965,"LINESTRING (8.9951757 45.2878508, 8.9956069 45.2879729, 8.9961034 45.2881564, 8.9961889 45.2881912)",Via Cavour,50,SP33,,
"[213516656, 452301665, 448177597]",tertiary,,True,False,205.721,"LINESTRING (8.9951757 45.2878508, 8.9940726 45.2875531, 8.9937683 45.2874896, 8.9935477 45.2874798, 8.9929522 45.2873425, 8.992781 45.2872985, 8.9927125 45.2872809, 8.9926863 45.2872742)",Via Soriani,50,SP33,,
40707502,secondary,,False,False,46.535,"LINESTRING (8.9911483 45.2900478, 8.9911869 45.2900411, 8.9912262 45.2900389, 8.9912822 45.2900502, 8.9913339 45.2900615, 8.9917196 45.2901444)",Via Circonvallazione,50,,,
40707521,residential,,False,False,46.333,"LINESTRING (8.9911483 45.2900478, 8.991151 45.2900007, 8.9911559 45.289966, 8.9911716 45.2899274, 8.9913226 45.2896527)",Via Molini,,,,
40724809,secondary,,False,True,179.792,"LINESTRING (8.9911483 45.2900478, 8.9911262 45.2900646, 8.9911017 45.2900937, 8.990342 45.2915595)",Via Molini,50,,,
40707496,tertiary,,True,False,84.963,"LINESTRING (8.9915483 45.2886997, 8.9916521 45.2886033, 8.9917808 45.288474, 8.9919233 45.2883337, 8.9920741 45.2881751, 8.9921717 45.2880742)",Via Gigi Borgomaneri,50,,,
180268631,residential,,True,False,111.83699999999999,"LINESTRING (8.9915483 45.2886997, 8.991577 45.2887582, 8.99162 45.2888032, 8.9916487 45.2888662, 8.9916455 45.2889563, 8.9916104 45.2890643, 8.9915323 45.2892488, 8.9913856 45.2895188, 8.9913226 45.2896527)",Via Molini,,,,
1061076028,secondary,,False,False,102.903,"LINESTRING (8.9988346 45.2899476, 8.998656 45.2897621, 8.9985875 45.2896961, 8.9979507 45.289268)",Via Cavour,50,SP33,,
180258583,tertiary,,True,False,79.346,"LINESTRING (8.9907636 45.2891382, 8.9909569 45.2890777, 8.9911338 45.2889967, 8.9912359 45.2889247, 8.9915483 45.2886997)",Via Gigi Borgomaneri,50,,,
43904964,residential,,True,False,72.009,"LINESTRING (8.9913226 45.2896527, 8.9907636 45.2891382)",Via Adua,,,,
40707521,residential,,False,True,46.333,"LINESTRING (8.9913226 45.2896527, 8.9911716 45.2899274, 8.9911559 45.289966, 8.991151 45.2900007, 8.9911483 45.2900478)",Via Molini,,,,
40707502,secondary,,False,False,37.594,"LINESTRING (8.9917196 45.2901444, 8.9921792 45.2902432)",Via Circonvallazione,50,,,
40707502,secondary,,False,True,46.535000000000004,"LINESTRING (8.9917196 45.2901444, 8.9913339 45.2900615, 8.9912822 45.2900502, 8.9912262 45.2900389, 8.9911869 45.2900411, 8.9911483 45.2900478)",Via Circonvallazione,50,,,
43904960,residential,,True,False,184.81799999999998,"LINESTRING (8.9917196 45.2901444, 8.9916942 45.290194, 8.990914 45.2917069)",Via Achille Grandi,,,,
40707502,secondary,,False,False,39.064,"LINESTRING (8.9921792 45.2902432, 8.9926568 45.2903458)",Via Circonvallazione,50,,,
40707502,secondary,,False,True,37.594,"LINESTRING (8.9921792 45.2902432, 8.9917196 45.2901444)",Via Circonvallazione,50,,,
40707502,secondary,,False,False,22.069,"LINESTRING (8.9926568 45.2903458, 8.9929266 45.2904038)",Via Circonvallazione,50,,,
40707502,secondary,,False,True,39.064,"LINESTRING (8.9926568 45.2903458, 8.9921792 45.2902432)",Via Circonvallazione,50,,,
180315361,residential,,True,False,187.922,"LINESTRING (8.9926568 45.2903458, 8.9926357 45.2904079, 8.992122 45.2919934)",Via Giuseppe Verdi,,,,
40724809,secondary,,False,True,12.843,"LINESTRING (8.990342 45.2915595, 8.9902857 45.291668)",Via Molini,50,,,
43904965,residential,,False,False,47.652,"LINESTRING (8.990342 45.2915595, 8.990914 45.2917069)",Via Giuseppe Di Vittorio,,,,
40724809,secondary,,False,False,179.79199999999997,"LINESTRING (8.990342 45.2915595, 8.9911017 45.2900937, 8.9911262 45.2900646, 8.9911483 45.2900478)",Via Molini,50,,,
43904965,residential,,False,False,4.55,"LINESTRING (8.990914 45.2917069, 8.9909687 45.2917208)",Via Giuseppe Di Vittorio,,,,
43904965,residential,,False,True,47.652,"LINESTRING (8.990914 45.2917069, 8.990342 45.2915595)",Via Giuseppe Di Vittorio,,,,
43904965,residential,,False,False,41.432,"LINESTRING (8.992122 45.2919934, 8.9926181 45.2921239)",Via Giuseppe Di Vittorio,,,,
43904965,residential,,False,True,43.11,"LINESTRING (8.992122 45.2919934, 8.9915953 45.2918793)",Via Giuseppe Di Vittorio,,,,
448830789,residential,,False,True,42.038,"LINESTRING (8.992122 45.2919934, 8.9919647 45.2923549)",Via Giuseppe Verdi,,,,
43904963,residential,,True,False,95.886,"LINESTRING (8.9926181 45.2921239, 8.992906 45.2912857)",Via Dante Alighieri,,,,
43904965,residential,,False,False,64.147,"LINESTRING (8.9926181 45.2921239, 8.9933838 45.2923304)",Via Giuseppe Di Vittorio,,,,
43904965,residential,,False,True,41.432,"LINESTRING (8.9926181 45.2921239, 8.992122 45.2919934)",Via Giuseppe Di Vittorio,,,,
43925414,tertiary,,False,False,30.333,"LINESTRING (8.9886991 45.2852719, 8.988313 45.285247)",Via Giacomo Matteotti,50,,2,
43925414,tertiary,,False,True,5.139,"LINESTRING (8.9886991 45.2852719, 8.9887647 45.2852743)",Via Giacomo Matteotti,50,,2,
43930117,residential,,False,True,172.512,"LINESTRING (8.9886991 45.2852719, 8.9889569 45.2837311)",Via Pace,,,,
43930116,residential,,False,False,47.857,"LINESTRING (8.9894743 45.2842264, 8.9895216 45.2837973)",Via Palestra,,,,
83653533,residential,,False,True,135.887,"LINESTRING (8.9894743 45.2842264, 8.9911855 45.2844358)",Via Antonio Gramsci,,,,
43930116,residential,,False,True,47.399,"LINESTRING (8.9894743 45.2842264, 8.9894724 45.2842465, 8.9894335 45.2846517)",Via Palestra,,,,
43925414,tertiary,,False,False,49.126,"LINESTRING (8.9893918 45.2852971, 8.9887647 45.2852743)",Via Giacomo Matteotti,50,,2,
43925414,tertiary,,False,True,219.03799999999998,"LINESTRING (8.9893918 45.2852971, 8.9894794 45.285301, 8.989901 45.2853278, 8.9901152 45.2853588, 8.9903544 45.2854147, 8.9909597 45.2855799, 8.9920068 45.2858559, 8.9920541 45.2858684)",Via Giacomo Matteotti,50,,2,
43930116,residential,,False,False,72.221,"LINESTRING (8.9893918 45.2852971, 8.9893699 45.2852494, 8.9894335 45.2846517)",Via Palestra,,,,
160995876,residential,,False,True,108.553,"LINESTRING (8.9893918 45.2852971, 8.9894198 45.2853423, 8.9893977 45.2862691)",Via Luigi Einaudi,,,,
83653533,residential,,False,False,118.499,"LINESTRING (8.9926794 45.2846116, 8.9911855 45.2844358)",Via Antonio Gramsci,,,,
1037773156,residential,,False,False,40.348,"LINESTRING (8.9926794 45.2846116, 8.9928659 45.2842733)",Via Don Giovanni Minzoni,50,,,
51347984,tertiary,,False,False,37.956,"LINESTRING (8.9932446 45.2862334, 8.9934284 45.2859175)",Piazza Giuseppe Garibaldi,50,,,
1061076030,tertiary,,False,False,101.615,"LINESTRING (8.9932446 45.2862334, 8.9930927 45.2861816, 8.9921072 45.2858821, 8.9920541 45.2858684)",Via Giacomo Matteotti,50,,,
43925414,tertiary,,False,True,16.227,"LINESTRING (8.9863747 45.2853076, 8.986582 45.2853126)",Via Giacomo Matteotti,50,,2,
43925414,tertiary,,False,False,16.227,"LINESTRING (8.986582 45.2853126, 8.9863747 45.2853076)",Via Giacomo Matteotti,50,,2,
43930111,residential,,True,False,212.178,"LINESTRING (8.986582 45.2853126, 8.9865163 45.2872202)",Via Filippo Turati,,,,
43925414,tertiary,,False,True,77.429,"LINESTRING (8.986582 45.2853126, 8.9869298 45.2853141, 8.9874797 45.2852632, 8.9875666 45.2852576)",Via Giacomo Matteotti,50,,2,
43930116,residential,,False,True,47.857,"LINESTRING (8.9895216 45.2837973, 8.9894743 45.2842264)",Via Palestra,,,,
180313453,residential,,False,False,60.731,"LINESTRING (8.9895216 45.2837973, 8.9902846 45.2838978)",Via Ticino,50,,,
180313453,residential,,False,True,44.789,"LINESTRING (8.9895216 45.2837973, 8.9893796 45.2837807, 8.9889569 45.2837311)",Via Ticino,50,,,
43930117,residential,,False,False,172.512,"LINESTRING (8.9889569 45.2837311, 8.9886991 45.2852719)",Via Pace,,,,
180313453,residential,,False,False,44.789,"LINESTRING (8.9889569 45.2837311, 8.9893796 45.2837807, 8.9895216 45.2837973)",Via Ticino,50,,,
43925414,tertiary,,False,True,30.333,"LINESTRING (8.988313 45.285247, 8.9886991 45.2852719)",Via Giacomo Matteotti,50,,2,
43925414,tertiary,,False,False,58.477999999999994,"LINESTRING (8.988313 45.285247, 8.9878583 45.2852407, 8.9875666 45.2852576)",Via Giacomo Matteotti,50,,2,
43925414,tertiary,,False,False,77.429,"LINESTRING (8.9875666 45.2852576, 8.9874797 45.2852632, 8.9869298 45.2853141, 8.986582 45.2853126)",Via Giacomo Matteotti,50,,2,
43925414,tertiary,,False,True,58.477999999999994,"LINESTRING (8.9875666 45.2852576, 8.9878583 45.2852407, 8.988313 45.285247)",Via Giacomo Matteotti,50,,2,
180313443,residential,,False,False,78.97,"LINESTRING (8.9928659 45.2842733, 8.9938255 45.2844936)",Via Monte Grappa,,,,
180313453,residential,,False,True,206.222,"LINESTRING (8.9928659 45.2842733, 8.9902846 45.2838978)",Via Ticino,50,,,
1037773156,residential,,False,True,40.348,"LINESTRING (8.9928659 45.2842733, 8.9926794 45.2846116)",Via Don Giovanni Minzoni,50,,,
1061076031,residential,,False,False,66.416,"LINESTRING (8.9928659 45.2842733, 8.9931687 45.2837153)",Via Don Giovanni Minzoni,50,,,
180313443,residential,,False,True,44.053,"LINESTRING (8.9943574 45.2846236, 8.9938255 45.2844936)",Via Monte Grappa,,,,
158943578,residential,,True,False,134.805,"LINESTRING (8.995491 45.2845421, 8.9968175 45.2849467, 8.9967176 45.2851287)",Via Fratelli Rosselli,,,,
"[180315360, 1187423092]",tertiary,,False,True,146.22899999999998,"LINESTRING (8.995491 45.2845421, 8.9954653 45.2846241, 8.9953877 45.2848082, 8.9949248 45.285738, 8.9949097 45.2857661, 8.9948855 45.2857828)",Via Vittorio Veneto,50,,,
158943578,residential,,True,False,45.225,"LINESTRING (8.9967176 45.2851287, 8.9972604 45.2852686)",Via Fratelli Rosselli,,,,
448269668,residential,,False,False,38.696,"LINESTRING (8.9967176 45.2851287, 8.9965249 45.2854492)",,,,,
180316722,tertiary,,False,True,97.0,"LINESTRING (8.9865163 45.2872202, 8.9869788 45.2872077, 8.9873513 45.2871747, 8.9877374 45.2870969)",Via San Giovanni,50,,,
160995876,residential,,False,False,108.553,"LINESTRING (8.9893977 45.2862691, 8.9894198 45.2853423, 8.9893918 45.2852971)",Via Luigi Einaudi,,,,
43930131,residential,,True,False,39.334,"LINESTRING (8.9877374 45.2870969, 8.9879034 45.2874308)",Via Palmiro Togliatti,50,,,
180316722,tertiary,,False,False,97.0,"LINESTRING (8.9877374 45.2870969, 8.9873513 45.2871747, 8.9869788 45.2872077, 8.9865163 45.2872202)",Via San Giovanni,50,,,
43930132,residential,,False,True,87.415,"LINESTRING (8.9881266 45.2878801, 8.9892053 45.287675)",Via Ugo La Malfa,,,,
448320688,residential,,False,True,52.923,"LINESTRING (8.9881266 45.2878801, 8.9879034 45.2874308)",Via Palmiro Togliatti,50,,,
448320688,residential,,False,False,133.986,"LINESTRING (8.9881266 45.2878801, 8.9883068 45.2882334, 8.988371 45.2883591, 8.9887029 45.2890148)",Via Palmiro Togliatti,50,,,
40724807,tertiary,,True,False,64.644,"LINESTRING (8.9895933 45.2868108, 8.9892794 45.2868123, 8.9889337 45.2868506, 8.9887808 45.2868892)",Via San Giovanni,50,,,
40707496,tertiary,,True,False,97.75599999999999,"LINESTRING (8.9921717 45.2880742, 8.9922227 45.2880088, 8.9923136 45.2878806, 8.9925591 45.2875161, 8.9926057 45.2874275, 8.9926863 45.2872742)",Via Gigi Borgomaneri,50,,,
180259471,residential,,False,True,46.742000000000004,"LINESTRING (8.9921717 45.2880742, 8.9921998 45.2880835, 8.9926264 45.2882096, 8.9926219 45.2882825)",Piazza San Rocco,,,,
"[575939834, 160992539, 575939836]",residential,,True,False,149.577,"LINESTRING (8.9921717 45.2880742, 8.9921235 45.2880583, 8.9919999 45.2880121, 8.991848 45.2879573, 8.99119 45.2879166, 8.99074 45.2877792, 8.9903485 45.2878256)",Via Aldo Moro,,,,building_passage
449369344,residential,,False,False,69.576,"LINESTRING (8.9903485 45.2878256, 8.9899061 45.2878647, 8.989805 45.2875609)",Via Aldo Moro,,,,
43930132,residential,,False,False,48.6,"LINESTRING (8.989805 45.2875609, 8.9892053 45.287675)",Via Ugo La Malfa,,,,
449369343,residential,,True,False,85.16,"LINESTRING (8.989805 45.2875609, 8.9896306 45.2870402, 8.9895933 45.2868108)",Via Don Bosco,,,,
449369344,residential,,False,True,69.576,"LINESTRING (8.989805 45.2875609, 8.9899061 45.2878647, 8.9903485 45.2878256)",Via Aldo Moro,,,,
448320688,residential,,False,True,86.26,"LINESTRING (8.9890807 45.2897436, 8.9887029 45.2890148)",Via Palmiro Togliatti,50,,,
484406975,tertiary,,False,True,144.581,"LINESTRING (8.9890807 45.2897436, 8.9874965 45.2904133)",Via Gigi Borgomaneri,50,,,
1187423091,tertiary,,True,False,109.725,"LINESTRING (8.9890807 45.2897436, 8.990283 45.2892354)",Via Gigi Borgomaneri,50,,,
180316720,residential,,True,False,160.1,"LINESTRING (8.987971 45.2889691, 8.987508 45.2881037, 8.9875245 45.2880539, 8.9875701 45.2880162, 8.9881266 45.2878801)",Via Palmiro Togliatti,,,,
448180406,residential,,False,False,81.882,"LINESTRING (8.987971 45.2889691, 8.9873881 45.2889484, 8.9869269 45.2889193)",Via Palmiro Togliatti,,,,
43930127,residential,,True,False,178.798,"LINESTRING (8.9881748 45.2908504, 8.986842 45.2921567)",Via Goffredo Mameli,,,,
43930144,residential,,False,True,27.797,"LINESTRING (8.9881748 45.2908504, 8.9884777 45.2909811)",Via Risorgimento,,,,
484406975,tertiary,,False,False,144.581,"LINESTRING (8.9874965 45.2904133, 8.9890807 45.2897436)",Via Gigi Borgomaneri,50,,,
484406975,tertiary,,False,True,4.375,"LINESTRING (8.9874965 45.2904133, 8.9874485 45.2904335)",Via Gigi Borgomaneri,50,,,
180268622,residential,,True,False,72.08500000000001,"LINESTRING (8.9874965 45.2904133, 8.987898 45.2906975, 8.9881748 45.2908504)",Via Risorgimento,,,,
43930144,residential,,False,False,27.797,"LINESTRING (8.9884777 45.2909811, 8.9881748 45.2908504)",Via Risorgimento,,,,
43930144,residential,,False,True,62.821,"LINESTRING (8.9884777 45.2909811, 8.9891404 45.2913002)",Via Risorgimento,,,,
180259471,residential,,False,True,41.811,"LINESTRING (8.9926219 45.2882825, 8.9931036 45.2884454)",Piazza San Rocco,,,,
180259471,residential,,False,False,46.742000000000004,"LINESTRING (8.9926219 45.2882825, 8.9926264 45.2882096, 8.9921998 45.2880835, 8.9921717 45.2880742)",Piazza San Rocco,,,,
448180249,residential,,False,False,51.596000000000004,"LINESTRING (8.9926219 45.2882825, 8.9925376 45.2883068, 8.9923181 45.2886757)",,,,,
43930133,tertiary,,True,False,74.115,"LINESTRING (8.9960409 45.286155, 8.9960383 45.2862149, 8.9957238 45.2867797)",Via Annoni,50,,,
448269633,residential,,False,False,51.335,"LINESTRING (8.9960409 45.286155, 8.9960754 45.2861215, 8.9962868 45.2857284)",,,,,
43930133,tertiary,,True,False,126.585,"LINESTRING (8.9957238 45.2867797, 8.9951757 45.2878508)",Via Annoni,50,,,
43930134,residential,,True,False,203.39600000000002,"LINESTRING (8.9957238 45.2867797, 8.9957124 45.2867776, 8.9948357 45.2866192, 8.9936231 45.2863252, 8.993535 45.2863038, 8.9935146 45.2862989, 8.9932914 45.2862448, 8.9932446 45.2862334)",Via Pizzo,,,,
43930129,residential,,True,False,78.355,"LINESTRING (8.9948389 45.2888494, 8.9943815 45.2887267, 8.9938858 45.2886363)",Via Papa Giovanni XXIII,,,,
686113363,residential,,True,False,46.456,"LINESTRING (8.9938858 45.2886363, 8.9936899 45.2890307)",Via Rognoni,,,,
575921536,residential,,False,False,64.78999999999999,"LINESTRING (8.9938858 45.2886363, 8.9935487 45.2885481, 8.9934511 45.2885225, 8.9932637 45.2884803, 8.9931036 45.2884454)",Via Papa Giovanni XXIII,,,,
180258582,residential,,True,False,45.071,"LINESTRING (8.9931036 45.2884454, 8.9929031 45.2888254)",Via Roma,,,,
180259471,residential,,False,False,41.811,"LINESTRING (8.9931036 45.2884454, 8.9926219 45.2882825)",Piazza San Rocco,,,,
448445355,residential,,False,True,95.778,"LINESTRING (8.9931036 45.2884454, 8.9935538 45.2876444)",Via Roma,,,,
575921536,residential,,False,True,64.79,"LINESTRING (8.9931036 45.2884454, 8.9932637 45.2884803, 8.9934511 45.2885225, 8.9935487 45.2885481, 8.9938858 45.2886363)",Via Papa Giovanni XXIII,,,,
43930136,residential,,True,False,33.532,"LINESTRING (8.9944587 45.289582, 8.9946056 45.2892987)",Via Elvira Greppi,,,,
43930137,residential,,False,True,50.815,"LINESTRING (8.9944587 45.289582, 8.9950612 45.2897528)",Via Elvira Greppi,,,,
43930136,residential,,True,False,53.189,"LINESTRING (8.9946056 45.2892987, 8.9948185 45.2888886, 8.9948389 45.2888494)",Via Elvira Greppi,,,,
43930138,residential,,True,False,77.586,"LINESTRING (8.9936899 45.2890307, 8.9945554 45.289284, 8.9946056 45.2892987)",Via San Luigi Gonzaga,,,,
686113363,residential,,True,False,163.943,"LINESTRING (8.9936899 45.2890307, 8.9934125 45.2895307, 8.9933812 45.2895871, 8.9933359 45.2896687, 8.9929266 45.2904038)",Via Rognoni,,,,
180258577,residential,,False,True,50.209,"LINESTRING (8.9926552 45.2892419, 8.9929031 45.2888254)",Via Roma,,,,
180258577,residential,,False,False,50.209,"LINESTRING (8.9929031 45.2888254, 8.9926552 45.2892419)",Via Roma,,,,
43930138,residential,,True,False,65.648,"LINESTRING (8.9929031 45.2888254, 8.9936382 45.2890172, 8.9936899 45.2890307)",Via San Luigi Gonzaga,,,,
40707502,secondary,,False,False,12.833,"LINESTRING (8.9937247 45.2905754, 8.9938816 45.2906091)",Via Circonvallazione,50,,,
40707502,secondary,,False,True,42.594,"LINESTRING (8.9937247 45.2905754, 8.993204 45.2904634)",Via Circonvallazione,50,,,
43930121,residential,,True,False,136.486,"LINESTRING (8.9937247 45.2905754, 8.993704 45.2906328, 8.9934423 45.291388, 8.992906 45.2912857)",Via Salvatore Quasimodo,,,,
43930137,residential,,False,False,50.815,"LINESTRING (8.9950612 45.2897528, 8.9944587 45.289582)",Via Elvira Greppi,,,,
43930128,residential,,True,False,118.538,"LINESTRING (8.9950612 45.2897528, 8.9945212 45.2906777, 8.9944855 45.2907389)",Via Ada Negri,50,,,
40707502,secondary,,False,False,25.791,"LINESTRING (8.9944855 45.2907389, 8.9948008 45.2908067)",Via Circonvallazione,50,,,
40707502,secondary,,False,True,49.397,"LINESTRING (8.9944855 45.2907389, 8.9943913 45.2907187, 8.993944 45.2906225, 8.9938816 45.2906091)",Via Circonvallazione,50,,,
"[180210838, 686145662, 686145663]",residential,,False,True,109.866,"LINESTRING (8.9944855 45.2907389, 8.9944646 45.2907891, 8.9944441 45.2908382, 8.9941667 45.2915024, 8.9940897 45.2916869)",Via Giuseppe Ungaretti,,,,
40707502,secondary,,False,True,22.069,"LINESTRING (8.9929266 45.2904038, 8.9926568 45.2903458)",Via Circonvallazione,50,,,
40707502,secondary,,False,False,22.69,"LINESTRING (8.9929266 45.2904038, 8.9930086 45.2904214, 8.993204 45.2904634)",Via Circonvallazione,50,,,
40707502,secondary,,False,True,12.833,"LINESTRING (8.9938816 45.2906091, 8.9937247 45.2905754)",Via Circonvallazione,50,,,
40707502,secondary,,False,False,49.397,"LINESTRING (8.9938816 45.2906091, 8.993944 45.2906225, 8.9943913 45.2907187, 8.9944855 45.2907389)",Via Circonvallazione,50,,,
43930136,residential,,True,False,122.80699999999999,"LINESTRING (8.9938816 45.2906091, 8.9943637 45.2897513, 8.994436 45.2896225, 8.9944587 45.289582)",Via Elvira Greppi,,,,
43930128,residential,,True,False,83.787,"LINESTRING (8.9955358 45.2890773, 8.9950612 45.2897528)",Via Ada Negri,50,,,
43930129,residential,,True,False,60.120000000000005,"LINESTRING (8.9955358 45.2890773, 8.9949224 45.2888767, 8.9948389 45.2888494)",Via Papa Giovanni XXIII,,,,
180315370,residential,,False,False,27.513,"LINESTRING (8.9960635 45.289573, 8.9963793 45.2896819)",Via Alessandro Manzoni,,,,
180315362,residential,,True,False,207.802,"LINESTRING (8.9960635 45.289573, 8.9964418 45.2888952, 8.9964719 45.2888817, 8.9965167 45.28889, 8.9977924 45.289496)",Via Giovanni Pascoli,50,,,
49915578,residential,,False,True,158.018,"LINESTRING (8.9963793 45.2896819, 8.9956083 45.2909954)",Via Giosuè Carducci,,,,
180315370,residential,,False,True,27.513,"LINESTRING (8.9963793 45.2896819, 8.9960635 45.289573)",Via Alessandro Manzoni,,,,
180315370,residential,,False,False,61.622,"LINESTRING (8.9963793 45.2896819, 8.996828 45.2898368, 8.9970865 45.289926)",Via Alessandro Manzoni,,,,
180315370,residential,,False,True,32.787,"LINESTRING (8.9974607 45.2900588, 8.9970865 45.289926)",Via Alessandro Manzoni,,,,
180315370,residential,,False,False,68.81200000000001,"LINESTRING (8.9974607 45.2900588, 8.9975869 45.2900951, 8.9981178 45.2904261, 8.9981423 45.2904426)",Via Alessandro Manzoni,,,,
40707502,secondary,,False,True,40.833,"LINESTRING (8.9953 45.290914, 8.9948008 45.2908067)",Via Circonvallazione,50,,,
180315362,residential,,True,False,160.63,"LINESTRING (8.9953 45.290914, 8.9960635 45.289573)",Via Giovanni Pascoli,50,,,
"[1187423088, 40707502]",secondary,,False,False,25.785999999999998,"LINESTRING (8.9953 45.290914, 8.9954056 45.2909367, 8.9955622 45.2909821, 8.9956083 45.2909954)",Via Circonvallazione,50,,,
49915578,residential,,False,False,158.018,"LINESTRING (8.9956083 45.2909954, 8.9963793 45.2896819)",Via Giosuè Carducci,,,,
1187423088,secondary,,False,False,60.939,"LINESTRING (8.9956083 45.2909954, 8.9959652 45.2910988, 8.9963188 45.2912195)",Via Circonvallazione,50,,,
"[1187423088, 40707502]",secondary,,False,True,25.786,"LINESTRING (8.9956083 45.2909954, 8.9955622 45.2909821, 8.9954056 45.2909367, 8.9953 45.290914)",Via Circonvallazione,50,,,
43930123,residential,,False,False,155.865,"LINESTRING (8.9970865 45.289926, 8.9963188 45.2912195)",Via Martiri della Libertà,,,,
180315370,residential,,False,False,32.787,"LINESTRING (8.9970865 45.289926, 8.9974607 45.2900588)",Via Alessandro Manzoni,,,,
180315370,residential,,False,True,61.622,"LINESTRING (8.9970865 45.289926, 8.996828 45.2898368, 8.9963793 45.2896819)",Via Alessandro Manzoni,,,,
43930144,residential,,False,False,62.821,"LINESTRING (8.9891404 45.2913002, 8.9884777 45.2909811)",Via Risorgimento,,,,
43930144,residential,,False,True,98.485,"LINESTRING (8.9891404 45.2913002, 8.9902857 45.291668)",Via Risorgimento,,,,
