osmid,bridge,oneway,name,highway,reversed,length,geometry,ref
19614763,viaduct,False,Cavalcavia Domenico Mancusi,secondary,True,124.688,"LINESTRING (14.6470342 40.7453125, 14.6476018 40.7450878, 14.6479064 40.7449068, 14.6480437 40.7447709, 14.6481674 40.744627)",
179066294,,True,Cavalcavia Domenico Mancusi,secondary_link,False,21.698999999999998,"LINESTRING (14.6470342 40.7453125, 14.6469504 40.745402, 14.646886 40.7454721)",
179066197,,True,Via Gaetano Jovane,secondary,False,18.803,"LINESTRING (14.6474937 40.7459169, 14.6474672 40.7460848)",
"[645591048, 282668956, 645591045]",yes,False,Via Gaetano Jovane,residential,False,91.205,"LINESTRING (14.6474937 40.7459169, 14.6476366 40.7453346, 14.6476601 40.7452721, 14.6477173 40.745115)",
281043179,,False,Via Federico Ricco,secondary,False,76.416,"LINESTRING (14.6474354 40.7462802, 14.6474662 40.7465312, 14.647487 40.7468151, 14.6475217 40.7469636)",
281043180,,True,Via Federico Ricco,secondary,False,33.905,"LINESTRING (14.6474354 40.7462802, 14.6473784 40.7462044, 14.6473184 40.74616, 14.6472189 40.7461145, 14.6471367 40.7460924)",
29992406,,True,Via Federico Ricco,secondary,False,21.892,"LINESTRING (14.6474672 40.7460848, 14.6474354 40.7462802)",
29876865,,True,Via Gianbattista Castaldo,secondary,False,27.917,"LINESTRING (14.6474672 40.7460848, 14.6472563 40.7460816, 14.6471367 40.7460924)",
29876865,,True,Via Gianbattista Castaldo,secondary,False,57.518,"LINESTRING (14.6463783 40.7462169, 14.6457158 40.746342)",
19614761,,True,Via Guglielmo Marconi,residential,False,71.03399999999999,"LINESTRING (14.6463783 40.7462169, 14.6463091 40.7459666, 14.6461984 40.7455928)",
27115410,,False,Via Domenico Rea,secondary,True,116.115,"LINESTRING (14.6430133 40.745445, 14.6416759 40.7456976)",
29889742,,True,Via Raffaele Pucci,secondary,False,158.724,"LINESTRING (14.6430133 40.745445, 14.6431085 40.7454173, 14.6441013 40.7452392, 14.6444379 40.7451759, 14.6447413 40.7450955, 14.6448327 40.7450801)",
"[29877245, 645669075, 645669077]",viaduct,False,Via Aurelio Bosco Lucarelli,residential,True,45.55,"LINESTRING (14.6430133 40.745445, 14.6429934 40.7453899, 14.6429824 40.7453601, 14.6429441 40.7452346, 14.6429335 40.7451998, 14.6428891 40.7450464)",
281048675,,False,Via Domenico Rea,secondary,True,175.69400000000002,"LINESTRING (14.6377964 40.7468002, 14.6379126 40.7467981, 14.6387722 40.7467863, 14.6391459 40.7467678, 14.6393896 40.7467202, 14.6396801 40.7466167, 14.6398242 40.7465599)",
"[29881814, 29882126]",,True,"['Via Papa Giovanni XXIII', 'Corso Vittorio Emanuele II']",residential,False,184.309,"LINESTRING (14.6374306 40.7427913, 14.6379207 40.7427523, 14.6379549 40.7429154, 14.6379944 40.7431257, 14.6380438 40.7433248, 14.6380555 40.7433723, 14.6380345 40.7440278)",
29770689,,False,Via Giacomo Piccolomini d'Aragona,residential,False,44.08,"LINESTRING (14.6490068 40.7486366, 14.6488858 40.7487435, 14.6487621 40.7489813)",
281043179,,False,Via Federico Ricco,secondary,True,109.143,"LINESTRING (14.6490068 40.7486366, 14.6486684 40.7478093, 14.6486093 40.7477029)",
29773914,,True,Via Marco Levi Bianchini,residential,False,68.425,"LINESTRING (14.6475217 40.7469636, 14.6473997 40.7470752, 14.6472366 40.7472833, 14.6470579 40.7474673)",
281043179,,False,Via Federico Ricco,secondary,False,125.775,"LINESTRING (14.6475217 40.7469636, 14.6480224 40.7471707, 14.6482319 40.7473137, 14.6483618 40.7474127, 14.6484784 40.7475384, 14.6486093 40.7477029)",
281043179,,False,Via Federico Ricco,secondary,True,76.416,"LINESTRING (14.6475217 40.7469636, 14.647487 40.7468151, 14.6474662 40.7465312, 14.6474354 40.7462802)",
29770689,,False,Via Giacomo Piccolomini d'Aragona,residential,True,44.08,"LINESTRING (14.6487621 40.7489813, 14.6488858 40.7487435, 14.6490068 40.7486366)",
