osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel,lanes
74129800,True,Via Giovanni Pascoli,residential,50,False,81.958,"LINESTRING (9.1404261 45.6258606, 9.1405274 45.6258758, 9.1414566 45.6260152)",,,,
74129609,False,Via Claudio Monteverdi,residential,50,True,189.64,"LINESTRING (9.1414566 45.6260152, 9.1415001 45.6258339, 9.1415431 45.6254513, 9.1416182 45.6253387, 9.1417147 45.6252037, 9.1417791 45.6251061, 9.1417236 45.6243519)",,,,
"[459217429, 74129671]",True,Via Claudio Monteverdi,residential,50,False,128.981,"LINESTRING (9.1414566 45.6260152, 9.1414143 45.6264267, 9.1413893 45.6265194, 9.1414696 45.6269856, 9.1414903 45.6271133, 9.1414685 45.6271661)",,,,
27948707,False,Via Padre Egidio Boga,residential,50,True,86.803,"LINESTRING (9.1417236 45.6243519, 9.1406098 45.6243005)",,,,
74129609,False,Via Claudio Monteverdi,residential,50,False,189.64000000000001,"LINESTRING (9.1417236 45.6243519, 9.1417791 45.6251061, 9.1417147 45.6252037, 9.1416182 45.6253387, 9.1415431 45.6254513, 9.1415001 45.6258339, 9.1414566 45.6260152)",,,,
27948711,True,Via Contardo Ferrini,residential,50,False,117.48899999999999,"LINESTRING (9.1402792 45.6269122, 9.1404131 45.6259534, 9.1404261 45.6258606)",,,,
74129873,True,Via San Martino,residential,50,False,41.207,"LINESTRING (9.1402259 45.6272809, 9.1402792 45.6269122)",,,,
74130948,False,Via San Martino,residential,50,False,41.234,"LINESTRING (9.1402259 45.6272809, 9.1401884 45.6276508)",,,,
74130948,False,Via San Martino,residential,50,False,49.873,"LINESTRING (9.1399984 45.6290533, 9.1399512 45.6295006)",,,,
74131093,False,Via San Tommaso d'Aquino,residential,50,False,69.078,"LINESTRING (9.1399984 45.6290533, 9.1408856 45.6290851)",,,,
74130948,False,Via San Martino,residential,50,True,156.653,"LINESTRING (9.1399984 45.6290533, 9.1400218 45.6288507, 9.140028 45.6287971, 9.1401884 45.6276508)",,,,
30491880,False,Via Santo Stefano,residential,50,False,68.622,"LINESTRING (9.1398488 45.6304071, 9.1407271 45.6304674)",,,,
74130948,False,Via San Martino,residential,50,True,101.112,"LINESTRING (9.1398488 45.6304071, 9.1399512 45.6295006)",,,,
74130725,True,Via Solferino,residential,50,False,44.395,"LINESTRING (9.1416819 45.6273978, 9.141666 45.6277969)",,,,
74130737,True,Via Enrico Cialdini,residential,50,False,113.964,"LINESTRING (9.1416819 45.6273978, 9.1402259 45.6272809)",,,,
27948709,False,Corso della Libertà,unclassified,,True,18.603,"LINESTRING (9.1416972 45.6272152, 9.1414685 45.6271661)",,,,
74010311,False,Corso della Libertà,unclassified,50,True,24.887999999999998,"LINESTRING (9.1416972 45.6272152, 9.1417991 45.6272373, 9.1418764 45.627254, 9.1419287 45.6272646, 9.142004 45.6272789)",,,,
74130725,True,Via Solferino,residential,50,False,20.372999999999998,"LINESTRING (9.1416972 45.6272152, 9.141679 45.6273577, 9.1416819 45.6273978)",,,,
27948712,False,Via Goito,residential,50,False,116.042,"LINESTRING (9.141666 45.6277969, 9.1401884 45.6276508)",,,,
74130725,True,Via Solferino,residential,50,False,149.462,"LINESTRING (9.141666 45.6277969, 9.1416611 45.6280473, 9.1416696 45.6281112, 9.1417616 45.6283166, 9.1417627 45.6288168, 9.1417634 45.6291309)",,,,
27948712,False,Via Goito,residential,50,True,116.042,"LINESTRING (9.1401884 45.6276508, 9.141666 45.6277969)",,,,
74130948,False,Via San Martino,residential,50,True,41.234,"LINESTRING (9.1401884 45.6276508, 9.1402259 45.6272809)",,,,
74130948,False,Via San Martino,residential,50,False,156.653,"LINESTRING (9.1401884 45.6276508, 9.140028 45.6287971, 9.1400218 45.6288507, 9.1399984 45.6290533)",,,,
74012224,False,Via Antonio Fogazzaro,residential,50,False,82.061,"LINESTRING (9.1436797 45.6250051, 9.1426245 45.624998)",,,,
193984019,False,Corso Roma,tertiary,50,False,37.787,"LINESTRING (9.1436797 45.6250051, 9.1437505 45.6253413)",,,,
193984019,False,Corso Roma,tertiary,50,True,67.79,"LINESTRING (9.1436797 45.6250051, 9.1436526 45.6248321, 9.1436392 45.6246464, 9.1436466 45.6245093, 9.1436526 45.6243969)",,,,
74010912,True,Via Cardinal Andrea Carlo Ferrari,residential,50,False,120.401,"LINESTRING (9.1440015 45.6262543, 9.1441439 45.6262599, 9.1455474 45.6263147)",,,,
193984019,False,Corso Roma,tertiary,50,False,172.415,"LINESTRING (9.1440015 45.6262543, 9.1440363 45.6263836, 9.144162 45.6268502, 9.1443046 45.6273798, 9.1443234 45.6274961, 9.1443314 45.627603, 9.144318 45.6276987, 9.1442885 45.6277812)",,,,
193984019,False,Corso Roma,tertiary,50,True,103.381,"LINESTRING (9.1440015 45.6262543, 9.1439862 45.6261986, 9.1437505 45.6253413)",,,,
74010311,False,Corso della Libertà,unclassified,50,False,91.069,"LINESTRING (9.1442885 45.6277812, 9.1431713 45.6275355)",,,,
74011480,False,Via Alessandro Volta,tertiary,50,False,63.900000000000006,"LINESTRING (9.1442885 45.6277812, 9.1441332 45.6281088, 9.1440134 45.6283225)",,,,
193984019,False,Corso Roma,tertiary,50,True,172.415,"LINESTRING (9.1442885 45.6277812, 9.144318 45.6276987, 9.1443314 45.627603, 9.1443234 45.6274961, 9.1443046 45.6273798, 9.144162 45.6268502, 9.1440363 45.6263836, 9.1440015 45.6262543)",,,,
74011480,False,Via Alessandro Volta,tertiary,50,False,26.924,"LINESTRING (9.1434414 45.6292032, 9.1434209 45.6292298, 9.1434072 45.6292476, 9.1433957 45.6292634, 9.14338 45.6292854, 9.1433694 45.6293001, 9.1433554 45.6293208, 9.1433304 45.6293585, 9.143312 45.6293869, 9.1432901 45.6294209)",,,,
