osmid,highway,oneway,reversed,length,geometry,name,maxspeed,junction,ref,lanes
36579828,unclassified,False,False,312.37000000000006,"LINESTRING (13.0573241 41.4973463, 13.0576765 41.497245, 13.0579179 41.4971614, 13.0580801 41.4971209, 13.0581424 41.4970802, 13.0582474 41.4969788, 13.058298 41.4969494, 13.0583485 41.4969226, 13.0584496 41.4969011, 13.0585828 41.496891, 13.0589713 41.4968432, 13.0591354 41.4968393, 13.0592312 41.4968474, 13.0593285 41.4968662, 13.0595336 41.4969019, 13.0596754 41.4969198, 13.059963 41.4969005, 13.0600236 41.4968992, 13.0600749 41.4969071, 13.0601498 41.4969368, 13.0605787 41.4972216, 13.0606569 41.497264, 13.0606973 41.4972885)",,,,,
63218574,tertiary,False,False,437.596,"LINESTRING (13.061922 41.498256, 13.0619823 41.4982411, 13.0625865 41.498264, 13.0629843 41.498197, 13.063193 41.4981104, 13.0633545 41.4979489, 13.0636499 41.497496, 13.063745 41.4973309, 13.0642603 41.4964366, 13.064729 41.4957789, 13.0649849 41.4954915)",Via Piagge Marine,30,,,
129264069,tertiary,True,False,17.884999999999998,"LINESTRING (13.061922 41.498256, 13.061942 41.4982766, 13.0619524 41.4983302, 13.0619318 41.4983649, 13.0618862 41.4983914)",,,roundabout,,
63218574,tertiary,False,False,18.462,"LINESTRING (13.0649849 41.4954915, 13.0651453 41.4953769)",Via Piagge Marine,30,,,
43109128,unclassified,True,False,44.727999999999994,"LINESTRING (13.0649849 41.4954915, 13.0650203 41.4952613, 13.0650365 41.4950912)",Via Anfiteatro,,,,
63218574,tertiary,False,True,437.596,"LINESTRING (13.0649849 41.4954915, 13.064729 41.4957789, 13.0642603 41.4964366, 13.063745 41.4973309, 13.0636499 41.497496, 13.0633545 41.4979489, 13.063193 41.4981104, 13.0629843 41.498197, 13.0625865 41.498264, 13.0619823 41.4982411, 13.061922 41.498256)",Via Piagge Marine,30,,,
"[1210945465, 1210945466]",tertiary,True,False,5.162,"LINESTRING (13.0552945 41.5007322, 13.0553029 41.5007293, 13.0553117 41.5007286, 13.0553203 41.5007301, 13.0553278 41.5007335, 13.0553334 41.5007386, 13.0553367 41.5007447, 13.0553372 41.5007512)",,,,,
55284752,tertiary,False,False,217.437,"LINESTRING (13.0576645 41.5026542, 13.0575085 41.5026834, 13.0572769 41.5026927, 13.057007 41.5026679, 13.0567756 41.5026161, 13.0565247 41.5024962, 13.0563088 41.5022942, 13.0561996 41.5021634, 13.0561137 41.5020776, 13.0558305 41.5018209, 13.0556527 41.5016708)",Strada Provinciale Ninfina I,,,SP17,
1167783004,tertiary,True,False,33.684,"LINESTRING (13.0576645 41.5026542, 13.0577672 41.5026336, 13.0578692 41.5026258, 13.057976 41.5026259, 13.0580616 41.5026437)",Strada Provinciale Ninfina I,,,SP17,
1167783000,tertiary,True,False,25.416,"LINESTRING (13.0580616 41.5026437, 13.0580954 41.5026461, 13.0581268 41.5026555, 13.0581535 41.5026713, 13.058173 41.502692, 13.0581839 41.5027161, 13.0581852 41.5027415, 13.0581769 41.5027661, 13.0581595 41.5027879, 13.0581347 41.5028052)",,,,,
55284752,tertiary,False,True,101.242,"LINESTRING (13.0553051 41.5007693, 13.0553115 41.5009618, 13.0553191 41.5012714, 13.0553644 41.5013663, 13.0554214 41.5014554, 13.0556 41.5016156)",Strada Provinciale Ninfina I,,,SP17,
1210945465,tertiary,True,False,5.383,"LINESTRING (13.0553051 41.5007693, 13.0552968 41.5007672, 13.0552895 41.5007629, 13.0552845 41.500757, 13.0552825 41.5007502, 13.0552836 41.5007432, 13.0552878 41.500737, 13.0552945 41.5007322)",,,,,
