osmid,ref,name,highway,width,oneway,reversed,length,geometry,tunnel,lanes,maxspeed,access
"[729512737, 37027009, 729512735]",,"['Piazza del Comune', ""Via San Gabriele dell'Addolorata""]",residential,,True,False,243.46199999999996,"LINESTRING (12.6151996 43.0710092, 12.6152072 43.0710225, 12.6152193 43.0710342, 12.6152352 43.0710423, 12.6152548 43.0710489, 12.6152747 43.0710508, 12.6153003 43.0710508, 12.6153266 43.0710466, 12.6153456 43.0710417, 12.6155917 43.0709483, 12.6160748 43.0707652, 12.6160968 43.0707568, 12.6162974 43.0706807, 12.6164429 43.0706153, 12.6165631 43.0705613, 12.6166063 43.0705321, 12.6166865 43.0704803, 12.6168665 43.0703561, 12.6168747 43.07035, 12.6170611 43.0702194, 12.6171589 43.0701497, 12.6173121 43.0700382, 12.6175472 43.0698602, 12.6175919 43.0698264)",,,,
230127797,,Piazza del Comune,living_street,18,True,False,67.69500000000001,"LINESTRING (12.6144623 43.071293, 12.614854 43.0711429, 12.6150962 43.0710492, 12.6151996 43.0710092)",,,,
"[729512736, 71760035, 1136750384, 1076434290, 1076434291, 545477020, 71760031]",,"['Via San Giacomo', 'Piazza del Comune', 'Via San Paolo', 'Via Metastasio']",residential,"['4.6', '2.9', '2.8']",True,False,659.092,"LINESTRING (12.6144623 43.071293, 12.6144759 43.0713585, 12.6143749 43.0714106, 12.6141915 43.0715144, 12.6141634 43.0715324, 12.6140288 43.0716051, 12.6139403 43.0716887, 12.6137463 43.0717982, 12.6130895 43.0720766, 12.6128207 43.0721873, 12.6127889 43.0722, 12.6123014 43.0723952, 12.6118428 43.0725704, 12.611628 43.0726288, 12.6114476 43.0726656, 12.6112811 43.0726844, 12.6112301 43.0726872, 12.6111912 43.072686, 12.6109229 43.0727798, 12.6107892 43.0728182, 12.6103339 43.072925, 12.6102065 43.0729794, 12.6100027 43.073073, 12.6099282 43.0731156, 12.6097502 43.0732231, 12.60966 43.0732746, 12.6095792 43.0733272, 12.6095189 43.0733669, 12.609481 43.0733909, 12.6093982 43.0734607, 12.60931 43.0735102, 12.6092161 43.0735552, 12.6091548 43.073592, 12.6090585 43.073657, 12.6089893 43.073693, 12.6089222 43.0737165, 12.6088589 43.0737263, 12.6088328 43.0737303, 12.6087776 43.0737415, 12.6087457 43.0737616, 12.6087215 43.0737817, 12.6086317 43.0738888, 12.6084922 43.0740991, 12.6084711 43.0741357, 12.6084307 43.0742056, 12.608413 43.0742599, 12.6087655 43.0744021, 12.6089024 43.0744582)",building_passage,,30,
37030136,SR444,Piazza Giacomo Matteotti,secondary,6.5,False,False,105.858,"LINESTRING (12.6196247 43.0706046, 12.6193649 43.0704131, 12.6193007 43.0703675, 12.6191849 43.0702843, 12.6188271 43.0700372, 12.6187651 43.0699944, 12.6187308 43.0699665, 12.6186994 43.0699352)",,,,
523746014,SR444,Piazza Giacomo Matteotti,secondary,,False,True,7.7860000000000005,"LINESTRING (12.6196247 43.0706046, 12.6196411 43.0706182, 12.6196636 43.0706385, 12.6196835 43.0706598)",,,,
37030134,,Piazza San Rufino,residential,,False,True,4.856,"LINESTRING (12.6171751 43.0710437, 12.6171427 43.071007)",,,,
523355478,,Piazza San Rufino,residential,,False,False,7.647,"LINESTRING (12.6171751 43.0710437, 12.6172211 43.0711037)",,,,
170421458,,Via Porta Perlici,residential,,True,False,53.657,"LINESTRING (12.6193228 43.0713683, 12.6192492 43.0713823, 12.6189693 43.0716085, 12.6188573 43.0716991)",,,,
412957156,,,residential,,False,False,9.141,"LINESTRING (12.6193228 43.0713683, 12.619366 43.0713324, 12.6193957 43.0713057)",,,,
412957156,,,residential,,False,True,9.141,"LINESTRING (12.6193957 43.0713057, 12.619366 43.0713324, 12.6193228 43.0713683)",,,,
412972453,,Via Sebastiano Veneziano,residential,,False,False,100.388,"LINESTRING (12.6193225 43.0695768, 12.6201358 43.0700707, 12.6202669 43.0701589)",,,,
34353820,SP251,Via Santuario delle Carceri,tertiary,,False,True,74.59799999999998,"LINESTRING (12.6202669 43.0701589, 12.6201297 43.0703453, 12.6200938 43.0703901, 12.6200525 43.0704349, 12.6200192 43.0704665, 12.6199818 43.0704971, 12.6199566 43.0705145, 12.6199308 43.0705318, 12.6199021 43.0705484, 12.6198729 43.0705648, 12.6198272 43.0705889, 12.6197802 43.0706129, 12.6197325 43.0706364, 12.6196835 43.0706598)",,,,
412972453,,Via Sebastiano Veneziano,residential,,False,True,100.388,"LINESTRING (12.6202669 43.0701589, 12.6201358 43.0700707, 12.6193225 43.0695768)",,,,
"[545492776, 545492494]",,Vicolo dell'Acovaraio,"['residential', 'unclassified']",,False,"[False, True]",18.936,"LINESTRING (12.6198206 43.0708507, 12.619864 43.0708444, 12.6198483 43.0707069)",,,,permissive
545492495,,Vicolo dell'Acovaraio,residential,,True,False,5.951,"LINESTRING (12.6197496 43.0708639, 12.6198206 43.0708507)",yes,,,permissive
412957158,,Vicolo dell'Acovaraio,residential,,False,False,55.348,"LINESTRING (12.6197496 43.0708639, 12.6197144 43.0708849, 12.6196764 43.0709547, 12.6194678 43.0711858, 12.6194058 43.0712889)",,,,permissive
"[545492776, 545492494]",,Vicolo dell'Acovaraio,"['unclassified', 'residential']",,False,"[False, True]",18.936,"LINESTRING (12.6198483 43.0707069, 12.619864 43.0708444, 12.6198206 43.0708507)",,,,permissive
545568349,,Vicolo dell'Acovaraio,residential,,True,False,2.04,"LINESTRING (12.6194058 43.0712889, 12.6193957 43.0713057)",,,,permissive
412957158,,Vicolo dell'Acovaraio,residential,,False,True,55.348,"LINESTRING (12.6194058 43.0712889, 12.6194678 43.0711858, 12.6196764 43.0709547, 12.6197144 43.0708849, 12.6197496 43.0708639)",,,,permissive
"[34398112, 37027662]",,"['Via Fontebella', 'Via Antonio Cristofani']",residential,,True,False,257.76900000000006,"LINESTRING (12.6119569 43.071472, 12.6120479 43.0713739, 12.6121056 43.0713309, 12.6127453 43.0709039, 12.612769 43.0708881, 12.6132535 43.0704336, 12.613281 43.0704094, 12.6133003 43.0703931, 12.6133229 43.070376, 12.6133483 43.0703583, 12.6133771 43.0703398, 12.6134059 43.0703222, 12.6134506 43.0702969, 12.6134965 43.0702724, 12.6135416 43.0702513, 12.6135877 43.070231, 12.6136272 43.070215, 12.6136655 43.0701999, 12.6137049 43.0701856, 12.6137478 43.0701715, 12.61381 43.0701527, 12.6138485 43.0701414, 12.6142784 43.0700214, 12.6143313 43.0700081)",,,,
101113060,,Via Brizi,residential,,True,False,65.476,"LINESTRING (12.6119569 43.071472, 12.6120557 43.0714553, 12.6124474 43.0713414, 12.6126252 43.0712994, 12.6127202 43.0713105)",,,,
619853814,,Via della Selva,residential,,False,False,130.01999999999998,"LINESTRING (12.6191666 43.0683286, 12.6191475 43.0682619, 12.6191389 43.0682213, 12.6191309 43.0681685, 12.6191289 43.0681407, 12.6191293 43.0681136, 12.6191314 43.0680843, 12.619136 43.0680558, 12.6191431 43.0680262, 12.619153 43.0679957, 12.6191641 43.0679665, 12.6191778 43.0679362, 12.619244 43.0678091, 12.6192816 43.0677412, 12.6193076 43.0677003, 12.6193326 43.0676635, 12.6193643 43.0676208, 12.6195009 43.0674465, 12.6195091 43.0674271, 12.6195108 43.0674067, 12.6195037 43.0673873, 12.61949 43.0673668, 12.619412 43.0672929, 12.619392 43.0672723, 12.6193747 43.0672527)",,,,
"[700651475, 700651476, 700651478]",,Vicolo Angelini,residential,,False,True,47.26499999999999,"LINESTRING (12.6086837 43.0719483, 12.6087105 43.0719513, 12.6090781 43.071828, 12.6091806 43.0717941, 12.6092136 43.0717807)",building_passage,,,
71760021,,Via degli Ancajani,residential,,True,False,15.964,"LINESTRING (12.6092136 43.0717807, 12.6093093 43.0719061)",,,,
"[700651475, 700651476, 700651478]",,Vicolo Angelini,residential,,False,False,47.265,"LINESTRING (12.6092136 43.0717807, 12.6091806 43.0717941, 12.6090781 43.071828, 12.6087105 43.0719513, 12.6086837 43.0719483)",building_passage,,,
"[1075546984, 302473787, 34357315]",,Via degli Episcopi,"['residential', 'tertiary']",,False,False,22.582,"LINESTRING (12.6089024 43.0744582, 12.608929 43.0744646, 12.6089998 43.0744817, 12.6090653 43.0744926, 12.6091734 43.0744969)",building_passage,,30,
1104591831,,Via delle Fonti di Mojano,residential,,False,True,47.291,"LINESTRING (12.618048 43.0674868, 12.6179628 43.0674025, 12.6180976 43.0673168, 12.6179765 43.0671487)",,,,
43054578,,Via delle Fonti di Mojano,residential,4,False,False,377.36400000000003,"LINESTRING (12.6179765 43.0671487, 12.6177604 43.0672136, 12.6173186 43.0673558, 12.6167923 43.0675271, 12.6164175 43.0676541, 12.6163046 43.0676979, 12.6161992 43.0677753, 12.6158491 43.0681125, 12.6158144 43.0681687, 12.6157938 43.0682118, 12.6156701 43.0685746, 12.6156493 43.068748, 12.6156346 43.0689358, 12.615639 43.0689812, 12.6156571 43.0690551, 12.615672 43.0691194, 12.6156787 43.0691553, 12.6156807 43.0691794, 12.6156806 43.0692028, 12.6156769 43.0692228, 12.615671 43.069242, 12.6156587 43.0692739, 12.6156441 43.0693032, 12.6156286 43.0693276, 12.6156128 43.0693493, 12.6155969 43.0693686, 12.6155808 43.0693858, 12.6155571 43.0694045, 12.6155345 43.069418, 12.6155004 43.0694374, 12.6154741 43.0694515, 12.6154229 43.0694753, 12.615396 43.0694835, 12.6153794 43.0694856, 12.6153578 43.0694853, 12.6153396 43.0694813)",,1,,
43054578,,Via delle Fonti di Mojano,residential,4,False,True,116.795,"LINESTRING (12.6179765 43.0671487, 12.618071 43.0671203, 12.6186604 43.0669442, 12.618834 43.0668819, 12.6189215 43.0669039, 12.6192377 43.0670978)",,1,,
1104591831,,Via delle Fonti di Mojano,residential,,False,False,47.291000000000004,"LINESTRING (12.6179765 43.0671487, 12.6180976 43.0673168, 12.6179628 43.0674025, 12.618048 43.0674868)",,,,
