osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,access,bridge,junction
29374447,Viale Cristoforo Colombo,tertiary,False,False,13.735,,"LINESTRING (11.3037367 45.6450772, 11.3039001 45.6451242)",,,,
29278936,Viale Cristoforo Colombo,tertiary,False,False,109.349,2,"LINESTRING (11.3037367 45.6450772, 11.3029188 45.6448523, 11.3024223 45.6447272)",,,,
131652303,Via Luigi Galvani,tertiary,False,True,180.799,,"LINESTRING (11.3037367 45.6450772, 11.3041059 45.6444235, 11.3042414 45.6441563, 11.3042859 45.644024, 11.3042803 45.6439552, 11.3042599 45.6437812, 11.3042543 45.6437335, 11.3042543 45.6436401, 11.3042952 45.6435246)",,,,
29374739,Via Quattro Novembre,residential,False,True,91.304,,"LINESTRING (11.3000747 45.6443279, 11.300135 45.6443314, 11.3006875 45.6443776, 11.3010396 45.6444041, 11.3012278 45.6444581)",50,,,
131655422,Corso Italia,residential,False,False,123.92200000000001,,"LINESTRING (11.3000747 45.6443279, 11.3000916 45.644277, 11.3001517 45.6440745, 11.3001522 45.6439831, 11.3001412 45.6439397, 11.3001142 45.643902, 11.3000732 45.6438615, 11.3000325 45.6438217, 11.299983 45.6437953, 11.2998958 45.6437797, 11.2996866 45.6437329, 11.2995637 45.6437126, 11.2994452 45.6436744, 11.2993818 45.6436463, 11.2993406 45.6436099, 11.2993071 45.6435765)",,,,
"[891031345, 29374458]",Via Giuseppe Garibaldi,residential,True,False,77.94399999999999,,"LINESTRING (11.3000747 45.6443279, 11.299983 45.6443249, 11.2998589 45.6443129, 11.2996956 45.6442965, 11.2994217 45.6442681, 11.299078 45.6442667)",50,destination,,
131655422,Corso Italia,residential,False,False,35.782,,"LINESTRING (11.2993071 45.6435765, 11.2992879 45.6435291, 11.2992868 45.6434853, 11.2993448 45.6432602)",,,,
131655422,Corso Italia,residential,False,True,123.922,,"LINESTRING (11.2993071 45.6435765, 11.2993406 45.6436099, 11.2993818 45.6436463, 11.2994452 45.6436744, 11.2995637 45.6437126, 11.2996866 45.6437329, 11.2998958 45.6437797, 11.299983 45.6437953, 11.3000325 45.6438217, 11.3000732 45.6438615, 11.3001142 45.643902, 11.3001412 45.6439397, 11.3001522 45.6439831, 11.3001517 45.6440745, 11.3000916 45.644277, 11.3000747 45.6443279)",,,,
74484776,Via Madonnetta,residential,True,False,84.834,,"LINESTRING (11.2993448 45.6432602, 11.2983167 45.6430044)",,,,
"[131655396, 761303438]",Via Regina Margheria,residential,False,False,154.26,,"LINESTRING (11.2993448 45.6432602, 11.2994657 45.6430639, 11.3001137 45.6419813)",,,,
131655422,Corso Italia,residential,False,True,35.782000000000004,,"LINESTRING (11.2993448 45.6432602, 11.2992868 45.6434853, 11.2992879 45.6435291, 11.2993071 45.6435765)",,,,
312421749,Via Dalmazia,residential,False,True,101.744,,"LINESTRING (11.3003401 45.6415902, 11.2991048 45.641288)",,,,
242959603,Via Regina Margheria,residential,False,False,114.481,,"LINESTRING (11.3003401 45.6415902, 11.3004253 45.6414379, 11.3006031 45.6411204, 11.300874 45.6406307)",,,,
761303438,Via Regina Margheria,residential,False,True,46.916,,"LINESTRING (11.3003401 45.6415902, 11.3001185 45.6419718, 11.3001137 45.6419813)",,,,
74484777,Via Lungo Rio,residential,False,True,134.933,,"LINESTRING (11.298252 45.6411077, 11.2988393 45.6399658)",,,,
312421749,Via Dalmazia,residential,False,False,69.263,,"LINESTRING (11.298252 45.6411077, 11.2991048 45.641288)",,,,
"[242959578, 312421748, 312421749]",Via Dalmazia,"['residential', 'tertiary']",False,True,31.608,,"LINESTRING (11.298252 45.6411077, 11.2982303 45.6411028, 11.2981258 45.6410798, 11.2979767 45.6410469, 11.2978643 45.6410221)",,,yes,
33783664,Via Enrico Fermi,primary,True,False,24.833,2,"LINESTRING (11.3078323 45.6376266, 11.3078614 45.6376731, 11.3078722 45.6377152, 11.3078847 45.6378447)",,,,
1159840770,,primary,True,False,17.596,2,"LINESTRING (11.3078323 45.6376266, 11.3078105 45.6376681, 11.3077866 45.637693, 11.307728 45.6377206, 11.3076806 45.6377307)",50,,,roundabout
1159840770,,primary,True,False,3.85,2,"LINESTRING (11.3076806 45.6377307, 11.3076311 45.6377316)",50,,,roundabout
"[1159840771, 29374443]",Via Beccaria,tertiary,False,False,128.822,2,"LINESTRING (11.3074412 45.637852, 11.3074167 45.6378801, 11.3073382 45.6379702, 11.3073158 45.6380083, 11.3072389 45.6381387, 11.3071684 45.6383762, 11.307155 45.6387419, 11.3071287 45.6388682, 11.3070989 45.6389679)",,,,
753023887,Via Beccaria,tertiary,True,False,23.741,,"LINESTRING (11.3074412 45.637852, 11.3074665 45.6377368, 11.3074744 45.63764)",,,,
"[131652304, 131652309]","['Via Edison', 'Via Pascal']",residential,False,True,229.30200000000002,,"LINESTRING (11.3070989 45.6389679, 11.3072215 45.6389674, 11.3073012 45.6389606, 11.3080302 45.638898, 11.3080668 45.6389009, 11.3080934 45.6389136, 11.3081053 45.6389413, 11.3081073 45.6389746, 11.3081042 45.6390138, 11.3079291 45.6393686, 11.3078831 45.6394542, 11.3075554 45.6399236, 11.3074494 45.6400613, 11.30737 45.640158)",,,,
1159840771,Via Beccaria,tertiary,False,False,121.571,2,"LINESTRING (11.3070989 45.6389679, 11.3070694 45.6390363, 11.3068921 45.6394357, 11.3067151 45.6397452, 11.3065595 45.6399927)",,,,
