osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry
37618616,Via Giuseppe Garibaldi,tertiary,50,False,False,48.637,,,"LINESTRING (16.2624312 38.2345472, 16.2619851 38.234809)"
37618842,Viale Giacomo Matteotti,residential,,False,False,25.731,,,"LINESTRING (16.2624312 38.2345472, 16.2626085 38.234732)"
37618842,Viale Giacomo Matteotti,residential,,False,True,68.423,,,"LINESTRING (16.2624312 38.2345472, 16.2619423 38.2340664)"
37618789,Viale Traversa Guglielmo Marconi,tertiary,,True,False,53.04,,,"LINESTRING (16.2672361 38.2393713, 16.2667549 38.2396623)"
37618842,Viale Giacomo Matteotti,residential,,False,False,123.012,,,"LINESTRING (16.2672361 38.2393713, 16.2681238 38.2402302)"
37618842,Viale Giacomo Matteotti,residential,,False,True,13.87,,,"LINESTRING (16.2672361 38.2393713, 16.267149 38.239267)"
37618789,Viale Traversa Guglielmo Marconi,tertiary,,True,False,59.036,,,"LINESTRING (16.2686009 38.2385438, 16.2680598 38.238862)"
202343886,Strada Statale Jonica,secondary,50,False,True,15.079,2,SS106,"LINESTRING (16.2686009 38.2385438, 16.268495 38.2384367)"
202343886,Strada Statale Jonica,secondary,50,False,False,85.39,2,SS106,"LINESTRING (16.2686009 38.2385438, 16.2690938 38.2390294, 16.2692092 38.239145)"
230557078,Viale Traversa Guglielmo Marconi,unclassified,,False,False,111.995,,,"LINESTRING (16.2686009 38.2385438, 16.2689382 38.2383448, 16.268611 38.2380035, 16.2684196 38.2378055)"
37618842,Viale Giacomo Matteotti,residential,,False,True,102.668,,,"LINESTRING (16.270576 38.2426498, 16.2698314 38.2419353)"
37618842,Viale Giacomo Matteotti,residential,,False,False,59.618,,,"LINESTRING (16.270576 38.2426498, 16.2707058 38.2426192, 16.2711714 38.2423935)"
171564873,Viale della Regina,unclassified,,False,True,79.159,,,"LINESTRING (16.2674841 38.2346115, 16.2667839 38.2350635)"
224187983,Via Lungomare,unclassified,,False,True,279.069,,,"LINESTRING (16.2674841 38.2346115, 16.2679155 38.2350632, 16.2689694 38.2361273, 16.2694365 38.2365981)"
202343886,Strada Statale Jonica,secondary,50,False,True,148.227,2,SS106,"LINESTRING (16.2711714 38.2411093, 16.2701238 38.2400605)"
1164438290,Via Foggia,unclassified,,False,True,47.487,,,"LINESTRING (16.2711714 38.2411093, 16.2707434 38.2413727)"
464732298,Via Angelo Cusmano,tertiary,,True,False,12.541,,,"LINESTRING (16.2637308 38.2415157, 16.2636333 38.2414329)"
171564877,Via Napoli,unclassified,,False,False,47.496,,,"LINESTRING (16.2604439 38.2382449, 16.2600062 38.2384984)"
230557433,Via Angelo Cusmano,tertiary,,True,False,63.711,,,"LINESTRING (16.2604439 38.2382449, 16.2609608 38.2386492)"
626302549,Via Angelo Cusmano,tertiary,,False,True,63.34,,,"LINESTRING (16.2604439 38.2382449, 16.2600139 38.2377862)"
171564877,Via Napoli,unclassified,,False,True,182.209,,,"LINESTRING (16.2604439 38.2382449, 16.2612523 38.2377192, 16.2620686 38.2372172)"
37618842,Viale Giacomo Matteotti,residential,,False,False,102.668,,,"LINESTRING (16.2698314 38.2419353, 16.270576 38.2426498)"
37618842,Viale Giacomo Matteotti,residential,,False,True,241.222,,,"LINESTRING (16.2698314 38.2419353, 16.2681238 38.2402302)"
1164438290,Via Foggia,unclassified,,False,False,60.639,,,"LINESTRING (16.2698314 38.2419353, 16.2703776 38.2415986)"
1164438290,Via Foggia,unclassified,,False,True,107.997,,,"LINESTRING (16.2698314 38.2419353, 16.2688545 38.2425308)"
202339442,Via Caprera,unclassified,,False,True,39.645,,,"LINESTRING (16.2625029 38.2376598, 16.26278 38.2379422)"
202341871,Via Benevento,unclassified,,False,True,60.853,,,"LINESTRING (16.2625029 38.2376598, 16.2619678 38.2380103)"
171564877,Via Napoli,unclassified,,False,False,47.07299999999999,,,"LINESTRING (16.2625029 38.2376598, 16.2625908 38.2375717, 16.2626364 38.23746, 16.2626203 38.2373526, 16.2625584 38.2372817)"
202341863,Piazza Alcide De Gasperi,unclassified,,False,False,62.135999999999996,,,"LINESTRING (16.2625029 38.2376598, 16.2620919 38.2372409, 16.2620686 38.2372172)"
37618789,Viale Traversa Guglielmo Marconi,tertiary,,True,False,94.323,,,"LINESTRING (16.265975 38.2401371, 16.2651171 38.2406524)"
171564878,Via Prof. Francesco Panzera,unclassified,,False,False,13.344,,,"LINESTRING (16.265975 38.2401371, 16.2658797 38.2400433)"
171564878,Via Prof. Francesco Panzera,unclassified,,False,True,96.519,,,"LINESTRING (16.265975 38.2401371, 16.2666614 38.2408174)"
202341874,Via Piave,unclassified,,False,False,45.979,,,"LINESTRING (16.2667871 38.236737, 16.2663704 38.2369897)"
202343886,Strada Statale Jonica,secondary,50,False,False,106.318,2,SS106,"LINESTRING (16.2667871 38.236737, 16.2675578 38.2374771)"
202343886,Strada Statale Jonica,secondary,50,False,True,43.507,2,SS106,"LINESTRING (16.2667871 38.236737, 16.2664865 38.236425)"
171564869,Via Regina Margherita di Savoia,unclassified,,False,True,91.215,,,"LINESTRING (16.2667871 38.236737, 16.2672149 38.2364109, 16.2669289 38.2361398)"
202324917,Piazza Umberto I,unclassified,,False,False,41.093,,,"LINESTRING (16.2647016 38.2363498, 16.2646024 38.2365141, 16.2645407 38.2366363, 16.2645531 38.2366917)"
202324917,Piazza Umberto I,unclassified,,False,True,31.985,,,"LINESTRING (16.2647016 38.2363498, 16.2648328 38.2362681, 16.264986 38.2361686)"
224187994,Piazza Umberto I,unclassified,,False,True,39.601,,,"LINESTRING (16.2647016 38.2363498, 16.2644079 38.2363855, 16.2642522 38.2363755)"
171564856,Via Cesare Battisti,unclassified,,False,False,39.5,,,"LINESTRING (16.264986 38.2361686, 16.2652726 38.2364434)"
171564856,Via Cesare Battisti,unclassified,,False,True,53.682,,,"LINESTRING (16.264986 38.2361686, 16.2646177 38.2357821)"
171564873,Viale della Regina,unclassified,,False,False,37.859,,,"LINESTRING (16.264986 38.2361686, 16.2653275 38.2359589)"
202324917,Piazza Umberto I,unclassified,,False,False,31.985,,,"LINESTRING (16.264986 38.2361686, 16.2648328 38.2362681, 16.2647016 38.2363498)"
37618842,Viale Giacomo Matteotti,residential,,False,False,132.267,,,"LINESTRING (16.2662112 38.238333, 16.267149 38.239267)"
37618842,Viale Giacomo Matteotti,residential,,False,True,52.619,,,"LINESTRING (16.2662112 38.238333, 16.2658372 38.237962)"
171564872,,unclassified,,False,False,52.515,,,"LINESTRING (16.2662112 38.238333, 16.2657439 38.2386302)"
171564872,,unclassified,,False,True,151.297,,,"LINESTRING (16.2662112 38.238333, 16.2668153 38.2379425, 16.2675578 38.2374771)"
255883706,Via Roma,unclassified,,False,False,85.016,,,"LINESTRING (16.2632828 38.2368364, 16.2626803 38.2362359)"
255883706,Via Roma,unclassified,,False,True,69.723,,,"LINESTRING (16.2632828 38.2368364, 16.2637702 38.237333)"
171564854,Via Trieste,unclassified,,False,False,80.34100000000001,,,"LINESTRING (16.2632828 38.2368364, 16.2628214 38.2371208, 16.2625584 38.2372817)"
171564854,Via Trieste,unclassified,,False,True,97.86,,,"LINESTRING (16.2632828 38.2368364, 16.2636583 38.2365963, 16.2641466 38.2362759)"
37618842,Viale Giacomo Matteotti,residential,,False,False,68.423,,,"LINESTRING (16.2619423 38.2340664, 16.2624312 38.2345472)"
171564851,,unclassified,,False,False,47.258,,,"LINESTRING (16.2619423 38.2340664, 16.261493 38.2343032)"
171564856,Via Cesare Battisti,unclassified,,False,False,45.897,,,"LINESTRING (16.2639828 38.2351384, 16.2643133 38.2354593)"
224190304,,unclassified,,False,False,38.444,,,"LINESTRING (16.2639828 38.2351384, 16.2643275 38.2349234)"
224190304,,unclassified,,False,True,65.878,,,"LINESTRING (16.2639828 38.2351384, 16.2636569 38.2353405, 16.2633882 38.2355029)"
171564873,Viale della Regina,unclassified,,False,False,48.327,,,"LINESTRING (16.2657596 38.2356936, 16.2662002 38.2354307)"
