osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed,access
359547152,Via Roma,tertiary,False,True,128.108,"LINESTRING (12.411278 44.1042593, 12.4122434 44.1051795)",,,,
48472314,Via Andrea Costa,tertiary,False,False,70.732,"LINESTRING (12.411278 44.1042593, 12.4114609 44.104232, 12.4121453 44.1041298)",,,,
159838512,Via Alessandro Volta,residential,False,True,19.163,"LINESTRING (12.411278 44.1042593, 12.4111267 44.1042724, 12.4110435 44.1042921)",,,,
48472314,Via Andrea Costa,tertiary,False,False,94.329,"LINESTRING (12.412662 44.1040878, 12.4138301 44.103961)",,,,
48472314,Via Andrea Costa,tertiary,False,True,41.52,"LINESTRING (12.412662 44.1040878, 12.4121453 44.1041298)",,,,
159832764,Via dei Tigli,residential,False,True,57.18899999999999,"LINESTRING (12.412662 44.1040878, 12.4125578 44.1037603, 12.4125013 44.1035866)",,,,
92085914,Via Benvenuto Cellini,residential,False,False,50.906,"LINESTRING (12.4096868 44.1066061, 12.4095342 44.1061616)",,,,
92085914,Via Benvenuto Cellini,residential,False,False,22.498,"LINESTRING (12.4095342 44.1061616, 12.4094688 44.1059648)",,,,
92085914,Via Benvenuto Cellini,residential,False,True,50.906,"LINESTRING (12.4095342 44.1061616, 12.4096868 44.1066061)",,,,
24064700,Via Leonardo da Vinci,residential,False,True,249.10299999999998,"LINESTRING (12.4095342 44.1061616, 12.4124219 44.1056729, 12.4124546 44.1056673, 12.4125294 44.1056545, 12.4125708 44.1056475)",,,,
48472312,Via Raffaello Sanzio,residential,True,False,27.719,"LINESTRING (12.4100242 44.1065474, 12.4096868 44.1066061)",,,,
31666945,Via Sandro Botticelli,unclassified,False,False,18.494,"LINESTRING (12.4126521 44.1062027, 12.4126881 44.106367)",,,,
31666945,Via Sandro Botticelli,unclassified,False,True,55.187,"LINESTRING (12.4126521 44.1062027, 12.4126286 44.1060179, 12.4126171 44.1058568, 12.4126459 44.1057384, 12.4126529 44.1057096)",,,,
48472312,Via Raffaello Sanzio,residential,True,False,213.416,"LINESTRING (12.4126521 44.1062027, 12.4112347 44.1063556, 12.4100242 44.1065474)",,,,
31666945,Via Sandro Botticelli,unclassified,False,True,39.05,"LINESTRING (12.4127438 44.1067159, 12.4126881 44.106367)",,,,
31666945,Via Sandro Botticelli,unclassified,False,False,59.228,"LINESTRING (12.4127438 44.1067159, 12.4127625 44.1067751, 12.412837 44.107244)",,,,
48472313,Via Giotto,residential,True,False,259.909,"LINESTRING (12.4127438 44.1067159, 12.4114317 44.1068267, 12.410144 44.1069891, 12.4100242 44.1065474)",,,,
92085910,Via Cavour,residential,True,False,184.06799999999998,"LINESTRING (12.4142474 44.1066269, 12.4140245 44.1069592, 12.4133595 44.1079589, 12.4133558 44.1080984, 12.4133547 44.1081375)",,,,
359133988,Via Giacomo Matteotti,tertiary,False,False,70.22,"LINESTRING (12.4142474 44.1066269, 12.4145922 44.1067121, 12.4146487 44.1067273, 12.4149659 44.1068013, 12.4150738 44.1068406)",,,,
"[587750429, 92085902]","['Via Giacomo Matteotti', 'Piazza Agostino Giorgi']",tertiary,False,True,163.176,"LINESTRING (12.4142474 44.1066269, 12.4141332 44.1065774, 12.413588 44.1063851, 12.4134704 44.1063458, 12.4133192 44.1062498, 12.4129804 44.1059281, 12.4127984 44.105726, 12.412758 44.1056811)",,,,
159829824,Piazza Giuseppe Mazzini,living_street,True,False,34.607,"LINESTRING (12.4150738 44.1068406, 12.415167 44.1068187, 12.4153688 44.1067572, 12.4154787 44.1067302)",,,30,yes
"[92085916, 359133988]","['Via Venti Settembre', 'Via Giacomo Matteotti']",tertiary,False,False,142.295,"LINESTRING (12.4150738 44.1068406, 12.4151667 44.1069077, 12.4152362 44.1069662, 12.4152647 44.1069962, 12.4154297 44.1072519, 12.4160698 44.1078945)",,,,
359133988,Via Giacomo Matteotti,tertiary,False,True,70.22,"LINESTRING (12.4150738 44.1068406, 12.4149659 44.1068013, 12.4146487 44.1067273, 12.4145922 44.1067121, 12.4142474 44.1066269)",,,,
159986898,Via Venti Settembre,tertiary,False,True,50.375,"LINESTRING (12.4164315 44.1082657, 12.4160698 44.1078945)",,,,
92085906,Via Arno,unclassified,False,False,57.741,"LINESTRING (12.4164315 44.1082657, 12.4163831 44.1083064, 12.4163392 44.1083652, 12.4162099 44.1087533)",,,,
159986898,Via Venti Settembre,tertiary,False,False,132.786,"LINESTRING (12.4164315 44.1082657, 12.4165374 44.1083765, 12.417468 44.1091991)",,,,
92085906,Via Arno,unclassified,False,False,47.969,"LINESTRING (12.4160253 44.1093256, 12.4158948 44.1097467)",,,,
92085906,Via Arno,unclassified,False,True,65.321,"LINESTRING (12.4160253 44.1093256, 12.4162099 44.1087533)",,,,
92085906,Via Arno,unclassified,False,True,39.904,"LINESTRING (12.41577 44.1100942, 12.4158948 44.1097467)",,,,
160731488,Via Arno,unclassified,True,False,28.631,"LINESTRING (12.41577 44.1100942, 12.4157234 44.1101737, 12.4156837 44.1102064, 12.4156593 44.1102456, 12.4156543 44.110253, 12.4156074 44.1103219)",,,,
92204024,Via Enrico Fermi,residential,False,False,112.19,"LINESTRING (12.4095636 44.102659, 12.4094379 44.1036639)",,,,
159986863,Via Roma,tertiary,False,True,4.754,"LINESTRING (12.4095636 44.102659, 12.4095997 44.102693)",,,,
159986863,Via Roma,tertiary,False,False,37.492000000000004,"LINESTRING (12.4095636 44.102659, 12.4093548 44.1024748, 12.4092672 44.1023975)",,,,
92204024,Via Enrico Fermi,residential,False,True,86.307,"LINESTRING (12.4093342 44.1044365, 12.4094379 44.1036639)",,,,
92204023,Via Luigi Galvani,residential,False,False,69.18,"LINESTRING (12.4093342 44.1044365, 12.4094179 44.1044836, 12.4098869 44.1049131)",,,,
92204024,Via Enrico Fermi,residential,False,False,139.499,"LINESTRING (12.4093342 44.1044365, 12.4092386 44.1051183, 12.4092355 44.1052148, 12.4092462 44.1052981, 12.4093731 44.1056764)",,,,
92204023,Via Luigi Galvani,residential,False,True,78.396,"LINESTRING (12.4104613 44.1054849, 12.4098869 44.1049131)",,,,
92204026,Via Bastia,unclassified,False,False,89.458,"LINESTRING (12.4104613 44.1054849, 12.4093731 44.1056764)",,,,
92204026,Via Bastia,unclassified,False,True,146.351,"LINESTRING (12.4104613 44.1054849, 12.4121295 44.1052089, 12.4122434 44.1051795)",,,,
158942118,Via Giovanni Pascoli,living_street,True,False,17.953,"LINESTRING (12.4154631 44.1062689, 12.4154932 44.1061089)",,,30,yes
158942122,Via Giuseppe Garibaldi,living_street,True,False,73.356,"LINESTRING (12.4154631 44.1062689, 12.4148247 44.1062938, 12.4145457 44.1063047)",,,30,yes
159968500,Via Montessori,residential,True,False,144.38,"LINESTRING (12.4185198 44.1066808, 12.4185208 44.1067625, 12.4183667 44.1075265, 12.41775 44.1074848)",,,,
159986881,Via Leopoldo Tosi,unclassified,False,False,38.689,"LINESTRING (12.4185198 44.1066808, 12.4185526 44.1066753, 12.4188047 44.1066396, 12.4189979 44.1066275)",,,,
159986881,Via Leopoldo Tosi,unclassified,False,True,116.39699999999999,"LINESTRING (12.4185198 44.1066808, 12.4180766 44.1067805, 12.4179214 44.1068179, 12.4177663 44.1068452, 12.4172479 44.1068837, 12.4170991 44.1068817)",,,,
160057430,Via Paolo Guidi,residential,True,False,66.656,"LINESTRING (12.4143981 44.1048615, 12.4144521 44.1054597)",,,,
31666942,Via G. Tognacci,residential,True,False,62.643,"LINESTRING (12.4143981 44.1048615, 12.41434 44.1048703, 12.4136303 44.1049773)",,,,
31667214,Via Villagrappa,unclassified,False,False,87.226,"LINESTRING (12.4132463 44.1092315, 12.4132657 44.1099774, 12.4132667 44.1100158)",,,,
31667214,Via Villagrappa,unclassified,False,True,105.796,"LINESTRING (12.4132463 44.1092315, 12.4132082 44.1086001, 12.4132174 44.1084512, 12.4132312 44.1083854, 12.4132428 44.1083183, 12.413256 44.1082833)",,,,
159815632,Via Ugo La Malfa,residential,False,True,43.935,"LINESTRING (12.4132463 44.1092315, 12.4130743 44.1092381, 12.4126968 44.1092526)",,,,
159815632,Via Ugo La Malfa,residential,False,False,165.936,"LINESTRING (12.4114649 44.1100847, 12.4114403 44.1095813, 12.4114491 44.1095159, 12.4114941 44.1094288, 12.4115221 44.1093915, 12.4115763 44.1093456, 12.4116372 44.1093169, 12.4117181 44.1092883, 12.4117811 44.1092758, 12.4118641 44.109272, 12.4125653 44.1092553)",,,,
159817045,Via Fiumicino,residential,False,False,34.566,"LINESTRING (12.4114649 44.1100847, 12.4114689 44.1101582, 12.4114716 44.1103955)",,,,
92085906,Via Arno,unclassified,False,False,65.321,"LINESTRING (12.4162099 44.1087533, 12.4160253 44.1093256)",,,,
92085906,Via Arno,unclassified,False,True,57.741,"LINESTRING (12.4162099 44.1087533, 12.4163392 44.1083652, 12.4163831 44.1083064, 12.4164315 44.1082657)",,,,
159817052,Via del Mulino,unclassified,False,True,66.193,"LINESTRING (12.4162099 44.1087533, 12.4158941 44.1086912, 12.415801 44.1086866, 12.4157199 44.1086889, 12.4153957 44.1087204)",,,,
160731507,Via Circonvallazione Ovest,secondary,True,False,74.534,"LINESTRING (12.4160934 44.1109236, 12.4157575 44.1106686, 12.4156288 44.1105492, 12.4155177 44.110481, 12.415436 44.110457)",,SP10,,
159829831,Via dei Mille,residential,False,True,16.663,"LINESTRING (12.4153957 44.1087204, 12.4153648 44.1085722)",,,,
159817052,Via del Mulino,unclassified,False,False,66.193,"LINESTRING (12.4153957 44.1087204, 12.4157199 44.1086889, 12.415801 44.1086866, 12.4158941 44.1086912, 12.4162099 44.1087533)",,,,
159817052,Via del Mulino,unclassified,False,True,76.78800000000001,"LINESTRING (12.4153957 44.1087204, 12.4152092 44.1087511, 12.4148704 44.108785, 12.4147694 44.1087913, 12.4146637 44.108791, 12.4144449 44.1087673)",,,,
159818273,Via Adige,residential,False,False,166.014,"LINESTRING (12.4178966 44.1106748, 12.4158819 44.1103053)",,,,
361675315,Via Venti Settembre,unclassified,False,True,27.372999999999998,"LINESTRING (12.4178966 44.1106748, 12.4179229 44.110492, 12.4179327 44.11043)",,,,
159818273,Via Adige,residential,False,True,166.014,"LINESTRING (12.4158819 44.1103053, 12.4178966 44.1106748)",,,,
394353585,Via Adige,residential,True,False,22.778999999999996,"LINESTRING (12.4158819 44.1103053, 12.4157959 44.1103015, 12.4157221 44.1103152, 12.4156787 44.1103264, 12.4156064 44.110345)",,,,
"[159820385, 158942122]","['Via Giuseppe Garibaldi', 'Via Serra']","['living_street', 'residential']",True,False,125.59800000000001,"LINESTRING (12.4141929 44.1063187, 12.4137587 44.1063341, 12.4136796 44.1055187)",,,30,yes
159820397,Piazzetta Don Luigi Reggiani,living_street,True,False,37.817,"LINESTRING (12.4141929 44.1063187, 12.4141257 44.1063974, 12.4141526 44.1064934, 12.4142474 44.1066269)",,,30,yes
159823371,,residential,True,False,10.734,"LINESTRING (12.4210029 44.1022216, 12.4209805 44.1021757, 12.4209803 44.1021278)",roundabout,,,
159823371,,residential,True,False,14.494,"LINESTRING (12.4209803 44.1021278, 12.4210029 44.1020811, 12.421049 44.1020408, 12.4210835 44.1020262)",roundabout,,,
159825332,Via Rimini,residential,False,False,53.687,"LINESTRING (12.4209585 44.1035407, 12.4203121 44.1036736)",,,,
159825343,Via Rimini,residential,True,False,20.289,"LINESTRING (12.4209585 44.1035407, 12.4211498 44.1034206)",,,,
159825332,Via Rimini,residential,False,False,44.125,"LINESTRING (12.4203121 44.1036736, 12.4197817 44.103785)",,,,
159825332,Via Rimini,residential,False,True,53.687,"LINESTRING (12.4203121 44.1036736, 12.4209585 44.1035407)",,,,
160045864,Via U. Giordano,residential,False,True,139.501,"LINESTRING (12.4203121 44.1036736, 12.4201336 44.1024256)",,,,
48472314,Via Andrea Costa,tertiary,False,True,131.21,"LINESTRING (12.415468 44.1040563, 12.4138301 44.103961)",,,,
159986868,Via Rimini,residential,False,True,78.348,"LINESTRING (12.415468 44.1040563, 12.4164477 44.1040169)",,,,
218946583,Via Rio Salto I Tratto,unclassified,False,False,45.314,"LINESTRING (12.415468 44.1040563, 12.4152648 44.1044368)",,,,
315223931,Via Rio Salto I Tratto,tertiary,False,True,52.159,"LINESTRING (12.415468 44.1040563, 12.41571 44.1036206)",,,,
159825764,Via Palmiro Togliatti,residential,True,False,119.125,"LINESTRING (12.4197683 44.1055748, 12.4197179 44.1066455)",,,,
159825336,Via Casette Bruciaticcio,residential,False,False,168.17399999999998,"LINESTRING (12.4197683 44.1055748, 12.4205036 44.10578, 12.4205675 44.1058156, 12.420593 44.1058513, 12.4206179 44.105902, 12.4206112 44.1059527, 12.4204781 44.1066896)",,,,
159825331,Via Rimini,residential,True,False,14.36,"LINESTRING (12.4210363 44.1023485, 12.4210029 44.1022216)",,,,
159823377,Via Giacomo Leopardi,residential,False,True,73.061,"LINESTRING (12.4210363 44.1023485, 12.4209487 44.1023789, 12.4201336 44.1024256)",,,,
159825331,Via Rimini,residential,True,False,7.453,"LINESTRING (12.4210468 44.1024151, 12.4210363 44.1023485)",,,,
159986881,Via Leopoldo Tosi,unclassified,False,True,60.894,"LINESTRING (12.4204781 44.1066896, 12.4197179 44.1066455)",,,,
159825336,Via Casette Bruciaticcio,residential,False,True,168.17399999999998,"LINESTRING (12.4204781 44.1066896, 12.4206112 44.1059527, 12.4206179 44.105902, 12.420593 44.1058513, 12.4205675 44.1058156, 12.4205036 44.10578, 12.4197683 44.1055748)",,,,
48472314,Via Andrea Costa,tertiary,False,False,131.21,"LINESTRING (12.4138301 44.103961, 12.415468 44.1040563)",,,,
48472314,Via Andrea Costa,tertiary,False,True,94.329,"LINESTRING (12.4138301 44.103961, 12.412662 44.1040878)",,,,
160045851,Via A. Manzoni,residential,False,True,72.118,"LINESTRING (12.4138301 44.103961, 12.4140395 44.1033301)",,,,
159825764,Via Palmiro Togliatti,residential,True,False,77.183,"LINESTRING (12.4197835 44.1043921, 12.4197761 44.1050862)",,,,
159825773,Via Antonio Gramsci,residential,False,True,59.802,"LINESTRING (12.4197761 44.1050862, 12.4190301 44.1051341)",,,,
159825764,Via Palmiro Togliatti,residential,True,False,54.333,"LINESTRING (12.4197761 44.1050862, 12.4197749 44.1051646, 12.4197683 44.1055748)",,,,
159825773,Via Antonio Gramsci,residential,False,False,162.718,"LINESTRING (12.4170037 44.1052895, 12.4190301 44.1051341)",,,,
159825773,Via Antonio Gramsci,residential,False,True,110.774,"LINESTRING (12.4170037 44.1052895, 12.4156205 44.1053666)",,,,
159827460,Via Vittorio Veneto,residential,True,False,55.961,"LINESTRING (12.4170037 44.1052895, 12.4170398 44.1047869)",,,,
159825332,Via Rimini,residential,False,True,44.125,"LINESTRING (12.4197817 44.103785, 12.4203121 44.1036736)",,,,
159825764,Via Palmiro Togliatti,residential,True,False,67.507,"LINESTRING (12.4197817 44.103785, 12.4197835 44.1043921)",,,,
159825332,Via Rimini,residential,False,False,41.709,"LINESTRING (12.4197817 44.103785, 12.4193474 44.1038763, 12.419278 44.1038819)",,,,
159986881,Via Leopoldo Tosi,unclassified,False,False,60.894,"LINESTRING (12.4197179 44.1066455, 12.4204781 44.1066896)",,,,
159986881,Via Leopoldo Tosi,unclassified,False,True,57.552,"LINESTRING (12.4197179 44.1066455, 12.4193296 44.1066274, 12.4190869 44.106628, 12.4189979 44.1066275)",,,,
159827451,Via Petrarca,residential,False,False,68.35,"LINESTRING (12.4196777 44.108129, 12.4205328 44.1081583)",,,,
159827451,Via Petrarca,residential,False,True,56.04,"LINESTRING (12.4196777 44.108129, 12.4189773 44.1080961)",,,,
159827454,Via Galileo Galilei,residential,False,False,49.537,"LINESTRING (12.4196777 44.108129, 12.4196962 44.1076837)",,,,
159827454,Via Galileo Galilei,residential,False,True,48.442,"LINESTRING (12.4196777 44.108129, 12.4196535 44.1085643)",,,,
159827452,Via Gioacchino Rossini,residential,False,False,50.524,"LINESTRING (12.417468 44.1091991, 12.4180153 44.108971)",,,,
159986898,Via Venti Settembre,tertiary,False,False,58.235,"LINESTRING (12.417468 44.1091991, 12.4179013 44.1096204)",,,,
159986898,Via Venti Settembre,tertiary,False,True,132.786,"LINESTRING (12.417468 44.1091991, 12.4165374 44.1083765, 12.4164315 44.1082657)",,,,
159827442,Via Palermo,residential,False,False,88.926,"LINESTRING (12.4181529 44.1048138, 12.4170398 44.1047869)",,,,
159827445,Via Torre,residential,False,True,141.164,"LINESTRING (12.4210985 44.107291, 12.4205659 44.107272, 12.4205328 44.1081583)",,,,
"[159827451, 160047999]","['Via Petrarca', 'Via A. De Gasperi']",residential,False,True,131.822,"LINESTRING (12.4210985 44.107291, 12.4209585 44.108165, 12.4205328 44.1081583)",,,,
159827454,Via Galileo Galilei,residential,False,True,49.537,"LINESTRING (12.4196962 44.1076837, 12.4196777 44.108129)",,,,
159827445,Via Torre,residential,False,False,49.158,"LINESTRING (12.4204849 44.1090169, 12.4205138 44.1085753)",,,,
159827452,Via Gioacchino Rossini,residential,False,True,68.134,"LINESTRING (12.4204849 44.1090169, 12.4196321 44.1089943)",,,,
160035581,Via Torre,residential,False,True,73.708,"LINESTRING (12.4204849 44.1090169, 12.4204583 44.1096795)",,,,
159825773,Via Antonio Gramsci,residential,False,False,110.774,"LINESTRING (12.4156205 44.1053666, 12.4170037 44.1052895)",,,,
159829832,Via Giovanni Pascoli,living_street,False,True,40.239,"LINESTRING (12.4156205 44.1053666, 12.4155571 44.1057256)",,,,
159829821,Via Giovanni Pascoli,living_street,True,False,93.486,"LINESTRING (12.4156205 44.1053666, 12.4156665 44.1051779, 12.4156772 44.1050507, 12.4155947 44.1049813, 12.4150824 44.1047577)",,,,
158942119,Via Leopoldo Tosi,residential,False,True,14.132,"LINESTRING (12.4170991 44.1068817, 12.4169222 44.1068776)",,,,
159827458,Via Altiero Spinelli,residential,False,True,54.177,"LINESTRING (12.4170991 44.1068817, 12.4170907 44.1070644, 12.4170985 44.1073213, 12.4171041 44.1073686)",,,,
159986881,Via Leopoldo Tosi,unclassified,False,False,116.39699999999999,"LINESTRING (12.4170991 44.1068817, 12.4172479 44.1068837, 12.4177663 44.1068452, 12.4179214 44.1068179, 12.4180766 44.1067805, 12.4185198 44.1066808)",,,,
159827437,Via Montessori,residential,False,False,53.477000000000004,"LINESTRING (12.4171041 44.1073686, 12.4173287 44.1073837, 12.41775 44.1074848)",,,,
159827458,Via Altiero Spinelli,residential,False,False,54.177,"LINESTRING (12.4171041 44.1073686, 12.4170985 44.1073213, 12.4170907 44.1070644, 12.4170991 44.1068817)",,,,
159827458,Via Altiero Spinelli,residential,False,True,111.726,"LINESTRING (12.4171041 44.1073686, 12.4170987 44.1075376, 12.4170752 44.1075813, 12.4170264 44.1076046, 12.4165841 44.1077152, 12.4160698 44.1078945)",,,,
158942119,Via Leopoldo Tosi,residential,False,False,14.132,"LINESTRING (12.4169222 44.1068776, 12.4170991 44.1068817)",,,,
159827460,Via Vittorio Veneto,residential,True,False,80.334,"LINESTRING (12.4169222 44.1068776, 12.4169494 44.1061554)",,,,
159829825,Via Leopoldo Tosi,living_street,True,False,60.284,"LINESTRING (12.4169222 44.1068776, 12.4161757 44.1067963)",,,30,yes
159827444,Via Alfieri,residential,False,True,68.698,"LINESTRING (12.4196535 44.1085643, 12.4205138 44.1085753)",,,,
159827454,Via Galileo Galilei,residential,False,False,48.442,"LINESTRING (12.4196535 44.1085643, 12.4196777 44.108129)",,,,
159827454,Via Galileo Galilei,residential,False,True,47.844,"LINESTRING (12.4196535 44.1085643, 12.4196321 44.1089943)",,,,
159986868,Via Rimini,residential,False,False,48.474,"LINESTRING (12.4170539 44.1039934, 12.4164477 44.1040169)",,,,
587750428,Via Vittorio Veneto,residential,False,False,77.48,"LINESTRING (12.4170539 44.1039934, 12.4170866 44.103297)",,,,
159825332,Via Rimini,residential,False,True,99.035,"LINESTRING (12.4170539 44.1039934, 12.4177268 44.1039645, 12.4182918 44.1039379)",,,,
159827444,Via Alfieri,residential,False,False,68.698,"LINESTRING (12.4205138 44.1085753, 12.4196535 44.1085643)",,,,
159827445,Via Torre,residential,False,False,46.393,"LINESTRING (12.4205138 44.1085753, 12.4205328 44.1081583)",,,,
159827445,Via Torre,residential,False,True,49.158,"LINESTRING (12.4205138 44.1085753, 12.4204849 44.1090169)",,,,
159827456,Via Trento,residential,True,False,218.477,"LINESTRING (12.4170478 44.1043535, 12.4197835 44.1043921)",,,,
159827460,Via Vittorio Veneto,residential,True,False,40.044,"LINESTRING (12.4170478 44.1043535, 12.4170539 44.1039934)",,,,
159827445,Via Torre,residential,False,True,46.393,"LINESTRING (12.4205328 44.1081583, 12.4205138 44.1085753)",,,,
159827451,Via Petrarca,residential,False,True,68.35,"LINESTRING (12.4205328 44.1081583, 12.4196777 44.108129)",,,,
159827445,Via Torre,residential,False,False,141.164,"LINESTRING (12.4205328 44.1081583, 12.4205659 44.107272, 12.4210985 44.107291)",,,,
"[159827451, 160047999]","['Via Petrarca', 'Via A. De Gasperi']",residential,False,False,131.822,"LINESTRING (12.4205328 44.1081583, 12.4209585 44.108165, 12.4210985 44.107291)",,,,
92085908,Via Bellaria,tertiary,False,False,64.377,"LINESTRING (12.4187861 44.1096329, 12.4195918 44.1096559)",,,,
92085908,Via Bellaria,tertiary,False,True,49.51,"LINESTRING (12.4187861 44.1096329, 12.4181666 44.1096129)",,,,
159827443,Via Giosuè Carducci,residential,False,False,73.54,"LINESTRING (12.4187861 44.1096329, 12.4188164 44.1089719)",,,,
159828250,Via Giosuè Carducci,residential,True,False,79.538,"LINESTRING (12.4187861 44.1096329, 12.4187669 44.1099609, 12.4188258 44.1103456)",,,,
