osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,width,junction
94916892,2,Via Orvietana,primary,50,False,False,47.152,"LINESTRING (12.0359361 42.5406557, 12.0359822 42.5409586, 12.0360003 42.5410771)",,,,
183173821,2,Via Orvietana,primary,50,False,True,117.62700000000001,"LINESTRING (12.0359361 42.5406557, 12.0357877 42.5403527, 12.0357141 42.5398743, 12.0356981 42.5397706, 12.0356551 42.5396241)",,,,
60587027,2,Via Cassia,tertiary,50,False,False,3.75,"LINESTRING (12.0337771 42.5400408, 12.0337518 42.5400689)",,,,
59876001,2,Via Cassia,tertiary,,True,False,201.712,"LINESTRING (12.0337771 42.5400408, 12.0338944 42.5399084, 12.033952 42.5398249, 12.0340043 42.5397596, 12.0342616 42.5395233, 12.0346001 42.5392667, 12.0346955 42.5391991, 12.0347259 42.5391774, 12.0353328 42.5387452, 12.0354269 42.5387165)",,,,
935070763,,Via Cassia Nuova,tertiary,50,False,True,51.31400000000001,"LINESTRING (12.0337771 42.5400408, 12.033775 42.5399622, 12.0338038 42.5398436, 12.033838 42.5397162, 12.0338578 42.5395845)",,,,
60587027,2,Via Cassia,tertiary,50,False,True,3.75,"LINESTRING (12.0337518 42.5400689, 12.0337771 42.5400408)",,,,
224120215,,Piazzale Roma,residential,,False,False,7.72,"LINESTRING (12.0337518 42.5400689, 12.0337733 42.5401365)",,,,
59875999,,Via San Flaviano,residential,,True,False,122.87,"LINESTRING (12.0337518 42.5400689, 12.0340788 42.5402537, 12.0341625 42.5403021, 12.0347212 42.5406254, 12.0349489 42.5407334)",,,,
454001611,2,Via Dante Alighieri,tertiary,50,False,True,89.433,"LINESTRING (12.0318586 42.5419171, 12.0319137 42.5418472, 12.0323203 42.5413968, 12.0323894 42.5413191, 12.0324503 42.5412415)",,,,
290766493,2,Via Cassia,primary,50,False,True,49.946,"LINESTRING (12.0357189 42.5384622, 12.0361564 42.5381494)",,,,
59875159,2,Via Cassia Nuova,secondary,50,False,False,98.304,"LINESTRING (12.0357189 42.5384622, 12.0354378 42.5384571, 12.0352964 42.5384528, 12.0351562 42.5384421, 12.0350174 42.5384274, 12.0348823 42.5384066, 12.0347944 42.538379, 12.0347117 42.5383459, 12.0346416 42.5383114, 12.0345763 42.5382725)",,,,
183173819,2,Via Cassia,primary,50,False,False,37.593,"LINESTRING (12.0357189 42.5384622, 12.0355451 42.5385733, 12.0354975 42.5386172, 12.0354572 42.5386658, 12.0354269 42.5387165)",,,,
59875158,2,Via Verentana,secondary,50,False,False,212.19899999999996,"LINESTRING (12.0338578 42.5395845, 12.0337847 42.5395153, 12.0337047 42.5393244, 12.0336003 42.5389636, 12.033521 42.5387797, 12.0334468 42.5386535, 12.0331997 42.5382636, 12.033083 42.5381012, 12.0328945 42.5379435, 12.0328092 42.5378693)",SP8,,,
59875159,2,Via Cassia Nuova,secondary,50,False,True,200.06500000000003,"LINESTRING (12.0338578 42.5395845, 12.0339 42.5395444, 12.0339328 42.5393441, 12.0339412 42.5391719, 12.0339492 42.5389363, 12.0338956 42.5387149, 12.033799 42.5384857, 12.0337451 42.5383867, 12.0336446 42.5383066, 12.0334668 42.5381898, 12.0333237 42.5380939, 12.033205 42.5379845)",,,,
935070763,,Via Cassia Nuova,tertiary,50,False,False,51.31400000000001,"LINESTRING (12.0338578 42.5395845, 12.033838 42.5397162, 12.0338038 42.5398436, 12.033775 42.5399622, 12.0337771 42.5400408)",,,,
59875158,2,Via Verentana,secondary,50,False,False,77.377,"LINESTRING (12.0312578 42.5372386, 12.0311812 42.5371856, 12.0311251 42.5371125, 12.0310842 42.5369702, 12.0310523 42.5365819)",SP8,,,
59875158,2,Via Verentana,secondary,50,False,True,147.814,"LINESTRING (12.0312578 42.5372386, 12.0314185 42.5373285, 12.0316939 42.5374852, 12.0318212 42.5375402, 12.0319449 42.537585, 12.0321039 42.5376161, 12.0324328 42.5376769, 12.0325608 42.5377129, 12.0326982 42.5377836, 12.0328092 42.5378693)",SP8,,,
487995034,,Via Donatori di Sangue,residential,,False,True,73.739,"LINESTRING (12.0312578 42.5372386, 12.0314489 42.537006, 12.0315465 42.5367907, 12.0316171 42.5366349)",,,,
59875158,2,Via Verentana,secondary,50,False,False,63.86,"LINESTRING (12.0310523 42.5365819, 12.0310413 42.5364675, 12.0309918 42.5363106, 12.030906 42.5361782, 12.0308045 42.5360461)",SP8,,,
59875158,2,Via Verentana,secondary,50,False,True,77.377,"LINESTRING (12.0310523 42.5365819, 12.0310842 42.5369702, 12.0311251 42.5371125, 12.0311812 42.5371856, 12.0312578 42.5372386)",SP8,,,
59876002,,Via Indipendenza,residential,,False,False,68.201,"LINESTRING (12.0310523 42.5365819, 12.0310032 42.5366964, 12.0309498 42.5371881)",,,,
94916870,2,Via Tartarola,secondary,50,False,False,11.536,"LINESTRING (12.0256111 42.5338144, 12.0255539 42.5337196)",SP8,,,
94916743,,Via della Bandita,residential,,False,True,265.734,"LINESTRING (12.0256111 42.5338144, 12.0255864 42.5339015, 12.0257238 42.5342703, 12.0259734 42.5348592, 12.0262125 42.5354168, 12.026334 42.5357146, 12.026454 42.5359597, 12.0265325 42.5360928)",,,,
"[94916818, 59875158]",2,Via Verentana,secondary,50,False,True,233.26700000000002,"LINESTRING (12.0256111 42.5338144, 12.0257092 42.5339112, 12.0258509 42.5340123, 12.025984 42.5340708, 12.0265691 42.5343054, 12.0273075 42.5346191, 12.0277916 42.5348248, 12.0280112 42.5349181)",SP8,,,
59875159,2,Via Cassia Nuova,secondary,50,False,False,178.07600000000005,"LINESTRING (12.0345763 42.5382725, 12.0344979 42.5381967, 12.0344536 42.5381192, 12.0344052 42.5380062, 12.0343709 42.5379173, 12.0343417 42.5378721, 12.0342605 42.5378003, 12.0337974 42.5375222, 12.0337353 42.5375019, 12.0336774 42.5374945, 12.0336181 42.5374934, 12.0335482 42.5375, 12.0334811 42.5375152, 12.0334183 42.5375388, 12.0333563 42.5375635, 12.0332996 42.537594, 12.0332407 42.5376435, 12.0332037 42.5376892, 12.0331753 42.5377325, 12.0331459 42.5377927)",,,,
59875159,2,Via Cassia Nuova,secondary,50,False,True,98.304,"LINESTRING (12.0345763 42.5382725, 12.0346416 42.5383114, 12.0347117 42.5383459, 12.0347944 42.538379, 12.0348823 42.5384066, 12.0350174 42.5384274, 12.0351562 42.5384421, 12.0352964 42.5384528, 12.0354378 42.5384571, 12.0357189 42.5384622)",,,,
59875159,2,Via Cassia Nuova,secondary,50,False,False,22.528,"LINESTRING (12.0331459 42.5377927, 12.0331437 42.5378953, 12.033205 42.5379845)",,,,
59875159,2,Via Cassia Nuova,secondary,50,False,True,178.076,"LINESTRING (12.0331459 42.5377927, 12.0331753 42.5377325, 12.0332037 42.5376892, 12.0332407 42.5376435, 12.0332996 42.537594, 12.0333563 42.5375635, 12.0334183 42.5375388, 12.0334811 42.5375152, 12.0335482 42.5375, 12.0336181 42.5374934, 12.0336774 42.5374945, 12.0337353 42.5375019, 12.0337974 42.5375222, 12.0342605 42.5378003, 12.0343417 42.5378721, 12.0343709 42.5379173, 12.0344052 42.5380062, 12.0344536 42.5381192, 12.0344979 42.5381967, 12.0345763 42.5382725)",,,,
276477970,,Via del Castagno,residential,,False,True,84.459,"LINESTRING (12.0331459 42.5377927, 12.0328832 42.5375986, 12.032538 42.5372733, 12.0325054 42.5372049)",,,,
59875159,2,Via Cassia Nuova,secondary,50,False,False,200.065,"LINESTRING (12.033205 42.5379845, 12.0333237 42.5380939, 12.0334668 42.5381898, 12.0336446 42.5383066, 12.0337451 42.5383867, 12.033799 42.5384857, 12.0338956 42.5387149, 12.0339492 42.5389363, 12.0339412 42.5391719, 12.0339328 42.5393441, 12.0339 42.5395444, 12.0338578 42.5395845)",,,,
59875159,2,Via Cassia Nuova,secondary,50,False,True,22.528,"LINESTRING (12.033205 42.5379845, 12.0331437 42.5378953, 12.0331459 42.5377927)",,,,
276505234,,Via Odoardo Golfarelli,residential,,True,False,117.183,"LINESTRING (12.033205 42.5379845, 12.0332875 42.5379875, 12.0334004 42.5379972, 12.0339842 42.5381413, 12.0342592 42.5382022, 12.0345763 42.5382725)",,,,
"[484592184, 581546850, 59875991]",,Via della Rocca,residential,,False,False,190.92000000000002,"LINESTRING (12.0271686 42.5361109, 12.0272133 42.5362829, 12.0272541 42.5363932, 12.0272876 42.5364838, 12.02735 42.5365948, 12.0273907 42.5366509, 12.0273995 42.5366631, 12.0274199 42.5366835, 12.0274937 42.5367572, 12.0276157 42.5368554, 12.0276265 42.5369151, 12.0276424 42.5369538, 12.0276735 42.5369875, 12.0278252 42.537087, 12.0280074 42.5371768, 12.0282668 42.5373083, 12.0284845 42.5374301)",,,,
