osmid,ref,highway,oneway,reversed,length,bridge,geometry,name,maxspeed,access,lanes,junction
56215362,,residential,False,True,80.68299999999999,,"LINESTRING (13.3322857 41.567379, 13.3329479 41.567326, 13.3332517 41.567322)",,,,,
94476500,,residential,False,True,34.287,,"LINESTRING (13.330632 41.5666442, 13.3303744 41.5668849)",,,,,
1089618226,,unclassified,False,False,44.109,,"LINESTRING (13.330632 41.5666442, 13.3303571 41.566305)",Via Madonna del Carmine,50,,,
1089618226,,unclassified,False,True,59.176,,"LINESTRING (13.330632 41.5666442, 13.3307417 41.566796, 13.3308329 41.5670269, 13.3307715 41.5671365)",Via Madonna del Carmine,50,,,
56215064,,residential,True,False,18.385,,"LINESTRING (13.3370729 41.565542, 13.3369418 41.5654089)",,,,,
56215060,,residential,True,False,116.524,,"LINESTRING (13.3318667 41.5686828, 13.3319903 41.5687012, 13.3322029 41.5686956, 13.3330143 41.5687796, 13.3332564 41.5687932)",Via Roma,,,,
700302282,,residential,False,False,101.098,,"LINESTRING (13.3318667 41.5686828, 13.3317964 41.5688755, 13.331823 41.5690259, 13.3318761 41.5691763, 13.3319506 41.569297, 13.3320941 41.5695439)",Via Giulio Stirpe,,,,
93599517,SR637,secondary,False,False,6.239,,"LINESTRING (13.3373856 41.5657511, 13.337405 41.5656969)",,,,,
93599517,SR637,secondary,False,True,23.539,,"LINESTRING (13.3373856 41.5657511, 13.3372925 41.565951)",,,,,
56215064,,residential,True,False,35.703,,"LINESTRING (13.3373856 41.5657511, 13.3372396 41.5656977, 13.3370729 41.565542)",,,,,
56215363,,residential,False,False,65.223,,"LINESTRING (13.3312819 41.5673854, 13.3317992 41.5676159, 13.3319419 41.5677003)",Viale della libertà,,,,
56215363,,residential,False,True,50.797,,"LINESTRING (13.3312819 41.5673854, 13.3311823 41.567322, 13.3307715 41.5671365)",Viale della libertà,,,,
94481079,,living_street,False,False,211.99200000000002,,"LINESTRING (13.3312819 41.5673854, 13.3313981 41.5671897, 13.3318185 41.5660534, 13.3319117 41.5657236, 13.3319 41.5655476)",Via Badia,50,yes,,
94476483,,residential,False,False,46.495,,"LINESTRING (13.3303571 41.566305, 13.3300425 41.5666506)",,,,,
1089618226,,unclassified,False,True,44.109,,"LINESTRING (13.3303571 41.566305, 13.330632 41.5666442)",Via Madonna del Carmine,50,,,
1089618226,,unclassified,False,False,106.703,,"LINESTRING (13.3303571 41.566305, 13.3301807 41.5660906, 13.3302016 41.5658763, 13.3302489 41.5656784, 13.330254 41.5653865)",Via Madonna del Carmine,50,,,
56215062,,residential,False,True,44.675,,"LINESTRING (13.3337843 41.5674256, 13.3333017 41.5672494)",,,,,
56215062,,residential,False,False,273.09900000000005,,"LINESTRING (13.3337843 41.5674256, 13.3340649 41.5673536, 13.3342393 41.5672404, 13.3346485 41.567006, 13.3352414 41.5666642, 13.3357966 41.5663405, 13.3360057 41.5661355, 13.3361283 41.5658172)",,,,,
56215363,,residential,False,False,8.209,,"LINESTRING (13.3319419 41.5677003, 13.331994 41.5676376)",Viale della libertà,,,,
56215363,,residential,False,True,65.223,,"LINESTRING (13.3319419 41.5677003, 13.3317992 41.5676159, 13.3312819 41.5673854)",Viale della libertà,,,,
"[773741080, 773744779]",,residential,True,False,219.97200000000004,,"LINESTRING (13.3319419 41.5677003, 13.3328407 41.5683457, 13.3329797 41.568623, 13.3332895 41.5685502, 13.3335219 41.5685318, 13.3333206 41.56869, 13.3332564 41.5687932)","['Via Roma', 'Via S. Sebastiano']",,,,
56215363,,residential,False,True,27.382,,"LINESTRING (13.3307715 41.5671365, 13.3305529 41.5673206)",Viale della libertà,,,,
94476538,,residential,False,True,43.291,,"LINESTRING (13.3307715 41.5671365, 13.3303744 41.5668849)",,,,,
56215363,,residential,False,False,50.797,,"LINESTRING (13.3307715 41.5671365, 13.3311823 41.567322, 13.3312819 41.5673854)",Viale della libertà,,,,
1089618226,,unclassified,False,False,59.176,,"LINESTRING (13.3307715 41.5671365, 13.3308329 41.5670269, 13.3307417 41.566796, 13.330632 41.5666442)",Via Madonna del Carmine,50,,,
93599517,SR637,secondary,False,False,3.259,,"LINESTRING (13.337405 41.5656969, 13.3374178 41.5656692)",,,,,
93599517,SR637,secondary,False,True,6.239,,"LINESTRING (13.337405 41.5656969, 13.3373856 41.5657511)",,,,,
93599514,,residential,True,False,19.369,,"LINESTRING (13.3369418 41.5654089, 13.3371201 41.5655209)",,,,,
56215062,,residential,False,True,106.52000000000001,,"LINESTRING (13.3369418 41.5654089, 13.3367774 41.5653342, 13.3366611 41.5653046, 13.3365537 41.5653046, 13.33643 41.5653362, 13.3363086 41.5654233, 13.3362076 41.5655852, 13.3361283 41.5658172)",,,,,
56215066,,residential,True,False,49.011,,"LINESTRING (13.3372925 41.565951, 13.3370729 41.565542)",,,,,
93599517,SR637,secondary,False,False,23.539,,"LINESTRING (13.3372925 41.565951, 13.3373856 41.5657511)",,,,,
93599517,SR637,secondary,False,True,114.761,,"LINESTRING (13.3372925 41.565951, 13.3372623 41.5660176, 13.3371647 41.5661811, 13.3370323 41.5663187, 13.3367082 41.5665435, 13.3365126 41.5667851)",,,,,
94476509,,residential,True,False,89.79799999999999,,"LINESTRING (13.3332564 41.5687932, 13.3331823 41.5688748, 13.3327739 41.5695145)",Piazza 25 Luglio,,,,
93599517,SR637,secondary,False,True,48.004,,"LINESTRING (13.3365023 41.5690185, 13.3365274 41.5694498)",,,,,
56215364,,residential,False,False,167.4,,"LINESTRING (13.3365023 41.5690185, 13.33648 41.5689216, 13.3364658 41.5688006, 13.3364452 41.5686681, 13.3363711 41.5685295, 13.3362411 41.5682883, 13.3361536 41.5681442, 13.3360728 41.5680061, 13.3359538 41.5678536, 13.335753 41.5676447)",,,,,
93599517,SR637,secondary,False,False,158.981,,"LINESTRING (13.3365023 41.5690185, 13.3365619 41.5689945, 13.3366058 41.568935, 13.3366465 41.5688563, 13.3366704 41.5686632, 13.3365682 41.5676332)",,,,,
56215363,,residential,False,False,134.149,,"LINESTRING (13.335753 41.5676447, 13.3357123 41.567354, 13.3357068 41.5672214, 13.3357979 41.5670655, 13.336059 41.5669249, 13.3363402 41.5668116, 13.3365126 41.5667851)",Viale della libertà,,,,
56215363,,residential,False,True,66.726,,"LINESTRING (13.335753 41.5676447, 13.3357145 41.567691, 13.3356283 41.5676883, 13.3353602 41.5676411, 13.3350894 41.5676565, 13.3350063 41.5676923)",Viale della libertà,,,,
56215364,,residential,False,False,179.749,,"LINESTRING (13.335753 41.5676447, 13.3355957 41.5675584, 13.3352909 41.5674176, 13.3349341 41.567382, 13.3346169 41.5674051, 13.3343284 41.5674914, 13.3340544 41.5676263, 13.3337751 41.5676846)",,,,,
56215364,,residential,False,True,167.39999999999998,,"LINESTRING (13.335753 41.5676447, 13.3359538 41.5678536, 13.3360728 41.5680061, 13.3361536 41.5681442, 13.3362411 41.5682883, 13.3363711 41.5685295, 13.3364452 41.5686681, 13.3364658 41.5688006, 13.33648 41.5689216, 13.3365023 41.5690185)",,,,,
56215364,,residential,False,False,9.081,,"LINESTRING (13.3332517 41.567322, 13.3333017 41.5672494)",,,,,
56215362,,residential,False,False,80.68299999999999,,"LINESTRING (13.3332517 41.567322, 13.3329479 41.567326, 13.3322857 41.567379)",,,,,
56215364,,residential,False,True,62.023,,"LINESTRING (13.3332517 41.567322, 13.3333924 41.5674903, 13.3335897 41.5676476, 13.3337751 41.5676846)",,,,,
56215364,,residential,False,False,62.022999999999996,,"LINESTRING (13.3337751 41.5676846, 13.3335897 41.5676476, 13.3333924 41.5674903, 13.3332517 41.567322)",,,,,
56215364,,residential,False,True,179.749,,"LINESTRING (13.3337751 41.5676846, 13.3340544 41.5676263, 13.3343284 41.5674914, 13.3346169 41.5674051, 13.3349341 41.567382, 13.3352909 41.5674176, 13.3355957 41.5675584, 13.335753 41.5676447)",,,,,
1244694059,,residential,True,False,29.313,,"LINESTRING (13.3337751 41.5676846, 13.3337478 41.5675417, 13.3337843 41.5674256)",,,,,
94476468,,residential,False,False,70.272,,"LINESTRING (13.3292076 41.5676205, 13.3290354 41.5670018)",,,,,
1147867375,,tertiary,False,False,23.422,,"LINESTRING (13.3292076 41.5676205, 13.3290814 41.5676432, 13.3289385 41.5676814)",Via Giacomo Matteotti,,,,
1147867375,,tertiary,False,True,87.651,,"LINESTRING (13.3292076 41.5676205, 13.3296399 41.5676274, 13.3299173 41.5676553, 13.3301497 41.5676785, 13.3302467 41.567645)",Via Giacomo Matteotti,,,,
679724558,,residential,False,True,76.23,,"LINESTRING (13.3278316 41.5678747, 13.3278502 41.5679049, 13.3279869 41.5681266, 13.3280947 41.5685267)",,,,,
1147867375,,tertiary,False,True,94.63499999999999,,"LINESTRING (13.3278316 41.5678747, 13.3281974 41.567822, 13.328529 41.5677549, 13.3288486 41.5676919, 13.3289385 41.5676814)",Via Giacomo Matteotti,,,,
"[93599515, 93599526, 93605151]",SR637,secondary,False,False,100.892,yes,"LINESTRING (13.3390551 41.5714473, 13.338874 41.5713358, 13.3386164 41.5711902, 13.3381109 41.5708781)",,,,,
93599517,SR637,secondary,False,True,16.809,,"LINESTRING (13.3374837 41.5655263, 13.3374178 41.5656692)",,,,,
93599517,SR637,secondary,False,False,95.208,,"LINESTRING (13.3374837 41.5655263, 13.3376165 41.5652383, 13.3379398 41.5647426)",,,,,
56215365,SS156dir,secondary,False,False,9.628,,"LINESTRING (13.33583 41.5702468, 13.335754 41.5703121)",Via Anime Sante,,,,
56215365,SS156dir,secondary,False,True,71.725,,"LINESTRING (13.33583 41.5702468, 13.3358649 41.5702148, 13.3362566 41.5698561, 13.3364199 41.5697866)",Via Anime Sante,,,,
94476505,,residential,False,False,114.86099999999999,,"LINESTRING (13.33583 41.5702468, 13.3357675 41.570119, 13.3358683 41.5697564, 13.3358601 41.5695879, 13.3359594 41.5694092, 13.3359997 41.5692476)",,,,,
56215363,,residential,False,False,27.382,,"LINESTRING (13.3305529 41.5673206, 13.3307715 41.5671365)",Viale della libertà,,,,
56215363,,residential,False,True,4.236,,"LINESTRING (13.3305529 41.5673206, 13.3305152 41.5673462)",Viale della libertà,,,,
94476469,,residential,False,False,113.109,,"LINESTRING (13.3305529 41.5673206, 13.3316737 41.5678964)",,,,,
94476492,,residential,False,False,40.343,,"LINESTRING (13.336997 41.5649042, 13.3371475 41.5645593)",,,,,
94476501,,residential,False,False,2.347,,"LINESTRING (13.336997 41.5649042, 13.3370245 41.5649089)",,,,,
94476501,,residential,False,True,66.822,,"LINESTRING (13.336997 41.5649042, 13.3362138 41.564771)",,,,,
94476483,,residential,False,True,29.512,,"LINESTRING (13.3295661 41.5671404, 13.3297667 41.5669215)",,,,,
94481080,,residential,False,True,37.268,,"LINESTRING (13.3295661 41.5671404, 13.3299399 41.5673251)",,,,,
94481080,,residential,False,False,46.963,,"LINESTRING (13.3295661 41.5671404, 13.3292898 41.5670477, 13.3290354 41.5670018)",,,,,
94476519,,residential,False,True,225.829,,"LINESTRING (13.3275794 41.5652968, 13.3284917 41.5653472, 13.3286 41.5653685, 13.3286497 41.5654163, 13.3288911 41.5654149, 13.3292328 41.5654311, 13.330254 41.5653865)",,,,,
56215059,,unclassified,False,False,178.80599999999998,,"LINESTRING (13.3298206 41.5646905, 13.3297385 41.5645308, 13.3297717 41.5643689, 13.3299326 41.5641925, 13.3300454 41.5640808, 13.3302442 41.563948, 13.3304444 41.5638503, 13.3307596 41.563692, 13.3310351 41.563538)",Via Aia del Tufo,50,,,
1089618226,,unclassified,False,True,87.93299999999999,,"LINESTRING (13.3298206 41.5646905, 13.3302547 41.5651995, 13.330254 41.5653865)",Via Madonna del Carmine,50,,,
94476507,,residential,False,True,74.144,,"LINESTRING (13.3362961 41.5643623, 13.3371475 41.5645593)",,,,,
94476516,,residential,False,False,45.958,,"LINESTRING (13.3362961 41.5643623, 13.3362138 41.564771)",,,,,
94476507,,residential,False,False,79.033,,"LINESTRING (13.3362961 41.5643623, 13.3362094 41.5643282, 13.3357021 41.5642179, 13.3354507 41.564192, 13.3353813 41.5641985)",,,,,
94476501,,residential,False,True,2.347,,"LINESTRING (13.3370245 41.5649089, 13.336997 41.5649042)",,,,,
94476500,,residential,False,False,32.967,,"LINESTRING (13.330139 41.5671234, 13.3303744 41.5668849)",,,,,
94476500,,residential,False,True,27.882,,"LINESTRING (13.330139 41.5671234, 13.3299399 41.5673251)",,,,,
94476525,,residential,False,False,39.916,,"LINESTRING (13.330139 41.5671234, 13.3305152 41.5673462)",,,,,
94476525,,residential,False,True,38.254,,"LINESTRING (13.330139 41.5671234, 13.3297667 41.5669215)",,,,,
94476468,,residential,False,True,70.272,,"LINESTRING (13.3290354 41.5670018, 13.3292076 41.5676205)",,,,,
94476468,,residential,False,False,90.191,,"LINESTRING (13.3290354 41.5670018, 13.3290977 41.5669648, 13.3293598 41.5666682, 13.3297667 41.5669215)",,,,,
94476545,,unclassified,False,False,42.554,,"LINESTRING (13.3290354 41.5670018, 13.3289316 41.5669419, 13.3287312 41.5667523, 13.3286851 41.5667268)",,,,,
94481080,,residential,False,True,46.963,,"LINESTRING (13.3290354 41.5670018, 13.3292898 41.5670477, 13.3295661 41.5671404)",,,,,
56215062,,residential,False,False,37.627,,"LINESTRING (13.331994 41.5676376, 13.3322857 41.567379)",,,,,
56215363,,residential,False,True,8.209,,"LINESTRING (13.331994 41.5676376, 13.3319419 41.5677003)",Viale della libertà,,,,
56215363,,residential,False,False,269.048,,"LINESTRING (13.331994 41.5676376, 13.3329484 41.5676028, 13.3331003 41.567599, 13.3332724 41.5676665, 13.3335401 41.5678154, 13.3337161 41.5678804, 13.3340239 41.5679335, 13.3342919 41.5679299, 13.3345538 41.5678767, 13.3347283 41.5678313, 13.3347728 41.5677538, 13.3348958 41.567709, 13.3350063 41.5676923)",Viale della libertà,,,,
94476478,,residential,False,False,91.82,,"LINESTRING (13.3295672 41.5696402, 13.3297435 41.5698121, 13.329805 41.5698906, 13.3299118 41.5699805, 13.3302992 41.570253)",,,,,
94476478,,residential,False,True,89.428,,"LINESTRING (13.3295672 41.5696402, 13.329517 41.5695228, 13.3294264 41.5688452)",,,,,
94476537,,residential,False,False,109.417,,"LINESTRING (13.3295672 41.5696402, 13.3289186 41.5700319, 13.3286234 41.5703167)",,,,,
56215059,,unclassified,False,True,178.806,,"LINESTRING (13.3310351 41.563538, 13.3307596 41.563692, 13.3304444 41.5638503, 13.3302442 41.563948, 13.3300454 41.5640808, 13.3299326 41.5641925, 13.3297717 41.5643689, 13.3297385 41.5645308, 13.3298206 41.5646905)",Via Aia del Tufo,50,,,
94476500,,residential,False,False,34.287,,"LINESTRING (13.3303744 41.5668849, 13.330632 41.5666442)",,,,,
94476500,,residential,False,True,32.967,,"LINESTRING (13.3303744 41.5668849, 13.330139 41.5671234)",,,,,
94476538,,residential,False,False,43.291,,"LINESTRING (13.3303744 41.5668849, 13.3307715 41.5671365)",,,,,
94476538,,residential,False,True,37.963,,"LINESTRING (13.3303744 41.5668849, 13.3300425 41.5666506)",,,,,
94476501,,residential,False,False,66.822,,"LINESTRING (13.3362138 41.564771, 13.336997 41.5649042)",,,,,
94476516,,residential,False,True,45.958,,"LINESTRING (13.3362138 41.564771, 13.3362961 41.5643623)",,,,,
94476516,,residential,False,False,45.707,,"LINESTRING (13.3362138 41.564771, 13.3361379 41.565037, 13.3360338 41.5651522)",,,,,
94476492,,residential,False,True,40.343,,"LINESTRING (13.3371475 41.5645593, 13.336997 41.5649042)",,,,,
94476507,,residential,False,False,74.144,,"LINESTRING (13.3371475 41.5645593, 13.3362961 41.5643623)",,,,,
94476507,,residential,False,True,40.128,,"LINESTRING (13.3371475 41.5645593, 13.3376083 41.5646659)",,,,,
94476535,,residential,False,True,51.036,,"LINESTRING (13.3302992 41.570253, 13.330751 41.5699425)",Via Magenta,,,,
94476478,,residential,False,True,91.82000000000001,,"LINESTRING (13.3302992 41.570253, 13.3299118 41.5699805, 13.329805 41.5698906, 13.3297435 41.5698121, 13.3295672 41.5696402)",,,,,
94476535,,residential,False,False,93.357,,"LINESTRING (13.3302992 41.570253, 13.3300671 41.5704495, 13.3296472 41.5706267, 13.3293984 41.5707376)",Via Magenta,,,,
94476478,,residential,False,False,139.959,,"LINESTRING (13.3289385 41.5676814, 13.3289878 41.5678662, 13.3290638 41.5680034, 13.329242 41.5681138, 13.3293196 41.5682579, 13.3293795 41.5684939, 13.3294264 41.5688452)",,,,,
1147867375,,tertiary,False,False,94.635,,"LINESTRING (13.3289385 41.5676814, 13.3288486 41.5676919, 13.328529 41.5677549, 13.3281974 41.567822, 13.3278316 41.5678747)",Via Giacomo Matteotti,,,,
1147867375,,tertiary,False,True,23.422,,"LINESTRING (13.3289385 41.5676814, 13.3290814 41.5676432, 13.3292076 41.5676205)",Via Giacomo Matteotti,,,,
94476490,,residential,False,True,78.53,,"LINESTRING (13.3356523 41.5648732, 13.3354528 41.5644596, 13.3353813 41.5641985)",,,,,
94476483,,residential,False,False,29.512,,"LINESTRING (13.3297667 41.5669215, 13.3295661 41.5671404)",,,,,
94476483,,residential,False,True,37.866,,"LINESTRING (13.3297667 41.5669215, 13.3300425 41.5666506)",,,,,
94476525,,residential,False,False,38.254,,"LINESTRING (13.3297667 41.5669215, 13.330139 41.5671234)",,,,,
94476468,,residential,False,True,90.191,,"LINESTRING (13.3297667 41.5669215, 13.3293598 41.5666682, 13.3290977 41.5669648, 13.3290354 41.5670018)",,,,,
94476505,,residential,False,False,151.276,,"LINESTRING (13.3359997 41.5692476, 13.3357861 41.5688238, 13.3357199 41.5686159, 13.3354899 41.5682759, 13.3354177 41.5680462, 13.3354409 41.5679714)",,,,,
94476505,,residential,False,True,156.771,,"LINESTRING (13.3359997 41.5692476, 13.3360501 41.5688996, 13.3360284 41.5687645, 13.3359294 41.5685049, 13.335736 41.568246, 13.3354977 41.5679929, 13.3354409 41.5679714)",,,,,
94476505,,residential,False,True,114.861,,"LINESTRING (13.3359997 41.5692476, 13.3359594 41.5694092, 13.3358601 41.5695879, 13.3358683 41.5697564, 13.3357675 41.570119, 13.33583 41.5702468)",,,,,
94476535,,residential,False,False,51.036,,"LINESTRING (13.330751 41.5699425, 13.3302992 41.570253)",Via Magenta,,,,
94476496,,residential,False,False,50.557,,"LINESTRING (13.330751 41.5699425, 13.3308807 41.569982, 13.3313436 41.570032)",Via Solferino,,,1,
94476535,,residential,False,True,120.73899999999999,,"LINESTRING (13.330751 41.5699425, 13.3309648 41.5698373, 13.3320941 41.5695439)",Via Magenta,,,,
94476479,,residential,False,False,119.461,,"LINESTRING (13.3286851 41.5667268, 13.3289005 41.5666104, 13.3282793 41.5658684)",,,,,
94476545,,unclassified,False,True,42.554,,"LINESTRING (13.3286851 41.5667268, 13.3287312 41.5667523, 13.3289316 41.5669419, 13.3290354 41.5670018)",,,,,
94476500,,residential,False,False,27.882,,"LINESTRING (13.3299399 41.5673251, 13.330139 41.5671234)",,,,,
94481080,,residential,False,False,37.268,,"LINESTRING (13.3299399 41.5673251, 13.3295661 41.5671404)",,,,,
94481080,,residential,False,True,40.6,,"LINESTRING (13.3299399 41.5673251, 13.3300444 41.5673834, 13.3302927 41.567576)",,,,,
94476519,,residential,False,False,225.829,,"LINESTRING (13.330254 41.5653865, 13.3292328 41.5654311, 13.3288911 41.5654149, 13.3286497 41.5654163, 13.3286 41.5653685, 13.3284917 41.5653472, 13.3275794 41.5652968)",,,,,
1089618226,,unclassified,False,False,87.93299999999999,,"LINESTRING (13.330254 41.5653865, 13.3302547 41.5651995, 13.3298206 41.5646905)",Via Madonna del Carmine,50,,,
1089618226,,unclassified,False,True,106.703,,"LINESTRING (13.330254 41.5653865, 13.3302489 41.5656784, 13.3302016 41.5658763, 13.3301807 41.5660906, 13.3303571 41.566305)",Via Madonna del Carmine,50,,,
56215363,,residential,False,False,66.726,,"LINESTRING (13.3350063 41.5676923, 13.3350894 41.5676565, 13.3353602 41.5676411, 13.3356283 41.5676883, 13.3357145 41.567691, 13.335753 41.5676447)",Viale della libertà,,,,
56215363,,residential,False,True,269.048,,"LINESTRING (13.3350063 41.5676923, 13.3348958 41.567709, 13.3347728 41.5677538, 13.3347283 41.5678313, 13.3345538 41.5678767, 13.3342919 41.5679299, 13.3340239 41.5679335, 13.3337161 41.5678804, 13.3335401 41.5678154, 13.3332724 41.5676665, 13.3331003 41.567599, 13.3329484 41.5676028, 13.331994 41.5676376)",Viale della libertà,,,,
1244694060,,residential,False,False,49.979,,"LINESTRING (13.3350063 41.5676923, 13.3350742 41.5677343, 13.3353317 41.5678186, 13.3354409 41.5679714)",,,,,
56215365,SS156dir,secondary,False,True,9.628,,"LINESTRING (13.335754 41.5703121, 13.33583 41.5702468)",Via Anime Sante,,,,
700302286,,residential,False,True,618.5149999999999,,"LINESTRING (13.335754 41.5703121, 13.3356465 41.5703477, 13.3352346 41.5705423, 13.3340169 41.5709681, 13.3337294 41.5712256, 13.3335154 41.5713749, 13.3334076 41.5714069, 13.3333635 41.5713353, 13.3335899 41.5711254, 13.3336535 41.5708985, 13.3336318 41.5707026, 13.3331947 41.5707524, 13.333089 41.5707104, 13.3333031 41.5704418, 13.3333919 41.570398, 13.3339968 41.5703088, 13.3340293 41.5702601, 13.3339577 41.5702228, 13.3338277 41.5702358, 13.3335861 41.5702296, 13.3332526 41.5700441, 13.3329475 41.5697087, 13.3325721 41.5698056)",Via Pisciarello,,,1,
94476537,,residential,False,True,109.417,,"LINESTRING (13.3286234 41.5703167, 13.3289186 41.5700319, 13.3295672 41.5696402)",,,,,
94476507,,residential,False,False,28.868,,"LINESTRING (13.3379398 41.5647426, 13.3376083 41.5646659)",,,,,
93599517,SR637,secondary,False,False,75.04100000000001,,"LINESTRING (13.3379398 41.5647426, 13.3379707 41.5646952, 13.3383389 41.5641374)",,,,,
93599517,SR637,secondary,False,True,95.208,,"LINESTRING (13.3379398 41.5647426, 13.3376165 41.5652383, 13.3374837 41.5655263)",,,,,
94476516,,residential,False,True,45.707,,"LINESTRING (13.3360338 41.5651522, 13.3361379 41.565037, 13.3362138 41.564771)",,,,,
94476490,,residential,False,False,78.53,,"LINESTRING (13.3353813 41.5641985, 13.3354528 41.5644596, 13.3356523 41.5648732)",,,,,
94476507,,residential,False,False,245.462,,"LINESTRING (13.3353813 41.5641985, 13.3352621 41.5642131, 13.3348459 41.5643509, 13.3352838 41.5648748, 13.3353553 41.5649851, 13.335507 41.5653095, 13.3359428 41.5657134, 13.3361283 41.5658172)",,,,,
94476507,,residential,False,True,79.033,,"LINESTRING (13.3353813 41.5641985, 13.3354507 41.564192, 13.3357021 41.5642179, 13.3362094 41.5643282, 13.3362961 41.5643623)",,,,,
94476535,,residential,False,True,93.357,,"LINESTRING (13.3293984 41.5707376, 13.3296472 41.5706267, 13.3300671 41.5704495, 13.3302992 41.570253)",Via Magenta,,,,
94476543,,residential,True,False,79.721,,"LINESTRING (13.3293984 41.5707376, 13.3290223 41.5705172, 13.3286234 41.5703167)",Via Boschetto,,,,
700311651,,unclassified,False,True,161.025,,"LINESTRING (13.3293984 41.5707376, 13.3285243 41.5711586, 13.3278964 41.5714534, 13.32779 41.5715375)",Via Madonna del Loco,,,,
700311652,,residential,False,False,72.973,,"LINESTRING (13.3293984 41.5707376, 13.3297063 41.5709509, 13.3297109 41.5710084, 13.329531 41.5712593)",Via Domenico Messerville,,,,
94476469,,residential,False,True,113.109,,"LINESTRING (13.3316737 41.5678964, 13.3305529 41.5673206)",,,,,
