osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,tunnel,ref
237447684,True,Via Vittorio Emanuele Secondo,tertiary,False,23.646,"LINESTRING (15.1652934 37.6110168, 15.1652944 37.6109872, 15.1653085 37.6108045)",,,,
47337173,False,,tertiary,True,24.27,"LINESTRING (15.1654242 37.6118767, 15.1653871 37.6117441, 15.1653646 37.6116636)",,,,
"[238688059, 294127191]",False,Via Ruggero Settimo,tertiary,"[False, True]",108.528,"LINESTRING (15.1654242 37.6118767, 15.1654333 37.6119094, 15.165452 37.6119761, 15.1655191 37.6122164, 15.1655604 37.6123787, 15.1656036 37.6125588, 15.1656228 37.6126387, 15.1656694 37.6128331)",2,,,
35035657,False,,tertiary,False,28.905,"LINESTRING (15.1679098 37.6145569, 15.1679011 37.6147106, 15.1679288 37.6148144)",,,,
35035667,True,Via Galatea,tertiary,False,47.361000000000004,"LINESTRING (15.1675868 37.613272, 15.1676849 37.6136432, 15.1677035 37.6136875)",,,,
128417002,True,Via Angelo Raffaele,residential,False,65.473,"LINESTRING (15.1673008 37.6115288, 15.1680203 37.611381)",,,,
35035667,True,Via Galatea,tertiary,False,104.04100000000001,"LINESTRING (15.1673008 37.6115288, 15.1673437 37.6118008, 15.1674425 37.6124577)",,,,
35035668,True,,residential,False,26.018,"LINESTRING (15.1663278 37.6116099, 15.1663358 37.6118438)",,,,
"[128417002, 128417007]",True,Via Angelo Raffaele,residential,False,86.199,"LINESTRING (15.1663278 37.6116099, 15.1663584 37.6116082, 15.1668736 37.6115725, 15.1673008 37.6115288)",,,,
47337161,True,,tertiary,False,24.681,"LINESTRING (15.1653646 37.6116636, 15.1652975 37.6114481)",,,,
47337173,False,,tertiary,False,24.27,"LINESTRING (15.1653646 37.6116636, 15.1653871 37.6117441, 15.1654242 37.6118767)",,,,
128417007,True,,residential,False,85.053,"LINESTRING (15.1653646 37.6116636, 15.1654576 37.6116584, 15.1659085 37.6116333, 15.1663278 37.6116099)",,,,
236874942,False,,residential,False,14.315,"LINESTRING (15.1648102 37.6118508, 15.1647614 37.611728)",,,,
"[237447682, 732378646, 236874943]",True,Via Musmeci,residential,False,53.705,"LINESTRING (15.1648102 37.6118508, 15.1648389 37.6118239, 15.1651274 37.6117163, 15.1652989 37.6116775, 15.1653646 37.6116636)",,,,
"[35035665, 236874943]",True,Via Musmeci,residential,False,69.023,"LINESTRING (15.1641396 37.6121608, 15.1644955 37.6120104, 15.164684 37.6119394, 15.1647898 37.6118792, 15.1648102 37.6118508)",,,,
128383820,True,Via Alessi,residential,False,125.289,"LINESTRING (15.1641396 37.6121608, 15.1642939 37.6123107, 15.1643508 37.6124486, 15.1643488 37.6124822, 15.1643194 37.6125218, 15.1641417 37.6127527, 15.1639626 37.6129934, 15.1638984 37.6131439)",,,,
"[35035664, 35035665]",True,Via Musmeci,residential,False,35.791,"LINESTRING (15.1638393 37.6123766, 15.1640979 37.6121815, 15.1641396 37.6121608)",,,,
"[35035680, 35035671]",True,Via Fichera,residential,False,40.150999999999996,"LINESTRING (15.1638393 37.6123766, 15.1639329 37.6121011, 15.1639754 37.6120332)",,,,
35035678,True,,residential,False,28.69,"LINESTRING (15.1633359 37.6131372, 15.1630104 37.6131466)",,,,
128394491,True,,residential,False,14.177,"LINESTRING (15.1633359 37.6131372, 15.1632209 37.613048)",,,,
"[35035661, 35035678]",True,Via Cavour,residential,False,45.285999999999994,"LINESTRING (15.1638984 37.6131439, 15.1634743 37.6131494, 15.163385 37.6131407)",,,,
128383819,True,Via Cosentini,residential,False,140.779,"LINESTRING (15.1638984 37.6131439, 15.16384 37.6134619, 15.1638192 37.6136858, 15.1638381 37.6137274, 15.1638141 37.6139389, 15.1637889 37.6140284, 15.1637049 37.6141293, 15.1635645 37.6143544)",,,,
47337161,True,,tertiary,False,4.351,"LINESTRING (15.1652975 37.6114481, 15.1652902 37.6114094)",,,,
236661674,False,Via Vastea,residential,False,39.159,"LINESTRING (15.1680203 37.611381, 15.1678103 37.6110706)",,,,
236661677,True,Via Vastea,residential,False,106.339,"LINESTRING (15.1680203 37.611381, 15.1681099 37.611529, 15.168198 37.6116772, 15.1683079 37.6118532, 15.168371 37.6119245, 15.1685466 37.6120639, 15.1686904 37.6121584)",,,,
236661678,True,Via Angelo Raffaele,residential,False,93.932,"LINESTRING (15.1680203 37.611381, 15.1687075 37.6111827, 15.1690384 37.6111413)",,,,
35035667,True,Via Galatea,tertiary,False,29.545,"LINESTRING (15.1672597 37.6112651, 15.1673008 37.6115288)",,,,
39659323,True,Via Pennisi,residential,False,130.63299999999998,"LINESTRING (15.1672597 37.6112651, 15.1671009 37.6112787, 15.1669394 37.6112569, 15.1664188 37.6111523, 15.1658012 37.6110912)",,,,
35035693,True,Via Giuseppe Parini,residential,False,14.09,"LINESTRING (15.1608877 37.6145054, 15.1610475 37.6145111)",,,,
35035693,True,Via Giuseppe Parini,residential,False,16.872,"LINESTRING (15.1610475 37.6145111, 15.1611238 37.6144983, 15.1612019 37.614433)",,,,
128360505,True,Via Luigi Capuana,residential,False,87.199,"LINESTRING (15.1610475 37.6145111, 15.1610019 37.6144146, 15.1609734 37.6143244, 15.1609629 37.6142565, 15.1609627 37.6141049, 15.1609357 37.6139665, 15.1609013 37.61374)",,,,
237595727,True,Via Libertina,residential,False,74.691,"LINESTRING (15.1612019 37.614433, 15.161372 37.6142726, 15.1614136 37.6142426, 15.1615639 37.6141649, 15.1617187 37.6140748, 15.1618375 37.6139951)",,,,
35035692,True,Via Lilibeo,residential,False,48.718999999999994,"LINESTRING (15.1618375 37.6139951, 15.1618346 37.6141145, 15.1618503 37.6143085, 15.1618847 37.6144298)",,,,
157013639,True,Via Mertole,residential,False,18.899,"LINESTRING (15.1618847 37.6144298, 15.1620886 37.6143769)",,,,
157013992,False,Via Lilibeo,residential,True,53.848,"LINESTRING (15.1618847 37.6144298, 15.1618939 37.6144567, 15.1619006 37.6145264, 15.1619054 37.6145756, 15.1618631 37.6146335, 15.1618573 37.6147493, 15.1618342 37.6148591, 15.1618419 37.6149017)",,,,
128385553,True,Via Atanasia,residential,False,52.67,"LINESTRING (15.1629948 37.6142273, 15.1631102 37.6142822, 15.1635645 37.6143544)",,,,
"[35035683, 1154353397]",True,Via Marchese di Sangiuliano,residential,False,104.396,"LINESTRING (15.1629948 37.6142273, 15.1629805 37.6133855, 15.1630399 37.6133007)",,,,
35035669,True,Via San Carlo,residential,False,135.27,"LINESTRING (15.1627983 37.6131608, 15.1627249 37.6126697, 15.1626645 37.6119493)",,,,
35035692,True,Via Lilibeo,residential,False,45.896,"LINESTRING (15.1627983 37.6131608, 15.1626418 37.6131885, 15.1624686 37.6132243, 15.1624468 37.613247, 15.1624138 37.6133594)",,,,
35035669,True,Via San Carlo,residential,False,23.095999999999997,"LINESTRING (15.1626645 37.6119493, 15.1627112 37.6118804, 15.1627613 37.61184, 15.1628428 37.6118062)",,,,
236661331,False,Via Fiorini,residential,False,66.43700000000001,"LINESTRING (15.1626645 37.6119493, 15.1623026 37.6120248, 15.1622128 37.6120453, 15.1621621 37.6120864, 15.1619493 37.6121043)",,,,
35035669,True,Via San Carlo,residential,False,27.017,"LINESTRING (15.1628428 37.6118062, 15.1628463 37.6117408, 15.1628483 37.6115633)",,,,
35035670,True,Via Geremia,residential,False,89.43100000000001,"LINESTRING (15.1628428 37.6118062, 15.1631748 37.611826, 15.163461 37.6119396, 15.1635858 37.611989, 15.1636526 37.6119847, 15.1638022 37.6119505)",,,,
35035670,True,Via Geremia,residential,False,17.813,"LINESTRING (15.1638022 37.6119505, 15.1639754 37.6120332)",,,,
238216853,False,,residential,False,14.628,"LINESTRING (15.1638022 37.6119505, 15.1638136 37.6119212, 15.1637941 37.6119049, 15.163709 37.6118648)",,,,
"[1042346289, 732378645, 35035671]",True,"['Via Fichera', 'Via Giacinto Platania']",residential,False,118.29899999999998,"LINESTRING (15.1639754 37.6120332, 15.1641543 37.6117461, 15.1642233 37.611646, 15.1642282 37.611639, 15.1642544 37.6116009, 15.1644844 37.6115187, 15.1645997 37.6117384, 15.1646102 37.6117542, 15.1647614 37.611728)",,,,
