osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,junction
91005846,,SP55,Via Don Luigi Sturzo,secondary,False,True,235.40999999999997,"LINESTRING (15.9674661 41.7045693, 15.9673712 41.7045956, 15.9671451 41.7046856, 15.9669781 41.704752, 15.9668827 41.704777, 15.9667936 41.7047864, 15.9666999 41.7047718, 15.9666163 41.7047363, 15.9665483 41.7046919, 15.9663265 41.704477, 15.9662208 41.7044074, 15.966159 41.7043818, 15.9660948 41.7043623, 15.9659878 41.7043593, 15.9658575 41.7043746, 15.9657585 41.7044007, 15.9656145 41.7044349, 15.9655488 41.7044509, 15.965479 41.7044559, 15.9653771 41.7044549, 15.9652885 41.7044418, 15.9649544 41.7043779)",,
93305372,,,Via M. Prencipe,residential,False,False,67.273,"LINESTRING (15.9674661 41.7045693, 15.9674362 41.7045471, 15.9674142 41.7045139, 15.9674115 41.7044877, 15.967441 41.7044609, 15.9676543 41.704396, 15.9677307 41.7043389, 15.9677816 41.7042776, 15.967795 41.7042264, 15.967806 41.7041282)",,
120025395,,SP55,,secondary,False,False,20.219,"LINESTRING (15.9674661 41.7045693, 15.9675826 41.704568, 15.9677051 41.7045931)",,
29980594,,,Via Manfredi,residential,False,True,69.409,"LINESTRING (15.9677051 41.7045931, 15.9680196 41.7047587, 15.9680949 41.7048096, 15.9683541 41.7049848)",,
93305374,,SS89dir/B,Viale J. F. Kennedy,tertiary,False,False,96.015,"LINESTRING (15.9677051 41.7045931, 15.9677678 41.7045156, 15.9678228 41.7044994, 15.9679846 41.704506, 15.968782 41.7046286)",,
120025395,,SP55,,secondary,False,False,16.472,"LINESTRING (15.9677051 41.7045931, 15.967622 41.7046977, 15.9675943 41.7047143)",,
120025395,,SP55,,secondary,False,True,20.219,"LINESTRING (15.9677051 41.7045931, 15.9675826 41.704568, 15.9674661 41.7045693)",,
92214477,,,Via Jean Annot,residential,False,True,75.243,"LINESTRING (15.9649607 41.7049756, 15.9649091 41.7049268, 15.9645208 41.7048336, 15.9642402 41.7046051)",,
93305376,,SP55,Via Giuseppe Palladino,secondary,False,False,241.85799999999998,"LINESTRING (15.9649607 41.7049756, 15.9648561 41.7049767, 15.9647559 41.7049727, 15.9646554 41.7049567, 15.9645718 41.7049338, 15.9645241 41.7049187, 15.9643896 41.7048611, 15.964301 41.7048, 15.9640743 41.7046176, 15.9639912 41.7045379, 15.9638476 41.7044008, 15.9637853 41.7043387, 15.9637052 41.7042838, 15.9635862 41.7042615, 15.9634807 41.7042505, 15.9633762 41.7042517, 15.9632684 41.7042633, 15.9631942 41.7042942, 15.9631452 41.7043289, 15.9627347 41.7046686, 15.9626853 41.7047022)",,
"[93305376, 120025395]",,SP55,Via Giuseppe Palladino,secondary,False,True,223.99600000000004,"LINESTRING (15.9649607 41.7049756, 15.965275 41.7049637, 15.9654777 41.704959, 15.9656265 41.7049532, 15.9658966 41.7049427, 15.9664862 41.7049138, 15.9665813 41.70491, 15.9666849 41.7049079, 15.9671522 41.704883, 15.9673345 41.7048445, 15.9675032 41.7047688, 15.9675943 41.7047143)",,
29895984,,,Via IV Novembre,residential,False,True,84.636,"LINESTRING (15.964884 41.705035, 15.9645034 41.7050293, 15.9642953 41.7049742, 15.9641334 41.7048521, 15.9640786 41.7047179)",,
"[93305376, 91007151]",,SP55,"['Via Panoramica Sud', 'Via Giuseppe Palladino']",secondary,False,False,46.647000000000006,"LINESTRING (15.9625043 41.7048102, 15.9624191 41.7048294, 15.9622921 41.7048347, 15.9621018 41.7048238, 15.9619711 41.7047618)",,
93305376,,SP55,Via Giuseppe Palladino,secondary,False,True,19.259999999999998,"LINESTRING (15.9625043 41.7048102, 15.9626361 41.7047366, 15.9626853 41.7047022)",,
29980594,,,Via Manfredi,residential,False,False,25.469,"LINESTRING (15.9687078 41.7056346, 15.9688745 41.7056121, 15.9689358 41.7055203)",,
29980594,,,Via Manfredi,residential,False,True,70.605,"LINESTRING (15.9687078 41.7056346, 15.9686134 41.7056334, 15.9681441 41.7056271, 15.9678574 41.7056296)",,
406857323,,,Via Marcisi,residential,False,False,38.955,"LINESTRING (15.9687078 41.7056346, 15.9687726 41.7057082, 15.9688407 41.7057764, 15.9689103 41.7058521, 15.9689841 41.7059173)",,
29895982,,,Via L. Zuppetta,residential,False,False,21.322,"LINESTRING (15.9688707 41.7067347, 15.9687647 41.7067527, 15.9686735 41.7067682, 15.9686189 41.7067685)",,
406857323,,,Via Marcisi,residential,False,True,65.521,"LINESTRING (15.9688707 41.7067347, 15.96895 41.7066906, 15.9690057 41.7066035, 15.9690249 41.7062465, 15.969023 41.7061849)",,
"[29895979, 406857324, 406857325, 406857326, 406857327, 406857328, 406857329, 406857330, 406857331, 406857332, 406857333, 406857334, 690716824]",,,Via Marcisi,residential,False,False,366.585,"LINESTRING (15.9688707 41.7067347, 15.9687483 41.7068336, 15.9685663 41.7069252, 15.9684846 41.7069462, 15.9683304 41.7069859, 15.9682974 41.7069944, 15.9681655 41.7070217, 15.9680467 41.7070463, 15.9677482 41.7071081, 15.967628 41.707133, 15.9673327 41.7071941, 15.9672107 41.7072194, 15.9669141 41.7072808, 15.966792 41.7073061, 15.9666221 41.7073413, 15.9665155 41.7073537, 15.9663728 41.7073559, 15.966321 41.707355, 15.9662392 41.7073536, 15.9660756 41.7073385, 15.9659265 41.7073183, 15.9657766 41.7073024, 15.9656585 41.7072911, 15.9654049 41.7072533, 15.9651506 41.7071879, 15.9649034 41.7071091, 15.9648172 41.7070791, 15.9647231 41.7070115)",building_passage,
29429381,,,Vico della Gara,residential,False,False,23.039,"LINESTRING (15.9617753 41.7065923, 15.9617019 41.7067174, 15.9616849 41.7067479, 15.9616626 41.7067816)",,
29427725,,,Via Maggiore Toselli,residential,False,False,12.454,"LINESTRING (15.9660868 41.7063576, 15.9660867 41.7064696)",,
690715689,,,Corso Pietro Giannone,residential,True,False,9.079,"LINESTRING (15.9660868 41.7063576, 15.9659775 41.7063604)",,
92204358,,,Via Giacomo Puccini,residential,False,False,27.154,"LINESTRING (15.9656595 41.706362, 15.9656612 41.7066062)",,
92204358,,,Via Giacomo Puccini,residential,False,True,8.597,"LINESTRING (15.9656595 41.706362, 15.9656576 41.7062847)",,
690715689,,,Corso Pietro Giannone,residential,True,False,33.19,"LINESTRING (15.9656595 41.706362, 15.9652597 41.70636)",,
690715689,,,Corso Pietro Giannone,residential,True,False,17.707,"LINESTRING (15.9658728 41.706361, 15.9656595 41.706362)",,
29427726,,,Via Giuseppe Vizzani,residential,True,False,45.184,"LINESTRING (15.9658728 41.706361, 15.9658778 41.7065315, 15.9658804 41.7067673)",,
92204358,,,Via Giacomo Puccini,residential,False,True,17.619,"LINESTRING (15.9656557 41.7067646, 15.9656612 41.7066062)",,
690716005,,,Via L. Zuppetta,residential,True,False,31.869,"LINESTRING (15.9656557 41.7067646, 15.9652718 41.7067637)",,
29428267,,,Via Salvo D'Acquisto,residential,False,False,32.81,"LINESTRING (15.9656612 41.7066062, 15.965266 41.7066104)",,
92204358,,,Via Giacomo Puccini,residential,False,False,17.619,"LINESTRING (15.9656612 41.7066062, 15.9656557 41.7067646)",,
92204358,,,Via Giacomo Puccini,residential,False,True,27.154,"LINESTRING (15.9656612 41.7066062, 15.9656595 41.706362)",,
29427892,,,Via Col. Michele Adabbo,residential,False,False,25.24,"LINESTRING (15.9652597 41.70636, 15.9652379 41.7061336)",,
29427892,,,Via Col. Michele Adabbo,residential,False,True,27.848,"LINESTRING (15.9652597 41.70636, 15.965266 41.7066104)",,
690715689,,,Corso Pietro Giannone,residential,True,False,58.988,"LINESTRING (15.9652597 41.70636, 15.9645492 41.7063678)",,
29428132,,,Via Antonio Fogazzaro,residential,True,False,28.042,"LINESTRING (15.9645492 41.7063678, 15.9645405 41.7066199)",,
690704606,,,Piazza Giovanni Paolo II,residential,False,False,33.763,"LINESTRING (15.9645492 41.7063678, 15.9641426 41.7063751)",,
29428132,,,Via Antonio Fogazzaro,residential,True,False,25.97,"LINESTRING (15.9645423 41.7061343, 15.9645492 41.7063678)",,
231657273,,,Via Cavour,residential,False,True,57.745,"LINESTRING (15.9645423 41.7061343, 15.9652379 41.7061336)",,
29428132,,,Via Antonio Fogazzaro,residential,True,False,17.193,"LINESTRING (15.964534 41.7059798, 15.9645423 41.7061343)",,
29465165,,,Via Ruggero Bonghi,residential,True,False,58.376,"LINESTRING (15.964534 41.7059798, 15.9652372 41.7059802)",,
29428265,,,Vico del Gioco,residential,False,False,27.243,"LINESTRING (15.9641426 41.7063751, 15.9641413 41.7066201)",,
90981441,,,Corso Pietro Giannone,residential,True,False,59.542,"LINESTRING (15.9641426 41.7063751, 15.9634256 41.7063891)",,
690704606,,,Piazza Giovanni Paolo II,residential,False,True,33.763,"LINESTRING (15.9641426 41.7063751, 15.9645492 41.7063678)",,
29428265,,,Vico del Gioco,residential,False,True,43.53,"LINESTRING (15.9641426 41.7063751, 15.9641424 41.7061356, 15.9641361 41.7059837)",,
29428265,,,Vico del Gioco,residential,False,False,16.842,"LINESTRING (15.9641413 41.7066201, 15.964147 41.7067715)",,
29428265,,,Vico del Gioco,residential,False,True,27.243,"LINESTRING (15.9641413 41.7066201, 15.9641426 41.7063751)",,
90981440,,,Via Ferdinando De Luca,residential,True,False,59.077999999999996,"LINESTRING (15.9641413 41.7066201, 15.9640122 41.7066204, 15.9634298 41.7066308)",,
29428265,,,Vico del Gioco,residential,False,True,16.842,"LINESTRING (15.964147 41.7067715, 15.9641413 41.7066201)",,
690716005,,,Via L. Zuppetta,residential,True,False,59.36,"LINESTRING (15.964147 41.7067715, 15.963432 41.7067782)",,
90981441,,,Corso Pietro Giannone,residential,True,False,46.555,"LINESTRING (15.9628714 41.7063897, 15.9623106 41.706391)",,
29428888,,,Via Vincenzo Lanza,residential,True,False,44.116,"LINESTRING (15.9628714 41.7063897, 15.9628715 41.7061863, 15.9628659 41.705993)",,
29464512,,,Via Celestino Galliani,residential,True,False,26.878,"LINESTRING (15.9634256 41.7063891, 15.9634298 41.7066308)",,
90981441,,,Corso Pietro Giannone,residential,True,False,46.007,"LINESTRING (15.9634256 41.7063891, 15.9628714 41.7063897)",,
690716005,,,Via L. Zuppetta,residential,True,False,47.038,"LINESTRING (15.963432 41.7067782, 15.9628654 41.7067741)",,
29428889,,,Via Giantommaso Giordani,residential,True,False,43.268,"LINESTRING (15.9623106 41.706391, 15.9623151 41.7067801)",,
689924599,,,Via L. Zuppetta,residential,True,False,49.462,"LINESTRING (15.9623151 41.7067801, 15.9621696 41.7067334, 15.9620353 41.7066904, 15.9617753 41.7065923)",,
29428889,,,Via Giantommaso Giordani,residential,True,False,38.248,"LINESTRING (15.9622819 41.7060477, 15.9623106 41.706391)",,
30000990,,,Via Giovanni Tancredi,residential,False,True,43.329,"LINESTRING (15.9622819 41.7060477, 15.961808 41.706211)",,
30000990,,,Via Giovanni Tancredi,residential,False,False,10.172,"LINESTRING (15.9622819 41.7060477, 15.9623494 41.706025, 15.9623936 41.7060101)",,
29428888,,,Via Vincenzo Lanza,residential,True,False,42.746,"LINESTRING (15.9628654 41.7067741, 15.9628714 41.7063897)",,
690716005,,,Via L. Zuppetta,residential,True,False,45.687,"LINESTRING (15.9628654 41.7067741, 15.962384 41.7067795, 15.9623151 41.7067801)",,
29464512,,,Via Celestino Galliani,residential,True,False,32.788,"LINESTRING (15.9634373 41.7056943, 15.9634203 41.7059889)",,
29980594,,,Via Manfredi,residential,False,False,56.791,"LINESTRING (15.9634373 41.7056943, 15.9641214 41.7056917)",,
90632120,,,Via Giulio Ursomando,residential,False,True,26.215,"LINESTRING (15.9634373 41.7056943, 15.9634177 41.705459)",,
30000990,,,Via Giovanni Tancredi,residential,False,True,33.77,"LINESTRING (15.9634373 41.7056943, 15.963292 41.7057152, 15.9632476 41.7057216, 15.9631719 41.7057463, 15.9630519 41.7057855)",,
90632120,,,Via Giulio Ursomando,residential,False,False,26.215,"LINESTRING (15.9634177 41.705459, 15.9634373 41.7056943)",,
90632120,,,Via Giulio Ursomando,residential,False,True,15.804,"LINESTRING (15.9634177 41.705459, 15.9634136 41.7053169)",,
91007154,,,Via Giovanni Bovio,residential,False,False,92.60499999999999,"LINESTRING (15.9634177 41.705459, 15.9641306 41.705446, 15.9645329 41.705439)",,
29465165,,,Via Ruggero Bonghi,residential,True,False,59.425,"LINESTRING (15.9634203 41.7059889, 15.9641361 41.7059837)",,
29464512,,,Via Celestino Galliani,residential,True,False,44.515,"LINESTRING (15.9634203 41.7059889, 15.9634166 41.7061899, 15.9634256 41.7063891)",,
29464512,,,Via Celestino Galliani,residential,True,False,16.391,"LINESTRING (15.9634298 41.7066308, 15.963432 41.7067782)",,
29427892,,,Via Col. Michele Adabbo,residential,False,False,27.848,"LINESTRING (15.965266 41.7066104, 15.9652597 41.70636)",,
29428267,,,Via Salvo D'Acquisto,residential,False,True,32.81,"LINESTRING (15.965266 41.7066104, 15.9656612 41.7066062)",,
690704814,,,Via Col. Michele Adabbo,residential,False,False,17.053,"LINESTRING (15.965266 41.7066104, 15.9652718 41.7067637)",,
29895982,,,Via L. Zuppetta,residential,False,False,6.768,"LINESTRING (15.9663133 41.7067619, 15.9662318 41.7067634)",,
29895982,,,Via L. Zuppetta,residential,False,True,24.954,"LINESTRING (15.9663133 41.7067619, 15.9666139 41.7067613)",,
690715688,,,Via Massimo D'Azeglio,residential,False,True,50.62,"LINESTRING (15.9663133 41.7067619, 15.9662964 41.7064636, 15.9660867 41.7064696)",,
29980643,,,Via Giosuè Carducci,residential,False,False,60.265,"LINESTRING (15.9634031 41.7051617, 15.964129 41.7051555)",,
90632120,,,Via Giulio Ursomando,residential,False,False,17.279,"LINESTRING (15.9634031 41.7051617, 15.9634136 41.7053169)",,
90632120,,,Via Giulio Ursomando,residential,False,True,8.599,"LINESTRING (15.9634031 41.7051617, 15.963397 41.7050845)",,
91005844,,,Via Ugo Foscolo,residential,False,False,82.737,"LINESTRING (15.9676003 41.7051929, 15.9685969 41.7051994)",,
29465940,,,Via Giovanni Pascoli,residential,False,False,26.139,"LINESTRING (15.9676165 41.7053967, 15.9676246 41.7056317)",,
691431921,,,Via Giovanni Bovio,residential,False,False,78.708,"LINESTRING (15.9676165 41.7053967, 15.9685646 41.705393)",,
691431921,,,Via Giovanni Bovio,residential,False,True,114.838,"LINESTRING (15.9676165 41.7053967, 15.9669892 41.7054011, 15.9662334 41.7054141)",,
91005844,,,Via Ugo Foscolo,residential,False,True,82.737,"LINESTRING (15.9685969 41.7051994, 15.9676003 41.7051929)",,
29980594,,,Via Manfredi,residential,False,False,31.242,"LINESTRING (15.9685969 41.7051994, 15.968413 41.705036, 15.9683593 41.7049883, 15.9683541 41.7049848)",,
29980594,,,Via Manfredi,residential,False,True,45.8,"LINESTRING (15.9685969 41.7051994, 15.9688658 41.7054166, 15.9689358 41.7055203)",,
29465940,,,Via Giovanni Pascoli,residential,False,True,26.139,"LINESTRING (15.9676246 41.7056317, 15.9676165 41.7053967)",,
29980594,,,Via Manfredi,residential,False,False,19.327,"LINESTRING (15.9676246 41.7056317, 15.9678574 41.7056296)",,
29980594,,,Via Manfredi,residential,False,True,159.96699999999998,"LINESTRING (15.9676246 41.7056317, 15.9670021 41.7056442, 15.9663029 41.7056529, 15.9658409 41.7056605, 15.9656981 41.7056626)",,
29895986,,,,residential,False,False,25.986,"LINESTRING (15.9656969 41.7054289, 15.9656981 41.7056626)",,
691431921,,,Via Giovanni Bovio,residential,False,True,39.059,"LINESTRING (15.9656969 41.7054289, 15.9652264 41.7054305)",,
691431921,,,Via Giovanni Bovio,residential,False,False,44.577,"LINESTRING (15.9656969 41.7054289, 15.9659783 41.7054172, 15.9662334 41.7054141)",,
29895986,,,,residential,False,True,25.986,"LINESTRING (15.9656981 41.7056626, 15.9656969 41.7054289)",,
29980594,,,Via Manfredi,residential,False,True,39.299,"LINESTRING (15.9656981 41.7056626, 15.9652248 41.7056696)",,
29980594,,,Via Manfredi,residential,False,False,159.96699999999998,"LINESTRING (15.9656981 41.7056626, 15.9658409 41.7056605, 15.9663029 41.7056529, 15.9670021 41.7056442, 15.9676246 41.7056317)",,
29466568,,,Via P. Rinaldi,residential,False,True,26.587,"LINESTRING (15.9652264 41.7054305, 15.9652248 41.7056696)",,
691431921,,,Via Giovanni Bovio,residential,False,False,39.059,"LINESTRING (15.9652264 41.7054305, 15.9656969 41.7054289)",,
691431921,,,Via Giovanni Bovio,residential,False,True,57.579,"LINESTRING (15.9652264 41.7054305, 15.9645329 41.705439)",,
691431920,,,Via Francesco Crispi,residential,False,True,12.102,"LINESTRING (15.9645329 41.705439, 15.9645256 41.7055477)",,
691431921,,,Via Giovanni Bovio,residential,False,False,57.579,"LINESTRING (15.9645329 41.705439, 15.9652264 41.7054305)",,
91007154,,,Via Giovanni Bovio,residential,False,True,92.60499999999999,"LINESTRING (15.9645329 41.705439, 15.9641306 41.705446, 15.9634177 41.705459)",,
691431920,,,Via Francesco Crispi,residential,False,False,12.102,"LINESTRING (15.9645256 41.7055477, 15.9645329 41.705439)",,
29428265,,,Vico del Gioco,residential,False,False,32.492,"LINESTRING (15.9641214 41.7056917, 15.9641361 41.7059837)",,
29980594,,,Via Manfredi,residential,False,False,33.263,"LINESTRING (15.9641214 41.7056917, 15.9645219 41.7056826)",,
29980594,,,Via Manfredi,residential,False,True,56.791,"LINESTRING (15.9641214 41.7056917, 15.9634373 41.7056943)",,
29428132,,,Via Antonio Fogazzaro,residential,True,False,33.062,"LINESTRING (15.9645219 41.7056826, 15.964534 41.7059798)",,
29980594,,,Via Manfredi,residential,False,False,58.369,"LINESTRING (15.9645219 41.7056826, 15.9652248 41.7056696)",,
29980594,,,Via Manfredi,residential,False,True,33.263,"LINESTRING (15.9645219 41.7056826, 15.9641214 41.7056917)",,
92214489,,,Via Madre Teresa di Calcutta,residential,False,True,299.976,"LINESTRING (15.9636247 41.7025242, 15.9639972 41.7025056, 15.9642827 41.7025305, 15.9645497 41.7025677, 15.9648849 41.7026422, 15.9651021 41.7027477, 15.9653337 41.702964, 15.9654331 41.7031464, 15.9655313 41.7033207, 15.9656335 41.7033775, 15.9657477 41.7033871, 15.9661946 41.7034367, 15.9664243 41.703443, 15.9666826 41.7034196)",,
92214456,,,Via Giovanni XXIII,residential,False,False,143.13899999999998,"LINESTRING (15.968782 41.7046286, 15.9688931 41.7045615, 15.9690666 41.7044242, 15.9691433 41.7043859, 15.9695569 41.7044283, 15.9697536 41.7044449, 15.9698085 41.7044655, 15.9700317 41.7045493, 15.9701913 41.7046093, 15.970314 41.7046432)",,
93305374,,SS89dir/B,Viale J. F. Kennedy,tertiary,False,False,172.785,"LINESTRING (15.968782 41.7046286, 15.9689157 41.704659, 15.9690594 41.7046924, 15.9694945 41.7048223, 15.969609 41.7048676, 15.9697634 41.7049381, 15.9700294 41.7050849, 15.9702382 41.7052002, 15.9705184 41.7053498, 15.97058 41.7053842)",,
93305374,,SS89dir/B,Viale J. F. Kennedy,tertiary,False,True,96.015,"LINESTRING (15.968782 41.7046286, 15.9679846 41.704506, 15.9678228 41.7044994, 15.9677678 41.7045156, 15.9677051 41.7045931)",,
29895982,,,Via L. Zuppetta,residential,False,False,166.449,"LINESTRING (15.9686189 41.7067685, 15.9685022 41.7067691, 15.9682928 41.7067675, 15.9672633 41.7067597, 15.9667814 41.7067609, 15.9666139 41.7067613)",,
29895982,,,Via L. Zuppetta,residential,False,True,21.322,"LINESTRING (15.9686189 41.7067685, 15.9686735 41.7067682, 15.9687647 41.7067527, 15.9688707 41.7067347)",,
29885744,,,Via Pasquale Cotugno,residential,False,False,212.385,"LINESTRING (15.969023 41.7061849, 15.9691288 41.7062103, 15.9691905 41.7062761, 15.9692048 41.7063641, 15.9692077 41.7065027, 15.9691991 41.7066051, 15.9691969 41.7066318, 15.9691668 41.7067292, 15.9691772 41.7069534, 15.9691687 41.7072492, 15.9691349 41.7073147, 15.9690934 41.7073625, 15.9690066 41.7073833, 15.9682368 41.7073893)",,
406857323,,,Via Marcisi,residential,False,False,65.521,"LINESTRING (15.969023 41.7061849, 15.9690249 41.7062465, 15.9690057 41.7066035, 15.96895 41.7066906, 15.9688707 41.7067347)",,
406857323,,,Via Marcisi,residential,False,True,29.965,"LINESTRING (15.969023 41.7061849, 15.9690211 41.7061214, 15.9689841 41.7059173)",,
"[93305376, 91007151]",,SP55,"['Via Panoramica Sud', 'Via Giuseppe Palladino']",secondary,False,True,46.647,"LINESTRING (15.9619711 41.7047618, 15.9621018 41.7048238, 15.9622921 41.7048347, 15.9624191 41.7048294, 15.9625043 41.7048102)",,
90632120,,,Via Giulio Ursomando,residential,False,False,23.821,"LINESTRING (15.9633928 41.7048703, 15.963397 41.7050845)",,
30098344,,,Via Celestino V,residential,True,False,82.64699999999999,"LINESTRING (15.9633928 41.7048703, 15.9633115 41.7049167, 15.9630027 41.7050913, 15.9625964 41.7053163)",,
90632120,,,Via Giulio Ursomando,residential,False,True,18.874,"LINESTRING (15.9633928 41.7048703, 15.963395 41.7047776, 15.963407 41.7047011)",,
"[90632121, 91005836, 689653269]",,,"['Vico Stretto', 'Via Campo dei Fiori', 'Via Vincenzo Amicarelli']",residential,False,"[False, True]",92.425,"LINESTRING (15.9633928 41.7048703, 15.9638327 41.7048573, 15.9638314 41.7049917, 15.964123 41.7050056, 15.964129 41.7051555)",,
29464514,,,Via Niviera,residential,False,True,58.692,"LINESTRING (15.9634634 41.7045575, 15.9638645 41.7045548, 15.9640786 41.7047179)",,
29893700,,,Vico della Discordia,residential,False,False,128.55,"LINESTRING (15.9634634 41.7045575, 15.9632127 41.7046169, 15.962848 41.7048641, 15.9624331 41.7051587, 15.9622464 41.705246)",,
90632120,,,Via Giulio Ursomando,residential,False,False,16.642,"LINESTRING (15.9634634 41.7045575, 15.9634528 41.7045883, 15.963407 41.7047011)",,
90632120,,,Via Giulio Ursomando,residential,False,True,92.24000000000001,"LINESTRING (15.9634634 41.7045575, 15.9634648 41.7044798, 15.9634298 41.7044255, 15.9633744 41.7044084, 15.9633148 41.7044011, 15.963241 41.7044104, 15.9632003 41.7044374, 15.962822 41.7047223, 15.9626853 41.7047022)",,
29893700,,,Vico della Discordia,residential,False,True,128.55,"LINESTRING (15.9622464 41.705246, 15.9624331 41.7051587, 15.962848 41.7048641, 15.9632127 41.7046169, 15.9634634 41.7045575)",,
689649763,,,,residential,False,True,21.810000000000002,"LINESTRING (15.9622464 41.705246, 15.9623243 41.7052615, 15.9624376 41.7052285, 15.9624843 41.7052572)",,
29885740,,,Via Marcisi,residential,False,True,44.581,"LINESTRING (15.9689358 41.7055203, 15.9689684 41.7055998, 15.9689775 41.7057009, 15.9689841 41.7059173)",,
29980594,,,Via Manfredi,residential,False,False,45.8,"LINESTRING (15.9689358 41.7055203, 15.9688658 41.7054166, 15.9685969 41.7051994)",,
29980594,,,Via Manfredi,residential,False,True,25.469,"LINESTRING (15.9689358 41.7055203, 15.9688745 41.7056121, 15.9687078 41.7056346)",,
29980643,,,Via Giosuè Carducci,residential,False,True,60.265,"LINESTRING (15.964129 41.7051555, 15.9634031 41.7051617)",,
"[90632121, 91005836, 689653269]",,,"['Vico Stretto', 'Via Campo dei Fiori', 'Via Vincenzo Amicarelli']",residential,False,"[False, True]",92.425,"LINESTRING (15.964129 41.7051555, 15.964123 41.7050056, 15.9638314 41.7049917, 15.9638327 41.7048573, 15.9633928 41.7048703)",,
"[689653272, 690479901, 689653270]",,,Via Giosuè Carducci,residential,False,False,309.022,"LINESTRING (15.964129 41.7051555, 15.9645181 41.7051506, 15.9652191 41.7051423, 15.9654874 41.7051363, 15.9657018 41.7051249, 15.9665553 41.7051209, 15.9666968 41.7051278, 15.9668645 41.705126, 15.9669827 41.7051133, 15.9670749 41.7050824, 15.9673613 41.7049236, 15.9675378 41.7048345, 15.967567 41.7048127, 15.967617 41.7047709, 15.9675943 41.7047143)",,
29464514,,,Via Niviera,residential,False,False,58.692,"LINESTRING (15.9640786 41.7047179, 15.9638645 41.7045548, 15.9634634 41.7045575)",,
