osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel,junction
93891998,SP31/b,Via Juan Caramuel y Lobkowitz,tertiary,False,True,7.243,"LINESTRING (15.1067339 40.662819, 15.1068095 40.6628499)",,,
93855894,,Largo Sant'Antonio,residential,False,False,58.456,"LINESTRING (15.1067339 40.662819, 15.1066278 40.6629809, 15.1065852 40.6630848, 15.1065234 40.6632358, 15.1064733 40.6633039)",,,
"[103636442, 95157028, 95157021]",,Via Giovanni Antonio De Nigris,residential,False,False,163.40699999999998,"LINESTRING (15.1054637 40.6633731, 15.1054716 40.6632402, 15.1055486 40.6630267, 15.1056819 40.6628966, 15.1057225 40.6628201, 15.1059882 40.6627068, 15.1064765 40.6625253, 15.1067502 40.6624406)",yes,,
103636442,,Via Giovanni Antonio De Nigris,residential,False,True,305.01,"LINESTRING (15.1054637 40.6633731, 15.1052245 40.6636707, 15.1050769 40.6638253, 15.1049994 40.6638682, 15.104562 40.6641101, 15.1038458 40.6644784, 15.1037832 40.6645558, 15.1036866 40.6648691, 15.1036491 40.6650787, 15.1035311 40.6653228, 15.1034821 40.6654987)",,,
"[176369660, 196950301, 176369662]",,Via Piedi Zappino,residential,False,True,93.35199999999999,"LINESTRING (15.1054637 40.6633731, 15.1055079 40.6634648, 15.1056201 40.6635982, 15.1056612 40.6636583, 15.1056762 40.6636883, 15.1057736 40.6639091, 15.1059993 40.6640927)",yes,,
"[93855896, 93855898]",,Via Madonna delle Grazie,residential,False,True,110.85799999999999,"LINESTRING (15.1067502 40.6624406, 15.1067176 40.66248, 15.1065799 40.6626465, 15.1064068 40.6628026, 15.1063586 40.6629271, 15.1063443 40.6630629, 15.1063642 40.6632441, 15.1064733 40.6633039)",,,
"[103636442, 95157028, 95157021]",,Via Giovanni Antonio De Nigris,residential,False,True,163.40700000000004,"LINESTRING (15.1067502 40.6624406, 15.1064765 40.6625253, 15.1059882 40.6627068, 15.1057225 40.6628201, 15.1056819 40.6628966, 15.1055486 40.6630267, 15.1054716 40.6632402, 15.1054637 40.6633731)",yes,,
93855907,SP31/b,,tertiary,False,False,24.318,"LINESTRING (15.1082103 40.6672173, 15.1079899 40.6670763)",,,
93855770,SP31/b,,tertiary,False,False,158.094,"LINESTRING (15.1082103 40.6672173, 15.108302 40.6674967, 15.1084032 40.6677701, 15.1085021 40.6679025, 15.1087426 40.6680052, 15.1093093 40.668237)",,,
94568105,,Via Dony Rocco,residential,False,False,57.82599999999999,"LINESTRING (15.1082103 40.6672173, 15.1082206 40.6671585, 15.1084695 40.6667601, 15.1084751 40.6667407)",,,
94805601,SP31/b,Via Juan Caramuel y Lobkowitz,tertiary,False,False,30.714,"LINESTRING (15.10821 40.6657313, 15.1079233 40.665561)",,,
"[93855904, 95045906, 95001720]",,"['Via Trinità', 'Via Vittorio Emanuele III']",residential,True,False,451.91100000000006,"LINESTRING (15.10821 40.6657313, 15.1082449 40.6655783, 15.1079717 40.6653527, 15.1077712 40.6652214, 15.1076495 40.6650624, 15.1076344 40.6648595, 15.1075906 40.6644993, 15.1075879 40.664437, 15.1075538 40.6643219, 15.1075381 40.6640056, 15.1074689 40.6636363, 15.1071856 40.6634083, 15.1071535 40.6633201, 15.1071566 40.6630568, 15.1071777 40.6629722, 15.1071601 40.6629039, 15.1072596 40.6626416, 15.1075469 40.6623239, 15.1076619 40.6620359)",,,
"[93855924, 95165439]","['SP31/b', 'SP31']",Via Normanni,tertiary,False,True,32.794000000000004,"LINESTRING (15.10821 40.6657313, 15.1083602 40.6658832, 15.1084427 40.6659347, 15.108463 40.6659531)",,,
93855907,SP31/b,,tertiary,False,True,24.318,"LINESTRING (15.1079899 40.6670763, 15.1082103 40.6672173)",,,
95165439,SP31/b,Via Normanni,tertiary,False,False,51.032000000000004,"LINESTRING (15.1079899 40.6670763, 15.1082359 40.6667023, 15.1082574 40.6666647)",,,
95345449,,Largo Niccolò De Nigris,residential,False,True,50.135999999999996,"LINESTRING (15.1079899 40.6670763, 15.107965 40.6671059, 15.1081512 40.6672708, 15.1079117 40.6671904)",,,
"[95045907, 94568107]",,"['Via Ginestra', 'Vico Ginestra']",residential,False,True,106.12599999999999,"LINESTRING (15.108463 40.6659531, 15.1086947 40.6659881, 15.1086865 40.666081, 15.108563 40.6665866, 15.1084751 40.6667407)",,,
"[93855924, 95165439]","['SP31/b', 'SP31']",Via Normanni,tertiary,False,False,32.794,"LINESTRING (15.108463 40.6659531, 15.1084427 40.6659347, 15.1083602 40.6658832, 15.10821 40.6657313)",,,
95165439,SP31/b,Via Normanni,tertiary,False,True,81.184,"LINESTRING (15.108463 40.6659531, 15.1084114 40.6662206, 15.1084013 40.6662723, 15.1082936 40.6665846, 15.1082574 40.6666647)",,,
"[165742569, 165742571, 93892255]",,Via San Bartolomeo,residential,False,False,140.43,"LINESTRING (15.1057162 40.6663741, 15.105481 40.6663897, 15.105396 40.6663954, 15.1051111 40.6664144, 15.1050083 40.6664343, 15.1049649 40.6664499, 15.1046497 40.6666189, 15.1045944 40.6666497, 15.1045113 40.6666887, 15.1043106 40.6667774, 15.1041921 40.6667842)",,yes,
93892323,,Via Giudeca,residential,True,False,144.935,"LINESTRING (15.1057162 40.6663741, 15.1055701 40.6661, 15.1055184 40.666007, 15.1054823 40.6659545, 15.1054005 40.6658726, 15.1053603 40.665806, 15.1053348 40.6657206, 15.1053167 40.6656319, 15.1052816 40.6653548, 15.1052856 40.6653487, 15.1052881 40.6653449, 15.1054176 40.6651651)",,,
"[93892865, 94803826, 93960797]",,,residential,False,True,14.137,"LINESTRING (15.1062539 40.666821, 15.1062761 40.6668518, 15.1063056 40.6668986, 15.1063271 40.6669353)",,,
"[94803913, 93892811]",,"['Largo Duomo', 'Via Cesarano']",residential,True,False,73.89099999999999,"LINESTRING (15.1062539 40.666821, 15.106074 40.6665608, 15.105945 40.666393, 15.1058691 40.6663965, 15.1058095 40.666394, 15.1057162 40.6663741)",,,
"[93892834, 93892831, 93893274]",,"['Corso Umberto I', 'Piazza Melchiorre Guerriero']",residential,True,False,71.619,"LINESTRING (15.1068037 40.6663765, 15.1067506 40.6664638, 15.1066643 40.6665527, 15.1066404 40.6665801, 15.1065281 40.6667364, 15.1064292 40.6667833, 15.1062539 40.666821)",yes,,
108716510,,Via Baglivo,residential,False,True,44.536,"LINESTRING (15.1068037 40.6663765, 15.106643 40.6663236, 15.106319 40.6662176)",,,
93892602,,Via San Filippo,residential,False,False,42.875,"LINESTRING (15.1045993 40.6654904, 15.1048631 40.6651608)",,,
94432246,,,residential,False,False,19.262,"LINESTRING (15.1045993 40.6654904, 15.1048198 40.6655355)",,,
94432246,,,residential,False,True,9.919,"LINESTRING (15.1045993 40.6654904, 15.1044818 40.6654941)",,,
93892602,,Via San Filippo,residential,False,True,42.875,"LINESTRING (15.1048631 40.6651608, 15.1045993 40.6654904)",,,
93893732,,Via Giovan Donato Guerriero,residential,False,False,2.076,"LINESTRING (15.1048631 40.6651608, 15.1048877 40.6651613)",,,
93894145,,Via Giovan Donato Guerriero,residential,False,True,30.749,"LINESTRING (15.1048631 40.6651608, 15.1047692 40.6651113, 15.1046896 40.6650949, 15.1046298 40.665093, 15.1045226 40.6651022)",,,
93894145,,Via Giovan Donato Guerriero,residential,False,False,30.749,"LINESTRING (15.1045226 40.6651022, 15.1046298 40.665093, 15.1046896 40.6650949, 15.1047692 40.6651113, 15.1048631 40.6651608)",,,
"[98713247, 93894145, 93893673]",,Via Giovan Donato Guerriero,residential,False,True,103.36699999999999,"LINESTRING (15.1045226 40.6651022, 15.1044447 40.6651174, 15.1043428 40.6651438, 15.1042462 40.6651926, 15.1041786 40.6652434, 15.1040284 40.6653626, 15.1038729 40.6655014, 15.1037238 40.6655769, 15.1036927 40.6655944, 15.1035909 40.6656019, 15.1035542 40.6655851, 15.1035547 40.6655809)",yes,,
94432246,,,residential,False,False,44.65,"LINESTRING (15.1045226 40.6651022, 15.1044729 40.6652605, 15.1044451 40.665382, 15.1044818 40.6654941)",,,
94432246,,,residential,False,False,9.919,"LINESTRING (15.1044818 40.6654941, 15.1045993 40.6654904)",,,
94432246,,,residential,False,True,44.65,"LINESTRING (15.1044818 40.6654941, 15.1044451 40.665382, 15.1044729 40.6652605, 15.1045226 40.6651022)",,,
