osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,bridge
194285884,True,Via Pistoia,tertiary,False,51.613,"LINESTRING (10.9756171 43.8488449, 10.9754624 43.8490144, 10.9753864 43.8490913, 10.9752455 43.8492236)",,,
27062057,True,Via della Libertà,tertiary,False,144.062,"LINESTRING (10.9752455 43.8492236, 10.9742498 43.8486827, 10.9738033 43.8484512)",,,
"[8168789, 1262145679]",False,Via vecchia Fiorentina I tronco,tertiary,False,155.423,"LINESTRING (10.9752455 43.8492236, 10.975087 43.8493769, 10.9750557 43.8494275, 10.9750468 43.849482, 10.9750692 43.8495418, 10.9751154 43.8496412, 10.9751489 43.8497133, 10.97525 43.8499387, 10.9753693 43.8501908, 10.9753994 43.8502517, 10.9755227 43.850523)",,,
27062051,False,Via Cavour,residential,True,92.894,"LINESTRING (10.9730474 43.848121, 10.9737536 43.8478294, 10.9740592 43.8477145)",,,
376261394,True,Via Cavour,tertiary,False,119.502,"LINESTRING (10.9730474 43.848121, 10.9729843 43.8481262, 10.9726811 43.8482168, 10.9726275 43.8482145, 10.9725975 43.8481861, 10.9721268 43.8475997, 10.9721285 43.8475595)",,,
27062051,False,Via Cavour,residential,False,139.343,"LINESTRING (10.9756239 43.8471699, 10.9743551 43.8476029, 10.9740592 43.8477145)",,,
376164141,True,Via Fiume,tertiary,False,54.503,"LINESTRING (10.9756239 43.8471699, 10.9756215 43.84743, 10.9756505 43.8476591)",,,
8168789,False,Via vecchia Fiorentina I tronco,tertiary,False,142.761,"LINESTRING (10.9755227 43.850523, 10.975642 43.850978, 10.9756579 43.8511271, 10.9756473 43.8513426, 10.9756202 43.851559, 10.9755825 43.8517958)",,,
"[8168789, 1262145679]",False,Via vecchia Fiorentina I tronco,tertiary,True,155.423,"LINESTRING (10.9755227 43.850523, 10.9753994 43.8502517, 10.9753693 43.8501908, 10.97525 43.8499387, 10.9751489 43.8497133, 10.9751154 43.8496412, 10.9750692 43.8495418, 10.9750468 43.849482, 10.9750557 43.8494275, 10.975087 43.8493769, 10.9752455 43.8492236)",,,
1262145678,True,Via Trieste,tertiary,False,39.92,"LINESTRING (10.9779536 43.8479012, 10.9777012 43.8479738, 10.9775889 43.8480064, 10.9774926 43.8480366)",,,
376164142,False,,residential,True,56.957,"LINESTRING (10.9760681 43.8461051, 10.9767177 43.845898)",,,
8024989,False,Via Fiume,tertiary,False,58.447,"LINESTRING (10.9760681 43.8461051, 10.9758779 43.8463371, 10.9757562 43.8465777)",,,
376164139,False,Via Trieste,tertiary,False,130.157,"LINESTRING (10.9760681 43.8461051, 10.975665 43.845405, 10.975433 43.845028)",,,
376164139,False,Via Trieste,tertiary,False,85.919,"LINESTRING (10.975433 43.845028, 10.974819 43.8443948)",,,
159995744,False,Via Poggiolino,residential,True,191.439,"LINESTRING (10.975433 43.845028, 10.9746228 43.8452562, 10.9745282 43.845247, 10.9744344 43.8451854, 10.9740617 43.8447755, 10.9737484 43.8443935)",,,
376164139,False,Via Trieste,tertiary,True,130.157,"LINESTRING (10.975433 43.845028, 10.975665 43.845405, 10.9760681 43.8461051)",,,
376164139,False,Via Trieste,tertiary,True,85.919,"LINESTRING (10.974819 43.8443948, 10.975433 43.845028)",,,
27061870,False,Via di Follonica,tertiary,False,125.4,"LINESTRING (10.974819 43.8443948, 10.9751383 43.8441205, 10.975403 43.843908, 10.9754901 43.8437832, 10.9755721 43.8434441)",,,
176677945,False,Via Lucciano,tertiary,False,97.40899999999999,"LINESTRING (10.974819 43.8443948, 10.9745456 43.84411, 10.9742934 43.8438479, 10.9741118 43.843683)",,,
8168791,False,,tertiary,False,7.551,"LINESTRING (10.9757664 43.8432992, 10.9757462 43.8432905, 10.9757284 43.8432794, 10.9757138 43.8432661, 10.9757027 43.8432511)",,,
8168791,False,,tertiary,True,4.997,"LINESTRING (10.9757664 43.8432992, 10.9757959 43.8433063, 10.975827 43.8433082)",,,
397230283,True,Via di Follonica,tertiary,False,23.220000000000002,"LINESTRING (10.9757664 43.8432992, 10.9756402 43.8433585, 10.9756208 43.8433713, 10.9756039 43.8433892, 10.9755907 43.8434083, 10.9755721 43.8434441)",,,
27005417,True,Via Corrado da Montemagno,tertiary,False,28.459,"LINESTRING (10.9759315 43.8432654, 10.9760498 43.8435067)",,,
8168791,False,,tertiary,False,9.997,"LINESTRING (10.9759315 43.8432654, 10.9759116 43.8432827, 10.9758865 43.8432961, 10.9758577 43.8433047, 10.975827 43.8433082)",,,
8168791,False,,tertiary,True,5.729,"LINESTRING (10.9759315 43.8432654, 10.9759425 43.8432502, 10.9759495 43.8432338, 10.9759522 43.8432167)",,,
8168791,False,,tertiary,False,5.907,"LINESTRING (10.9758569 43.8431242, 10.9758798 43.8431305, 10.9759007 43.8431398, 10.9759188 43.8431518)",,,
8168791,False,,tertiary,True,9.187999999999999,"LINESTRING (10.9758569 43.8431242, 10.9758327 43.8431211, 10.9758081 43.8431214, 10.9757867 43.8431244, 10.9757663 43.84313, 10.9757475 43.8431379)",,,
376072046,False,Via Cino da Pistoia,residential,False,4.234,"LINESTRING (10.9825249 43.8455581, 10.982572 43.8455409)",,,
376072046,False,Via Cino da Pistoia,residential,True,67.972,"LINESTRING (10.9825249 43.8455581, 10.9817886 43.8458609)",,,
176682058,False,Via Giovanni Boccaccio,residential,True,90.863,"LINESTRING (10.9825249 43.8455581, 10.98249 43.845502, 10.9819785 43.8448425)",,,
46490935,False,Via Campriana,residential,True,6.026,"LINESTRING (10.983373 43.845249, 10.9833899 43.8451962)",,,
376072046,False,Via Cino da Pistoia,residential,True,71.971,"LINESTRING (10.983373 43.845249, 10.982572 43.8455409)",,,
