osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,width,access
27514834,2,SS16,Viale della Vittoria,primary,50,False,False,87.816,"LINESTRING (12.9157087 43.912122, 12.9158303 43.9120369, 12.9158935 43.9119927, 12.916495 43.9115717)",,,,
27514834,2,SS16,Viale della Vittoria,primary,50,False,True,89.245,"LINESTRING (12.9157087 43.912122, 12.9155964 43.9122019, 12.9155128 43.9122614, 12.9149162 43.9126861)",,,,
29270854,,,Viale della Repubblica,residential,,False,False,84.073,"LINESTRING (12.9157087 43.912122, 12.9158571 43.9122301, 12.9163956 43.9126224, 12.9164467 43.9126596)",,,,
"[156570100, 1037429532]",2,,Largo Aldo Moro,tertiary,,True,False,65.01,"LINESTRING (12.9157087 43.912122, 12.9152826 43.9118073, 12.915217 43.9117596, 12.915141 43.9117042)",,,,
157629630,1,,Via Undici febbraio,tertiary,,True,False,92.615,"LINESTRING (12.9093071 43.9069178, 12.9088948 43.9069232, 12.9087879 43.9069119, 12.9087224 43.906898, 12.9086753 43.9068731, 12.9085056 43.9067063, 12.9084964 43.9066572, 12.9085062 43.9066241, 12.9085776 43.9065675)",,,,
157629631,1,,Via Undici febbraio,tertiary,,True,False,43.328,"LINESTRING (12.9093071 43.9069178, 12.9091621 43.906952, 12.9090193 43.9070164, 12.908935 43.9071099, 12.9088855 43.9071403)",,,,
30402884,1,,Viale del Risorgimento,tertiary,,True,False,106.343,"LINESTRING (12.908445 43.9069067, 12.9082251 43.9067806, 12.9079287 43.9066211, 12.907725 43.9065527, 12.9072879 43.9064707)",,,,
254727044,1,,Via Montegrappa,secondary,50,True,False,96.039,"LINESTRING (12.908445 43.9069067, 12.9083503 43.9067766, 12.9081161 43.9065163, 12.9077746 43.9061926)",,,,
156729144,1,,Viale Enrico Cialdini,tertiary,,True,False,13.231000000000002,"LINESTRING (12.9170126 43.9072464, 12.9169979 43.9072699, 12.9169726 43.9072973, 12.9169175 43.9073427)",,,,
179847241,,,Viale Enrico Cialdini,tertiary,,True,False,12.731,"LINESTRING (12.9170126 43.9072464, 12.9169428 43.9072635, 12.9168583 43.9072713)",,,,
117259558,1,,Piazzale Giacomo Matteotti,tertiary,,True,False,11.16,"LINESTRING (12.9153658 43.9084801, 12.9153806 43.908497, 12.9154468 43.9085617)",,,,
63844495,2,,Piazzale Giacomo Matteotti,tertiary,,True,False,50.603,"LINESTRING (12.9155226 43.9090903, 12.9152802 43.9089183, 12.9151287 43.9088107, 12.9150728 43.9087708)",,,,
741711926,2,,Via Montegrappa,secondary,50,True,False,35.233999999999995,"LINESTRING (12.9087508 43.9071299, 12.9086604 43.9070873, 12.9085248 43.9069895, 12.908445 43.9069067)",,,,
179891566,1,,Viale Enrico Cialdini,tertiary,,True,False,84.819,"LINESTRING (12.9159479 43.9079792, 12.9165822 43.9075268, 12.9166909 43.9074362)",,,,
62789699,,,Viale Ventiquattro Maggio,residential,,False,True,141.45299999999997,"LINESTRING (12.9092709 43.9054978, 12.909212 43.9055093, 12.9091296 43.9055256, 12.9076884 43.9058093, 12.907626 43.9058216, 12.9075677 43.9058331)",,,,
63799966,,,Viale Ventiquattro Maggio,residential,,True,False,49.126000000000005,"LINESTRING (12.9092709 43.9054978, 12.9093268 43.9054868, 12.9098624 43.9053813)",,,,
29270856,,,Viale Trieste,residential,,True,False,79.30799999999999,"LINESTRING (12.9178713 43.913691, 12.9179093 43.9137001, 12.917946 43.9137001, 12.9179793 43.9136923, 12.9180461 43.9136444, 12.9184059 43.9133862, 12.9186016 43.9132458)",,,,
"[254727050, 70914572]",,,Viale Trieste,residential,,True,False,49.6,"LINESTRING (12.9178713 43.913691, 12.9178841 43.913718, 12.9178836 43.9137435, 12.9178724 43.9137671, 12.9177895 43.9138252, 12.9175068 43.9140228)",,,,
"[156729148, 29281397, 582932822]",1,,Via Decio Raggi,tertiary,,True,False,50.262,"LINESTRING (12.9188544 43.9064246, 12.9188267 43.9064367, 12.9187137 43.9064862, 12.9184019 43.9066227, 12.9183183 43.9066594)",yes,,,
62771658,,,Viale Guglielmo Oberdan,residential,,True,False,23.487,"LINESTRING (12.907692 43.9078959, 12.9079656 43.90782)",,,,
29270854,,,Viale della Repubblica,residential,,False,True,83.114,"LINESTRING (12.9171765 43.9131909, 12.9171264 43.9131544, 12.9165009 43.9126991, 12.9164467 43.9126596)",,,,
190846247,,,Viale della Repubblica,residential,,True,False,78.676,"LINESTRING (12.9171765 43.9131909, 12.9172351 43.9132331, 12.9178713 43.913691)",,,,
176500267,,,Corso Undici settembre,residential,,True,False,57.117999999999995,"LINESTRING (12.9083331 43.9119122, 12.908127 43.9119065, 12.9076206 43.9118924)",,,,
216726553,,,Via Camillo Benso Cavour,residential,,True,False,81.756,"LINESTRING (12.9083331 43.9119122, 12.9084031 43.9120094, 12.9081904 43.9126161)",,,,
112267796,,,Via Francesco Cassi,residential,,True,False,27.846,"LINESTRING (12.9105451 43.912971, 12.910655 43.9129608, 12.9107053 43.9129278, 12.9108343 43.9128494)",,,,
"[62113220, 74512878]",,,Via della Ginevra,residential,,False,True,109.515,"LINESTRING (12.9127101 43.9118046, 12.9129156 43.9120143, 12.9130008 43.9120844, 12.9132619 43.9122392, 12.9135601 43.9125664)",,building_passage,,
"[364561954, 78393268, 487669607]",,,"[""Via dell'Annunziata"", 'Via Mazzolari', 'Via Vincenzo Toschi Mosca']",residential,,True,False,174.22299999999998,"LINESTRING (12.9127101 43.9118046, 12.9129817 43.9116111, 12.9131989 43.9114427, 12.9133501 43.9113062, 12.9134192 43.9112303, 12.9130521 43.910965, 12.9126352 43.9112611)",,,,
1037358520,,,Via Mazzolari,residential,,False,True,33.791,"LINESTRING (12.9127101 43.9118046, 12.9126912 43.9118153, 12.9123788 43.9119927)",,,,
74512874,,,Via Castelfidardo,residential,,False,False,38.446,"LINESTRING (12.9123788 43.9119927, 12.9120925 43.9117152)",,,,
74512874,,,Via Castelfidardo,residential,,False,True,43.549,"LINESTRING (12.9123788 43.9119927, 12.9126938 43.9123119)",,,,
78393266,,,Via Sara Levi Nathan,residential,,True,False,29.674,"LINESTRING (12.9123788 43.9119927, 12.9120838 43.9121541)",,,,
1037358520,,,Via Mazzolari,residential,,False,False,33.791,"LINESTRING (12.9123788 43.9119927, 12.9126912 43.9118153, 12.9127101 43.9118046)",,,,
62792770,,,Via Giambattista Passeri,residential,,True,False,57.636,"LINESTRING (12.9076667 43.9088515, 12.908293 43.9085964)",,,,
62952319,,,Via Domenico Mazza,residential,,True,False,53.187,"LINESTRING (12.9076667 43.9088515, 12.9081949 43.9091413)",,,,
63844505,,,Via Giordano Bruno,residential,,True,False,49.489,"LINESTRING (12.9115642 43.9078678, 12.9118867 43.9082474)",,,,
487666933,,,Via Abbati,residential,,False,False,5.083,"LINESTRING (12.9115642 43.9078678, 12.9116152 43.9078406)",,,,
157179284,,,Via Giuseppe Mazzini,residential,,True,False,80.867,"LINESTRING (12.9075634 43.9101828, 12.9079318 43.9108599)",,,,
157179284,,,Via Giuseppe Mazzini,residential,,True,False,22.176,"LINESTRING (12.9079318 43.9108599, 12.9080238 43.911048)",,,,
157117182,,,Via Benedetto Cairoli,residential,,True,False,58.452,"LINESTRING (12.9094402 43.909795, 12.9089621 43.9101921)",,,,
62952319,,,Via Domenico Mazza,residential,,True,False,131.93200000000002,"LINESTRING (12.9094402 43.909795, 12.9100158 43.9100974, 12.9107425 43.9105207)",,,,
"[487669393, 62952319]",,,"['Corso Undici settembre', 'Via Domenico Mazza']",residential,,True,False,87.81700000000001,"LINESTRING (12.9107425 43.9105207, 12.9114528 43.9110616, 12.9114006 43.9110866)",,,,
