osmid,oneway,name,highway,reversed,length,maxspeed,junction,geometry,access,tunnel,lanes
358712622,True,Via Montegrappa,residential,False,34.868,,,"LINESTRING (14.7314348 42.0427955, 14.7318489 42.0427342)",,,
1217400008,False,Via Montegrappa,residential,True,13.018,30,,"LINESTRING (14.7314348 42.0427955, 14.7312819 42.042824)",,,
1217400015,True,Piazza Trento e Trieste,tertiary,False,9.758,20,roundabout,"LINESTRING (14.7324255 42.0427477, 14.7323546 42.0428179)",,,
100787689,False,Via delle Rose,residential,True,28.309,,,"LINESTRING (14.7282258 42.0477143, 14.7279964 42.0475251)",,,
358710232,False,Via il Caravaggio,residential,False,50.127,,,"LINESTRING (14.7325605 42.0402463, 14.7324894 42.0397986)",,,
358710232,False,Via il Caravaggio,residential,True,63.96,,,"LINESTRING (14.7325605 42.0402463, 14.7326396 42.0408185)",,,
513165501,True,Via Roma,residential,False,31.993,,,"LINESTRING (14.7304704 42.0476708, 14.7305886 42.0473968)",,,
101783930,False,Via Roma,residential,False,60.222,,,"LINESTRING (14.7304704 42.0476708, 14.7303413 42.0476827, 14.7302756 42.0476848, 14.730105 42.0476901, 14.7299211 42.0476874, 14.7298703 42.0476867, 14.7297425 42.0476918)",,,
101728318,False,Via Omero,residential,False,48.155,,,"LINESTRING (14.7244047 42.0454764, 14.7244416 42.0450442)",,,
101728318,False,Via Omero,residential,True,76.237,,,"LINESTRING (14.7244047 42.0454764, 14.7243725 42.0461616)",,,
102148894,False,Via Fedro,residential,False,71.119,,,"LINESTRING (14.7244047 42.0454764, 14.7240614 42.0454686, 14.7235464 42.0454286)",,,
102148894,False,Via Fedro,residential,True,82.601,,,"LINESTRING (14.7244047 42.0454764, 14.7250163 42.0455164, 14.7254025 42.0455243)",,,
101728315,False,Via Virgilo,residential,False,77.748,,,"LINESTRING (14.7235303 42.0461277, 14.7235464 42.0454286)",,,
101942800,False,Via Socrate,residential,False,111.05799999999999,,,"LINESTRING (14.7235303 42.0461277, 14.7231093 42.0461159, 14.7225755 42.046096, 14.7221865 42.0460874)",,,
101942800,False,Via Socrate,residential,True,69.663,,,"LINESTRING (14.7235303 42.0461277, 14.7240936 42.0461438, 14.7243725 42.0461616)",,,
101728329,True,Corso Garibaldi,residential,False,38.726,,,"LINESTRING (14.7255767 42.044464, 14.7256556 42.0444482, 14.7260424 42.0444622)",,,
513158687,True,,residential,False,10.538999999999998,,roundabout,"LINESTRING (14.7255767 42.044464, 14.7255856 42.0444783, 14.7255881 42.044494, 14.725584 42.0445095, 14.7255737 42.0445233, 14.7255582 42.0445341, 14.7255389 42.0445409)",,,
101728323,False,Via Milano,residential,False,49.647,,,"LINESTRING (14.7255146 42.0423032, 14.7254812 42.042749)",,,
102148866,False,Viale Alcide de Gasperi,residential,False,105.779,,,"LINESTRING (14.7255146 42.0423032, 14.7242342 42.0422757)",,,
513158680,False,Via Palermo,residential,False,78.447,,,"LINESTRING (14.7255146 42.0423032, 14.7264638 42.0423314)",,,
101728323,False,Via Milano,residential,True,117.103,,,"LINESTRING (14.7255146 42.0423032, 14.7255972 42.0414265, 14.7256094 42.0413837, 14.7256334 42.041353, 14.7257363 42.0412965)",,,
100787669,True,Via Lentella,residential,False,64.03,,,"LINESTRING (14.7286126 42.0435575, 14.7282236 42.0435223, 14.7278728 42.0434072)",,,
102149907,True,Via Vincenzo Gioberti,residential,False,54.757000000000005,,,"LINESTRING (14.7286126 42.0435575, 14.7285022 42.0438382, 14.7284816 42.0438912, 14.7284296 42.0440308)",,,
101728315,False,Via Virgilo,residential,True,118.456,,,"LINESTRING (14.7235496 42.0443633, 14.7235464 42.0454286)",,,
101728337,False,Corso Garibaldi,residential,False,78.441,,,"LINESTRING (14.7235496 42.0443633, 14.7244984 42.0443975)",,,
101728337,False,Corso Garibaldi,residential,True,42.0,,,"LINESTRING (14.7235496 42.0443633, 14.7230414 42.0443479)",,,
101728327,False,Via Saint Nicolas de Port,residential,True,64.105,,,"LINESTRING (14.7262877 42.0436105, 14.726313 42.0430343)",,,
101728327,False,Via Saint Nicolas de Port,residential,False,61.632,,,"LINESTRING (14.7262877 42.0436105, 14.7261681 42.0440463, 14.7261386 42.0441536)",,,
102316062,False,Via Isonzo,residential,False,53.631,,,"LINESTRING (14.7262877 42.0436105, 14.7260283 42.0435764, 14.7256477 42.0435285)",,,
102316062,False,Via Isonzo,residential,True,47.351,,,"LINESTRING (14.7262877 42.0436105, 14.7264968 42.0436389, 14.726855 42.0436713)",,,
101728318,False,Via Omero,residential,True,72.063,,,"LINESTRING (14.7244984 42.0443975, 14.7244416 42.0450442)",,,
101728337,False,Corso Garibaldi,residential,False,33.212,,,"LINESTRING (14.7244984 42.0443975, 14.7249002 42.0444107)",,,
101728337,False,Corso Garibaldi,residential,True,78.441,,,"LINESTRING (14.7244984 42.0443975, 14.7235496 42.0443633)",,,
513179055,True,,residential,False,5.076,,roundabout,"LINESTRING (14.7297286 42.0477861, 14.7297082 42.0477849, 14.7296892 42.0477792, 14.7296736 42.0477693)",,,
101728318,False,Via Omero,residential,False,76.237,,,"LINESTRING (14.7243725 42.0461616, 14.7244047 42.0454764)",,,
101942800,False,Via Socrate,residential,False,69.663,,,"LINESTRING (14.7243725 42.0461616, 14.7240936 42.0461438, 14.7235303 42.0461277)",,,
101942800,False,Via Socrate,residential,True,120.67699999999999,,,"LINESTRING (14.7243725 42.0461616, 14.724791 42.0461936, 14.7252361 42.0461873, 14.7253811 42.0461378, 14.7257398 42.0459538)",,,
295206745,False,Via Fontana Nuova,residential,False,40.779,30,,"LINESTRING (14.7322973 42.0469263, 14.7325551 42.0472391)",,,
1185259043,False,Via Trignina,residential,True,26.54,30,,"LINESTRING (14.7322973 42.0469263, 14.732404 42.04687, 14.7324745 42.0468173, 14.7325084 42.046755)",,,
102316055,True,Corso Umberto I,residential,False,45.589999999999996,,,"LINESTRING (14.7309816 42.0446638, 14.7310193 42.0444131, 14.731033 42.0442902, 14.7310393 42.0442561)",,,
513165504,False,Corso Umberto I,residential,False,64.076,,,"LINESTRING (14.7309816 42.0446638, 14.7309773 42.0451633, 14.7310004 42.0452381)",no,,
"[513165499, 903920542]",False,,residential,False,14.831,,,"LINESTRING (14.7309816 42.0446638, 14.7310622 42.044664, 14.7311612 42.0446643)",,yes,
