osmid,lanes,name,highway,oneway,reversed,length,width,geometry,access,bridge,tunnel
143081503,2,Viale della Vittoria,tertiary,False,False,48.684,,"LINESTRING (12.2957252 45.9883439, 12.2959012 45.9879235)",,,
143081503,2,Viale della Vittoria,tertiary,False,True,58.814,,"LINESTRING (12.2957252 45.9883439, 12.2955177 45.9888528)",,,
68613131,,Via Giosuè Carducci,residential,False,True,16.259999999999998,3,"LINESTRING (12.2957252 45.9883439, 12.2958009 45.9883607, 12.2959263 45.988387)",,,
692393267,,Viale Camillo Benso Conte di Cavour,tertiary,False,True,32.074,,"LINESTRING (12.2933868 45.9938364, 12.2935302 45.9935657)",,,
27050926,2,Via Dante Alighieri,secondary,False,False,81.56,,"LINESTRING (12.3003784 45.9868004, 12.3001037 45.9871208, 12.2998924 45.9874501)",,,
27050926,2,Via Dante Alighieri,secondary,False,True,126.04899999999999,,"LINESTRING (12.3003784 45.9868004, 12.3009362 45.986072, 12.3011462 45.9858002)",,,
129828352,2,Via della Cartiera,residential,False,True,48.76599999999999,,"LINESTRING (12.3003784 45.9868004, 12.3006074 45.9868858, 12.3007237 45.9869152, 12.3008364 45.9869323, 12.300968 45.9869409)",,,
1159503457,1,Via Scrizzi,residential,False,False,57.455,,"LINESTRING (12.3003784 45.9868004, 12.300281 45.9867555, 12.3000383 45.9866213, 12.2998138 45.9864662)",,,
27050926,2,Via Dante Alighieri,secondary,False,False,101.034,,"LINESTRING (12.2994453 45.9881595, 12.2990401 45.9890234)",,,
27050926,2,Via Dante Alighieri,secondary,False,True,86.114,,"LINESTRING (12.2994453 45.9881595, 12.2998924 45.9874501)",,,
113036964,,Via Francesco Rismondo,residential,True,False,171.12500000000003,,"LINESTRING (12.2994453 45.9881595, 12.2983156 45.9878797, 12.2973841 45.9876833, 12.2973437 45.9876749)",yes,,
143081484,,Piazza Medaglie d'Oro,residential,False,False,50.412,,"LINESTRING (12.2964491 45.9897138, 12.2964136 45.989786, 12.2962267 45.99014)",,,
"[996153240, 996153241, 157467116]",,Via Vittorio Emanuele II,residential,False,True,165.596,,"LINESTRING (12.2964491 45.9897138, 12.296487 45.9897233, 12.2967167 45.9897807, 12.2968219 45.9898059, 12.2969213 45.9898297, 12.2969663 45.9898407, 12.2977305 45.9900067, 12.2978373 45.9900314, 12.2979563 45.9900575, 12.298378 45.9901515, 12.2984887 45.9901705)",,,
690809944,,Via Divisione Nino Nannetti,residential,False,True,71.14,,"LINESTRING (12.2964491 45.9897138, 12.2964713 45.9896636, 12.2964792 45.9896456, 12.2965834 45.9894094, 12.2967189 45.9891021)",,,
27050926,2,Via Dante Alighieri,secondary,False,False,86.114,,"LINESTRING (12.2998924 45.9874501, 12.2994453 45.9881595)",,,
27050926,2,Via Dante Alighieri,secondary,False,True,81.56,,"LINESTRING (12.2998924 45.9874501, 12.3001037 45.9871208, 12.3003784 45.9868004)",,,
27416707,,Via L. Da Vinci,residential,False,False,172.432,6,"LINESTRING (12.2998924 45.9874501, 12.2993861 45.9872931, 12.2993254 45.987275, 12.2992272 45.9872466, 12.298974 45.9871718, 12.2986881 45.9871055, 12.2983454 45.987032, 12.2978452 45.9869277, 12.2977996 45.9869184)",,,
111590556,,Via Divisione Nino Nannetti,residential,True,False,148.303,4,"LINESTRING (12.298567 45.9856959, 12.2985009 45.9858012, 12.2978523 45.9868344, 12.2977996 45.9869184)",,,
143081503,2,Viale della Vittoria,tertiary,False,False,58.814,,"LINESTRING (12.2955177 45.9888528, 12.2957252 45.9883439)",,,
143081503,2,Viale della Vittoria,tertiary,False,True,26.817,,"LINESTRING (12.2955177 45.9888528, 12.2954219 45.9890846)",,,
27416710,,Via Cesare Battisti,residential,False,False,14.149999999999999,,"LINESTRING (12.2955177 45.9888528, 12.2955536 45.9888614, 12.2956896 45.9888967)",,,
27416713,,Via Divisione Nino Nannetti,residential,False,True,59.256,,"LINESTRING (12.2967189 45.9891021, 12.2967442 45.9890489, 12.2967621 45.9890113, 12.2969218 45.9886619, 12.296957 45.9885956)",,,
690809944,,Via Divisione Nino Nannetti,residential,False,False,71.14,,"LINESTRING (12.2967189 45.9891021, 12.2965834 45.9894094, 12.2964792 45.9896456, 12.2964713 45.9896636, 12.2964491 45.9897138)",,,
27416711,,Via Giosuè Carducci,residential,True,False,167.838,3,"LINESTRING (12.296957 45.9885956, 12.2970454 45.9886185, 12.2990401 45.9890234)",,,
27416712,,Via Giosuè Carducci,residential,True,False,82.94300000000001,3,"LINESTRING (12.296957 45.9885956, 12.2968534 45.9885765, 12.2959263 45.988387)",,,
27416713,,Via Divisione Nino Nannetti,residential,False,False,59.256,,"LINESTRING (12.296957 45.9885956, 12.2969218 45.9886619, 12.2967621 45.9890113, 12.2967442 45.9890489, 12.2967189 45.9891021)",,,
27050926,2,Via Dante Alighieri,secondary,False,True,101.034,,"LINESTRING (12.2990401 45.9890234, 12.2994453 45.9881595)",,,
27050926,2,Via Dante Alighieri,secondary,False,False,62.291,,"LINESTRING (12.2990401 45.9890234, 12.2989817 45.9891336, 12.2987728 45.9895519)",,,
189718540,,Via Giosuè Carducci,residential,False,False,152.35399999999998,3,"LINESTRING (12.2990401 45.9890234, 12.3004488 45.9893367, 12.3009272 45.9894192)",,,
27418024,,Piazza Luigi Borro,residential,False,False,24.641,3,"LINESTRING (12.2970458 45.9854024, 12.2967629 45.9853001)",,,
27418024,,Piazza Luigi Borro,residential,False,True,24.641,3,"LINESTRING (12.2967629 45.9853001, 12.2970458 45.9854024)",,,
282779367,,Piazza San Michele,residential,False,False,18.796,3,"LINESTRING (12.2967629 45.9853001, 12.296561 45.9852058)",,,
27500793,,Piazza San Michele,residential,True,False,55.672999999999995,,"LINESTRING (12.2967629 45.9853001, 12.2963787 45.9854218, 12.2961729 45.9854706, 12.2960932 45.9854801)",,,
26691762,2,Viale della Vittoria,tertiary,False,True,98.11,,"LINESTRING (12.2946055 45.9908916, 12.2942603 45.9917407)",,,
27418025,,Via Antonio Fogazzaro,residential,False,False,96.22,6,"LINESTRING (12.2946055 45.9908916, 12.2946621 45.9909028, 12.2957655 45.9911205, 12.2958036 45.991128)",,,
143081483,,Viale della Vittoria,tertiary,False,False,61.958,,"LINESTRING (12.2946055 45.9908916, 12.2947327 45.9905894, 12.2948306 45.9903568)",,,
282779367,,Piazza San Michele,residential,False,True,18.796,3,"LINESTRING (12.296561 45.9852058, 12.2967629 45.9853001)",,,
27050926,2,Via Dante Alighieri,secondary,False,True,72.203,,"LINESTRING (12.2984887 45.9901705, 12.2985249 45.9900962, 12.2987728 45.9895519)",,,
"[143081489, 143081502]",2,Via Virgilio,secondary,False,False,164.029,,"LINESTRING (12.2984887 45.9901705, 12.2984482 45.9902533, 12.2982518 45.990692, 12.2981813 45.9908344, 12.2978671 45.9915808)",,,
"[111593490, 241131612, 241131613]",2,Viale Vittorio Emanuele II,secondary,False,True,275.022,,"LINESTRING (12.2984887 45.9901705, 12.2986653 45.9902131, 12.299446 45.9903904, 12.3003106 45.9905868, 12.3004538 45.9906184, 12.3005101 45.9906279, 12.3018731 45.990937)",,yes,
"[996153240, 996153241, 157467116]",,Via Vittorio Emanuele II,residential,False,False,165.596,,"LINESTRING (12.2984887 45.9901705, 12.298378 45.9901515, 12.2979563 45.9900575, 12.2978373 45.9900314, 12.2977305 45.9900067, 12.2969663 45.9898407, 12.2969213 45.9898297, 12.2968219 45.9898059, 12.2967167 45.9897807, 12.296487 45.9897233, 12.2964491 45.9897138)",,,
43745947,,Via Giuseppe Toniolo,residential,False,False,82.39099999999999,,"LINESTRING (12.3018731 45.990937, 12.3019118 45.9908601, 12.3021426 45.9902204)",,,
"[111593490, 241131612, 241131613]",2,Viale Vittorio Emanuele II,secondary,False,False,275.022,,"LINESTRING (12.3018731 45.990937, 12.3005101 45.9906279, 12.3004538 45.9906184, 12.3003106 45.9905868, 12.299446 45.9903904, 12.2986653 45.9902131, 12.2984887 45.9901705)",,yes,
43745947,,Via Giuseppe Toniolo,residential,False,False,59.793,,"LINESTRING (12.3021426 45.9902204, 12.3023195 45.9896969)",,,
43745947,,Via Giuseppe Toniolo,residential,False,True,82.39099999999999,,"LINESTRING (12.3021426 45.9902204, 12.3019118 45.9908601, 12.3018731 45.990937)",,,
27416707,,Via L. Da Vinci,residential,False,True,172.43200000000002,6,"LINESTRING (12.2977996 45.9869184, 12.2978452 45.9869277, 12.2983454 45.987032, 12.2986881 45.9871055, 12.298974 45.9871718, 12.2992272 45.9872466, 12.2993254 45.987275, 12.2993861 45.9872931, 12.2998924 45.9874501)",,,
111590556,,Via Divisione Nino Nannetti,residential,True,False,91.239,4,"LINESTRING (12.2977996 45.9869184, 12.2973771 45.9876004, 12.2973437 45.9876749)",,,
189040080,,Via L. Da Vinci,residential,True,False,104.545,6,"LINESTRING (12.2977996 45.9869184, 12.2977763 45.9869141, 12.2964926 45.986675)",,,
113084254,2,Viale della Vittoria,tertiary,True,False,13.127,,"LINESTRING (12.2964926 45.986675, 12.2965378 45.9865612)",,,
143081503,2,Viale della Vittoria,tertiary,False,True,85.419,,"LINESTRING (12.2964926 45.986675, 12.2961271 45.9874)",,,
692393267,,Viale Camillo Benso Conte di Cavour,tertiary,False,False,32.074,,"LINESTRING (12.2935302 45.9935657, 12.2933868 45.9938364)",,,
