osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,junction,tunnel,access
882459895,True,Corso Porta Novara,unclassified,False,5.119,,"LINESTRING (8.7345773 45.2552788, 8.734637 45.25526)",,,,
192917904,False,Corso Ludovico Ariosto,secondary,True,257.09,50,"LINESTRING (8.7425782 45.2532876, 8.7425581 45.2531556, 8.7425888 45.2527239, 8.7427393 45.2513447, 8.7427637 45.2511214, 8.7428176 45.2509868)",,,,
192917916,True,,secondary,False,33.153999999999996,,"LINESTRING (8.7425782 45.2532876, 8.7426909 45.2534108, 8.7428544 45.2535095)",,,,
47004389,False,,secondary,False,58.82,50,"LINESTRING (8.743004 45.2539098, 8.7429687 45.2544382)",,,,
192917917,True,,secondary,False,35.30500000000001,,"LINESTRING (8.743004 45.2539098, 8.7429619 45.2538114, 8.7429017 45.2537398, 8.7428373 45.2536974, 8.7427587 45.2536554)",,,,
192917881,True,Via Roma,residential,False,10.879,,"LINESTRING (8.7422571 45.2534739, 8.7423943 45.2534895)",,,,
192917882,False,Via Roma,residential,False,55.467,,"LINESTRING (8.7422571 45.2534739, 8.7415651 45.2533666)",,,,
37856282,True,Via Cairoli,residential,False,76.774,,"LINESTRING (8.7375752 45.2527502, 8.7372328 45.2533972)",,,,
226359115,True,Corso Giovanni Josti,residential,False,108.665,,"LINESTRING (8.7375752 45.2527502, 8.737494 45.2527338, 8.7362407 45.2524811)",,,,
37854386,True,Corso Giuseppe Garibaldi,residential,False,43.115,50,"LINESTRING (8.7351658 45.2519059, 8.7357099 45.2518457)",,,,
221531035,False,,residential,False,53.36,50,"LINESTRING (8.7351658 45.2519059, 8.7351029 45.2519099, 8.7344869 45.251949)",,,,
37843051,False,Corso Giuseppe Garibaldi,residential,True,75.596,50,"LINESTRING (8.732561 45.2520829, 8.7326398 45.2520788, 8.7327348 45.2520716, 8.7335214 45.252012)",,,,
"[37873394, 325091922]",False,Corso Principe Amedeo,tertiary,False,59.67,,"LINESTRING (8.732561 45.2520829, 8.7325857 45.2522339, 8.7325989 45.2523148, 8.7326104 45.2523849, 8.7326165 45.2524224, 8.7326482 45.252616)",,,,
"[184187052, 210752383]",False,Corso Giuseppe Mazzini,tertiary,True,156.578,,"LINESTRING (8.732561 45.2520829, 8.7325191 45.251808, 8.7325144 45.2517775, 8.7324608 45.2514258, 8.7323606 45.2507551, 8.7323386 45.2506839)",,,,
37855108,False,Piazza Italia,residential,False,9.714,,"LINESTRING (8.7353485 45.2479, 8.7353783 45.2479848)",,,,
37843324,False,Via Martiri di Lidice,residential,False,64.868,,"LINESTRING (8.7353485 45.2479, 8.7352934 45.2477239, 8.7351204 45.2473397)",,,,
"[262831848, 37957770]",False,Via Molino Prete Marcaro,residential,False,76.054,,"LINESTRING (8.7353485 45.2479, 8.7356035 45.2474991, 8.7356778 45.2473859, 8.7356795 45.2472659)",,,,
192917907,True,,secondary,False,1.634,,"LINESTRING (8.7427145 45.2535338, 8.7427285 45.2535229)",2,roundabout,,
455686556,True,,secondary,False,0.944,,"LINESTRING (8.7432327 45.249364, 8.7432263 45.2493568)",,roundabout,,
192917907,True,,secondary,False,3.5,,"LINESTRING (8.7428544 45.2535095, 8.7428736 45.2535175, 8.7428902 45.2535281)",2,roundabout,,
47353447,True,,secondary,False,27.492999999999995,50,"LINESTRING (8.743394 45.249403, 8.7432995 45.2494461, 8.7432378 45.249487, 8.7432003 45.249522, 8.7431824 45.2495448, 8.7431562 45.2495785)",,,,
455686556,True,,secondary,False,13.926000000000002,,"LINESTRING (8.743394 45.249403, 8.7433496 45.2494048, 8.743306 45.2493985, 8.7432662 45.2493846, 8.7432327 45.249364)",,roundabout,,
455686556,True,,secondary,False,10.579,,"LINESTRING (8.7435047 45.2493523, 8.7434746 45.2493759, 8.7434368 45.2493932, 8.743394 45.249403)",,roundabout,,
455686556,True,,secondary,False,15.492,,"LINESTRING (8.7435099 45.2492201, 8.7435293 45.2492521, 8.743535 45.2492867, 8.7435266 45.249321, 8.7435047 45.2493523)",,roundabout,,
192917920,True,,secondary,False,12.761,,"LINESTRING (8.7433301 45.2535148, 8.7432376 45.2535602, 8.7431987 45.2535826)",,,,
683732683,False,Via Roma,residential,True,6.506,,"LINESTRING (8.7406498 45.2532246, 8.740731 45.2532371)",,,,
37854380,True,Via Contrada di Loreto,residential,False,53.647,,"LINESTRING (8.7406498 45.2532246, 8.7406431 45.2531804, 8.7405766 45.2527449)",,,,
174137088,True,Via Roma,residential,False,30.692,,"LINESTRING (8.7406498 45.2532246, 8.7405956 45.253217, 8.7403344 45.2531809, 8.7402651 45.2531713)",,,,
37856274,True,Via Lorenzo da Mortara,residential,False,88.714,,"LINESTRING (8.7393819 45.2517578, 8.739391 45.2515561, 8.7393541 45.2513414, 8.7391871 45.2509803)",,,,
226371201,False,,residential,False,31.103,,"LINESTRING (8.7393819 45.2517578, 8.7393508 45.2517546, 8.7389888 45.2517171)",,,,
37854383,True,Contrada San Dionigi,residential,False,34.922,,"LINESTRING (8.7393309 45.2520698, 8.7393819 45.2517578)",,,,
37854383,True,Contrada San Dionigi,residential,False,42.432,,"LINESTRING (8.7392665 45.2524487, 8.7393309 45.2520698)",,,,
"[325238600, 37856276, 226371197, 226371199]",True,Via Ciro Pollini,residential,False,70.137,50,"LINESTRING (8.7392665 45.2524487, 8.7392985 45.2524701, 8.7393427 45.2524858, 8.7395476 45.2525305, 8.7395792 45.2525306, 8.7396427 45.2525318, 8.7401133 45.2526345)",,,,
325191260,True,Contrada San Lorenzo,residential,False,26.993,50,"LINESTRING (8.7389434 45.2523639, 8.7392665 45.2524487)",,,,
325191260,True,Contrada San Lorenzo,residential,False,22.998,50,"LINESTRING (8.7383522 45.2521845, 8.7384423 45.2522351, 8.7386073 45.2522831)",,,,
37856281,True,Via Clotilde Pavesi Cavaglia Cossato,residential,False,79.481,,"LINESTRING (8.7379536 45.2520869, 8.7375986 45.2527092, 8.7375752 45.2527502)",,,,
325191283,True,,residential,False,33.036,50,"LINESTRING (8.7379536 45.2520869, 8.7380033 45.2520994, 8.7383522 45.2521845)",,,,
37854385,True,,residential,False,59.717000000000006,50,"LINESTRING (8.7373316 45.2517795, 8.7374254 45.2518248, 8.7374815 45.251856, 8.7376131 45.2519292, 8.7377661 45.2520184, 8.7379536 45.2520869)",,,,
"[325191265, 37854387]",True,Corso Cavour,residential,False,132.257,,"LINESTRING (8.7373316 45.2517795, 8.7374434 45.2517591, 8.7375318 45.2517388, 8.7378149 45.2516223, 8.738315 45.2514145, 8.7387857 45.2511852)",,,,
325091939,True,Via Venti Settembre,residential,False,77.444,,"LINESTRING (8.7363981 45.2517935, 8.7362407 45.2524811)",,,,
"[325191281, 37854386]",True,Corso Giuseppe Garibaldi,residential,False,68.354,50,"LINESTRING (8.7363981 45.2517935, 8.7368683 45.2517862, 8.7371824 45.2517885, 8.7372711 45.2517861)",,,,
37855126,True,Contrada San Giovanni Battista,residential,False,58.340999999999994,,"LINESTRING (8.7363981 45.2517935, 8.7363752 45.2517505, 8.7363953 45.2516235, 8.7364734 45.2514337, 8.7366348 45.2513307)",,,,
183273516,True,Corso Cavour,residential,False,55.911,,"LINESTRING (8.7399795 45.2507216, 8.7401738 45.2506351, 8.7405832 45.2504529)",,,,
183273531,True,Corso Cavour,residential,False,52.705000000000005,,"LINESTRING (8.7399795 45.2507216, 8.740193 45.2506631, 8.7403369 45.2506239, 8.7404983 45.2506239, 8.7406216 45.2506493)",,,,
37854388,False,Corso Cavour,residential,False,41.922,50,"LINESTRING (8.7405832 45.2504529, 8.7410398 45.2502559)",,,,
37855107,True,Via Alceste Cortellona,residential,False,23.820999999999998,,"LINESTRING (8.7405832 45.2504529, 8.7405555 45.2505103, 8.7405457 45.2505471, 8.7405712 45.2505964, 8.7406216 45.2506493)",,,,
37843051,False,Corso Giuseppe Garibaldi,residential,False,50.84,50,"LINESTRING (8.7343278 45.2519574, 8.7336815 45.2520025)",,,,
"[683732682, 221531035]",False,,residential,True,12.489,50,"LINESTRING (8.7343278 45.2519574, 8.7344092 45.2519531, 8.7344869 45.251949)",,,,
37843051,False,Corso Giuseppe Garibaldi,residential,False,75.596,50,"LINESTRING (8.7335214 45.252012, 8.7327348 45.2520716, 8.7326398 45.2520788, 8.732561 45.2520829)",,,,
37843051,False,Corso Giuseppe Garibaldi,residential,True,12.577,50,"LINESTRING (8.7335214 45.252012, 8.7336015 45.2520073, 8.7336815 45.2520025)",,,,
37855109,True,Corso Piave,residential,False,253.25400000000002,,"LINESTRING (8.7335214 45.252012, 8.7334225 45.2506682, 8.7335231 45.2505161, 8.7338366 45.2502108, 8.7341008 45.2498709)",,,,
226370512,True,Via G. B. Tignosi,residential,False,61.611999999999995,,"LINESTRING (8.7387857 45.2511852, 8.7388265 45.2512484, 8.7389346 45.251464, 8.7389845 45.251683, 8.7389888 45.2517171)",,,,
325191265,True,Corso Cavour,residential,False,6.382,,"LINESTRING (8.7387857 45.2511852, 8.7388167 45.2511713, 8.7388544 45.2511543)",,,,
183273516,True,Corso Cavour,residential,False,68.694,,"LINESTRING (8.7391871 45.2509803, 8.7392728 45.2509386, 8.7393746 45.2508905, 8.7399795 45.2507216)",,,,
325091926,False,Via Alcide De Gasperi,residential,True,53.471000000000004,,"LINESTRING (8.7391871 45.2509803, 8.7389775 45.2507474, 8.7389891 45.2505424)",,,,
37854388,False,Corso Cavour,residential,True,41.922,50,"LINESTRING (8.7410398 45.2502559, 8.7405832 45.2504529)",,,,
37855129,False,Via Orlandini,residential,False,66.68,,"LINESTRING (8.7410398 45.2502559, 8.740659 45.2497195)",,,,
325238593,False,Viale Parini,residential,False,58.29,50,"LINESTRING (8.7410398 45.2502559, 8.7416725 45.2499795)",,,,
325238593,False,Viale Parini,residential,True,58.29,50,"LINESTRING (8.7416725 45.2499795, 8.7410398 45.2502559)",,,,
325238593,False,Viale Parini,residential,False,117.67800000000001,50,"LINESTRING (8.7416725 45.2499795, 8.7417381 45.2499531, 8.7429564 45.2494291)",,,,
37855107,True,Via Alceste Cortellona,residential,False,172.762,,"LINESTRING (8.7406216 45.2506493, 8.7407686 45.2507509, 8.7410177 45.2509561, 8.7410709 45.2510876, 8.741215 45.2514475, 8.7412422 45.2515813, 8.7412938 45.2519819, 8.7413035 45.2520723)",,,,
37855108,False,Piazza Italia,residential,False,6.184,,"LINESTRING (8.7357463 45.248441, 8.7357172 45.2484927)",,,,
37855108,False,Piazza Italia,residential,True,67.894,,"LINESTRING (8.7357463 45.248441, 8.7357911 45.248295, 8.7357771 45.2481852, 8.7356834 45.2481042, 8.7354782 45.2480344, 8.7353783 45.2479848)",,,,
37855111,False,Via Beldiporto,residential,False,138.11100000000002,,"LINESTRING (8.7357463 45.248441, 8.735823 45.2484538, 8.7366993 45.2486001, 8.7374629 45.2487276)",,,,
37855108,False,Piazza Italia,residential,True,6.184,,"LINESTRING (8.7357172 45.2484927, 8.7357463 45.248441)",,,,
174137087,True,Piazza Italia,residential,False,25.138,,"LINESTRING (8.7357172 45.2484927, 8.7356296 45.2487102)",,,,
37855135,False,Via Cesare Battisti,residential,True,69.458,,"LINESTRING (8.7353291 45.2494564, 8.7344958 45.2492419)",,,,
325091938,True,Via Vittorio Veneto,residential,False,86.663,50,"LINESTRING (8.7353291 45.2494564, 8.735025 45.2502058)",,,,
325091928,True,Via Cesare Battisti,residential,False,132.23000000000002,,"LINESTRING (8.7353291 45.2494564, 8.7353736 45.2494679, 8.7369079 45.2498791)",,,,
325091938,True,Via Vittorio Veneto,residential,False,202.272,50,"LINESTRING (8.735025 45.2502058, 8.7343278 45.2519574)",,,,
37855109,True,Corso Piave,residential,False,38.543,,"LINESTRING (8.7344958 45.2492419, 8.7346994 45.2489263)",,,,
37855135,False,Via Cesare Battisti,residential,False,69.458,,"LINESTRING (8.7344958 45.2492419, 8.7353291 45.2494564)",,,,
37855109,True,Corso Piave,residential,False,36.235,,"LINESTRING (8.7341008 45.2498709, 8.7342822 45.2495711)",,,,
37872258,False,Vicolo Carso,residential,False,51.214,,"LINESTRING (8.7341008 45.2498709, 8.7334621 45.2497712)",,,,
174137086,False,Via Luigi Goia,residential,False,58.115,,"LINESTRING (8.7374629 45.2487276, 8.7376362 45.2482194)",,,,
37855111,False,Via Beldiporto,residential,False,89.43799999999999,,"LINESTRING (8.7374629 45.2487276, 8.7375322 45.2487387, 8.7385723 45.2489197)",,,,
37855111,False,Via Beldiporto,residential,True,138.111,,"LINESTRING (8.7374629 45.2487276, 8.7366993 45.2486001, 8.735823 45.2484538, 8.7357463 45.248441)",,,,
37855111,False,Via Beldiporto,residential,False,58.096,,"LINESTRING (8.7385723 45.2489197, 8.7392986 45.249027)",,,,
325091930,True,Via Giuseppe Balduzzi,residential,False,79.561,,"LINESTRING (8.7385723 45.2489197, 8.7383216 45.2496131)",,,,
37855111,False,Via Beldiporto,residential,True,89.43799999999999,,"LINESTRING (8.7385723 45.2489197, 8.7375322 45.2487387, 8.7374629 45.2487276)",,,,
"[882565026, 37855124]",False,"['Piazza Cagnoni', 'Via Giuseppe Balduzzi']",residential,True,56.514,,"LINESTRING (8.7385723 45.2489197, 8.7385821 45.2488962, 8.7386784 45.2486217, 8.7387488 45.2484269)",,,,
37855111,False,Via Beldiporto,residential,True,58.096,,"LINESTRING (8.7392986 45.249027, 8.7385723 45.2489197)",,,,
37855132,False,Via Europa,residential,True,81.415,,"LINESTRING (8.7392986 45.249027, 8.739033 45.2497349)",,,,
37855111,False,Via Beldiporto,residential,False,44.266,,"LINESTRING (8.7392986 45.249027, 8.7396781 45.2490672, 8.7398581 45.2490498)",,,,
37855132,False,Via Europa,residential,False,99.907,,"LINESTRING (8.7392986 45.249027, 8.739584 45.2481739, 8.7395955 45.2481534)",,,,
37855111,False,Via Beldiporto,residential,False,3.679,,"LINESTRING (8.7398581 45.2490498, 8.7399015 45.2490371)",,,,
37855123,False,Via Alessandro Volta,residential,True,90.651,,"LINESTRING (8.7398581 45.2490498, 8.7396093 45.249846)",,,,
37855111,False,Via Beldiporto,residential,True,44.266,,"LINESTRING (8.7398581 45.2490498, 8.7396781 45.2490672, 8.7392986 45.249027)",,,,
37855111,False,Via Beldiporto,residential,True,34.73,,"LINESTRING (8.7403118 45.2489183, 8.7399015 45.2490371)",,,,
37855111,False,Via Beldiporto,residential,False,78.811,,"LINESTRING (8.7403118 45.2489183, 8.7408909 45.2486897, 8.7412062 45.248595)",,,,
37855129,False,Via Orlandini,residential,True,81.09700000000001,,"LINESTRING (8.7403118 45.2489183, 8.740466 45.2492454, 8.7405518 45.2496253)",,,,
37855111,False,Via Beldiporto,residential,True,78.811,,"LINESTRING (8.7412062 45.248595, 8.7408909 45.2486897, 8.7403118 45.2489183)",,,,
37855112,True,Contrada di Rotondo,residential,False,107.506,,"LINESTRING (8.7412062 45.248595, 8.7412426 45.2486181, 8.7413802 45.2490385, 8.741402 45.2491097, 8.741521 45.249499, 8.7415299 45.2495282)",,,,
37855114,False,Via Tommaso Milanesi,residential,False,26.925,,"LINESTRING (8.7412062 45.248595, 8.7411571 45.2484906, 8.7411191 45.2484313, 8.74108 45.2483701)",,,,
37855131,True,Via S. Santagostino,residential,False,71.418,,"LINESTRING (8.7415299 45.2495282, 8.740659 45.2497195)",,,,
37855112,True,Contrada di Rotondo,residential,False,51.504,,"LINESTRING (8.7415299 45.2495282, 8.741639 45.2499184, 8.7416725 45.2499795)",,,,
37855114,False,Via Tommaso Milanesi,residential,False,108.56,,"LINESTRING (8.74108 45.2483701, 8.7406411 45.2483175, 8.7401851 45.2482525, 8.7397216 45.2481754)",,,,
37855114,False,Via Tommaso Milanesi,residential,True,26.924999999999997,,"LINESTRING (8.74108 45.2483701, 8.7411191 45.2484313, 8.7411571 45.2484906, 8.7412062 45.248595)",,,,
37855115,False,Via A. Sibellina,residential,False,53.597,,"LINESTRING (8.74108 45.2483701, 8.7410866 45.2483096, 8.7413089 45.247938, 8.7413189 45.2479213)",,,,
37855114,False,Via Tommaso Milanesi,residential,False,10.17,,"LINESTRING (8.7397216 45.2481754, 8.7395955 45.2481534)",,,,
37855114,False,Via Tommaso Milanesi,residential,True,108.55999999999999,,"LINESTRING (8.7397216 45.2481754, 8.7401851 45.2482525, 8.7406411 45.2483175, 8.74108 45.2483701)",,,,
