osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,junction,tunnel,access
37870836,False,Via Venticinque Aprile,residential,False,93.814,,"LINESTRING (8.7397216 45.2481754, 8.7400172 45.247654, 8.7401643 45.2473914)",,,,
37855114,False,Via Tommaso Milanesi,residential,True,56.344,,"LINESTRING (8.7389004 45.248022, 8.7395955 45.2481534)",,,,
37855124,False,Via Giuseppe Balduzzi,residential,False,46.561,,"LINESTRING (8.7389004 45.248022, 8.7388908 45.2480498, 8.7387488 45.2484269)",,,,
37855115,False,Via A. Sibellina,residential,True,29.008,,"LINESTRING (8.7414628 45.2476809, 8.7413189 45.2479213)",,,,
37855115,False,Via A. Sibellina,residential,False,56.501999999999995,,"LINESTRING (8.7414628 45.2476809, 8.7415435 45.2475254, 8.7416742 45.2472735, 8.7417104 45.2472036)",,,,
37855122,False,Via Guglielmo Oberdan,residential,True,106.87700000000001,,"LINESTRING (8.7414628 45.2476809, 8.7409505 45.2476, 8.7401643 45.2473914)",,,,
37855116,True,Via Luigi Goia,residential,False,79.318,,"LINESTRING (8.7365753 45.2505529, 8.7366533 45.2503948, 8.7369079 45.2498791)",,,,
37855133,False,Via Caduti della Liberazione,residential,False,120.69,,"LINESTRING (8.7365753 45.2505529, 8.7366699 45.2505308, 8.7372717 45.2503905, 8.7374923 45.2503499, 8.7377367 45.2503121, 8.7379903 45.2502888, 8.7380643 45.2502917)",,,,
37855134,True,Via Nazario Sauro,residential,False,127.352,,"LINESTRING (8.7365753 45.2505529, 8.7364801 45.2505316, 8.7350572 45.2502138, 8.735025 45.2502058)",,,,
37855116,True,Via Luigi Goia,residential,False,135.212,,"LINESTRING (8.7369079 45.2498791, 8.7374629 45.2487276)",,,,
37855128,False,Via Pietro Maria Plezza,residential,False,90.104,,"LINESTRING (8.7376362 45.2482194, 8.7387488 45.2484269)",,,,
174137086,False,Via Luigi Goia,residential,True,58.115,,"LINESTRING (8.7376362 45.2482194, 8.7374629 45.2487276)",,,,
174137086,False,Via Luigi Goia,residential,False,118.03800000000001,,"LINESTRING (8.7376362 45.2482194, 8.7377519 45.2478598, 8.7379737 45.2471848)",,,,
37855117,False,Via Cadorna,residential,False,72.463,,"LINESTRING (8.7404212 45.2468799, 8.7412273 45.2470748, 8.7412966 45.2470916)",,,,
183273521,False,Via Venticinque Aprile,residential,True,60.327,,"LINESTRING (8.7404212 45.2468799, 8.7402828 45.247155, 8.7401643 45.2473914)",,,,
37855117,False,Via Cadorna,residential,False,34.707,,"LINESTRING (8.7412966 45.2470916, 8.7417104 45.2472036)",,,,
37855117,False,Via Cadorna,residential,True,72.463,,"LINESTRING (8.7412966 45.2470916, 8.7412273 45.2470748, 8.7404212 45.2468799)",,,,
37855117,False,Via Cadorna,residential,True,46.489,,"LINESTRING (8.7422701 45.2473433, 8.7417104 45.2472036)",,,,
37855122,False,Via Guglielmo Oberdan,residential,False,106.87700000000001,,"LINESTRING (8.7401643 45.2473914, 8.7409505 45.2476, 8.7414628 45.2476809)",,,,
37870836,False,Via Venticinque Aprile,residential,True,93.814,,"LINESTRING (8.7401643 45.2473914, 8.7400172 45.247654, 8.7397216 45.2481754)",,,,
183273521,False,Via Venticinque Aprile,residential,False,60.327,,"LINESTRING (8.7401643 45.2473914, 8.7402828 45.247155, 8.7404212 45.2468799)",,,,
37855123,False,Via Alessandro Volta,residential,False,90.651,,"LINESTRING (8.7396093 45.249846, 8.7398581 45.2490498)",,,,
37855130,True,Via Edmondo De Amicis,residential,False,46.775,,"LINESTRING (8.7396093 45.249846, 8.739033 45.2497349)",,,,
37855125,True,Via del Cannone,residential,False,117.668,,"LINESTRING (8.7381717 45.2508131, 8.7379315 45.2508137, 8.7377968 45.2508334, 8.7367707 45.2510646, 8.736725 45.2510749)",,,,
325091943,True,Via del Cannone,residential,False,67.27199999999999,,"LINESTRING (8.7381717 45.2508131, 8.7383219 45.2509243, 8.7386995 45.2510304, 8.7388131 45.2511149, 8.7388544 45.2511543)",,,,
330481092,True,Via Giuseppe Balduzzi,residential,False,14.075,,"LINESTRING (8.7382105 45.2506895, 8.7381717 45.2508131)",,,,
325091930,True,Via Giuseppe Balduzzi,residential,False,45.69,,"LINESTRING (8.7380643 45.2502917, 8.7382105 45.2506895)",,,,
37855133,False,Via Caduti della Liberazione,residential,True,120.69,,"LINESTRING (8.7380643 45.2502917, 8.7379903 45.2502888, 8.7377367 45.2503121, 8.7374923 45.2503499, 8.7372717 45.2503905, 8.7366699 45.2505308, 8.7365753 45.2505529)",,,,
325091959,True,Via Beatrice d'este,residential,False,78.61699999999999,,"LINESTRING (8.7380643 45.2502917, 8.7381761 45.2502924, 8.7385029 45.250258, 8.7389791 45.2501789, 8.7390499 45.2501671)",,,,
325091930,True,Via Giuseppe Balduzzi,residential,False,78.099,,"LINESTRING (8.7383216 45.2496131, 8.7380884 45.2502282, 8.7380643 45.2502917)",,,,
37855128,False,Via Pietro Maria Plezza,residential,True,90.104,,"LINESTRING (8.7387488 45.2484269, 8.7376362 45.2482194)",,,,
"[882565026, 37855124]",False,"['Piazza Cagnoni', 'Via Giuseppe Balduzzi']",residential,False,56.513999999999996,,"LINESTRING (8.7387488 45.2484269, 8.7386784 45.2486217, 8.7385821 45.2488962, 8.7385723 45.2489197)",,,,
37855124,False,Via Giuseppe Balduzzi,residential,True,46.561,,"LINESTRING (8.7387488 45.2484269, 8.7388908 45.2480498, 8.7389004 45.248022)",,,,
174137091,False,Contrada San Giovanni Battista,residential,True,29.307,,"LINESTRING (8.736725 45.2510749, 8.7366348 45.2513307)",,,,
174137092,True,Via Luigi Goia,residential,False,59.215,,"LINESTRING (8.736725 45.2510749, 8.7365753 45.2505529)",,,,
174137091,False,Contrada San Giovanni Battista,residential,False,29.307,,"LINESTRING (8.7366348 45.2513307, 8.736725 45.2510749)",,,,
37855127,True,Via Luigi Luzzi,residential,False,75.131,,"LINESTRING (8.7366348 45.2513307, 8.7366969 45.2513724, 8.7369216 45.251454, 8.7370502 45.2514931, 8.7371642 45.2515804, 8.7372209 45.2516655, 8.7372627 45.2517501, 8.7372711 45.2517861)",,,,
37855129,False,Via Orlandini,residential,False,13.422,,"LINESTRING (8.740659 45.2497195, 8.7405518 45.2496253)",,,,
37855129,False,Via Orlandini,residential,True,66.68,,"LINESTRING (8.740659 45.2497195, 8.7410398 45.2502559)",,,,
37855129,False,Via Orlandini,residential,True,13.422,,"LINESTRING (8.7405518 45.2496253, 8.740659 45.2497195)",,,,
37855129,False,Via Orlandini,residential,False,81.09700000000001,,"LINESTRING (8.7405518 45.2496253, 8.740466 45.2492454, 8.7403118 45.2489183)",,,,
37855130,True,Via Edmondo De Amicis,residential,False,78.522,,"LINESTRING (8.7405518 45.2496253, 8.7400072 45.2497497, 8.7397114 45.2498499, 8.7396093 45.249846)",,,,
37855130,True,Via Edmondo De Amicis,residential,False,57.314,,"LINESTRING (8.739033 45.2497349, 8.7383216 45.2496131)",,,,
37855132,False,Via Europa,residential,False,81.415,,"LINESTRING (8.739033 45.2497349, 8.7392986 45.249027)",,,,
37855136,True,Via Bernardino Lanino,residential,False,63.107,,"LINESTRING (8.7389891 45.2505424, 8.7382775 45.2506768, 8.7382105 45.2506895)",,,,
325091926,False,Via Alcide De Gasperi,residential,False,53.471000000000004,,"LINESTRING (8.7389891 45.2505424, 8.7389775 45.2507474, 8.7391871 45.2509803)",,,,
"[37855137, 325091926]",False,Via Alcide De Gasperi,residential,True,42.001999999999995,,"LINESTRING (8.7389891 45.2505424, 8.7390212 45.2503443, 8.7390318 45.2502786, 8.7390499 45.2501671)",,,,
"[37855137, 325091926]",False,Via Alcide De Gasperi,residential,False,42.001999999999995,,"LINESTRING (8.7390499 45.2501671, 8.7390318 45.2502786, 8.7390212 45.2503443, 8.7389891 45.2505424)",,,,
"[325091932, 37856295]",True,Via Luigi Belluschi,residential,False,118.62899999999999,,"LINESTRING (8.7344869 45.251949, 8.734472 45.2519873, 8.7343732 45.2522413, 8.7341803 45.2526486, 8.7340403 45.2529682)",,,,
"[683732682, 221531035]",False,,residential,False,12.489,50,"LINESTRING (8.7344869 45.251949, 8.7344092 45.2519531, 8.7343278 45.2519574)",,,,
221531035,False,,residential,True,53.36,50,"LINESTRING (8.7344869 45.251949, 8.7351029 45.2519099, 8.7351658 45.2519059)",,,,
37856277,False,Contrada Il Moro,residential,False,60.867999999999995,,"LINESTRING (8.7402651 45.2531713, 8.7401873 45.2529184, 8.7401133 45.2526345)",,,,
37856307,False,Contrada del Zerbo,residential,False,60.971000000000004,,"LINESTRING (8.7402651 45.2531713, 8.7402724 45.2533717, 8.74012 45.2537026)",,,,
"[174137088, 325238611]",True,Via Roma,residential,False,54.663000000000004,,"LINESTRING (8.7402651 45.2531713, 8.7396094 45.2530684, 8.7395835 45.2530644)",,,,
325238591,True,Via Roma,residential,False,28.443,,"LINESTRING (8.7387652 45.2529413, 8.738409 45.2528908)",,,,
"[325191264, 325191262, 325191263]",True,Contrada della Torre,residential,False,65.702,,"LINESTRING (8.7387652 45.2529413, 8.738771 45.2529226, 8.7387925 45.2528529, 8.7389434 45.2523639)",,,yes,
325238591,True,Via Roma,residential,False,31.592,,"LINESTRING (8.738409 45.2528908, 8.7380141 45.2528322)",,,,
37856300,True,Via San Carlo Borromeo,residential,False,56.655,,"LINESTRING (8.738409 45.2528908, 8.7382517 45.2533499, 8.7382393 45.2533861)",,,,
37856299,True,Via Gaudenzio Bertolli,residential,False,56.12,,"LINESTRING (8.7380141 45.2528322, 8.737775 45.253308)",,,,
37856280,True,Via Enrico Tessera,residential,False,76.72999999999999,,"LINESTRING (8.7380141 45.2528322, 8.7383318 45.2522235, 8.7383522 45.2521845)",,,,
325238591,True,Via Roma,residential,False,35.546,,"LINESTRING (8.7380141 45.2528322, 8.7376431 45.2527629, 8.7375752 45.2527502)",,,,
37856294,False,Via Padre F. Pianzola,residential,False,44.614,,"LINESTRING (8.7326482 45.252616, 8.7331871 45.2527466)",,,,
325091922,False,Corso Principe Amedeo,tertiary,False,361.767,,"LINESTRING (8.7326482 45.252616, 8.7326968 45.2529901, 8.7328375 45.2538721, 8.7329665 45.2546813, 8.733004 45.2547547, 8.7330953 45.2548248, 8.7332323 45.2548775, 8.7340963 45.2551613, 8.734391 45.2552397)",,,,
"[325091922, 37873394]",False,Corso Principe Amedeo,tertiary,True,59.67,,"LINESTRING (8.7326482 45.252616, 8.7326165 45.2524224, 8.7326104 45.2523849, 8.7325989 45.2523148, 8.7325857 45.2522339, 8.732561 45.2520829)",,,,
174137090,True,Via Contrada di Loreto,residential,False,42.364,,"LINESTRING (8.7405716 45.2527109, 8.7405254 45.2523313)",,,,
37856283,True,Via B. Avico,residential,False,69.333,,"LINESTRING (8.7386073 45.2522831, 8.738409 45.2528908)",,,,
325191260,True,Contrada San Lorenzo,residential,False,27.802,50,"LINESTRING (8.7386073 45.2522831, 8.7389434 45.2523639)",,,,
37856275,False,Via Fuiano,residential,False,42.667,,"LINESTRING (8.7411044 45.2528407, 8.7405766 45.2527449)",,,,
325238585,False,Via Alceste Cortellona,residential,True,70.09,,"LINESTRING (8.7411044 45.2528407, 8.7413008 45.2526512, 8.7413417 45.2525488, 8.7413236 45.2522597)",,,,
325326464,True,Via Alceste Cortellona,residential,False,53.264,,"LINESTRING (8.7411044 45.2528407, 8.7407943 45.2531265, 8.7407523 45.2531926, 8.740731 45.2532371)",,,,
