osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,junction
42995925,Via Francesco Crispi,tertiary,False,False,97.242,"LINESTRING (12.8842325 38.0185038, 12.8843495 38.0183729, 12.8845137 38.0181095, 12.8846723 38.0177075)",,,,
42995925,Via Francesco Crispi,tertiary,False,True,28.954,"LINESTRING (12.8842325 38.0185038, 12.8841607 38.0185719, 12.8840213 38.0187041)",,,,
42995926,Via Vasile,residential,True,False,204.616,"LINESTRING (12.8842325 38.0185038, 12.8856507 38.0188844, 12.886427 38.0191321)",,,,
106406450,Viale Umberto I,primary,False,False,9.423,"LINESTRING (12.8846723 38.0177075, 12.8845748 38.0177433)",2,50,,
42995925,Via Francesco Crispi,tertiary,False,True,97.24199999999999,"LINESTRING (12.8846723 38.0177075, 12.8845137 38.0181095, 12.8843495 38.0183729, 12.8842325 38.0185038)",,,,
106406450,Viale Umberto I,primary,False,True,34.336,"LINESTRING (12.8846723 38.0177075, 12.8850003 38.0176507, 12.8850557 38.0176436)",2,50,,
42995910,Via Gaetano Donizetti,residential,False,False,43.578,"LINESTRING (12.885412 38.0226393, 12.8849298 38.0225429)",,,,
391607990,Via Alessandro Volta,residential,True,False,89.228,"LINESTRING (12.885412 38.0226393, 12.8864286 38.02269)",,,,
395443141,Viale Leonardo da Vinci,secondary,False,False,139.791,"LINESTRING (12.885412 38.0226393, 12.8863672 38.0216322)",2,,,
182431160,Via Z4,residential,False,False,93.31099999999999,"LINESTRING (12.8880325 38.0172974, 12.8880216 38.017395, 12.8879875 38.0177005, 12.8879772 38.0177613, 12.8879147 38.0181312)",,,,
455520992,Viale Leonardo da Vinci,primary,True,False,27.924,"LINESTRING (12.8880325 38.0172974, 12.8878401 38.0172906, 12.8877144 38.0172991)",2,,,
106406450,Viale Umberto I,primary,False,False,20.301,"LINESTRING (12.8845748 38.0177433, 12.8843625 38.0178165)",2,50,,
106406450,Viale Umberto I,primary,False,True,9.423,"LINESTRING (12.8845748 38.0177433, 12.8846723 38.0177075)",2,50,,
58557333,Via Segesta,tertiary,False,True,24.831,"LINESTRING (12.8870741 38.018008, 12.8871308 38.0177892)",,,,
182346597,Via Nino Buccellato,residential,False,False,37.217,"LINESTRING (12.8870741 38.018008, 12.8874928 38.0180647)",,,,
58557333,Via Segesta,tertiary,False,False,137.90399999999997,"LINESTRING (12.8870741 38.018008, 12.8869863 38.018254, 12.8869231 38.0184, 12.8868693 38.0184859, 12.8868636 38.018495, 12.886823 38.0185703, 12.8867662 38.0186558, 12.8866039 38.0188836, 12.886456 38.0190913, 12.886427 38.0191321)",,,,
58557333,Via Segesta,tertiary,False,False,6.056,"LINESTRING (12.8863197 38.0192858, 12.886288 38.0193342)",,,,
58557333,Via Segesta,tertiary,False,True,19.505,"LINESTRING (12.8863197 38.0192858, 12.886427 38.0191321)",,,,
391617898,Via Antonio de Curtis,residential,False,False,143.747,"LINESTRING (12.8863197 38.0192858, 12.8867458 38.0194727, 12.8868449 38.0195731, 12.8868555 38.0197404, 12.8866927 38.019969, 12.8862503 38.0199216)",,,,
106406450,Viale Umberto I,primary,False,False,38.43,"LINESTRING (12.8868017 38.0174369, 12.8863681 38.0174894)",2,50,,
106406449,Viale Umberto I,primary,True,False,34.383,"LINESTRING (12.8868017 38.0174369, 12.8870916 38.0173719, 12.8871735 38.0173405)",,50,,
42995908,Via Duchessa,residential,True,False,31.433,"LINESTRING (12.8850873 38.0211812, 12.8854266 38.0212732)",,,,
58557333,Via Segesta,tertiary,False,True,7.327,"LINESTRING (12.8850873 38.0211812, 12.8851253 38.0211225)",,,,
42995905,Via Segesta,tertiary,True,False,22.957,"LINESTRING (12.8837644 38.0222459, 12.8839483 38.0220988)",,,,
42995907,Via Segesta,tertiary,False,False,26.458,"LINESTRING (12.8837644 38.0222459, 12.8835532 38.022416)",,,SP2,
42995910,Via Gaetano Donizetti,residential,False,True,21.726,"LINESTRING (12.8837644 38.0222459, 12.883965 38.0223608)",,,,
42995907,Via Segesta,tertiary,False,True,59.358,"LINESTRING (12.88248 38.0233149, 12.8829397 38.0229227)",,,SP2,
42995908,Via Duchessa,residential,True,False,41.224,"LINESTRING (12.8854266 38.0212732, 12.8858972 38.0212747)",,,,
42995909,Via della Repubblica,residential,True,False,45.379,"LINESTRING (12.8854266 38.0212732, 12.8852119 38.0216446)",,,,
182431143,Via Modena,residential,False,True,41.205,"LINESTRING (12.8854266 38.0212732, 12.8856077 38.0209312)",,,,
395443141,Viale Leonardo da Vinci,secondary,False,False,5.083,"LINESTRING (12.8867133 38.0212772, 12.8867484 38.0212408)",2,,,
395443141,Viale Leonardo da Vinci,secondary,False,True,49.773,"LINESTRING (12.8867133 38.0212772, 12.8863672 38.0216322)",2,,,
42995909,Via della Repubblica,residential,True,False,84.238,"LINESTRING (12.8847145 38.0225052, 12.8845109 38.0232456)",,,,
42995910,Via Gaetano Donizetti,residential,False,False,21.508,"LINESTRING (12.8847145 38.0225052, 12.8844727 38.0224716)",,,,
42995910,Via Gaetano Donizetti,residential,False,True,19.32,"LINESTRING (12.8847145 38.0225052, 12.8849298 38.0225429)",,,,
58557333,Via Segesta,tertiary,False,False,19.505,"LINESTRING (12.886427 38.0191321, 12.8863197 38.0192858)",,,,
58557333,Via Segesta,tertiary,False,True,137.90399999999997,"LINESTRING (12.886427 38.0191321, 12.886456 38.0190913, 12.8866039 38.0188836, 12.8867662 38.0186558, 12.886823 38.0185703, 12.8868636 38.018495, 12.8868693 38.0184859, 12.8869231 38.0184, 12.8869863 38.018254, 12.8870741 38.018008)",,,,
42995928,Via San Paolo della Croce,tertiary,False,False,6.276,"LINESTRING (12.8886562 38.0147955, 12.8886945 38.0147478)",2,50,SP2,
42995928,Via San Paolo della Croce,tertiary,False,True,56.45,"LINESTRING (12.8886562 38.0147955, 12.8883157 38.0152265)",2,50,SP2,
106750254,,residential,False,False,7.422,"LINESTRING (12.8806138 38.0196502, 12.8805309 38.019664)",,,,
106750255,,tertiary,True,False,64.34,"LINESTRING (12.8806138 38.0196502, 12.8806263 38.01971, 12.8809587 38.0200605, 12.8809583 38.020141)",,,,
106406450,Viale Umberto I,primary,False,True,20.83,"LINESTRING (12.8810943 38.018949, 12.8813113 38.0188724)",2,50,,
70376091,Via Napoli,residential,False,True,59.414,"LINESTRING (12.8810943 38.018949, 12.8812259 38.0190678, 12.8815421 38.0193503)",,,,
106750249,,tertiary,True,False,88.842,"LINESTRING (12.8810943 38.018949, 12.8810396 38.0190743, 12.8806138 38.0196502)",,,,
106750181,Corso Giuseppe Garibaldi,tertiary,False,False,29.146,"LINESTRING (12.881025 38.0202769, 12.8810288 38.020539)",,,,
106750181,Corso Giuseppe Garibaldi,tertiary,False,True,16.202,"LINESTRING (12.881025 38.0202769, 12.8809583 38.020141)",,,,
182431153,Via Milano,residential,False,False,60.034000000000006,"LINESTRING (12.881025 38.0202769, 12.8810942 38.0203037, 12.8814766 38.0206763)",,,,
42995925,Via Francesco Crispi,tertiary,False,False,27.704,"LINESTRING (12.8810617 38.0209489, 12.8813 38.0207851)",,,,
42995925,Via Francesco Crispi,tertiary,False,True,20.297,"LINESTRING (12.8810617 38.0209489, 12.8808692 38.0210505)",,,,
70376089,Corso Giuseppe Garibaldi,tertiary,True,False,75.765,"LINESTRING (12.8810617 38.0209489, 12.8810809 38.0216301)",,30,,
106750181,Corso Giuseppe Garibaldi,tertiary,False,True,32.292,"LINESTRING (12.8810617 38.0209489, 12.881036 38.0206592)",,,,
106750230,Via Nazario Sauo,residential,False,False,80.239,"LINESTRING (12.8810617 38.0209489, 12.8805036 38.0203767)",,,,
