osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,junction
511118877,True,Viale Vesuvio,residential,False,33.633,"LINESTRING (14.3408561 40.8749642, 14.3405115 40.8748106)",,,
511118882,False,Viale Vesuvio,residential,False,9.306,"LINESTRING (14.3408561 40.8749642, 14.3409134 40.8748926)",,,
511118842,False,Viale Vesuvio,residential,False,123.124,"LINESTRING (14.3408561 40.8749642, 14.3414304 40.8752348, 14.3420634 40.8755893)",,,
511122068,False,Viale Vesuvio,residential,True,39.515,"LINESTRING (14.3413701 40.8743633, 14.3409364 40.8742264)",,,
511118858,True,Viale Vesuvio,residential,False,50.863,"LINESTRING (14.3413701 40.8743633, 14.3414228 40.8743932, 14.3414416 40.8744155, 14.341455 40.8744439, 14.341455 40.8744804, 14.3412566 40.8747568)",,,
18938887,False,Viale Vesuvio,residential,False,63.556,"LINESTRING (14.3396149 40.8759882, 14.339988 40.8754911)",,,
525526419,False,Via Roma,tertiary,False,44.169,"LINESTRING (14.3396149 40.8759882, 14.340085 40.8761655)",,,
525526419,False,Via Roma,tertiary,True,36.8,"LINESTRING (14.3396149 40.8759882, 14.3391914 40.8759046)",,,
525526419,False,Via Roma,tertiary,True,19.41,"LINESTRING (14.3411424 40.8765807, 14.3409412 40.8764951)",,,
132791311,True,Via Rossi,tertiary,False,134.872,"LINESTRING (14.3411424 40.8765807, 14.3411625 40.8765462, 14.3411922 40.8765066, 14.3416518 40.8760479, 14.3420634 40.8755893)",SP61,,
29724596,False,Via Luigi Einaudi,tertiary,False,129.629,"LINESTRING (14.3430544 40.8787645, 14.3433497 40.8799087)",SP61,,
29724474,True,Via Luigi Einaudi,tertiary,False,77.744,"LINESTRING (14.3430544 40.8787645, 14.3430058 40.8786109, 14.3428424 40.8783002, 14.342701 40.8781231)",SP61,,
29724596,False,Via Luigi Einaudi,tertiary,True,129.629,"LINESTRING (14.3433497 40.8799087, 14.3430544 40.8787645)",SP61,,
511133374,False,Via Lufrano,residential,True,91.819,"LINESTRING (14.3433497 40.8799087, 14.343142 40.8802022, 14.3427753 40.8806097)",,,
512004266,False,Via Filichito,tertiary,True,136.541,"LINESTRING (14.3433497 40.8799087, 14.3434189 40.880023, 14.3434954 40.880108, 14.3444844 40.8807711)",SP69,2,
512004266,False,Via Filichito,tertiary,False,101.355,"LINESTRING (14.3473017 40.8819781, 14.3464092 40.881636, 14.3462287 40.8815626)",SP69,2,
512004266,False,Via Filichito,tertiary,True,46.037000000000006,"LINESTRING (14.3473017 40.8819781, 14.3476215 40.8821636, 14.347712 40.8822488)",SP69,2,
360039343,False,Piazzale Carlo Vanvitelli,residential,False,64.916,"LINESTRING (14.3455949 40.881363, 14.3452973 40.8819017)",,,
512004266,False,Via Filichito,tertiary,True,57.722,"LINESTRING (14.3455949 40.881363, 14.3462287 40.8815626)",SP69,2,
512004266,False,Via Filichito,tertiary,False,114.39099999999999,"LINESTRING (14.3455949 40.881363, 14.34523 40.8811996, 14.3447057 40.8808987, 14.3444844 40.8807711)",SP69,2,
132791309,True,Via Dante Alighieri,tertiary,False,96.794,"LINESTRING (14.3423053 40.8753512, 14.3432231 40.8758767)",,,
512065427,False,Via Rossi,tertiary,True,156.838,"LINESTRING (14.3423053 40.8753512, 14.3431915 40.8743903, 14.3433594 40.8741878)",SP61,,
511985197,False,Via Famiglietti,residential,True,176.29899999999998,"LINESTRING (14.3465929 40.8748367, 14.3462193 40.8752408, 14.3461673 40.8752982, 14.3461161 40.8753753, 14.3460769 40.875445, 14.3459992 40.8756176, 14.3459632 40.8756918, 14.3459283 40.8757457, 14.3456651 40.8760357, 14.3455259 40.8761912)",,,
132791310,False,Via Tito Livio,residential,True,192.693,"LINESTRING (14.343888 40.8762711, 14.3452477 40.8748761)",,,
132791309,True,Via Dante Alighieri,tertiary,False,97.271,"LINESTRING (14.343888 40.8762711, 14.3446037 40.8766686, 14.3446965 40.8767488, 14.3447554 40.8768347)",,,
132791311,True,Via Rossi,tertiary,False,33.386,"LINESTRING (14.3420634 40.8755893, 14.3423053 40.8753512)",SP61,,
511118842,False,Viale Vesuvio,residential,True,123.124,"LINESTRING (14.3420634 40.8755893, 14.3414304 40.8752348, 14.3408561 40.8749642)",,,
132791310,False,Via Tito Livio,residential,False,192.693,"LINESTRING (14.3452477 40.8748761, 14.343888 40.8762711)",,,
510969848,False,Via Ferdinando Magellano,residential,False,74.686,"LINESTRING (14.3381949 40.8773265, 14.3382149 40.8772432, 14.3382192 40.8772255, 14.3382558 40.8771551, 14.3385892 40.876731)",SP46,,
525526419,False,Via Roma,tertiary,False,36.8,"LINESTRING (14.3391914 40.8759046, 14.3396149 40.8759882)",,,
22821682,False,Via Roma,tertiary,True,117.416,"LINESTRING (14.3391914 40.8759046, 14.3388017 40.8757435, 14.3387142 40.8756995, 14.3386239 40.8756466, 14.3380495 40.8753022)",,,
525526435,True,Via Ferdinando Magellano,residential,False,68.497,"LINESTRING (14.3391914 40.8759046, 14.3388372 40.8763918, 14.3387989 40.8764444)",SP46,,
510969834,False,Via Giacomo Leopardi,residential,True,207.21300000000002,"LINESTRING (14.3420443 40.8812465, 14.3413867 40.8809361, 14.33999 40.8802174)",,,
511133383,True,Via Giacomo Leopardi,residential,False,15.093,"LINESTRING (14.3420443 40.8812465, 14.3421175 40.8812581, 14.3422221 40.8812621)",,,
511144185,False,Piazzale Carlo Vanvitelli,residential,False,73.66,"LINESTRING (14.3428194 40.8816085, 14.3431436 40.8817916, 14.3435214 40.8820049)",,,
511144188,True,Piazzale Carlo Vanvitelli,residential,False,26.788,"LINESTRING (14.3428194 40.8816085, 14.3427264 40.8816129, 14.3426292 40.8816453, 14.3425413 40.8817062)",,,
360039344,False,Piazzale Carlo Vanvitelli,residential,False,115.512,"LINESTRING (14.3441167 40.8823426, 14.3442044 40.8823045, 14.3444552 40.8820201, 14.3444626 40.8820122, 14.3444659 40.8820022, 14.3444634 40.8819928, 14.3444595 40.8819867, 14.3437942 40.8816896)",,,
511231537,True,Piazzale Carlo Vanvitelli,residential,False,45.800999999999995,"LINESTRING (14.3441167 40.8823426, 14.3441172 40.8823496, 14.3441152 40.882356, 14.3438373 40.8826944)",,,
166618263,True,Via IV Novembre,residential,False,395.084,"LINESTRING (14.3409412 40.8764951, 14.3383905 40.8794792)",,,
525526419,False,Via Roma,tertiary,False,19.41,"LINESTRING (14.3409412 40.8764951, 14.3411424 40.8765807)",,,
525526419,False,Via Roma,tertiary,True,80.78,"LINESTRING (14.3409412 40.8764951, 14.340085 40.8761655)",,,
510969834,False,Via Giacomo Leopardi,residential,False,57.92,"LINESTRING (14.3378129 40.8791953, 14.3383905 40.8794792)",,,
