osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,junction,maxspeed
256920020,2,SR203,Via Cesare Battisti,secondary,False,False,32.691,,"LINESTRING (12.0381633 46.2796234, 12.0378433 46.2798171)",,
"[256920020, 133323414, 210361815]",2,SR203,Via Cesare Battisti,secondary,False,True,56.60099999999999,yes,"LINESTRING (12.0381633 46.2796234, 12.0382137 46.2795853, 12.0382695 46.2795431, 12.0382952 46.279518, 12.0384961 46.2792706, 12.0385278 46.2792214, 12.0385458 46.279192)",,
257523941,,,Via Felice e Luigi Cappello,residential,False,False,36.42399999999999,,"LINESTRING (12.0381633 46.2796234, 12.0380839 46.2795525, 12.038014 46.2795154, 12.0377727 46.2794561)",,
266893630,2,SR203,Via 4 Novembre 1918,secondary,False,False,96.221,,"LINESTRING (12.0340898 46.2845527, 12.0339841 46.2847171, 12.0337213 46.2851246, 12.0335924 46.2853467)",,
266897439,2,SR203,Via 27 Aprile 1945,secondary,False,True,135.30700000000002,,"LINESTRING (12.0340898 46.2845527, 12.0342068 46.2844, 12.0343109 46.2842163, 12.0344335 46.2839143, 12.0346345 46.2833996)",,
328816039,,SP347,Via Insurrezione,secondary,False,True,77.083,,"LINESTRING (12.0340898 46.2845527, 12.0339239 46.284526, 12.0336008 46.2844892, 12.0330955 46.2844912)",,
266893630,2,SR203,Via 4 Novembre 1918,secondary,False,True,54.122,,"LINESTRING (12.0325558 46.2865082, 12.0326954 46.2864093, 12.0327354 46.2863749, 12.0328403 46.2862848, 12.0329967 46.28613)",,
266897441,,SP347,Via Roberto Paganini,secondary,False,True,65.633,,"LINESTRING (12.0390128 46.2788014, 12.0398581 46.2788855)",,
1211515844,,SP347,Via Roberto Paganini,secondary,True,False,5.886,,"LINESTRING (12.0390128 46.2788014, 12.0389397 46.2788172)",,
905840637,,,Vicolo 4 Novembre 1918,residential,False,False,10.8,,"LINESTRING (12.0325223 46.284564, 12.0325318 46.2846609)",,
167189904,,SP347,Via Insurrezione,secondary,False,True,211.785,,"LINESTRING (12.0325223 46.284564, 12.0323505 46.2845905, 12.0320859 46.2846336, 12.031821 46.2847167, 12.0312431 46.28494, 12.0305721 46.2851992, 12.0303385 46.2852894, 12.0300601 46.2853968)",,
"[905840649, 328816039]",,SP347,Via Insurrezione,secondary,False,False,44.826,,"LINESTRING (12.0325223 46.284564, 12.0327158 46.2845337, 12.0328202 46.2845173, 12.0330955 46.2844912)",,
257523937,,,Corso degli Alpini,residential,True,False,141.603,,"LINESTRING (12.0350418 46.2821909, 12.0332202 46.281999)",,
266897437,2,SR203,Piazza della Libertà,secondary,False,False,43.347,,"LINESTRING (12.0350418 46.2821909, 12.0349561 46.2825762)",,
266888212,,,Via Santa Maria,residential,False,True,96.36399999999999,,"LINESTRING (12.0350418 46.2821909, 12.0353479 46.282241, 12.035449 46.2822642, 12.0357348 46.2823192, 12.035867 46.282407, 12.0358413 46.2826502)",,
266897437,2,SR203,Piazza della Libertà,secondary,False,True,68.727,,"LINESTRING (12.0350418 46.2821909, 12.0351784 46.2818996, 12.0353169 46.2816028)",,
49182486,,,,residential,False,True,116.62,,"LINESTRING (12.0364807 46.2826423, 12.0367397 46.2836757)",,
243763928,,,Via Fadigà,residential,False,False,31.724,,"LINESTRING (12.0364807 46.2826423, 12.0368834 46.2825795)",,
266888210,,,Via Fadigà,residential,False,False,30.82,,"LINESTRING (12.0364807 46.2826423, 12.0362626 46.2826243, 12.0360819 46.2826354)",,
480614175,,,Vicolo Villalta,living_street,False,False,183.852,,"LINESTRING (12.0364807 46.2826423, 12.0364022 46.2829318, 12.0365079 46.2837087, 12.0365367 46.2837848, 12.0367402 46.2842067, 12.036818 46.2842191)",,
266888210,,,Via Fadigà,residential,False,True,18.563,,"LINESTRING (12.0358413 46.2826502, 12.0360819 46.2826354)",,
266888212,,,Via Santa Maria,residential,False,False,96.364,,"LINESTRING (12.0358413 46.2826502, 12.035867 46.282407, 12.0357348 46.2823192, 12.035449 46.2822642, 12.0353479 46.282241, 12.0350418 46.2821909)",,
49182486,,,,residential,False,False,116.62,,"LINESTRING (12.0367397 46.2836757, 12.0364807 46.2826423)",,
178102750,,,Via 4 Novembre 1918,residential,False,False,172.775,,"LINESTRING (12.0329967 46.28613, 12.0315315 46.2860095, 12.0307817 46.2858799)",,
266893630,2,SR203,Via 4 Novembre 1918,secondary,False,False,54.122,,"LINESTRING (12.0329967 46.28613, 12.0328403 46.2862848, 12.0327354 46.2863749, 12.0326954 46.2864093, 12.0325558 46.2865082)",,
266893630,2,SR203,Via 4 Novembre 1918,secondary,False,True,69.286,,"LINESTRING (12.0329967 46.28613, 12.0330737 46.2860399, 12.0334407 46.2855877)",,
243910317,,,Via Aviata,residential,False,False,7.135,,"LINESTRING (12.0385342 46.2831705, 12.0385275 46.2831065)",,
266888494,,,Via 21 Ottobre 1866,residential,False,False,12.97,,"LINESTRING (12.0385342 46.2831705, 12.038592 46.2831624, 12.038648 46.283163, 12.0387017 46.2831652)",,
266888494,,,Via 21 Ottobre 1866,residential,False,True,67.378,,"LINESTRING (12.0385342 46.2831705, 12.038506 46.2831769, 12.0384895 46.2831807, 12.0384406 46.2832015, 12.0379 46.2834842, 12.0378247 46.2835235)",,
133323448,,,Via Brent,residential,True,False,1.521,,"LINESTRING (12.036794 46.2842457, 12.0367746 46.2842484)",,
266888493,,,Via Villalta,unclassified,False,False,3.486,,"LINESTRING (12.036794 46.2842457, 12.036818 46.2842191)",,
