osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref,access
384539651,False,2,Via Claudia,tertiary,50,True,24.722,"LINESTRING (10.8635581 44.5269721, 10.8638473 44.5268889)",,,
72135146,False,,Via Venticinque Aprile,residential,50,False,92.553,"LINESTRING (10.8635581 44.5269721, 10.863519 44.5269074, 10.8630964 44.5262076)",,,
384539651,False,2,Via Claudia,tertiary,50,False,22.029999999999998,"LINESTRING (10.8635581 44.5269721, 10.8633345 44.5270375, 10.863301 44.5270473)",,,
73304580,True,,Via Nazionale,secondary,50,False,6.866,"LINESTRING (10.8666024 44.5263889, 10.8665904 44.5263702, 10.8665851 44.5263499, 10.8665868 44.5263294)",roundabout,,
85630672,True,,Via Claudia,tertiary_link,50,False,16.094,"LINESTRING (10.8666024 44.5263889, 10.8665038 44.5263795, 10.8664005 44.5263745)",,SS569,
309195972,False,,Via Claudia,tertiary,50,True,12.723,"LINESTRING (10.8708235 44.5272741, 10.8709656 44.5273273)",,,
195523303,False,,Via Claudia,tertiary,50,False,96.335,"LINESTRING (10.8708235 44.5272741, 10.8706844 44.5272055, 10.8705579 44.5271438, 10.8704549 44.5270928, 10.8703362 44.5270356, 10.8702092 44.5269776, 10.8700782 44.5269186, 10.8699442 44.5268606, 10.8698053 44.5268017)",,,
40357756,True,,,tertiary,,False,23.289,"LINESTRING (10.871227 44.527398, 10.8712797 44.5274745, 10.8712838 44.5275185, 10.8712754 44.5275984)",,,
"[149457227, 309195971]",False,,Via Vignola,tertiary,50,True,26.671,"LINESTRING (10.871227 44.527398, 10.8713666 44.5274168, 10.8715589 44.527437)",,,
186689494,True,,Viale della Resistenza,residential,,False,15.922,"LINESTRING (10.871227 44.527398, 10.8712106 44.5273501, 10.8712076 44.5273118, 10.8712183 44.5272568)",,,
195260140,False,,Via Claudia,tertiary,50,False,22.195,"LINESTRING (10.871227 44.527398, 10.871106 44.527371, 10.8709656 44.5273273)",,,
41436046,False,,Via Giosuè Carducci,residential,50,False,101.156,"LINESTRING (10.8648021 44.5298503, 10.8647811 44.529805, 10.8647138 44.5296602, 10.864644 44.5295242, 10.8643363 44.5290039)",,,
150541720,False,,Viale Alfredo Dino Ferrari,residential,50,True,15.702000000000002,"LINESTRING (10.8648021 44.5298503, 10.864871 44.5298419, 10.8649389 44.5298375, 10.8649989 44.5298372)",,,
148725633,False,,Via Grizzaga,tertiary,50,False,12.775,"LINESTRING (10.8712718 44.5279232, 10.8713526 44.5280226)",,,
40357755,True,,Via Grizzaga,tertiary,50,False,31.569000000000003,"LINESTRING (10.8712718 44.5279232, 10.8711592 44.5277703, 10.8711058 44.5276658)",,,
150012902,True,,Viale della Resistenza,residential,,False,10.626,"LINESTRING (10.8712399 44.5271133, 10.8713242 44.5271876)",,,
186689487,False,,Viale della Resistenza,residential,,True,7.292,"LINESTRING (10.8712399 44.5271133, 10.8712076 44.5270519)",,,
148725630,False,,Via Grizzaga,tertiary,50,True,83.691,"LINESTRING (10.871964 44.5286362, 10.8713526 44.5280226)",,,
41408533,False,,Via Tirreno,living_street,,False,29.073,"LINESTRING (10.871964 44.5286362, 10.8721116 44.5285805, 10.8723111 44.5285734)",,,
"[195260144, 195260145]",False,,Via Grizzaga,tertiary,50,False,99.52000000000001,"LINESTRING (10.871964 44.5286362, 10.8721284 44.5288118, 10.8722451 44.5289349, 10.8726656 44.5293784)",,,
72448015,False,,Via Adriatico,residential,,False,65.679,"LINESTRING (10.8723111 44.5285734, 10.8718382 44.5280884)",,,
41408533,False,,Via Tirreno,living_street,,True,29.073,"LINESTRING (10.8723111 44.5285734, 10.8721116 44.5285805, 10.871964 44.5286362)",,,
72448021,False,,Via dei Navigatori,residential,30,True,176.13400000000001,"LINESTRING (10.8726656 44.5293784, 10.8724772 44.5294355, 10.872274 44.5295045, 10.8719976 44.5295919, 10.8710075 44.5298889, 10.8706216 44.5299989)",,,
"[195260144, 195260145]",False,,Via Grizzaga,tertiary,50,True,99.52000000000001,"LINESTRING (10.8726656 44.5293784, 10.8722451 44.5289349, 10.8721284 44.5288118, 10.871964 44.5286362)",,,
