osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,tunnel,lanes
294033923,Viale Europa,secondary,False,False,9.277,70,"LINESTRING (11.950297 45.9124713, 11.9503139 45.9123887)",SP28,,
294033923,Viale Europa,secondary,False,True,8.042,70,"LINESTRING (11.950297 45.9124713, 11.9502796 45.9125426)",SP28,,
294033922,Via Piave,tertiary,True,False,15.73,,"LINESTRING (11.950297 45.9124713, 11.9503934 45.9124656, 11.9504999 45.9124683)",,,
375698546,Viale Italia,tertiary,False,False,53.086,50,"LINESTRING (11.9540115 45.9128813, 11.9539587 45.9133207, 11.9539553 45.9133571)",,,
126113585,Via Zancaner,residential,False,False,13.631,,"LINESTRING (11.9581238 45.9156331, 11.9581099 45.9157553)",,,
1250584122,Via San Rocco,residential,False,False,46.274,,"LINESTRING (11.9581238 45.9156331, 11.9579744 45.915422, 11.957876 45.9152546)",,,
126113587,Via San Rocco,residential,False,False,154.044,,"LINESTRING (11.957876 45.9152546, 11.9577813 45.9150936, 11.9573092 45.9145263, 11.9573736 45.9140784, 11.9573363 45.9139759)",,,
166676443,Via Guglielmo Marconi,unclassified,False,True,199.445,,"LINESTRING (11.957876 45.9152546, 11.9572808 45.9152061, 11.9571778 45.9152394, 11.9570378 45.9153856, 11.9568308 45.9154587, 11.9565577 45.9154921, 11.9562757 45.9155025, 11.9559758 45.9155681, 11.9557627 45.9156778, 11.9555586 45.9157676)",,,
1250584122,Via San Rocco,residential,False,True,46.274,,"LINESTRING (11.957876 45.9152546, 11.9579744 45.915422, 11.9581238 45.9156331)",,,
127581578,Via Villa,unclassified,False,True,140.57999999999998,,"LINESTRING (11.9555586 45.9157676, 11.9551746 45.9159033, 11.9543091 45.9161458, 11.9541353 45.9161968, 11.9538877 45.9162622)",,,
166676441,Via Donatori del Sangue,residential,False,True,99.999,,"LINESTRING (11.9555586 45.9157676, 11.9555978 45.9159474, 11.9556159 45.9162635, 11.9556523 45.9166638)",,,
166676443,Via Guglielmo Marconi,unclassified,False,False,199.445,,"LINESTRING (11.9555586 45.9157676, 11.9557627 45.9156778, 11.9559758 45.9155681, 11.9562757 45.9155025, 11.9565577 45.9154921, 11.9568308 45.9154587, 11.9570378 45.9153856, 11.9571778 45.9152394, 11.9572808 45.9152061, 11.957876 45.9152546)",,,
127581578,Via Villa,unclassified,False,False,140.57999999999998,,"LINESTRING (11.9538877 45.9162622, 11.9541353 45.9161968, 11.9543091 45.9161458, 11.9551746 45.9159033, 11.9555586 45.9157676)",,,
294033924,Viale Italia,unclassified,False,True,47.738,30,"LINESTRING (11.9538877 45.9162622, 11.9538586 45.9160614, 11.9537946 45.9158383)",,,
1250584123,Viale Italia,unclassified,False,False,77.313,30,"LINESTRING (11.9538877 45.9162622, 11.9538623 45.9168133, 11.953865 45.9169572)",,,
"[166676440, 166676438, 166676439]","['Via Codalunga', 'Via Chipilo']",residential,False,True,396.26300000000003,,"LINESTRING (11.9533169 45.9178031, 11.953243 45.9177726, 11.9531223 45.9177315, 11.9527649 45.9176388, 11.9524923 45.9175124, 11.9523348 45.9174576, 11.9522305 45.9174386, 11.9521228 45.9174286, 11.9517533 45.9174183, 11.9515581 45.9174094, 11.9513098 45.9173942, 11.9510469 45.9173677, 11.9504328 45.9172258, 11.9499664 45.9171205, 11.9496332 45.9170193, 11.9495484 45.9169393, 11.9495 45.9168508, 11.9495639 45.916458, 11.9496 45.9162004)",,yes,
294033925,Viale Italia,residential,False,False,35.407,,"LINESTRING (11.9533169 45.9178031, 11.953176 45.9179545, 11.9530968 45.9180208, 11.953044 45.9180574)",,,
1250584123,Viale Italia,unclassified,False,True,36.99,30,"LINESTRING (11.9533169 45.9178031, 11.9535728 45.9176149, 11.9536298 45.9175529)",,,
127581581,,residential,False,True,157.879,,"LINESTRING (11.9546525 45.9180073, 11.9550036 45.9177756, 11.9556538 45.9187598)",,,
126113585,Via Zancaner,residential,False,False,101.46600000000001,,"LINESTRING (11.9568183 45.9183646, 11.9567268 45.918382, 11.9566789 45.9183911, 11.956535 45.918431, 11.9562611 45.9185298, 11.9560323 45.9186677, 11.9556538 45.9187598)",,,
126113585,Via Zancaner,residential,False,True,344.77500000000003,,"LINESTRING (11.9568183 45.9183646, 11.9569841 45.9183456, 11.9570933 45.9183137, 11.9571825 45.9182733, 11.9574526 45.9181054, 11.9578758 45.9179265, 11.9579731 45.9178282, 11.9579848 45.9177306, 11.9579292 45.9175874, 11.9579315 45.9174791, 11.9580414 45.917289, 11.9580665 45.9171797, 11.9580516 45.91708, 11.9579995 45.9168589, 11.9580792 45.9165743, 11.9581453 45.9164093, 11.9580968 45.9160532, 11.9581099 45.9157553)",,,
127581583,Via Val della Nona,unclassified,False,True,317.20900000000006,,"LINESTRING (11.9568183 45.9183646, 11.9568685 45.9182489, 11.9568882 45.9181529, 11.9568588 45.9180324, 11.9568252 45.9178843, 11.9568646 45.9177417, 11.9569631 45.9176403, 11.9570726 45.9175006, 11.9571759 45.9170919, 11.957172 45.9168808, 11.9574213 45.916459, 11.9576008 45.9162212, 11.9579759 45.9158746, 11.9581099 45.9157553)",,,
126113585,Via Zancaner,residential,False,False,76.59400000000001,,"LINESTRING (11.9556538 45.9187598, 11.9554891 45.9188882, 11.9552528 45.9190275, 11.9550652 45.9192286, 11.9550273 45.9192842)",,,
126113585,Via Zancaner,residential,False,True,101.466,,"LINESTRING (11.9556538 45.9187598, 11.9560323 45.9186677, 11.9562611 45.9185298, 11.956535 45.918431, 11.9566789 45.9183911, 11.9567268 45.918382, 11.9568183 45.9183646)",,,
127581581,,residential,False,False,157.879,,"LINESTRING (11.9556538 45.9187598, 11.9550036 45.9177756, 11.9546525 45.9180073)",,,
127581580,Viale Italia,residential,False,False,34.985,,"LINESTRING (11.9524865 45.9190457, 11.9526406 45.9193415)",,,
"[294033925, 25463383]",Viale Italia,residential,False,True,160.186,,"LINESTRING (11.9524865 45.9190457, 11.9524233 45.919032, 11.9523487 45.9189948, 11.9521939 45.9188777, 11.9520688 45.9187022, 11.9520759 45.9186177, 11.9521175 45.9185334, 11.9523081 45.9184251, 11.9524842 45.9183251, 11.953044 45.9180574)",,,
229865269,Via Riva Grassa,residential,False,False,212.987,,"LINESTRING (11.9524865 45.9190457, 11.9525973 45.9190323, 11.9528565 45.9189772, 11.9531226 45.9189509, 11.9532699 45.9189609, 11.9533958 45.9189735, 11.9535296 45.9190081, 11.9540555 45.9192421, 11.9547344 45.9196264, 11.9547841 45.9196902, 11.9547973 45.9197446)",,,
26557710,Viale Europa,secondary,False,False,51.398,70,"LINESTRING (11.9498797 45.920095, 11.9499464 45.9196351)",SP28,,
127581580,Viale Italia,residential,False,True,372.694,,"LINESTRING (11.9498797 45.920095, 11.9499174 45.9201131, 11.9499322 45.920162, 11.9499451 45.9204514, 11.9498971 45.9207582, 11.9499511 45.9208146, 11.9500111 45.9208459, 11.9501041 45.9208438, 11.9501701 45.9208104, 11.9503591 45.9206101, 11.9505361 45.9204744, 11.9507281 45.9203784, 11.9511032 45.9202552, 11.9515082 45.920105, 11.9525373 45.9197188, 11.9526813 45.9195978, 11.9527023 45.91946, 11.9526406 45.9193415)",,,
130707202,Viale Italia,residential,False,True,133.17,,"LINESTRING (11.9538501 45.914544, 11.9521493 45.9143593)",,,
294033924,Viale Italia,unclassified,False,True,26.708,30,"LINESTRING (11.9538501 45.914544, 11.9538671 45.9143041)",,,
294033924,Viale Italia,unclassified,False,False,52.611,30,"LINESTRING (11.9538501 45.914544, 11.9538326 45.9148301, 11.9538155 45.9150165)",,,
294033924,Viale Italia,unclassified,False,False,27.784,30,"LINESTRING (11.9538155 45.9150165, 11.953799 45.9152661)",,,
130707210,Via Montegrappa,residential,False,True,141.616,,"LINESTRING (11.9538155 45.9150165, 11.9532214 45.9149705, 11.9527048 45.9149261, 11.9520067 45.9148277)",,,
294033924,Viale Italia,unclassified,False,True,52.611,30,"LINESTRING (11.9538155 45.9150165, 11.9538326 45.9148301, 11.9538501 45.914544)",,,
1250584121,Via Riva Secca,residential,False,True,68.748,,"LINESTRING (11.9571859 45.9203382, 11.9568875 45.920258, 11.9565627 45.9201825, 11.9563574 45.9201161)",,,
130707208,Via Cavarne,residential,False,False,205.964,,"LINESTRING (11.9587499 45.9193401, 11.9573357 45.9197752, 11.9565806 45.9199613, 11.9565137 45.9200078, 11.9563574 45.9201161)",,,
126113587,Via San Rocco,residential,False,True,122.06,,"LINESTRING (11.9572733 45.9128826, 11.9572663 45.9131707, 11.9572878 45.9138426, 11.9573363 45.9139759)",,,
130707210,Via Montegrappa,residential,False,False,141.61599999999999,,"LINESTRING (11.9520067 45.9148277, 11.9527048 45.9149261, 11.9532214 45.9149705, 11.9538155 45.9150165)",,,
130707202,Viale Italia,residential,False,False,133.17,,"LINESTRING (11.9521493 45.9143593, 11.9538501 45.914544)",,,
130707208,Via Cavarne,residential,False,True,205.964,,"LINESTRING (11.9563574 45.9201161, 11.9565137 45.9200078, 11.9565806 45.9199613, 11.9573357 45.9197752, 11.9587499 45.9193401)",,,
1250584121,Via Riva Secca,residential,False,False,68.748,,"LINESTRING (11.9563574 45.9201161, 11.9565627 45.9201825, 11.9568875 45.920258, 11.9571859 45.9203382)",,,
1250584121,Via Riva Secca,residential,False,True,146.477,,"LINESTRING (11.9563574 45.9201161, 11.9559872 45.9200696, 11.9557474 45.9199846, 11.955569 45.9198624, 11.9553566 45.9196466, 11.9551739 45.9194634, 11.9550321 45.9193181, 11.9550273 45.9192842)",,,
126113585,Via Zancaner,residential,False,True,13.631,,"LINESTRING (11.9581099 45.9157553, 11.9581238 45.9156331)",,,
126113585,Via Zancaner,residential,False,False,344.7749999999999,,"LINESTRING (11.9581099 45.9157553, 11.9580968 45.9160532, 11.9581453 45.9164093, 11.9580792 45.9165743, 11.9579995 45.9168589, 11.9580516 45.91708, 11.9580665 45.9171797, 11.9580414 45.917289, 11.9579315 45.9174791, 11.9579292 45.9175874, 11.9579848 45.9177306, 11.9579731 45.9178282, 11.9578758 45.9179265, 11.9574526 45.9181054, 11.9571825 45.9182733, 11.9570933 45.9183137, 11.9569841 45.9183456, 11.9568183 45.9183646)",,,
127581583,Via Val della Nona,unclassified,False,False,317.2090000000001,,"LINESTRING (11.9581099 45.9157553, 11.9579759 45.9158746, 11.9576008 45.9162212, 11.9574213 45.916459, 11.957172 45.9168808, 11.9571759 45.9170919, 11.9570726 45.9175006, 11.9569631 45.9176403, 11.9568646 45.9177417, 11.9568252 45.9178843, 11.9568588 45.9180324, 11.9568882 45.9181529, 11.9568685 45.9182489, 11.9568183 45.9183646)",,,
229865269,Via Riva Grassa,residential,False,False,81.749,,"LINESTRING (11.9547825 45.9206645, 11.9552208 45.9208742, 11.9554264 45.9209829, 11.9555449 45.921057, 11.9555638 45.9210946, 11.9555627 45.9211294)",,,
229865269,Via Riva Grassa,residential,False,True,508.66699999999986,,"LINESTRING (11.9547825 45.9206645, 11.9534938 45.9199583, 11.9533768 45.9199399, 11.9532539 45.9199417, 11.953011 45.9199807, 11.9523029 45.9203091, 11.9522189 45.9203506, 11.9521568 45.9203525, 11.9521135 45.920329, 11.9520838 45.9202923, 11.9521027 45.920251, 11.9522278 45.9201673, 11.9532685 45.9196224, 11.9535593 45.9195799, 11.9536411 45.9196043, 11.9542892 45.9198896, 11.9544535 45.9199082, 11.9546311 45.9198762, 11.9547229 45.9198484, 11.9547745 45.9198019, 11.9547973 45.9197446)",,,
294033916,Via Piave,tertiary,False,True,269.92400000000004,50,"LINESTRING (11.9539553 45.9133571, 11.953861 45.9133513, 11.9537757 45.9133328, 11.9536993 45.9133131, 11.953125 45.913111, 11.9528218 45.9129726, 11.9524813 45.9128692, 11.9519877 45.9127975, 11.9510115 45.9126019, 11.9508927 45.9125834, 11.9506951 45.9125483)",,,
294033924,Viale Italia,unclassified,False,False,105.52699999999999,30,"LINESTRING (11.9539553 45.9133571, 11.9538807 45.9141059, 11.9538671 45.9143041)",,,
375698546,Viale Italia,tertiary,False,True,53.086,50,"LINESTRING (11.9539553 45.9133571, 11.9539587 45.9133207, 11.9540115 45.9128813)",,,
166676444,Via Monte Cesen,residential,False,False,179.088,,"LINESTRING (11.9516626 45.9138126, 11.9538671 45.9143041)",,,
166676444,Via Monte Cesen,residential,False,True,179.088,,"LINESTRING (11.9538671 45.9143041, 11.9516626 45.9138126)",,,
294033924,Viale Italia,unclassified,False,False,26.708,30,"LINESTRING (11.9538671 45.9143041, 11.9538501 45.914544)",,,
294033924,Viale Italia,unclassified,False,True,105.52699999999999,30,"LINESTRING (11.9538671 45.9143041, 11.9538807 45.9141059, 11.9539553 45.9133571)",,,
166676438,Via Chipilo,residential,False,False,136.998,,"LINESTRING (11.9499483 45.9147148, 11.9499281 45.9154228, 11.9499157 45.9155089, 11.9498725 45.9155752, 11.9496817 45.9157643, 11.9496445 45.9158262, 11.9496378 45.9158925)",,,
166676446,Viale Italia,residential,False,False,127.291,,"LINESTRING (11.9521632 45.9151425, 11.953799 45.9152661)",,,
166676437,Via Carso,residential,False,False,134.209,,"LINESTRING (11.9520724 45.9153321, 11.9537867 45.9155173)",,,
166676437,Via Carso,residential,False,True,134.209,,"LINESTRING (11.9537867 45.9155173, 11.9520724 45.9153321)",,,
294033924,Viale Italia,unclassified,False,True,27.948,30,"LINESTRING (11.9537867 45.9155173, 11.953799 45.9152661)",,,
294033924,Viale Italia,unclassified,False,False,35.842,30,"LINESTRING (11.9537867 45.9155173, 11.9537748 45.9157595, 11.9537946 45.9158383)",,,
166676435,Borgo Crosera,residential,False,False,35.957,,"LINESTRING (11.9541426 45.9156723, 11.9541318 45.9157003, 11.954112 45.9157324, 11.9540279 45.9158012, 11.9538972 45.9158068, 11.9537946 45.9158383)",,,
166676435,Borgo Crosera,residential,False,True,35.956999999999994,,"LINESTRING (11.9537946 45.9158383, 11.9538972 45.9158068, 11.9540279 45.9158012, 11.954112 45.9157324, 11.9541318 45.9157003, 11.9541426 45.9156723)",,,
294033924,Viale Italia,unclassified,False,False,47.738,30,"LINESTRING (11.9537946 45.9158383, 11.9538586 45.9160614, 11.9538877 45.9162622)",,,
294033924,Viale Italia,unclassified,False,True,35.842,30,"LINESTRING (11.9537946 45.9158383, 11.9537748 45.9157595, 11.9537867 45.9155173)",,,
166676441,Via Donatori del Sangue,residential,False,False,99.999,,"LINESTRING (11.9556523 45.9166638, 11.9556159 45.9162635, 11.9555978 45.9159474, 11.9555586 45.9157676)",,,
294033917,Via Piave,tertiary,True,False,16.894,,"LINESTRING (11.9503139 45.9123887, 11.9504999 45.9124683)",,,
294033923,Viale Europa,secondary,False,True,9.277,70,"LINESTRING (11.9503139 45.9123887, 11.950297 45.9124713)",SP28,,
294033920,Via Piave,tertiary,True,False,17.533,,"LINESTRING (11.9504999 45.9124683, 11.9505772 45.9125024, 11.9506951 45.9125483)",,,
294033923,Viale Europa,secondary,False,False,8.042,70,"LINESTRING (11.9502796 45.9125426, 11.950297 45.9124713)",SP28,,
1238824600,Viale Europa,secondary,False,True,11.307,70,"LINESTRING (11.9502796 45.9125426, 11.9502573 45.9126431)",SP28,,
294033918,Via Piave,tertiary,True,False,16.281,,"LINESTRING (11.9506951 45.9125483, 11.9504886 45.9125765)",,,
294033916,Via Piave,tertiary,False,False,269.924,50,"LINESTRING (11.9506951 45.9125483, 11.9508927 45.9125834, 11.9510115 45.9126019, 11.9519877 45.9127975, 11.9524813 45.9128692, 11.9528218 45.9129726, 11.953125 45.913111, 11.9536993 45.9133131, 11.9537757 45.9133328, 11.953861 45.9133513, 11.9539553 45.9133571)",,,
294033919,Via Piave,tertiary,True,False,19.375999999999998,,"LINESTRING (11.9504886 45.9125765, 11.9503849 45.9126034, 11.9502573 45.9126431)",,,
294033921,Via Piave,tertiary,True,False,16.634999999999998,,"LINESTRING (11.9504886 45.9125765, 11.9503443 45.9125575, 11.9502796 45.9125426)",,,
1238824600,Viale Europa,secondary,False,False,11.307,70,"LINESTRING (11.9502573 45.9126431, 11.9502796 45.9125426)",SP28,,
"[1238824600, 1238824599]",Viale Europa,secondary,False,True,359.351,70,"LINESTRING (11.9502573 45.9126431, 11.9501967 45.9129149, 11.9501106 45.9134501, 11.9501492 45.9147054, 11.9501298 45.9154437, 11.9501361 45.9158678)",SP28,,3
166676438,Via Chipilo,residential,False,False,19.715,,"LINESTRING (11.9496227 45.9160238, 11.9496 45.9162004)",,,
166676438,Via Chipilo,residential,False,True,14.647,,"LINESTRING (11.9496227 45.9160238, 11.9496378 45.9158925)",,,
925747745,,residential,True,False,11.915,,"LINESTRING (11.9496227 45.9160238, 11.9497742 45.9160045)",,,
314986754,,residential,True,False,15.137,,"LINESTRING (11.9501388 45.9160505, 11.9499512 45.9160892)",,,
1238824599,Viale Europa,secondary,False,False,20.316,70,"LINESTRING (11.9501388 45.9160505, 11.9501361 45.9158678)",SP28,,3
1238824599,Viale Europa,secondary,False,True,18.229,70,"LINESTRING (11.9501388 45.9160505, 11.950144 45.9162144)",SP28,,3
127581580,Viale Italia,residential,False,True,34.985,,"LINESTRING (11.9526406 45.9193415, 11.9524865 45.9190457)",,,
127581580,Viale Italia,residential,False,False,372.694,,"LINESTRING (11.9526406 45.9193415, 11.9527023 45.91946, 11.9526813 45.9195978, 11.9525373 45.9197188, 11.9515082 45.920105, 11.9511032 45.9202552, 11.9507281 45.9203784, 11.9505361 45.9204744, 11.9503591 45.9206101, 11.9501701 45.9208104, 11.9501041 45.9208438, 11.9500111 45.9208459, 11.9499511 45.9208146, 11.9498971 45.9207582, 11.9499451 45.9204514, 11.9499322 45.920162, 11.9499174 45.9201131, 11.9498797 45.920095)",,,
344520456,,residential,False,True,227.522,,"LINESTRING (11.9526406 45.9193415, 11.9525506 45.9193778, 11.9523697 45.9194373, 11.9520422 45.9195087, 11.9517684 45.9195189, 11.951502 45.919541, 11.9514213 45.9195546, 11.9513602 45.9195546, 11.9512746 45.9194985, 11.9511793 45.919422, 11.9509447 45.9193489, 11.9508053 45.919371, 11.9504314 45.9194492, 11.9499464 45.9196351)",,,
26557710,Viale Europa,secondary,False,True,51.398,70,"LINESTRING (11.9499464 45.9196351, 11.9498797 45.920095)",SP28,,
"[26557710, 1238824599]",Viale Europa,secondary,False,False,381.296,70,"LINESTRING (11.9499464 45.9196351, 11.9500306 45.919054, 11.9502029 45.9175531, 11.9501573 45.916634, 11.950144 45.9162144)",SP28,,3
344520456,,residential,False,False,227.52200000000002,,"LINESTRING (11.9499464 45.9196351, 11.9504314 45.9194492, 11.9508053 45.919371, 11.9509447 45.9193489, 11.9511793 45.919422, 11.9512746 45.9194985, 11.9513602 45.9195546, 11.9514213 45.9195546, 11.951502 45.919541, 11.9517684 45.9195189, 11.9520422 45.9195087, 11.9523697 45.9194373, 11.9525506 45.9193778, 11.9526406 45.9193415)",,,
925747763,Piazza Roma,residential,True,False,81.92700000000002,,"LINESTRING (11.953865 45.9169572, 11.9540142 45.9169879, 11.9540657 45.9170056, 11.9541134 45.9170299, 11.954167 45.9170756, 11.9541952 45.9171176, 11.9541958 45.9171475, 11.9541965 45.9171801, 11.9541858 45.9172184, 11.9541523 45.9172641, 11.954108 45.9172977, 11.9540182 45.9173257, 11.953927 45.9173387, 11.9538628 45.9173398, 11.9538343 45.9173392, 11.9538189 45.9173383, 11.9537685 45.9173354)",,,
1250584123,Viale Italia,unclassified,False,False,42.745000000000005,30,"LINESTRING (11.953865 45.9169572, 11.953851 45.9170382, 11.9538288 45.9171411, 11.9537685 45.9173354)",,,
1250584123,Viale Italia,unclassified,False,True,77.313,30,"LINESTRING (11.953865 45.9169572, 11.9538623 45.9168133, 11.9538877 45.9162622)",,,
925747764,Largo Treviso,residential,False,True,31.297,,"LINESTRING (11.9539954 45.9174451, 11.9539853 45.9174456, 11.9539652 45.9174484, 11.9539203 45.9174605, 11.9538673 45.9174796, 11.9537949 45.9175095, 11.9537446 45.9175384, 11.9536298 45.9175529)",,,
925747764,Largo Treviso,residential,False,False,31.297,,"LINESTRING (11.9536298 45.9175529, 11.9537446 45.9175384, 11.9537949 45.9175095, 11.9538673 45.9174796, 11.9539203 45.9174605, 11.9539652 45.9174484, 11.9539853 45.9174456, 11.9539954 45.9174451)",,,
1250584123,Viale Italia,unclassified,False,False,36.99,30,"LINESTRING (11.9536298 45.9175529, 11.9535728 45.9176149, 11.9533169 45.9178031)",,,
1250584123,Viale Italia,unclassified,False,True,26.947999999999997,30,"LINESTRING (11.9536298 45.9175529, 11.9537082 45.9174795, 11.9537265 45.9174535, 11.9537375 45.9174355, 11.9537685 45.9173354)",,,
1250584123,Viale Italia,unclassified,False,False,26.948,30,"LINESTRING (11.9537685 45.9173354, 11.9537375 45.9174355, 11.9537265 45.9174535, 11.9537082 45.9174795, 11.9536298 45.9175529)",,,
1250584123,Viale Italia,unclassified,False,True,42.745000000000005,30,"LINESTRING (11.9537685 45.9173354, 11.9538288 45.9171411, 11.953851 45.9170382, 11.953865 45.9169572)",,,
166676438,Via Chipilo,residential,False,False,14.647,,"LINESTRING (11.9496378 45.9158925, 11.9496227 45.9160238)",,,
166676438,Via Chipilo,residential,False,True,136.998,,"LINESTRING (11.9496378 45.9158925, 11.9496445 45.9158262, 11.9496817 45.9157643, 11.9498725 45.9155752, 11.9499157 45.9155089, 11.9499281 45.9154228, 11.9499483 45.9147148)",,,
1238824595,,residential,True,False,16.325,,"LINESTRING (11.9496378 45.9158925, 11.949726 45.9159667, 11.9497742 45.9160045)",,,
166676438,Via Chipilo,residential,False,True,19.715,,"LINESTRING (11.9496 45.9162004, 11.9496227 45.9160238)",,,
"[166676440, 166676438, 166676439]","['Via Codalunga', 'Via Chipilo']",residential,False,False,396.2629999999999,,"LINESTRING (11.9496 45.9162004, 11.9495639 45.916458, 11.9495 45.9168508, 11.9495484 45.9169393, 11.9496332 45.9170193, 11.9499664 45.9171205, 11.9504328 45.9172258, 11.9510469 45.9173677, 11.9513098 45.9173942, 11.9515581 45.9174094, 11.9517533 45.9174183, 11.9521228 45.9174286, 11.9522305 45.9174386, 11.9523348 45.9174576, 11.9524923 45.9175124, 11.9527649 45.9176388, 11.9531223 45.9177315, 11.953243 45.9177726, 11.9533169 45.9178031)",,yes,
1238824599,Viale Europa,secondary,False,True,20.316,70,"LINESTRING (11.9501361 45.9158678, 11.9501388 45.9160505)",SP28,,3
"[1238824600, 1238824599]",Viale Europa,secondary,False,False,359.351,70,"LINESTRING (11.9501361 45.9158678, 11.9501298 45.9154437, 11.9501492 45.9147054, 11.9501106 45.9134501, 11.9501967 45.9129149, 11.9502573 45.9126431)",SP28,,3
1238824599,Viale Europa,secondary,False,False,18.229,70,"LINESTRING (11.950144 45.9162144, 11.9501388 45.9160505)",SP28,,3
1238824598,,residential,True,False,20.408,,"LINESTRING (11.950144 45.9162144, 11.9499928 45.9161137, 11.9499512 45.9160892)",,,
"[26557710, 1238824599]",Viale Europa,secondary,False,True,381.296,70,"LINESTRING (11.950144 45.9162144, 11.9501573 45.916634, 11.9502029 45.9175531, 11.9500306 45.919054, 11.9499464 45.9196351)",SP28,,3
314986754,,residential,True,False,13.302,,"LINESTRING (11.9497729 45.916082, 11.949675 45.9160451, 11.9496227 45.9160238)",,,
1238824596,,residential,True,False,18.993000000000002,,"LINESTRING (11.9497729 45.916082, 11.9496857 45.9161235, 11.9496 45.9162004)",,,
925747745,,residential,True,False,15.493000000000002,,"LINESTRING (11.9499493 45.9160064, 11.9500351 45.9160215, 11.9501388 45.9160505)",,,
