osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,bridge,ref,tunnel,access
866748237,,unclassified,,True,False,20.509999999999998,"LINESTRING (9.9151011 44.9240552, 9.915031 44.9241078, 9.9149974 44.9241446, 9.9149598 44.9242075)",,,,,
103973327,,tertiary,,False,False,245.025,"LINESTRING (9.913072 44.9312693, 9.9135218 44.9316081, 9.913919 44.9317307, 9.9143862 44.9316256, 9.9157005 44.9310679)",,,Strada Provinciale 46,,
"[107916119, 103973703, 103973327]",Viale Filippo Corridoni,tertiary,,False,True,121.952,"LINESTRING (9.913072 44.9312693, 9.9129607 44.9311783, 9.912789 44.9310396, 9.9120414 44.9304505)",,,Strada Provinciale 46,yes,
103973582,Viale fratelli Cairoli,tertiary,,False,True,66.006,"LINESTRING (9.9152238 44.9277667, 9.9148695 44.9272287)",,,,,
103973260,Viale Roma,tertiary,,False,False,213.30200000000002,"LINESTRING (9.9152238 44.9277667, 9.9149838 44.9278778, 9.9145561 44.9280758, 9.9144822 44.92811, 9.9130404 44.9289003)",,,,,
103973447,Via Enrico Toti,residential,,False,False,84.367,"LINESTRING (9.9112413 44.9309061, 9.9119079 44.9315002)",,,,,
103973647,Via Damiano Chiesa,residential,,False,False,42.884,"LINESTRING (9.9112413 44.9309061, 9.9116658 44.9306644)",,,,,
103973647,Via Damiano Chiesa,residential,,False,True,96.661,"LINESTRING (9.9112413 44.9309061, 9.9102775 44.9314447)",,,,,
"[485673889, 103973404]",,residential,,False,False,60.463,"LINESTRING (9.9081381 44.930566, 9.9081744 44.9306026, 9.9085406 44.931029)",,,,,
184271967,Corso Giuseppe Garibaldi,unclassified,,True,False,24.147000000000002,"LINESTRING (9.9081381 44.930566, 9.9080948 44.9305832, 9.908048 44.9306018, 9.9078675 44.9306682)",,,,,
103973720,Via Melchiorre Gioia,residential,,True,False,40.915,"LINESTRING (9.9081398 44.92987, 9.9078031 44.9295897)",,,,,
335980214,Via Romagnosi,residential,,False,True,35.773,"LINESTRING (9.9102127 44.9284212, 9.9105675 44.9282202)",,,,,
335980219,Via della Liberazione,unclassified,,False,False,29.774,"LINESTRING (9.9102127 44.9284212, 9.910364 44.9286666)",,,,,
335980219,Via della Liberazione,unclassified,,False,True,11.13,"LINESTRING (9.9102127 44.9284212, 9.9101356 44.9283373)",,,,,
103973445,Via Gaetano Donizzetti,residential,,False,False,67.836,"LINESTRING (9.9081812 44.9250911, 9.9088446 44.9247018)",,,,,
103973445,Via Gaetano Donizzetti,residential,,False,True,62.451,"LINESTRING (9.9081812 44.9250911, 9.9075533 44.9254343)",,,,,
103973650,Via Giacomo Puccini,residential,,False,False,56.371,"LINESTRING (9.9081812 44.9250911, 9.9077446 44.9246893)",,,,,
103973650,Via Giacomo Puccini,residential,,False,True,31.713,"LINESTRING (9.9081812 44.9250911, 9.9084211 44.9253202)",,,,,
103973592,Via Risorgimento,residential,,True,False,32.434,"LINESTRING (9.9125563 44.9264151, 9.9123668 44.9261561)",,,,,
489130037,Vicolo alle Corti,residential,,False,True,18.384,"LINESTRING (9.9125563 44.9264151, 9.9123646 44.9265095)",,,,,
103973261,Via Fabio Filzi,residential,,False,False,94.231,"LINESTRING (9.9109909 44.9321252, 9.9102775 44.9314447)",,,,,
335980211,Via Giosuè Carducci,residential,,False,False,56.977,"LINESTRING (9.9080396 44.9281104, 9.907622 44.9276919)",,,,,
103973895,Via Genesio Bressani,residential,,False,True,107.24700000000001,"LINESTRING (9.9080396 44.9281104, 9.9076044 44.9283351, 9.906939 44.9286788)",,,,,
439694613,Via Genesio Bressani,residential,,True,False,67.837,"LINESTRING (9.9080396 44.9281104, 9.9084583 44.9278766, 9.9087248 44.9277407)",,,,,
103973440,Via Silvio Pellico,residential,,False,True,54.145,"LINESTRING (9.906796 44.9257211, 9.9070873 44.9261622)",,,,,
881236431,Via Silvio Pellico,residential,,False,False,65.823,"LINESTRING (9.906796 44.9257211, 9.9064541 44.9251809)",,,,,
881236432,Via San Rocco,residential,,False,True,84.646,"LINESTRING (9.906796 44.9257211, 9.9057718 44.9259527)",,,,,
103973445,Via Gaetano Donizzetti,residential,,False,False,68.60900000000001,"LINESTRING (9.906796 44.9257211, 9.9072467 44.9256095, 9.9075533 44.9254343)",,,,,
103973823,Via San Bernardo da Chiaravalle,unclassified,,False,True,74.186,"LINESTRING (9.9144119 44.9236986, 9.9135854 44.924019)",,,,,
57390814,Via Cappuccini,residential,,False,True,34.752,"LINESTRING (9.9144119 44.9236986, 9.9144946 44.9238074, 9.9146039 44.9239798)",,,,,
485673893,Via Cavour,residential,,False,False,70.749,"LINESTRING (9.9122092 44.9259407, 9.9114213 44.9262467)",,,,,
485673892,Via Trieste,residential,,False,True,75.178,"LINESTRING (9.9122092 44.9259407, 9.9127036 44.9257496, 9.9130693 44.9256504)",,,,,
1121049812,Via Risorgimento,residential,,False,False,57.361,"LINESTRING (9.9122092 44.9259407, 9.9121125 44.9258041, 9.9119875 44.9256275, 9.9118828 44.9254795)",,,,,
103973440,Via Silvio Pellico,residential,,False,False,89.04,"LINESTRING (9.9078758 44.9275644, 9.9074803 44.9268142)",,,,,
609549048,Viale Giacomo Matteotti,secondary,,False,True,24.499,"LINESTRING (9.9078758 44.9275644, 9.907622 44.9276919)",2,,,,
609549048,Viale Giacomo Matteotti,secondary,,False,False,58.823,"LINESTRING (9.9078758 44.9275644, 9.908039 44.9274742, 9.9084647 44.9272388)",2,,,,
620139163,Viale Luigi Illica,tertiary,,False,False,61.941,"LINESTRING (9.9104877 44.9242209, 9.9107635 44.9247426)",,,SP4,,
620139163,Viale Luigi Illica,tertiary,,False,True,22.444,"LINESTRING (9.9104877 44.9242209, 9.9104115 44.9240264)",,,SP4,,
103973838,Via Donizetti Nord,residential,,False,True,136.588,"LINESTRING (9.9104877 44.9242209, 9.9097948 44.9244924, 9.9090902 44.9249361)",,,,,
103973823,Via San Bernardo da Chiaravalle,unclassified,,False,False,61.762,"LINESTRING (9.9117123 44.9247281, 9.9124041 44.9244662)",,,,,
103973823,Via San Bernardo da Chiaravalle,unclassified,,False,True,74.652,"LINESTRING (9.9117123 44.9247281, 9.9108705 44.9250371)",,,,,
103973621,Via Fiorenzo Romani,residential,,False,False,117.715,"LINESTRING (9.9117123 44.9247281, 9.9113205 44.9238527, 9.911302 44.9238151, 9.9112552 44.9237202)",,,,,
103973831,Largo Alberoni Giulio,residential,,False,False,43.623000000000005,"LINESTRING (9.9102507 44.9274572, 9.9104189 44.9276387, 9.9105547 44.9277852)",,,,,
335980223,Via San Fiorenzo,residential,,False,False,50.157000000000004,"LINESTRING (9.9102507 44.9274572, 9.9103728 44.9273732, 9.9106155 44.9272063, 9.9107225 44.9271559)",,,,,
335980223,Via San Fiorenzo,residential,,False,True,54.301,"LINESTRING (9.9102507 44.9274572, 9.9101697 44.9275186, 9.909912 44.9276863, 9.9097226 44.927767)",,,,,
184271969,Via della Liberazione,unclassified,,False,False,56.142,"LINESTRING (9.910653 44.9290896, 9.9110143 44.9295249)",,,,,
184271972,Corso Giuseppe Garibaldi,unclassified,,True,False,127.485,"LINESTRING (9.910653 44.9290896, 9.9094064 44.9298214)",,,,,
335980219,Via della Liberazione,unclassified,,False,True,52.312,"LINESTRING (9.910653 44.9290896, 9.9104944 44.928884, 9.910364 44.9286666)",,,,,
103973563,Via Quinto Catalani,residential,,False,False,45.311,"LINESTRING (9.9068311 44.9292062, 9.9073023 44.9289722)",,,,,
609549048,Viale Giacomo Matteotti,secondary,,False,False,56.748,"LINESTRING (9.9068311 44.9292062, 9.9064422 44.9287765)",2,,,,
609549048,Viale Giacomo Matteotti,secondary,,False,True,142.82500000000002,"LINESTRING (9.9068311 44.9292062, 9.9076427 44.930058, 9.9078298 44.9302782)",2,,,,
103973856,Via Carlo Linneo,residential,,False,False,33.236,"LINESTRING (9.9064724 44.9239951, 9.9067933 44.9238009)",,,,,
296311051,Via Fiume,residential,,False,True,57.787000000000006,"LINESTRING (9.9064724 44.9239951, 9.906241 44.9241542, 9.9059462 44.9243574)",,,,,
103973823,Via San Bernardo da Chiaravalle,unclassified,,False,False,74.652,"LINESTRING (9.9108705 44.9250371, 9.9117123 44.9247281)",,,,,
620139163,Viale Luigi Illica,tertiary,,False,True,33.813,"LINESTRING (9.9108705 44.9250371, 9.9107635 44.9247426)",,,SP4,,
103973832,Via San Giovanni Bosco,residential,,False,True,106.501,"LINESTRING (9.9108705 44.9250371, 9.9103286 44.9253079, 9.9097743 44.9255982)",,,,,
620139163,Viale Luigi Illica,tertiary,,False,False,52.678,"LINESTRING (9.9108705 44.9250371, 9.9110342 44.9253233, 9.9111021 44.9254811)",,,SP4,,
103973413,Via Giovanni da Fiorenzuola,residential,,True,False,132.326,"LINESTRING (9.9085883 44.92875, 9.9099327 44.9280357)",,,,,
103973523,Via Giosuè Carducci,residential,,True,False,39.423,"LINESTRING (9.9085883 44.92875, 9.908791 44.9290742)",,,,,
335980219,Via della Liberazione,unclassified,,False,True,29.774,"LINESTRING (9.910364 44.9286666, 9.9102127 44.9284212)",,,,,
103973518,Via Giuseppe Mazzini,residential,,True,False,133.448,"LINESTRING (9.910364 44.9286666, 9.9101938 44.9287377, 9.9090093 44.9293864)",,,,,
335980219,Via della Liberazione,unclassified,,False,False,52.312,"LINESTRING (9.910364 44.9286666, 9.9104944 44.928884, 9.910653 44.9290896)",,,,,
103973261,Via Fabio Filzi,residential,,False,False,88.897,"LINESTRING (9.9102775 44.9314447, 9.9095998 44.9308052)",,,,,
103973261,Via Fabio Filzi,residential,,False,True,94.231,"LINESTRING (9.9102775 44.9314447, 9.9109909 44.9321252)",,,,,
103973647,Via Damiano Chiesa,residential,,False,False,96.661,"LINESTRING (9.9102775 44.9314447, 9.9112413 44.9309061)",,,,,
103973647,Via Damiano Chiesa,residential,,False,True,99.243,"LINESTRING (9.9102775 44.9314447, 9.9092732 44.9319842)",,,,,
103973650,Via Giacomo Puccini,residential,,False,False,59.292,"LINESTRING (9.9072436 44.9242283, 9.9067933 44.9238009)",,,,,
103973650,Via Giacomo Puccini,residential,,False,True,64.68,"LINESTRING (9.9072436 44.9242283, 9.9077446 44.9246893)",,,,,
103973327,,tertiary,,False,True,245.025,"LINESTRING (9.9157005 44.9310679, 9.9143862 44.9316256, 9.913919 44.9317307, 9.9135218 44.9316081, 9.913072 44.9312693)",,,Strada Provinciale 46,,
103973720,Via Melchiorre Gioia,residential,,True,False,37.979,"LINESTRING (9.9078031 44.9295897, 9.9075442 44.9293015)",,,,,
103973518,Via Giuseppe Mazzini,residential,,True,False,87.046,"LINESTRING (9.9090093 44.9293864, 9.9081398 44.92987)",,,,,
103973523,Via Giosuè Carducci,residential,,True,False,57.593,"LINESTRING (9.9090093 44.9293864, 9.9094064 44.9298214)",,,,,
335980229,,residential,,False,False,80.834,"LINESTRING (9.9130693 44.9256504, 9.9121159 44.9253806)",,,,,
485673892,Via Trieste,residential,,False,True,52.686,"LINESTRING (9.9130693 44.9256504, 9.9136642 44.9254334)",,,,,
881226512,via Calestani Fulvio,residential,,False,False,73.109,"LINESTRING (9.9130693 44.9256504, 9.9134605 44.9262467)",,,,,
485673892,Via Trieste,residential,,False,False,75.178,"LINESTRING (9.9130693 44.9256504, 9.9127036 44.9257496, 9.9122092 44.9259407)",,,,,
1017994952,Via Castello Vecchio,residential,,True,False,47.285,"LINESTRING (9.9131553 44.9276518, 9.9135374 44.9279799)",,,,,
103973592,Via Risorgimento,residential,,True,False,30.897,"LINESTRING (9.9131553 44.9276518, 9.9130786 44.9274596, 9.9131317 44.9273911)",,,,,
335980224,Corso Giuseppe Garibaldi,unclassified,,True,False,52.441,"LINESTRING (9.9131553 44.9276518, 9.9126662 44.9279328, 9.9126381 44.927949)",,,,,
103973440,Via Silvio Pellico,residential,,False,False,78.825,"LINESTRING (9.9074803 44.9268142, 9.9070873 44.9261622)",,,,,
103973440,Via Silvio Pellico,residential,,False,True,89.04,"LINESTRING (9.9074803 44.9268142, 9.9078758 44.9275644)",,,,,
103973832,Via San Giovanni Bosco,residential,,False,False,35.635,"LINESTRING (9.9074803 44.9268142, 9.9078424 44.9266219)",,,,,
485673887,Via Pietro Maroncelli,residential,,False,True,87.576,"LINESTRING (9.9074803 44.9268142, 9.90647 44.9271438)",,,,,
489130037,Vicolo alle Corti,residential,,False,False,4.292,"LINESTRING (9.9118509 44.9267622, 9.9118958 44.9267403)",,,,,
335980223,Via San Fiorenzo,residential,,False,True,47.268,"LINESTRING (9.9118509 44.9267622, 9.9116019 44.9268621, 9.9113062 44.9269373)",,,,,
107916119,Viale Filippo Corridoni,tertiary,,False,False,87.012,"LINESTRING (9.9113344 44.929849, 9.9120414 44.9304505)",,,,,
184271969,Via della Liberazione,unclassified,,False,True,43.975,"LINESTRING (9.9113344 44.929849, 9.9110143 44.9295249)",,,,,
103973260,Viale Roma,tertiary,,False,True,170.781,"LINESTRING (9.9113344 44.929849, 9.9125042 44.9291942, 9.9130404 44.9289003)",,,,,
"[609550320, 107916118, 609550319]",Viale Roma,tertiary,,False,False,173.119,"LINESTRING (9.9113344 44.929849, 9.9106499 44.9302506, 9.9103245 44.9304225, 9.910206 44.9304856, 9.9095998 44.9308052)",,,,yes,
103973823,Via San Bernardo da Chiaravalle,unclassified,,False,False,74.186,"LINESTRING (9.9135854 44.924019, 9.9144119 44.9236986)",,,,,
103973823,Via San Bernardo da Chiaravalle,unclassified,,False,True,105.464,"LINESTRING (9.9135854 44.924019, 9.9124041 44.9244662)",,,,,
609547289,Via Michelangelo Buonarroti,residential,,False,True,79.358,"LINESTRING (9.9135854 44.924019, 9.9140829 44.9246397)",,,,,
424923760,Piazza dei Caduti,residential,,True,False,77.861,"LINESTRING (9.9140096 44.9275746, 9.9141053 44.9275355, 9.9148695 44.9272287)",,,,,
103973308,Via Antonio Gramsci,residential,,False,True,26.961,"LINESTRING (9.9113881 44.9279402, 9.9116721 44.9278047)",,,,,
103973413,Via Giovanni da Fiorenzuola,residential,,True,False,102.551,"LINESTRING (9.9075442 44.9293015, 9.9085883 44.92875)",,,,,
103973720,Via Melchiorre Gioia,residential,,True,False,41.273,"LINESTRING (9.9075442 44.9293015, 9.9073023 44.9289722)",,,,,
103980048,Via Genesio Bressani,residential,,False,False,43.686,"LINESTRING (9.9110293 44.9265843, 9.9115545 44.9264575)",,,,,
103973650,Via Giacomo Puccini,residential,,False,True,59.292,"LINESTRING (9.9067933 44.9238009, 9.9072436 44.9242283)",,,,,
103973856,Via Carlo Linneo,residential,,False,False,6.357,"LINESTRING (9.9067933 44.9238009, 9.9068615 44.9237703)",,,,,
103973856,Via Carlo Linneo,residential,,False,True,33.236,"LINESTRING (9.9067933 44.9238009, 9.9064724 44.9239951)",,,,,
439694541,Via Giosuè Carducci,residential,,True,False,43.78,"LINESTRING (9.9083304 44.928446, 9.9080396 44.9281104)",,,,,
103973523,Via Giosuè Carducci,residential,,True,False,39.615,"LINESTRING (9.9083304 44.928446, 9.9083943 44.9284954, 9.9085883 44.92875)",,,,,
335980227,Viale Battisti Cesare,residential,,False,False,76.119,"LINESTRING (9.9144944 44.9251562, 9.9149481 44.9257607)",,,,,
"[485673891, 103973468]","['Via Giuseppe Cortesi', 'Via Riccardo Botti']",residential,,False,True,265.933,"LINESTRING (9.9144944 44.9251562, 9.9150796 44.9249816, 9.9157805 44.924859, 9.9161063 44.9252805, 9.9149481 44.9257607)",,,,,
335980227,Viale Battisti Cesare,residential,,False,True,34.022,"LINESTRING (9.9144944 44.9251562, 9.9142821 44.9248897)",,,,,
485673892,Via Trieste,residential,,False,False,72.264,"LINESTRING (9.9144944 44.9251562, 9.9136642 44.9254334)",,,,,
103973582,Viale fratelli Cairoli,tertiary,,False,False,45.759,"LINESTRING (9.9146174 44.9268579, 9.9148695 44.9272287)",,,,,
1017994951,Corso Giuseppe Garibaldi,unclassified,,True,False,49.902,"LINESTRING (9.9146174 44.9268579, 9.9140743 44.9270893)",,,,,
609552657,Via Luigi Scapuzzi,tertiary,,False,True,85.869,"LINESTRING (9.9146174 44.9268579, 9.914732 44.9267407, 9.915426 44.9263469)",,,,,
103973592,Via Risorgimento,residential,,True,False,46.126,"LINESTRING (9.9131811 44.9273731, 9.9131865 44.927331, 9.9129537 44.9269969)",,,,,
1017994954,Piazza dei Caduti,residential,,True,False,77.38900000000001,"LINESTRING (9.9131811 44.9273731, 9.9138492 44.9271317, 9.9140743 44.9270893)",,,,,
184271969,Via della Liberazione,unclassified,,False,False,43.975,"LINESTRING (9.9110143 44.9295249, 9.9113344 44.929849)",,,,,
184271969,Via della Liberazione,unclassified,,False,True,56.142,"LINESTRING (9.9110143 44.9295249, 9.910653 44.9290896)",,,,,
"[485673890, 103973637]","['Via Giuseppe Mischi', 'Via Zaccaria Campioni']",residential,,False,False,262.65999999999997,"LINESTRING (9.9110143 44.9295249, 9.9117535 44.9290522, 9.9126036 44.9285509, 9.913065 44.9282751, 9.9131766 44.9282084, 9.9135374 44.9279799)",,,,,
103973650,Via Giacomo Puccini,residential,,False,False,64.68,"LINESTRING (9.9077446 44.9246893, 9.9072436 44.9242283)",,,,,
103973650,Via Giacomo Puccini,residential,,False,True,56.371,"LINESTRING (9.9077446 44.9246893, 9.9081812 44.9250911)",,,,,
103973863,Via Gioacchino Rossini,residential,,False,True,65.735,"LINESTRING (9.9077446 44.9246893, 9.9070758 44.9248365, 9.9069473 44.9248648)",,,,,
103973308,Via Antonio Gramsci,residential,,False,False,23.953,"LINESTRING (9.9119244 44.9276843, 9.9116721 44.9278047)",,,,,
103973308,Via Antonio Gramsci,residential,,False,True,53.671,"LINESTRING (9.9119244 44.9276843, 9.9125175 44.9274463)",,,,,
335980220,Via Severo Vanni,residential,,False,True,96.514,"LINESTRING (9.9119244 44.9276843, 9.911486 44.9272127, 9.9113062 44.9269373)",,,,,
103973304,Via Guglielmo Oberdan,residential,,False,True,151.96,"LINESTRING (9.905509 44.9275809, 9.9059836 44.9282307, 9.9064422 44.9287765)",,,,,
485673887,Via Pietro Maroncelli,residential,,False,False,89.939,"LINESTRING (9.905509 44.9275809, 9.9064508 44.9271501, 9.90647 44.9271438)",,,,,
103973261,Via Fabio Filzi,residential,,False,True,88.897,"LINESTRING (9.9095998 44.9308052, 9.9102775 44.9314447)",,,,,
609550319,Viale Roma,tertiary,,False,False,24.24,"LINESTRING (9.9095998 44.9308052, 9.9093342 44.9309155)",,,,,
"[609550320, 107916118, 609550319]",Viale Roma,tertiary,,False,True,173.119,"LINESTRING (9.9095998 44.9308052, 9.910206 44.9304856, 9.9103245 44.9304225, 9.9106499 44.9302506, 9.9113344 44.929849)",,,,yes,
103973792,Via Vincenzo Bellini,residential,,False,False,91.22,"LINESTRING (9.9097743 44.9255982, 9.9090902 44.9249361)",,,,,
103973832,Via San Giovanni Bosco,residential,,False,True,44.913,"LINESTRING (9.9097743 44.9255982, 9.9093259 44.9258479)",,,,,
103973832,Via San Giovanni Bosco,residential,,False,False,106.501,"LINESTRING (9.9097743 44.9255982, 9.9103286 44.9253079, 9.9108705 44.9250371)",,,,,
103973447,Via Enrico Toti,residential,,False,True,84.367,"LINESTRING (9.9119079 44.9315002, 9.9112413 44.9309061)",,,,,
184271971,Via Nazario Sauro,residential,,False,False,120.86,"LINESTRING (9.9085406 44.931029, 9.9092732 44.9319842)",,,,,
"[485673889, 103973404]",,residential,,False,True,60.463,"LINESTRING (9.9085406 44.931029, 9.9081744 44.9306026, 9.9081381 44.930566)",,,,,
609550319,Viale Roma,tertiary,,False,True,64.882,"LINESTRING (9.9085406 44.931029, 9.9087249 44.9310364, 9.9089913 44.9310173, 9.9093342 44.9309155)",,,,,
1017994950,Viale Roma,tertiary,,True,False,60.849999999999994,"LINESTRING (9.9085406 44.931029, 9.908374 44.9310017, 9.9079703 44.9308938, 9.907916 44.9308853, 9.9078585 44.9308804, 9.9078022 44.9308864)",1,,,,
335980217,Via Venti Settembre,residential,,False,True,10.724,"LINESTRING (9.9114213 44.9262467, 9.9114033 44.9261511)",,,,,
421984706,Via Venti Settembre,residential,,True,False,21.744,"LINESTRING (9.9114213 44.9262467, 9.9115341 44.9264252)",,,,,
485673893,Via Cavour,residential,,False,True,70.749,"LINESTRING (9.9114213 44.9262467, 9.9122092 44.9259407)",,,,,
296311051,Via Fiume,residential,,False,False,81.605,"LINESTRING (9.9051512 44.9248283, 9.9059462 44.9243574)",,,,,
881236433,Via San Rocco,residential,,False,False,64.218,"LINESTRING (9.9051512 44.9248283, 9.9047282 44.9243345)",,,,,
103973650,Via Giacomo Puccini,residential,,False,False,88.812,"LINESTRING (9.9090642 44.9259764, 9.9084211 44.9253202)",,,,,
103973650,Via Giacomo Puccini,residential,,False,True,85.617,"LINESTRING (9.9090642 44.9259764, 9.909705 44.9265985)",,,,,
103973832,Via San Giovanni Bosco,residential,,False,False,25.073,"LINESTRING (9.9090642 44.9259764, 9.9093259 44.9258479)",,,,,
103973832,Via San Giovanni Bosco,residential,,False,True,120.02600000000001,"LINESTRING (9.9090642 44.9259764, 9.9090063 44.9260038, 9.9078424 44.9266219)",,,,,
335980219,Via della Liberazione,unclassified,,False,False,37.146,"LINESTRING (9.9099327 44.9280357, 9.9101356 44.9283373)",,,,,
335980219,Via della Liberazione,unclassified,,False,True,34.151,"LINESTRING (9.9099327 44.9280357, 9.9097226 44.927767)",,,,,
335980211,Via Giosuè Carducci,residential,,False,True,56.977,"LINESTRING (9.907622 44.9276919, 9.9080396 44.9281104)",,,,,
609549048,Viale Giacomo Matteotti,secondary,,False,False,24.499,"LINESTRING (9.907622 44.9276919, 9.9078758 44.9275644)",2,,,,
609549048,Viale Giacomo Matteotti,secondary,,False,True,164.88,"LINESTRING (9.907622 44.9276919, 9.9072054 44.9279044, 9.9071059 44.927954, 9.9068537 44.9280978, 9.9065915 44.9282483, 9.906416 44.9284555, 9.9064087 44.9286496, 9.9064422 44.9287765)",2,,,,
