osmid,name,highway,oneway,reversed,length,geometry,maxspeed,access,ref
939386671,Via Casilina Sud,unclassified,False,False,58.496,"LINESTRING (13.2500916 41.6915084, 13.2500625 41.691556, 13.2500648 41.6916232, 13.2502035 41.6920163)",,,
939386671,Via Casilina Sud,unclassified,False,True,13.882,"LINESTRING (13.2500916 41.6915084, 13.2501865 41.6914375, 13.2502126 41.6914225)",,,
162995263,Via SS. Filippo e Giacomo,residential,False,False,293.962,"LINESTRING (13.2477597 41.6935907, 13.2479409 41.6935186, 13.2481167 41.6934911, 13.2490573 41.6934423, 13.2492209 41.693427, 13.2494929 41.6933382, 13.2496781 41.6932778, 13.2500589 41.6931553, 13.2502697 41.6930821, 13.2504199 41.693024, 13.2504977 41.6929599, 13.2506023 41.6928658, 13.2506747 41.6927917, 13.250943 41.6929352)",20,destination,
684736062,Via Casilina Nord,residential,False,False,601.7379999999998,"LINESTRING (13.2477597 41.6935907, 13.2479363 41.6935935, 13.2480689 41.6936148, 13.2482029 41.6936652, 13.2483343 41.6937382, 13.2484395 41.693857, 13.2484735 41.6939634, 13.2484671 41.6941629, 13.2484244 41.6944991, 13.2484362 41.6946146, 13.248467 41.6947273, 13.2486011 41.6949584, 13.2488097 41.6952392, 13.2489311 41.6953217, 13.2490312 41.6953477, 13.2491757 41.6953434, 13.2492937 41.6953166, 13.2494015 41.6952496, 13.2494425 41.6951289, 13.2494194 41.694989, 13.2493117 41.6947151, 13.2492835 41.69456, 13.2493117 41.6943761, 13.2493669 41.694242, 13.2495739 41.6938995, 13.249701 41.6937661, 13.2498555 41.6936424, 13.2501044 41.6935275, 13.2503609 41.6933915, 13.2505392 41.6933011, 13.2506891 41.6932142, 13.2507877 41.6931506, 13.2508923 41.6930538, 13.2509272 41.6929969, 13.250943 41.6929352)",,,
939386671,Via Casilina Sud,unclassified,False,False,5.72,"LINESTRING (13.2537344 41.6893686, 13.2536664 41.6893768)",,,
939386671,Via Casilina Sud,unclassified,False,True,13.748,"LINESTRING (13.2537344 41.6893686, 13.2538993 41.6893575)",,,
"[87398545, 164790513]","['Via Pio IX', 'Via Porta Sanguinaria']",residential,False,False,442.508,"LINESTRING (13.2537344 41.6893686, 13.2538257 41.689474, 13.2540389 41.6897482, 13.2541738 41.6899131, 13.2543396 41.6900615, 13.2545145 41.6902417, 13.2544803 41.6903086, 13.2544031 41.6903107, 13.2543275 41.6902956, 13.2541014 41.6901962, 13.2538614 41.6901206, 13.2536947 41.6901615, 13.2513869 41.6912455, 13.2512967 41.6913044, 13.2512103 41.6913718)",,,
163010457,Via Cavour,residential,False,False,50.16,"LINESTRING (13.2544613 41.6915015, 13.2544067 41.6915043, 13.2543112 41.6915288, 13.2540822 41.691554, 13.2538671 41.6915331)",,,
163010457,Via Cavour,residential,False,True,17.446,"LINESTRING (13.2544613 41.6915015, 13.2544093 41.6913869, 13.2544025 41.6913663, 13.2544063 41.6913519)",,,
164887970,,residential,False,False,30.218,"LINESTRING (13.2544613 41.6915015, 13.2545344 41.6916093, 13.2545835 41.6917557)",,,
164818614,Via Consolare,residential,False,False,25.063,"LINESTRING (13.258683 41.6948929, 13.2586362 41.6948628, 13.2585047 41.6947128)",,,
