osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction,bridge,maxspeed
"[100965379, 961301468]",True,2,SS51,primary,False,124.42800000000001,"LINESTRING (12.3016512 46.2682197, 12.3016085 46.2681748, 12.3015281 46.2679396, 12.3014678 46.2677444, 12.3014145 46.267548, 12.3013652 46.267344, 12.301353 46.2672939, 12.3013289 46.2671282)",,,,
25171738,False,2,SP251,secondary,True,20.704,"LINESTRING (12.3006329 46.2642536, 12.3004621 46.2642106, 12.3003775 46.264195)",Via Guglielmo Marconi,,,
397321314,False,2,SP251,secondary,False,162.22299999999996,"LINESTRING (12.3006329 46.2642536, 12.3007084 46.2643023, 12.300791 46.2643519, 12.3008307 46.2643999, 12.3008738 46.2644654, 12.3008896 46.2645245, 12.3008936 46.2645974, 12.3008733 46.2646806, 12.3008257 46.2647518, 12.3007421 46.2648212, 12.3000253 46.2652196, 12.2999915 46.2652351, 12.2999383 46.2652687, 12.299892 46.2653178, 12.2998804 46.2653427)",Via Guglielmo Marconi,,,
1115459760,True,2,SS51,primary,False,16.677,"LINESTRING (12.3029593 46.2641699, 12.3030023 46.2643169)",,,,
1198320558,False,2,SS51,primary,True,10.116,"LINESTRING (12.3029593 46.2641699, 12.3029445 46.2640795)",,,,
25171738,False,2,SP251,secondary,False,17.869,"LINESTRING (12.3000852 46.2641496, 12.300312 46.2641848)",Via Guglielmo Marconi,,,
25171738,False,2,SP251,secondary,True,54.487,"LINESTRING (12.3000852 46.2641496, 12.2997145 46.2641113, 12.2994509 46.2640827, 12.2993853 46.2640728)",Via Guglielmo Marconi,,,
241355837,True,,,unclassified,False,15.79,"LINESTRING (12.3000852 46.2641496, 12.3001734 46.2641072, 12.3002197 46.2640475)",Via Arduino Polla,,,
404931277,False,2,SS51,primary,False,6.624,"LINESTRING (12.301415 46.2671257, 12.3013289 46.2671282)",,,,
100964856,True,2,SS51,primary,False,123.069,"LINESTRING (12.301415 46.2671257, 12.3014297 46.2672705, 12.3014391 46.2673374, 12.3014972 46.2675646, 12.3016512 46.2682197)",,,,
100964548,True,2,SS51,primary,False,83.018,"LINESTRING (12.3030023 46.2643169, 12.3030376 46.2646044, 12.3030849 46.2648064, 12.3031063 46.2650594)",,,,
873115773,True,2,SS51,primary,False,62.404,"LINESTRING (12.3030023 46.2643169, 12.3030043 46.2643828, 12.3029978 46.264439, 12.3029953 46.2645432, 12.3029731 46.2646242, 12.30287 46.2647976, 12.302818 46.2648515)",,,,
100964709,False,2,SR251,primary,True,24.836,"LINESTRING (12.3032091 46.2678105, 12.3031196 46.267775, 12.3029453 46.2676823)",Via Campelli,,,
900371748,False,2,SR251,primary,False,17.655,"LINESTRING (12.3032091 46.2678105, 12.3033175 46.2678545, 12.3034158 46.2678779)",Via Campelli,,,
1251945654,True,1,,unclassified,False,19.976,"LINESTRING (12.3032091 46.2678105, 12.3032223 46.2678367, 12.3032259 46.2678741, 12.3032295 46.2679149, 12.3032271 46.2679473, 12.3032198 46.2679881)",Via Rivalta,,,
