osmid,name,highway,oneway,reversed,length,geometry,width,lanes,maxspeed,junction
40180156,Viale Giacomo Matteotti,residential,True,False,132.94,"LINESTRING (10.7887301 44.5432586, 10.7881554 44.5421354)",,,,
40169440,Viale Giacomo Matteotti,unclassified,False,False,64.969,"LINESTRING (10.7887301 44.5432586, 10.788778 44.5433041, 10.789024 44.5438015)",,,,
"[186839442, 193984486]",Via Giuseppe Mazzini,residential,True,False,46.230000000000004,"LINESTRING (10.7871449 44.5401107, 10.7875251 44.5399294, 10.7876308 44.5398807)",,,50,
40180159,Via Giuseppe Mazzini,residential,False,True,77.699,"LINESTRING (10.7859951 44.5404627, 10.7859237 44.5404803, 10.7856856 44.5405456, 10.7850659 44.5406847)",,,,
186839442,Via Giuseppe Mazzini,residential,True,False,99.31700000000001,"LINESTRING (10.7859951 44.5404627, 10.7867867 44.5402293, 10.7870827 44.540142, 10.7871449 44.5401107)",,,50,
186900853,Via San Prospero,residential,True,False,52.154,"LINESTRING (10.7877049 44.5372477, 10.7876351 44.5372268, 10.7873652 44.5371764, 10.787072 44.5371211)",,1,50,
40197549,Viale Costa,unclassified,True,False,119.799,"LINESTRING (10.7862223 44.5377231, 10.7876865 44.5374557)",,,,
136651507,Viale Costa,residential,True,False,165.707,"LINESTRING (10.7862223 44.5377231, 10.7841858 44.5380603)",,,,
40180096,Via Repubblica,residential,True,False,23.322,"LINESTRING (10.7876865 44.5374557, 10.7877061 44.5374004, 10.7877061 44.5373249, 10.7877049 44.5372477)",,,50,
40197550,Viale Curiel,residential,False,False,155.678,"LINESTRING (10.7864128 44.5387239, 10.7845013 44.5390461)",,,,
40276997,Viale Medaglie D'Oro,residential,True,False,51.482,"LINESTRING (10.7864128 44.5387239, 10.7863216 44.5382655)",,,,
40276997,Viale Medaglie D'Oro,residential,True,False,60.824,"LINESTRING (10.7863216 44.5382655, 10.7862223 44.5377231)",,,,
40197551,Viale Buozzi,unclassified,True,False,159.89,"LINESTRING (10.7843562 44.5385897, 10.7863216 44.5382655)",,,,
193407811,Viale della Pace,residential,True,False,52.036,"LINESTRING (10.7843562 44.5385897, 10.7845013 44.5390461)",8,,,
40197550,Viale Curiel,residential,False,True,155.678,"LINESTRING (10.7845013 44.5390461, 10.7864128 44.5387239)",,,,
193407811,Viale della Pace,residential,True,False,92.924,"LINESTRING (10.7845013 44.5390461, 10.7847813 44.5398576)",8,,,
40276997,Viale Medaglie D'Oro,residential,True,False,81.204,"LINESTRING (10.7865448 44.5394481, 10.7864128 44.5387239)",,,,
193671912,Via Pia,residential,False,False,32.199,"LINESTRING (10.781024 44.543854, 10.7811836 44.5435877)",,,,
40212077,Viale Enrico Cialdini,residential,True,False,173.938,"LINESTRING (10.781024 44.543854, 10.7822251 44.5442376, 10.7825268 44.5447671, 10.7825634 44.5448152)",,,,
"[193671912, 193671909]",Via Pia,residential,False,True,104.214,"LINESTRING (10.781024 44.543854, 10.7806621 44.5444202, 10.7804789 44.5447069)",,,,
186839466,Viale San Francesco,residential,True,False,77.742,"LINESTRING (10.7878036 44.5434883, 10.7887301 44.5432586)",,,,
186839447,Via Camillo Prampolini,residential,False,True,130.923,"LINESTRING (10.7863863 44.543861, 10.7863725 44.5438286, 10.7863609 44.5438046, 10.7858491 44.5427476)",,,,
"[193381328, 186839451, 40180103]","['Via Stazione', 'Viale San Francesco']",residential,True,False,105.52199999999999,"LINESTRING (10.7863863 44.543861, 10.7869568 44.5437035, 10.7871706 44.5436444, 10.7875234 44.5435456, 10.787627 44.5435166)",,1,,
186833863,Via Braida,residential,True,False,4.386,"LINESTRING (10.7877011 44.5436845, 10.7876459 44.5436874)",,,,
40274613,Via Braida,unclassified,True,False,27.840000000000003,"LINESTRING (10.7877011 44.5436845, 10.7876731 44.5436512, 10.787659 44.5436111, 10.787658 44.5435859, 10.7876716 44.543563, 10.7878036 44.5434883)",,,,
40276986,Via Filippo Turati,residential,False,True,139.236,"LINESTRING (10.7858491 44.5427476, 10.7856689 44.5423975, 10.7868311 44.5421026)",,,,
40276988,Via Giovanni XXIII,residential,True,False,143.613,"LINESTRING (10.7858491 44.5427476, 10.7857675 44.5427503, 10.7841583 44.5432038)",,,,
186839447,Via Camillo Prampolini,residential,False,False,130.92299999999997,"LINESTRING (10.7858491 44.5427476, 10.7863609 44.5438046, 10.7863725 44.5438286, 10.7863863 44.543861)",,,,
40276987,Viale Ciro Menotti,residential,True,False,133.599,"LINESTRING (10.7841583 44.5432038, 10.7847367 44.5441367, 10.7848287 44.5442073, 10.7848668 44.5442365, 10.7849217 44.5442594)",,,,
186839478,Via Francesco Crispi,residential,True,False,107.959,"LINESTRING (10.7841583 44.5432038, 10.7830685 44.543527, 10.7829767 44.5435744, 10.7829498 44.5436193)",,,,
186839460,Viale Antonio Gramsci,residential,True,False,40.106,"LINESTRING (10.7870039 44.5424416, 10.7868311 44.5421026)",,,,
193381331,Viale Gregorio Agnini,residential,True,False,97.641,"LINESTRING (10.7870039 44.5424416, 10.7858491 44.5427476)",,,,
40276993,Viale Antonio Gramsci,residential,True,False,130.227,"LINESTRING (10.7870039 44.5424416, 10.7875278 44.5434446, 10.787627 44.5435166)",,,,
40276986,Via Filippo Turati,residential,False,False,139.236,"LINESTRING (10.7868311 44.5421026, 10.7856689 44.5423975, 10.7858491 44.5427476)",,,,
"[193381338, 186839460]",Viale Antonio Gramsci,residential,True,False,121.356,"LINESTRING (10.7868311 44.5421026, 10.7866558 44.5417551, 10.7866008 44.5416475, 10.7865448 44.5415378, 10.7864679 44.5413735, 10.7864134 44.5412805, 10.7863853 44.5412254, 10.7863577 44.5411693, 10.7863387 44.5411316, 10.7863087 44.5410769)",,,,
40180103,Viale San Francesco,residential,True,False,14.511,"LINESTRING (10.787627 44.5435166, 10.7877469 44.5434881, 10.7878036 44.5434883)",,1,,
193381330,Viale 20 Settembre,residential,True,False,154.226,"LINESTRING (10.7838532 44.5401327, 10.7836654 44.5397786, 10.7834424 44.5393653, 10.7833372 44.5391704, 10.7831571 44.5388375)",8,,,
40277004,Traversa Barozzi,residential,True,False,92.69200000000001,"LINESTRING (10.782063 44.539132, 10.78243 44.5390336, 10.7830638 44.5388636, 10.7830935 44.5388553, 10.7831075 44.5388514, 10.7831571 44.5388375)",7,1,,
40277001,Via Sant'Anna,residential,True,False,69.168,"LINESTRING (10.781249 44.5393563, 10.782063 44.539132)",,,,
186900841,Via Piero Gobetti,residential,False,False,52.94799999999999,"LINESTRING (10.781249 44.5393563, 10.7811209 44.5393907, 10.7806205 44.5395177)",,,,
186900841,Via Piero Gobetti,residential,False,True,52.94799999999999,"LINESTRING (10.7806205 44.5395177, 10.7811209 44.5393907, 10.781249 44.5393563)",,,,
"[184765376, 193381330]",Viale 20 Settembre,residential,True,False,32.092999999999996,"LINESTRING (10.7831571 44.5388375, 10.7831185 44.5387676, 10.7830122 44.538568)",8,,,
40277985,Viale Caduti,residential,False,False,103.65599999999999,"LINESTRING (10.7830122 44.538568, 10.7830726 44.5385547, 10.7830853 44.5385519, 10.783097 44.5385496, 10.7842678 44.5383072)",,,,
184765376,Viale 20 Settembre,residential,True,False,129.704,"LINESTRING (10.7830122 44.538568, 10.7824681 44.53757, 10.7824145 44.5374822)",8,,,
"[193407811, 40276995]",Viale della Pace,residential,True,False,32.185,"LINESTRING (10.7842678 44.5383072, 10.7842994 44.5384075, 10.7843562 44.5385897)",8,,,
40277985,Viale Caduti,residential,False,True,103.656,"LINESTRING (10.7842678 44.5383072, 10.783097 44.5385496, 10.7830853 44.5385519, 10.7830726 44.5385547, 10.7830122 44.538568)",,,,
193671921,Viale Legnago,residential,False,False,87.24,"LINESTRING (10.7778696 44.5428516, 10.7781458 44.5432945, 10.7783184 44.543568)",,,,
"[193671921, 193698597]",Viale Legnago,residential,False,True,58.663000000000004,"LINESTRING (10.7778696 44.5428516, 10.7777679 44.5426376, 10.7776993 44.5424933, 10.7776665 44.5424242, 10.7776322 44.5423519)",,,,
193671921,Viale Legnago,residential,False,False,59.31,"LINESTRING (10.7783184 44.543568, 10.7783919 44.5436949, 10.7785575 44.5439654, 10.7786308 44.5440518)",,,,
193671921,Viale Legnago,residential,False,True,87.24,"LINESTRING (10.7783184 44.543568, 10.7781458 44.5432945, 10.7778696 44.5428516)",,,,
40333752,Via Radici in Piano,tertiary,True,False,55.751,"LINESTRING (10.7852593 44.544928, 10.7852216 44.5449236, 10.7849966 44.5445946, 10.7849806 44.5445555, 10.784948 44.5444922)",,2,50,
186872888,Via Pia,residential,False,False,92.31700000000001,"LINESTRING (10.7799926 44.5454613, 10.7800256 44.5454112, 10.7800548 44.545367, 10.7801626 44.5452035, 10.7804789 44.5447069)",,,,
"[91788194, 187174636]","['Via Guglielmo Marconi', 'Via Radici in Piano']",tertiary,True,False,65.53499999999998,"LINESTRING (10.7854293 44.5444726, 10.7853957 44.5445003, 10.7851883 44.5445578, 10.7851622 44.5445864, 10.785143 44.5446523, 10.785152 44.5447063, 10.7852648 44.544895, 10.7852593 44.544928)",,1,50,
186839446,Via Guglielmo Marconi,tertiary,True,False,40.247,"LINESTRING (10.7854293 44.5444726, 10.7853632 44.5444615, 10.785094 44.5445156, 10.7850396 44.5445231, 10.7849858 44.5445155, 10.784948 44.5444922)",,,50,
91788184,Largo Stazione Modena,tertiary,True,False,26.930000000000003,"LINESTRING (10.7860424 44.5439854, 10.7861077 44.5439877, 10.7861645 44.5439898, 10.7862185 44.5440023, 10.7862537 44.5440267, 10.7862806 44.5440536, 10.7863016 44.5440977)",,,50,
186839451,Via Stazione,residential,True,False,30.886,"LINESTRING (10.7860424 44.5439854, 10.7860924 44.5439502, 10.7863863 44.543861)",,1,,
"[194244315, 26652981, 193381278, 194192317]","['Via Guglielmo Marconi', 'Largo Stazione Modena']",tertiary,True,False,87.472,"LINESTRING (10.7863016 44.5440977, 10.786307 44.5441355, 10.7862814 44.5441997, 10.7862475 44.5442476, 10.7862292 44.5442589, 10.7861945 44.5442804, 10.7860254 44.5443229, 10.7854969 44.5444556, 10.7854293 44.5444726)",,,50,
193671898,Piazza della Libertà,residential,True,False,44.275000000000006,"LINESTRING (10.7826323 44.5435859, 10.782549 44.5436123, 10.7825084 44.543645, 10.7822545 44.5437321, 10.7821308 44.5437419)",,,,
193698571,Piazza della Libertà,residential,False,False,12.306999999999999,"LINESTRING (10.7826323 44.5435859, 10.7826896 44.5435701, 10.7827771 44.5435459)",,,,
40197530,Viale Giacobazzi,residential,True,False,71.963,"LINESTRING (10.782916 44.5373402, 10.7828994 44.5372942, 10.7826816 44.536774, 10.7826564 44.5367201)",,,,
193381340,Viale Marini,residential,False,False,79.057,"LINESTRING (10.782916 44.5373402, 10.7835149 44.5371595, 10.7837673 44.537108, 10.7838445 44.5370834)",,,,
193381340,Viale Marini,residential,False,True,42.777,"LINESTRING (10.782916 44.5373402, 10.7825801 44.5374316, 10.7824145 44.5374822)",,,,
40179665,Viale Puccini,residential,False,False,82.522,"LINESTRING (10.7826564 44.5367201, 10.7836417 44.5364803)",,,,
121019185,Via Peschiera,residential,True,False,6.964,"LINESTRING (10.7786308 44.5440518, 10.778634 44.5440508, 10.7786435 44.5440486, 10.7786536 44.5440475, 10.7786648 44.5440477, 10.7786751 44.5440492, 10.7786881 44.5440531, 10.7786979 44.544058, 10.7787048 44.5440628, 10.7787089 44.5440666)",,,,roundabout
193671921,Viale Legnago,residential,False,True,59.309999999999995,"LINESTRING (10.7786308 44.5440518, 10.7785575 44.5439654, 10.7783919 44.5436949, 10.7783184 44.543568)",,,,
40172910,Via Monzambano,residential,True,False,67.137,"LINESTRING (10.7787089 44.5440666, 10.7788002 44.5440151, 10.7794567 44.5437864)",,,,
121019185,Via Peschiera,residential,True,False,4.999,"LINESTRING (10.7787089 44.5440666, 10.7787148 44.5440743, 10.778718 44.5440812, 10.7787197 44.5440889, 10.7787194 44.5440966, 10.7787182 44.5441016, 10.7787163 44.5441063, 10.7787145 44.5441095)",,,,roundabout
121019185,Via Peschiera,residential,True,False,7.323,"LINESTRING (10.7785997 44.5441076, 10.7785981 44.5441042, 10.7785957 44.5440946, 10.778596 44.5440865, 10.778598 44.5440794, 10.7786019 44.5440723, 10.7786075 44.5440656, 10.7786158 44.544059, 10.7786308 44.5440518)",,,,roundabout
121019185,Via Peschiera,residential,True,False,11.596999999999998,"LINESTRING (10.7787145 44.5441095, 10.7787104 44.5441151, 10.7787058 44.5441197, 10.7786997 44.5441243, 10.7786934 44.5441279, 10.778684 44.5441318, 10.7786739 44.5441344, 10.7786633 44.5441358, 10.7786525 44.5441358, 10.7786381 44.5441337, 10.7786251 44.5441294, 10.7786154 44.5441241, 10.7786077 44.5441179, 10.7785997 44.5441076)",,,,roundabout
40276995,Viale della Pace,residential,True,False,28.213,"LINESTRING (10.7841858 44.5380603, 10.7842678 44.5383072)",8,,,
"[40277000, 184765338]",Via Felice Cavallotti,residential,True,False,315.15999999999997,"LINESTRING (10.7813074 44.5409157, 10.7812496 44.5408523, 10.7810722 44.5406693, 10.7808374 44.5404676, 10.780653 44.5403531, 10.7805908 44.5402285, 10.7804847 44.5399724, 10.7803372 44.5395623, 10.7802916 44.5394199, 10.7801373 44.5390962, 10.7796563 44.5384837, 10.7796246 44.5384538, 10.7795871 44.5384117)",,,,
232785421,Piazza Martiri Partigiani,residential,True,False,105.225,"LINESTRING (10.7813074 44.5409157, 10.7813495 44.5408906, 10.7814162 44.5408801, 10.7814793 44.5409027, 10.7815445 44.5409492, 10.7815885 44.5409939, 10.7816328 44.541046, 10.7816456 44.5410595, 10.7816786 44.5410972, 10.781808 44.5413279, 10.781884 44.5414633, 10.7819475 44.5415765, 10.7819542 44.5415885, 10.7819735 44.5416229)",,,,
200620512,Piazza Martiri Partigiani,residential,True,False,6.884,"LINESTRING (10.7819735 44.5416229, 10.7820057 44.5416804)",,,,
213178365,Piazza Martiri Partigiani,residential,True,False,25.798,"LINESTRING (10.7820057 44.5416804, 10.7817036 44.5417668)",,,,
"[200620512, 193671897]",Piazza Martiri Partigiani,residential,True,False,109.312,"LINESTRING (10.7820057 44.5416804, 10.7820184 44.5417029, 10.7820778 44.541809, 10.7821047 44.5418568, 10.7821526 44.5419423, 10.7822244 44.5420703, 10.7823006 44.5422061, 10.782343 44.5422817, 10.7823471 44.5423163, 10.7823337 44.542351, 10.7823023 44.542373, 10.782127 44.5424158, 10.7820874 44.5424117, 10.7820427 44.5423972, 10.7820097 44.5423676)",,,,
213178360,Via Rocca,residential,False,True,55.927,"LINESTRING (10.7810899 44.5420146, 10.781204 44.5419684, 10.781559 44.5418178, 10.7817036 44.5417668)",,,,
150888107,Piazza Martiri Partigiani,residential,True,False,62.31100000000001,"LINESTRING (10.7819774 44.5422921, 10.7819112 44.5421651, 10.7818393 44.5420271, 10.7817715 44.541897, 10.781726 44.5418097, 10.7817036 44.5417668)",,,,
193671896,Piazza Martiri Partigiani,residential,True,False,8.777,"LINESTRING (10.7820097 44.5423676, 10.7819774 44.5422921)",,,,
123011792,Viale San Giorgio,residential,True,False,21.445,"LINESTRING (10.7820097 44.5423676, 10.7820502 44.5424623, 10.7820718 44.5425295, 10.7820732 44.5425544)",,,,
40274556,Viale Antonio Gramsci,residential,False,False,59.858,"LINESTRING (10.7883104 44.5449421, 10.7880395 44.5444396)",,,,
40274556,Viale Antonio Gramsci,residential,False,True,59.75,"LINESTRING (10.7883104 44.5449421, 10.7885379 44.5454038, 10.7885602 44.5454491)",,,,
193984496,Viale Giacomo Matteotti,residential,True,False,77.721,"LINESTRING (10.7874699 44.5407692, 10.7872357 44.5403249, 10.7872253 44.5402782, 10.7871831 44.5401875, 10.7871449 44.5401107)",,,50,
186839458,Viale Edmondo De Amicis,residential,True,False,98.185,"LINESTRING (10.7863087 44.5410769, 10.7863865 44.5410562, 10.7873965 44.5407888, 10.7874699 44.5407692)",,,50,
193381338,Viale Antonio Gramsci,residential,True,False,72.681,"LINESTRING (10.7863087 44.5410769, 10.7860118 44.5404997, 10.7859951 44.5404627)",,,,
193671911,Via Pia,residential,True,False,93.435,"LINESTRING (10.7813735 44.5433553, 10.7818829 44.5425975)",,,,
186839443,Via Goito,residential,True,False,18.282,"LINESTRING (10.7814202 44.5435134, 10.7813867 44.5434565, 10.7813711 44.5434158, 10.7813735 44.5433553)",,1,,
193671905,Via Goito,residential,True,False,15.673,"LINESTRING (10.7814202 44.5435134, 10.7813564 44.5435081, 10.7812243 44.543522)",,1,,
193698592,Via Pia,residential,False,True,7.986,"LINESTRING (10.7812243 44.543522, 10.7811836 44.5435877)",,,,
193671910,Via Pia,residential,True,False,22.052,"LINESTRING (10.7812243 44.543522, 10.7812778 44.5434482, 10.7813735 44.5433553)",,1,,
186839470,Piazza Libertà,residential,True,False,15.935,"LINESTRING (10.7827771 44.5435459, 10.7829498 44.5436193)",,,,
193698571,Piazza della Libertà,residential,False,True,12.306999999999999,"LINESTRING (10.7827771 44.5435459, 10.7826896 44.5435701, 10.7826323 44.5435859)",,,,
"[193698602, 186839470]",Piazza Libertà,residential,True,False,133.058,"LINESTRING (10.7829498 44.5436193, 10.783288 44.5442675, 10.7832998 44.5442853, 10.7833376 44.544331, 10.7833904 44.5444293, 10.7834338 44.5444698, 10.7834763 44.5444866, 10.7835607 44.5444922, 10.7837711 44.5444698, 10.7838031 44.5444884)",,,,
186839444,Via Goito,residential,True,False,61.793,"LINESTRING (10.7821308 44.5437419, 10.7820682 44.543725, 10.7814202 44.5435134)",,,,
193381329,Via Stazione,tertiary,True,False,93.896,"LINESTRING (10.7849217 44.5442594, 10.7860424 44.5439854)",,,50,
193381329,Via Stazione,tertiary,True,False,7.55,"LINESTRING (10.7848639 44.5443085, 10.7848647 44.544296, 10.7849018 44.5442668, 10.7849217 44.5442594)",,,50,
40212076,Via Radici in Monte,residential,True,False,163.001,"LINESTRING (10.78491 44.5444613, 10.7848513 44.5444538, 10.7847833 44.5444283, 10.7847186 44.5444164, 10.7846384 44.5444172, 10.7845433 44.5444311, 10.7843106 44.5444673, 10.7835939 44.5445729, 10.783352 44.5445968, 10.7830225 44.5446765, 10.7829088 44.5446828)",,1,50,
"[193407797, 91788183]","['Via Guglielmo Marconi', 'Via Stazione']",tertiary,True,False,17.649,"LINESTRING (10.78491 44.5444613, 10.7848884 44.5444258, 10.7848728 44.5443989, 10.7848648 44.5443654, 10.7848632 44.5443196, 10.7848639 44.5443085)",,,50,
"[186839448, 186839498]",Via Radici in Monte,residential,True,False,86.503,"LINESTRING (10.7838031 44.5444884, 10.7843434 44.5444051, 10.7845274 44.5443623, 10.7846974 44.5443298, 10.7848639 44.5443085)",,,50,
193984488,Via Guglielmo Marconi,tertiary,True,False,4.569,"LINESTRING (10.784948 44.5444922, 10.78491 44.5444613)",,,50,
186839450,Via Radici in Monte,residential,False,False,31.081,"LINESTRING (10.7829088 44.5446828, 10.7825634 44.5448152)",,,50,
"[186839449, 193381294]",Via Radici in Monte,residential,True,False,75.577,"LINESTRING (10.7829088 44.5446828, 10.78299 44.5446319, 10.7831728 44.5445815, 10.7834031 44.5445388, 10.7837644 44.5445083, 10.7838031 44.5444884)",,1,,
"[186839436, 193671894, 193671895]",Piazza Libertà,residential,True,False,128.45,"LINESTRING (10.7829088 44.5446828, 10.7827501 44.5444341, 10.7827375 44.5444152, 10.7825698 44.5441224, 10.7824135 44.5438093, 10.7821308 44.5437419)",,,,
"[186839450, 193407798]",Via Radici in Monte,residential,False,True,136.376,"LINESTRING (10.781046 44.5453937, 10.7816472 44.5451645, 10.7825137 44.5448342, 10.7825634 44.5448152)",,,50,
193381342,Viale Mascagni,residential,True,False,53.016,"LINESTRING (10.7852763 44.5367896, 10.7859238 44.53667)",,1,50,
