osmid,oneway,name,highway,reversed,length,geometry,tunnel,lanes,maxspeed,bridge,junction
25646320,True,Via Francesco Petrarca,residential,False,143.936,"LINESTRING (10.3331278 44.8022323, 10.3326473 44.8012063, 10.3325689 44.8010004)",,,,,
24281442,False,Strada al Ponte Caprazucca,residential,True,7.953,"LINESTRING (10.3256049 44.7986114, 10.3255041 44.7986111)",,,,,
33175554,True,Borgo Girolamo Cantelli,residential,False,90.041,"LINESTRING (10.3256049 44.7986114, 10.325783 44.7982617, 10.325985 44.7978479)",,,,,
23773134,True,Strada al Ponte Caprazucca,residential,False,47.91,"LINESTRING (10.3262086 44.7985652, 10.3256049 44.7986114)",,,,,
431549825,False,Vicolo San Marcellino,residential,True,64.894,"LINESTRING (10.3262086 44.7985652, 10.3263667 44.7989438, 10.3264563 44.7991215)",,,,,
"[33175048, 651830218, 651830219]",True,Strada Giordano Cavestro,residential,False,73.976,"LINESTRING (10.3269298 44.8016867, 10.3268292 44.8013888, 10.3267989 44.8013025, 10.3267069 44.8010405)",yes,,,,
"[201011680, 490394340, 490394341, 929795646]",False,"['Strada Giuseppe Mazzini', 'Strada della Repubblica', 'Piazza Giuseppe Garibaldi']",residential,False,170.486,"LINESTRING (10.3269298 44.8016867, 10.3275308 44.8015709, 10.327569 44.8015626, 10.3276196 44.8015517, 10.3280301 44.8014714, 10.3283553 44.8014012, 10.328414 44.8013859, 10.3289932 44.8012351)",,2,50,,
652537188,False,Strada Giuseppe Mazzini,residential,True,96.38499999999999,"LINESTRING (10.3269298 44.8016867, 10.3265618 44.8017594, 10.3263396 44.801803, 10.3260043 44.8018685, 10.3257525 44.8019181)",,2,,,
"[23772829, 1230523182, 1088828622, 23772923, 890229437]",True,"['Viale Maria Luigia', 'Ponte Caprazucca']",residential,False,163.83100000000002,"LINESTRING (10.3223666 44.798387, 10.3224532 44.7983847, 10.3224889 44.7983857, 10.3243234 44.7985134, 10.3243467 44.7985134, 10.3244331 44.7985226)",,2,,yes,
23773134,True,Strada al Ponte Caprazucca,residential,False,69.467,"LINESTRING (10.3270493 44.7983797, 10.3262086 44.7985652)",,,,,
53648224,False,Strada Luigi Carlo Farini,residential,False,74.562,"LINESTRING (10.3270493 44.7983797, 10.3267207 44.797751)",,2,,,
53648224,False,Strada Luigi Carlo Farini,residential,True,8.872,"LINESTRING (10.3270493 44.7983797, 10.3271108 44.7984465)",,2,,,
24233631,True,Strada Nino Bixio,residential,False,51.038,"LINESTRING (10.3222934 44.8014696, 10.3223331 44.8012786, 10.3222917 44.8010143)",,,,,
24233631,True,Strada Nino Bixio,residential,False,121.408,"LINESTRING (10.3228898 44.8024687, 10.3226598 44.8022204, 10.322356 44.8016183, 10.3222934 44.8014696)",,,,,
24279708,False,Strada Massimo D'Azeglio,residential,False,83.02600000000001,"LINESTRING (10.3228898 44.8024687, 10.3225003 44.8025273, 10.3218677 44.8026455)",,,,,
32707725,True,Via dei Farnese,residential,False,55.512,"LINESTRING (10.3228898 44.8024687, 10.322904 44.8024973, 10.3229192 44.8025304, 10.3229349 44.80257, 10.3229539 44.802625, 10.322991 44.8027562, 10.3230454 44.802955)",,,,,
"[23772970, 890229435, 890229436]",False,"['Via Giuseppe Mazzini', 'Ponte di Mezzo']",residential,"[False, True]",107.55099999999999,"LINESTRING (10.3228898 44.8024687, 10.3230292 44.8024437, 10.3240988 44.8022489, 10.3242076 44.8022222)",,2,,yes,
24233630,True,Via Giosuè Carducci,residential,False,89.038,"LINESTRING (10.3257525 44.8019181, 10.3257397 44.8020558, 10.3256995 44.80213, 10.32567 44.8021967, 10.3256412 44.8022949, 10.3258479 44.8026129, 10.3258855 44.8026698)",,,,,
652537188,False,Strada Giuseppe Mazzini,residential,False,96.385,"LINESTRING (10.3257525 44.8019181, 10.3260043 44.8018685, 10.3263396 44.801803, 10.3265618 44.8017594, 10.3269298 44.8016867)",,2,,,
"[1088812716, 652537188, 201117516]",False,Strada Giuseppe Mazzini,residential,True,126.50199999999998,"LINESTRING (10.3257525 44.8019181, 10.3253675 44.8019921, 10.3253551 44.8019944, 10.3249944 44.8020691, 10.3249411 44.8020804, 10.3248178 44.8021057, 10.324692 44.8021302, 10.3244521 44.8021776, 10.3242076 44.8022222)",,2,,,
24281199,False,Viale Arturo Toscanini,tertiary,False,175.84199999999998,"LINESTRING (10.3244331 44.7985226, 10.3243797 44.7987099, 10.3241146 44.7995217, 10.3239856 44.8000711)",,,,,
24281442,False,Strada al Ponte Caprazucca,residential,False,85.18299999999999,"LINESTRING (10.3244331 44.7985226, 10.3248403 44.7985751, 10.3255041 44.7986111)",,,,,
352841932,False,Viale F. e G.L. Basetti,tertiary,True,183.058,"LINESTRING (10.3244331 44.7985226, 10.3244781 44.7982498, 10.3244924 44.7977238, 10.3245299 44.7968787)",,,,,
24279708,False,Strada Massimo D'Azeglio,residential,True,83.02600000000001,"LINESTRING (10.3218677 44.8026455, 10.3225003 44.8025273, 10.3228898 44.8024687)",,,,,
25592508,False,Strada della Repubblica,residential,True,62.457,"LINESTRING (10.3338871 44.8002783, 10.3331329 44.8004489)",,2,50,,
25592508,False,Strada della Repubblica,residential,False,55.597,"LINESTRING (10.3324517 44.8005768, 10.3331329 44.8004489)",,2,50,,
25592508,False,Strada della Repubblica,residential,True,91.319,"LINESTRING (10.3324517 44.8005768, 10.3313243 44.8007626)",,2,50,,
25592508,False,Strada della Repubblica,residential,False,91.319,"LINESTRING (10.3313243 44.8007626, 10.3324517 44.8005768)",,2,50,,
25592508,False,Strada della Repubblica,residential,True,95.566,"LINESTRING (10.3313243 44.8007626, 10.3303652 44.8009563, 10.3301574 44.8009927)",,2,50,,
25646373,True,Strada Benedetto Cairoli,residential,False,80.017,"LINESTRING (10.3313243 44.8007626, 10.3313796 44.8011609, 10.3314907 44.8014704)",,,,,
"[993076667, 31015092]",True,"['Borgo Collegio Maria Luigia', 'Via Angelo Pezzana']",residential,False,96.99199999999999,"LINESTRING (10.3338453 44.7993527, 10.3336459 44.7997729, 10.3333082 44.7994172)",,,,,
"[432859949, 201117517, 219772031]",True,Ponte Verdi,unclassified,False,103.50399999999999,"LINESTRING (10.3239846 44.805661, 10.3240609 44.8056322, 10.3250621 44.805253, 10.3250786 44.8052467, 10.3251362 44.8052162)",,1,30,yes,
764256665,False,Viale Giovanni Mariotti,tertiary,True,5.963,"LINESTRING (10.324873 44.8043103, 10.3248884 44.8043628)",,2,,,
23773127,False,Viale Giovanni Mariotti,tertiary,False,238.09599999999998,"LINESTRING (10.324873 44.8043103, 10.3246274 44.8035537, 10.3246008 44.8034761, 10.3245641 44.8033671, 10.3242941 44.8025649, 10.3242076 44.8022222)",,3,,,
"[25646608, 34147605]",True,"['Via Luigi Pigorini', 'Borgo della Cavallerizza']",residential,False,108.626,"LINESTRING (10.326132 44.8039149, 10.3257204 44.804047, 10.3256725 44.8040618, 10.3255452 44.8041012, 10.3254332 44.8041359, 10.324873 44.8043103)",,,,,
25646781,True,Borgo Lalatta,residential,False,42.544,"LINESTRING (10.3336966 44.7983937, 10.3341744 44.798571)",,,50,,
30998621,True,Borgo Padre Onorio Rosi,residential,False,97.563,"LINESTRING (10.3336966 44.7983937, 10.3340696 44.797812, 10.3341749 44.7975857)",,,,,
70993672,True,Borgo Regale,residential,False,196.509,"LINESTRING (10.3313561 44.797658, 10.3336306 44.7983779)",,,,,
224643748,True,Strada Ventidue Luglio,residential,False,32.385,"LINESTRING (10.3313561 44.797658, 10.3313197 44.7979481)",,,,,
31015050,True,Borgo Felino,residential,False,232.18,"LINESTRING (10.3313561 44.797658, 10.3302123 44.7974385, 10.3294297 44.7972569, 10.3285432 44.7970476)",,,,,
31015092,True,Via Angelo Pezzana,residential,False,90.717,"LINESTRING (10.3341744 44.798571, 10.3338453 44.7993527)",,,,,
70993672,True,Borgo Regale,residential,False,5.496,"LINESTRING (10.3336306 44.7983779, 10.3336966 44.7983937)",,,,,
31015100,False,Borgo Collegio Maria Luigia,residential,True,64.55799999999999,"LINESTRING (10.3336306 44.7983779, 10.3334845 44.7987655, 10.3333956 44.7989334)",,,,,
31015100,False,Borgo Collegio Maria Luigia,residential,False,28.665,"LINESTRING (10.3333075 44.7991835, 10.3333956 44.7989334)",,,,,
31015100,False,Borgo Collegio Maria Luigia,residential,True,25.986,"LINESTRING (10.3333075 44.7991835, 10.3333082 44.7994172)",,,,,
32754791,True,Borgo della Posta,residential,False,69.758,"LINESTRING (10.3333075 44.7991835, 10.3330913 44.7992117, 10.3328853 44.7992482, 10.3325935 44.79937, 10.3325179 44.79943)",,,,,
31015100,False,Borgo Collegio Maria Luigia,residential,False,25.986,"LINESTRING (10.3333082 44.7994172, 10.3333075 44.7991835)",,,,,
32754820,False,Borgo Bicchierai,residential,False,64.447,"LINESTRING (10.3333082 44.7994172, 10.3332052 44.7995098, 10.3330673 44.7996331, 10.3329459 44.7997805, 10.3328986 44.7999097)",,,,,
31015353,False,Via Primo Groppi,unclassified,False,220.081,"LINESTRING (10.3315173 44.7969849, 10.3341749 44.7975857)",,,,,
224643748,True,Strada Ventidue Luglio,residential,False,75.918,"LINESTRING (10.3315173 44.7969849, 10.3313561 44.797658)",,,,,
540376567,False,Vicolo S. Cristoforo,unclassified,False,25.507,"LINESTRING (10.3315173 44.7969849, 10.3312125 44.7969085)",,,,,
