osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel,junction
"[30132674, 257128475, 257128478]","['Via Augusto Ciuffelli', 'Piazza Umberto Primo', 'Viale della Consolazione']",tertiary,False,False,961.5129999999995,"LINESTRING (12.4028036 42.7779883, 12.4027471 42.77806, 12.4027029 42.7781104, 12.4026639 42.7781539, 12.4026219 42.7781986, 12.4025684 42.7782431, 12.4025333 42.7782691, 12.4024666 42.7783101, 12.4024219 42.7783305, 12.4023791 42.7783479, 12.4022827 42.7783787, 12.4021399 42.7784237, 12.4018047 42.7785299, 12.4015975 42.7785999, 12.401246 42.7787304, 12.4011297 42.7787687, 12.4010327 42.7787981, 12.4009632 42.778815, 12.4008724 42.7788348, 12.4008005 42.7788462, 12.4006981 42.7788591, 12.4006057 42.7788685, 12.4005011 42.7788765, 12.4003882 42.7788831, 12.4001827 42.7788942, 12.4000468 42.7789019, 12.3999977 42.7789065, 12.3999431 42.7789116, 12.3998916 42.7789201, 12.3998292 42.7789321, 12.3997352 42.7789559, 12.3996879 42.7789712, 12.3996499 42.7789864, 12.3996039 42.7790093, 12.3995496 42.7790398, 12.3995236 42.779058, 12.3995036 42.7790793, 12.3994853 42.7791009, 12.3994731 42.7791211, 12.3994578 42.779148, 12.3994414 42.7791802, 12.3994284 42.7792233, 12.3994208 42.7792614, 12.399423 42.7792997, 12.3994304 42.7793335, 12.3994418 42.7793673, 12.3994657 42.7794133, 12.3994928 42.7794477, 12.399526 42.7794769, 12.3995516 42.7794922, 12.3995732 42.7795, 12.3996082 42.7795113, 12.3996478 42.7795214, 12.3997038 42.7795303, 12.3997818 42.7795373, 12.3999876 42.7795492, 12.4001893 42.7795577, 12.40037 42.7795676, 12.4005487 42.7795774, 12.400717 42.7795897, 12.4008801 42.7796065, 12.4011812 42.7796394, 12.4014745 42.7796747, 12.401766 42.7797079, 12.4019542 42.7797351, 12.4020778 42.7797654, 12.4022071 42.779795, 12.4023237 42.7798266, 12.4024977 42.7798982, 12.4026292 42.7799628, 12.4027421 42.7800273, 12.4028113 42.7800708, 12.4028823 42.780119, 12.4029393 42.7801672, 12.4030305 42.7802522, 12.4031439 42.7803504, 12.4033068 42.7805005, 12.4034479 42.7806238, 12.4035981 42.7807444, 12.4036995 42.7808195, 12.4037631 42.7808608, 12.4037973 42.7808806, 12.4038303 42.7808979, 12.4038748 42.7809154, 12.4039345 42.7809338, 12.4040229 42.7809537, 12.4041219 42.780967, 12.404513 42.780999, 12.4048818 42.781008, 12.4053488 42.7810045, 12.4056382 42.7809882, 12.4058871 42.78099, 12.4062843 42.7810362)",,,,
144797180,Via Don Abdon Menecali,residential,False,False,224.757,"LINESTRING (12.4028036 42.7779883, 12.4029388 42.7779788, 12.4030224 42.7779776, 12.4030925 42.7779784, 12.4031557 42.7779852, 12.403238 42.777994, 12.4033284 42.7780036, 12.4034975 42.7780219, 12.4035717 42.7780299, 12.4038487 42.7780606, 12.4039188 42.7780688, 12.4042812 42.778111, 12.4043519 42.7781192, 12.4044066 42.7781256, 12.4044982 42.778133, 12.404832 42.77816, 12.4053458 42.7782047, 12.4055008 42.7782363, 12.4055285 42.7782419)",,,,
144797180,Via Don Abdon Menecali,residential,False,True,224.75700000000006,"LINESTRING (12.4055285 42.7782419, 12.4055008 42.7782363, 12.4053458 42.7782047, 12.404832 42.77816, 12.4044982 42.778133, 12.4044066 42.7781256, 12.4043519 42.7781192, 12.4042812 42.778111, 12.4039188 42.7780688, 12.4038487 42.7780606, 12.4035717 42.7780299, 12.4034975 42.7780219, 12.4033284 42.7780036, 12.403238 42.777994, 12.4031557 42.7779852, 12.4030925 42.7779784, 12.4030224 42.7779776, 12.4029388 42.7779788, 12.4028036 42.7779883)",,,,
283556724,Strada Regionale 79 bis Orvietana,primary,False,False,35.54,"LINESTRING (12.407779 42.7780014, 12.4078653 42.7780348, 12.4079683 42.7780794, 12.4080539 42.7781185, 12.4081562 42.7781609)",2,SR79bis,,
283556724,Strada Regionale 79 bis Orvietana,primary,False,True,82.811,"LINESTRING (12.407779 42.7780014, 12.4077251 42.777985, 12.4076655 42.7779702, 12.4076211 42.777963, 12.407574 42.7779589, 12.407534 42.7779581, 12.407457 42.7779602, 12.4073861 42.7779643, 12.4073151 42.7779694, 12.4071848 42.777979, 12.4070305 42.7779906, 12.4067768 42.7780086)",2,SR79bis,,
"[837625001, 290172131, 37417676]","['Via di Porta Aurea', 'Via Santa Maria in Camuccia']",residential,True,False,236.52500000000003,"LINESTRING (12.4088043 42.7800204, 12.4085658 42.7798914, 12.4083857 42.7798143, 12.4082249 42.7797473, 12.408084 42.7796892, 12.4078246 42.7795946, 12.4077167 42.7795448, 12.4074677 42.7794584, 12.4072377 42.7793387, 12.4071207 42.7792784, 12.4070684 42.7792519, 12.4070396 42.7792421, 12.4069796 42.7792201, 12.4069064 42.7791821, 12.4067859 42.7791223, 12.406698 42.7790723, 12.4066062 42.7790188, 12.4065205 42.7789608, 12.4064078 42.7788514)",,,building_passage,
290172129,Via Roma,residential,True,False,24.117,"LINESTRING (12.4088043 42.7800204, 12.4088313 42.779994, 12.4088877 42.7799601, 12.409025 42.7798774)",,,,
"[837330360, 467841989, 837330359]",Via di Porta Nuova,residential,False,True,108.543,"LINESTRING (12.4120426 42.779252, 12.4120579 42.7790907, 12.4120633 42.7790133, 12.4120131 42.7785472, 12.412013 42.7785374, 12.4120137 42.7785159, 12.412283 42.7784906, 12.412285 42.7784518)",,,yes,
468581252,Via Andrea Vici,residential,False,False,14.633,"LINESTRING (12.4114971 42.7799976, 12.4114538 42.7801253)",,,,
"[468581244, 468581260]","['Via San Filippo', 'Viale della Fabbrica']",tertiary,False,True,419.74399999999997,"LINESTRING (12.4114971 42.7799976, 12.4114454 42.7800392, 12.4114075 42.7800742, 12.411352 42.780123, 12.4112905 42.7801873, 12.4112182 42.7802784, 12.4111673 42.7803486, 12.4111271 42.7804208, 12.4110702 42.7805182, 12.4109878 42.7806324, 12.4109298 42.7806907, 12.4108608 42.7807464, 12.4107615 42.780801, 12.4106507 42.7808424, 12.4102058 42.7809833, 12.40999 42.7810609, 12.4097783 42.7811458, 12.4096974 42.7811815, 12.4096346 42.7812164, 12.4095921 42.7812452, 12.4095651 42.78127, 12.409536 42.7813011, 12.4095106 42.7813307, 12.4094992 42.7813486, 12.4094939 42.7813688, 12.4094912 42.7813965, 12.4094885 42.7814219, 12.4094796 42.7814708, 12.4094576 42.7815974, 12.4094439 42.7816605, 12.4094078 42.7817803, 12.409303 42.7820454, 12.4091799 42.7823345, 12.4091379 42.7824276, 12.4090897 42.7825367, 12.4090676 42.7825919, 12.4090557 42.7826472, 12.4090519 42.7827028, 12.4090549 42.782783, 12.40906 42.7829066, 12.4090664 42.7830053)",,,,
