osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,junction,maxspeed,access
167180021,Via John Fitzgerald Kennedy,residential,False,True,69.634,"LINESTRING (13.320978 43.5979635, 13.3218266 43.5978431)",,,,,
167202292,Via Giuseppe Verdi,secondary,False,True,128.41899999999998,"LINESTRING (13.320978 43.5979635, 13.3211075 43.5983806, 13.3212881 43.5989626, 13.3213277 43.5990903)",,,,,
167202290,Via Giuseppe Verdi,secondary,False,True,29.582,"LINESTRING (13.3214937 43.5997245, 13.321586 43.599982)",1,,,,
"[167202297, 167202298]",Via Giuseppe Verdi,secondary,True,False,52.837,"LINESTRING (13.3214937 43.5997245, 13.3214006 43.5994641, 13.3213969 43.5994397, 13.3213794 43.5992585)",1,yes,,,
22775274,Via Imre Nagy,secondary,True,False,28.271,"LINESTRING (13.3240071 43.6056536, 13.3240821 43.6057113, 13.324277 43.6058148)",1,,,,
43125779,,secondary,True,False,11.613,"LINESTRING (13.3240071 43.6056536, 13.3240039 43.6056883, 13.3239869 43.6057209, 13.3239576 43.6057485)",1,,roundabout,,
43125782,Via Giuseppe Verdi,secondary,False,False,65.981,"LINESTRING (13.322778 43.6033996, 13.3226699 43.6030528, 13.3225975 43.6028208)",2,,,,
43125782,Via Giuseppe Verdi,secondary,False,True,119.84700000000001,"LINESTRING (13.322778 43.6033996, 13.3228991 43.6037906, 13.3231721 43.6044382)",2,,,,
43125779,,secondary,True,False,14.163,"LINESTRING (13.3238946 43.6057759, 13.3238513 43.6057815, 13.3238075 43.6057787, 13.3237664 43.6057674, 13.3237308 43.6057487)",1,,roundabout,,
43125788,Via San Bernardo,secondary,True,False,19.293999999999997,"LINESTRING (13.3238946 43.6057759, 13.3238512 43.6058467, 13.3238003 43.6059354)",1,,,,
22775263,Via Imre Nagy,secondary,True,False,26.827,"LINESTRING (13.324277 43.6058148, 13.3240504 43.6057594, 13.3239576 43.6057485)",1,,,,
1101070468,Via Imre Nagy,secondary,False,True,101.977,"LINESTRING (13.324277 43.6058148, 13.3248879 43.6060601, 13.3253846 43.6062596)",,,,,
43125787,Via San Bernardo,secondary,True,False,21.601,"LINESTRING (13.3238003 43.6059354, 13.3237727 43.6058258, 13.3237308 43.6057487)",1,,,,
43125797,Via Sant'Andrea,residential,False,True,162.922,"LINESTRING (13.3193834 43.6027826, 13.3210834 43.6025703, 13.321378 43.6025366)",,,,,
"[167250837, 196737511]",Via Arturo Toscanini,residential,False,True,96.452,"LINESTRING (13.3193834 43.6027826, 13.3193705 43.6027292, 13.3193474 43.6026321, 13.3191915 43.6019264)",,,,,
167202290,Via Giuseppe Verdi,secondary,False,False,29.582,"LINESTRING (13.321586 43.599982, 13.3214937 43.5997245)",1,,,,
43125796,Via Sant'Andrea,residential,True,False,16.917,"LINESTRING (13.3225208 43.6025747, 13.3223268 43.6025163)",,,,,
1102421825,Via Giuseppe Verdi,secondary,False,False,14.873,"LINESTRING (13.3225208 43.6025747, 13.3224735 43.6024454)",2,,,,
1102421826,Via Giuseppe Verdi,secondary,False,True,28.053,"LINESTRING (13.3225208 43.6025747, 13.3225975 43.6028208)",2,,,,
1101070481,Via Edmondo De Amicis,tertiary,True,False,14.186,"LINESTRING (13.3242659 43.6046608, 13.3243169 43.6046149, 13.3243441 43.6045833, 13.3243624 43.6045548)",,,,,
43125790,Via Ancona,residential,True,False,68.567,"LINESTRING (13.3257974 43.6045686, 13.326648 43.6045392)",,,,,
43125792,Via Macerata,residential,False,True,54.535,"LINESTRING (13.3257974 43.6045686, 13.3258263 43.6050586)",,,,,
1102421827,Via Sant'Andrea,residential,True,False,32.551,"LINESTRING (13.3223268 43.6025163, 13.3219263 43.6024765)",,,,,
43125797,Via Sant'Andrea,residential,False,False,10.91,"LINESTRING (13.3219263 43.6024765, 13.3217914 43.6024857)",,,,,
441676946,Via Sant'Andrea,residential,True,False,29.809,"LINESTRING (13.3219263 43.6024765, 13.3222858 43.6024125)",,,,,
43125797,Via Sant'Andrea,residential,False,True,33.765,"LINESTRING (13.321378 43.6025366, 13.3217914 43.6024857)",,,,,
43125797,Via Sant'Andrea,residential,False,False,162.922,"LINESTRING (13.321378 43.6025366, 13.3210834 43.6025703, 13.3193834 43.6027826)",,,,,
137010416,Via Giacomo Puccini,residential,False,False,127.694,"LINESTRING (13.321378 43.6025366, 13.3214301 43.6036449, 13.3214323 43.6036843)",,,,,
43125768,Viale della Vittoria,tertiary,True,False,27.834,"LINESTRING (13.3293212 43.5993755, 13.3292041 43.5993944, 13.3291116 43.5994306, 13.3290292 43.5994943)",,,,,
43127656,Via della Pace,secondary,True,False,21.715,"LINESTRING (13.3293212 43.5993755, 13.329188 43.5993208, 13.3291385 43.5992444)",,,,50,
43125773,Via Goffredo Mameli,residential,False,False,248.226,"LINESTRING (13.3290094 43.6001808, 13.330554 43.6021127)",,,,,
120104426,Via Enrico Toti,residential,False,False,31.355,"LINESTRING (13.3290094 43.6001808, 13.3286218 43.6002078)",,,,,
43125772,Via Enrico Toti,residential,True,False,231.792,"LINESTRING (13.3290094 43.6001808, 13.3312068 43.6000805, 13.3312921 43.5998133, 13.3313038 43.5998131, 13.3312917 43.5996059)",,,,,
120104426,Via Enrico Toti,residential,False,True,31.355,"LINESTRING (13.3286218 43.6002078, 13.3290094 43.6001808)",,,,,
120104432,Viale della Vittoria,tertiary,False,False,53.635,"LINESTRING (13.3286218 43.6002078, 13.3283523 43.6006489)",,,,,
426141353,,residential,False,True,98.894,"LINESTRING (13.3286218 43.6002078, 13.3292196 43.6009847)",,,,,
120104432,Viale della Vittoria,tertiary,False,True,85.856,"LINESTRING (13.3286218 43.6002078, 13.3286992 43.600079, 13.3287531 43.5999846, 13.3290292 43.5994943)",,,,,
43125774,Via Fabriano,residential,False,True,32.591,"LINESTRING (13.3296654 43.6017474, 13.3292722 43.6018169)",,,,,
43125774,Via Fabriano,residential,False,False,40.369,"LINESTRING (13.3287852 43.6019031, 13.3292722 43.6018169)",,,,,
43125774,Via Fabriano,residential,False,True,66.973,"LINESTRING (13.3287852 43.6019031, 13.3279752 43.6020399)",,,,,
43125775,Via Salvo D'Acquisto,residential,False,False,88.721,"LINESTRING (13.3287852 43.6019031, 13.3290067 43.6026847)",,,,,
120104421,Viale della Vittoria,tertiary,True,False,45.105,"LINESTRING (13.3276955 43.6017263, 13.3274653 43.6020961)",,,,,
1115851331,Viale della Vittoria,tertiary,False,True,130.95600000000002,"LINESTRING (13.3276955 43.6017263, 13.3282744 43.6007764, 13.3283523 43.6006489)",,,,,
43125769,Via Guglielmo Marconi,tertiary,False,False,14.253,"LINESTRING (13.3267573 43.6034556, 13.3268424 43.603568)",2,,,,
178631822,Viale della Rinascita,tertiary,True,False,38.28,"LINESTRING (13.3267573 43.6034556, 13.3266696 43.6033862, 13.3266094 43.603297, 13.3265682 43.6032359, 13.3265504 43.603154)",,,,,
43125769,Via Guglielmo Marconi,tertiary,False,True,14.253,"LINESTRING (13.3268424 43.603568, 13.3267573 43.6034556)",2,,,,
43125769,Via Guglielmo Marconi,tertiary,False,False,43.765,"LINESTRING (13.3268424 43.603568, 13.327064 43.6038874, 13.3270864 43.6039197)",2,,,,
43125791,Via Giosuè Carducci,tertiary,True,False,142.757,"LINESTRING (13.3268424 43.603568, 13.3267202 43.6036189, 13.3266676 43.6036394, 13.3261894 43.6038175, 13.3259686 43.6038768, 13.3253871 43.6041614, 13.3252995 43.6041918)",1,,,,
43125769,Via Guglielmo Marconi,tertiary,False,False,45.261,"LINESTRING (13.3270864 43.6039197, 13.3273377 43.6042838)",2,,,,
194437657,Via Milano,residential,True,False,26.919,"LINESTRING (13.3270864 43.6039197, 13.3273881 43.6038154)",,,,,
43125769,Via Guglielmo Marconi,tertiary,False,True,43.765,"LINESTRING (13.3270864 43.6039197, 13.327064 43.6038874, 13.3268424 43.603568)",2,,,,
43125773,Via Goffredo Mameli,residential,False,True,248.226,"LINESTRING (13.330554 43.6021127, 13.3290094 43.6001808)",,,,,
43125774,Via Fabriano,residential,False,False,41.782000000000004,"LINESTRING (13.3274653 43.6020961, 13.3276398 43.6020965, 13.3279752 43.6020399)",,,,,
120104421,Viale della Vittoria,tertiary,True,False,132.285,"LINESTRING (13.3274653 43.6020961, 13.326901 43.6030015, 13.3267915 43.6031811)",,,,,
43125775,Via Salvo D'Acquisto,residential,False,True,88.721,"LINESTRING (13.3290067 43.6026847, 13.3287852 43.6019031)",,,,,
43125777,Via Falconara,residential,False,True,103.012,"LINESTRING (13.3303376 43.604623, 13.3292282 43.6050306, 13.3291967 43.6050422)",,,,,
43125769,Via Guglielmo Marconi,tertiary,False,True,45.261,"LINESTRING (13.3273377 43.6042838, 13.3270864 43.6039197)",2,,,,
43125769,Via Guglielmo Marconi,tertiary,False,False,141.51,"LINESTRING (13.3273377 43.6042838, 13.3274445 43.6044357, 13.3280688 43.6053357, 13.3281277 43.6054206)",2,,,,
43125790,Via Ancona,residential,True,False,62.388,"LINESTRING (13.326648 43.6045392, 13.327243 43.6043235, 13.3273377 43.6042838)",,,,,
43125793,Via Ascoli Piceno,residential,False,False,54.266,"LINESTRING (13.326648 43.6045392, 13.3267768 43.6047669, 13.326799 43.6048384, 13.3268354 43.605005)",,,,,
