osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction
37707037,2,SP17a,Strada Provinciale 17a,secondary,False,True,6.754,"LINESTRING (12.5460622 42.139231, 12.5461191 42.1391873)",
37707037,2,SP17a,Strada Provinciale 17a,secondary,False,False,274.52099999999996,"LINESTRING (12.5460622 42.139231, 12.5458872 42.1393685, 12.5454377 42.1397216, 12.545395 42.1397628, 12.5453595 42.1398003, 12.545274 42.1399024, 12.5452231 42.1399675, 12.5451854 42.1400226, 12.5450865 42.1401812, 12.5450214 42.1402855, 12.544877 42.1405675, 12.5448321 42.1406615, 12.5447916 42.1407542, 12.5446986 42.1409843, 12.5446702 42.1410477, 12.5446377 42.141111, 12.5446084 42.1411612, 12.5445751 42.1412114, 12.5445401 42.1412597, 12.5445017 42.1413066, 12.5444593 42.1413525)",
182722570,,,Via degli Ulivi,residential,False,True,53.494,"LINESTRING (12.5460622 42.139231, 12.5455609 42.139018, 12.5454993 42.1389918)",
37707037,2,SP17a,Strada Provinciale 17a,secondary,False,False,47.735,"LINESTRING (12.5444593 42.1413525, 12.5444263 42.1413786, 12.5443893 42.1414037, 12.5442424 42.1414896, 12.5442068 42.1415081, 12.5441745 42.1415196, 12.5441382 42.141531, 12.5441001 42.1415399, 12.5440554 42.1415477, 12.5440144 42.1415508, 12.5439668 42.1415528)",
37707037,2,SP17a,Strada Provinciale 17a,secondary,False,True,274.521,"LINESTRING (12.5444593 42.1413525, 12.5445017 42.1413066, 12.5445401 42.1412597, 12.5445751 42.1412114, 12.5446084 42.1411612, 12.5446377 42.141111, 12.5446702 42.1410477, 12.5446986 42.1409843, 12.5447916 42.1407542, 12.5448321 42.1406615, 12.544877 42.1405675, 12.5450214 42.1402855, 12.5450865 42.1401812, 12.5451854 42.1400226, 12.5452231 42.1399675, 12.545274 42.1399024, 12.5453595 42.1398003, 12.545395 42.1397628, 12.5454377 42.1397216, 12.5458872 42.1393685, 12.5460622 42.139231)",
182711617,,,Via le Piane,residential,False,True,9.003,"LINESTRING (12.5444593 42.1413525, 12.5444842 42.1413595, 12.5445085 42.141366, 12.5445361 42.1413719, 12.5445631 42.1413774)",
37707037,2,SP17a,Strada Provinciale 17a,secondary,False,False,93.875,"LINESTRING (12.5416813 42.1409848, 12.5414555 42.1410592, 12.5413253 42.1411021, 12.5412097 42.1411402, 12.5410338 42.1411981, 12.5409133 42.1412358, 12.5408241 42.141263, 12.5406355 42.1413183)",
37707037,2,SP17a,Strada Provinciale 17a,secondary,False,True,94.66199999999998,"LINESTRING (12.5416813 42.1409848, 12.5422057 42.1409952, 12.5423321 42.1409999, 12.5424461 42.1410061, 12.5425763 42.141016, 12.5426173 42.1410214, 12.5426554 42.1410282, 12.5426908 42.1410355, 12.5427296 42.1410465, 12.5427772 42.1410615, 12.542814 42.1410748)",
288953156,,SP17a,Via Morlupo,secondary,False,False,19.272,"LINESTRING (12.5404365 42.1415238, 12.5404203 42.1416967)",
182625445,,,Via Morlupo,secondary,True,False,16.320999999999998,"LINESTRING (12.5404365 42.1415238, 12.5404356 42.1414783, 12.5404375 42.1414412, 12.5404408 42.1414051, 12.5404469 42.1413775)",
