osmid,oneway,ref,name,highway,reversed,length,geometry,width
60678711,True,SP181/a,Via Cappuccini,tertiary,False,34.057,"LINESTRING (14.9544335 38.4708096, 14.9541346 38.470612)",
25114773,False,,Via Francesco Crispi,tertiary,False,15.697,"LINESTRING (14.9544335 38.4708096, 14.9543976 38.4708695, 14.9543649 38.47094)",
614078252,False,,Corso Vittorio Emanuele,tertiary,True,26.786,"LINESTRING (14.9544335 38.4708096, 14.9544606 38.4707389, 14.9544891 38.4706587, 14.9545032 38.4705756)",
25114776,False,SP181/bis,Via Giuseppe Franza,tertiary,False,103.70899999999999,"LINESTRING (14.9541835 38.4647476, 14.9542151 38.4646657, 14.9542606 38.464396, 14.9542867 38.4639075, 14.9543094 38.4638232)",
25114784,False,SP179,,tertiary,False,45.649,"LINESTRING (14.9541835 38.4647476, 14.9542299 38.4647508, 14.9543368 38.4647537, 14.9545302 38.4647595, 14.9546121 38.4647825, 14.9546585 38.4648098, 14.9546819 38.4648271)",
222815106,False,,,tertiary,True,117.598,"LINESTRING (14.9541835 38.4647476, 14.954128 38.4647466, 14.9540692 38.4647442, 14.9533999 38.4647165, 14.9528354 38.4646835)",
25114774,False,,Via Professoressa Isabella Conti,tertiary,False,163.501,"LINESTRING (14.9520068 38.4646269, 14.952005 38.464661, 14.9520007 38.4651651, 14.9519866 38.4652656, 14.9519437 38.4654226, 14.9519143 38.4655257, 14.9518931 38.4656063, 14.951855 38.4658207, 14.9518386 38.4660865)",
222815106,False,,,tertiary,False,72.41999999999999,"LINESTRING (14.9520068 38.4646269, 14.952416 38.4646582, 14.9528354 38.4646835)",
222815106,False,,,tertiary,True,117.728,"LINESTRING (14.9520068 38.4646269, 14.9517087 38.4646095, 14.9515415 38.4645971, 14.951334 38.4645954, 14.9511226 38.4646002, 14.950961 38.464605, 14.950747 38.4646256, 14.9506636 38.4646499)",
25114774,False,,Via Professoressa Isabella Conti,tertiary,True,243.94899999999998,"LINESTRING (14.9516 38.4682708, 14.9515944 38.4682433, 14.9515923 38.4682009, 14.9517679 38.4667822, 14.951828 38.4663248, 14.9518386 38.4660865)",
25114779,False,,Via Cappuccini,tertiary,False,10.381,"LINESTRING (14.9516 38.4682708, 14.9516147 38.4683126, 14.9516525 38.4683529)",
61292501,False,,,residential,False,87.87799999999999,"LINESTRING (14.9516 38.4682708, 14.9515209 38.4682643, 14.9514796 38.4682621, 14.951382 38.4682308, 14.9512419 38.4681855, 14.9510888 38.4681488, 14.9509455 38.4681278, 14.950794 38.4681121, 14.95065 38.468118, 14.9506222 38.4681229)",
25114779,False,,Via Cappuccini,tertiary,False,22.124,"LINESTRING (14.9538011 38.4703931, 14.9539893 38.4705268)",
25114779,False,,Via Cappuccini,tertiary,True,42.868,"LINESTRING (14.9538011 38.4703931, 14.953485 38.4700975)",
25114779,False,,Via Cappuccini,tertiary,True,13.005,"LINESTRING (14.9517567 38.4684367, 14.9516525 38.4683529)",
25114775,False,,Via Professor Emanuele Carnevale,residential,False,143.579,"LINESTRING (14.9517567 38.4684367, 14.9519315 38.4684302, 14.9534041 38.4683765)",
25114779,False,,Via Cappuccini,tertiary,False,154.412,"LINESTRING (14.9517567 38.4684367, 14.9518915 38.4685381, 14.9519664 38.4686127, 14.9520278 38.4686874, 14.9521305 38.4688436, 14.9522422 38.469027, 14.9523329 38.4691576, 14.9524352 38.4692797, 14.9525873 38.469431, 14.95276 38.469568)",
422337437,False,,Via Professor Emanuele Carnevale,residential,True,8.74,"LINESTRING (14.9535043 38.4683716, 14.9534041 38.4683765)",
61271644,True,SP181/a,Via Filippo Mancuso,tertiary,False,190.047,"LINESTRING (14.9535043 38.4683716, 14.9534957 38.4690675, 14.9534949 38.4700807)",
403470514,True,,Via Professor Emanuele Carnevale,residential,False,100.292,"LINESTRING (14.9535043 38.4683716, 14.9543352 38.4683307, 14.9546482 38.4682807)",
60678729,True,,Via Madre Florenzia Profilio,tertiary,False,8.546,"LINESTRING (14.9535084 38.4680728, 14.9534103 38.4680754)",
60678740,True,SP181/a,,tertiary,False,33.227,"LINESTRING (14.9535084 38.4680728, 14.9535051 38.468311, 14.9535043 38.4683716)",
25114776,False,SP181/bis,Via Giuseppe Franza,tertiary,True,103.709,"LINESTRING (14.9543094 38.4638232, 14.9542867 38.4639075, 14.9542606 38.464396, 14.9542151 38.4646657, 14.9541835 38.4647476)",
25114784,False,SP179,,tertiary,True,45.649,"LINESTRING (14.9546819 38.4648271, 14.9546585 38.4648098, 14.9546121 38.4647825, 14.9545302 38.4647595, 14.9543368 38.4647537, 14.9542299 38.4647508, 14.9541835 38.4647476)",
"[422706865, 392875179, 364939053, 392875165]",False,,"['Vico San Martino', 'Via Castelfidardo', 'Vico Tindaris']",residential,"[False, True]",90.43799999999999,"LINESTRING (14.9546446 38.4663307, 14.9548538 38.4663133, 14.9548915 38.4664294, 14.954895 38.4664422, 14.9549058 38.4666266, 14.955034 38.4666426, 14.9551253 38.4666794, 14.9552961 38.4667453)",3
403470507,False,,Corso Vittorio Emanuele,residential,True,8.071,"LINESTRING (14.9545534 38.4699741, 14.95456 38.4699017)",
61280025,False,,Vico Ausonia,residential,True,93.065,"LINESTRING (14.9545534 38.4699741, 14.9544901 38.4699852, 14.9539804 38.4700556, 14.9534949 38.4700807)",1
403470507,False,,Corso Vittorio Emanuele,residential,False,67.048,"LINESTRING (14.9545534 38.4699741, 14.9545343 38.4703039, 14.9545068 38.4705223, 14.9545032 38.4705756)",
25114780,True,,Via Giuseppe Garibaldi,residential,False,161.211,"LINESTRING (14.956059 38.4678793, 14.9560122 38.4678411, 14.9559703 38.4677885, 14.95581 38.4675857, 14.9557323 38.4674873, 14.9556524 38.4673975, 14.9556034 38.4673315, 14.955592 38.4673162, 14.9555611 38.4672474, 14.9555363 38.4671406, 14.9555352 38.4670754, 14.9555333 38.4669351, 14.9555754 38.4665463)",
"[420368665, 420368676, 60678657]",False,,"['Via Giuseppe Garibaldi', 'Piazza Giuseppe Mazzini']",residential,"[False, True]",109.419,"LINESTRING (14.956059 38.4678793, 14.9560944 38.4679, 14.9561819 38.467943, 14.9562084 38.4679795, 14.9562174 38.4679936, 14.9563412 38.4682045, 14.9563986 38.4683222, 14.956448 38.4684103, 14.9565884 38.4686268, 14.9566517 38.4687291)",
60678749,False,,Via Mariano Amendola,residential,False,155.041,"LINESTRING (14.9553194 38.4698793, 14.9556503 38.4695347, 14.9556827 38.4695116, 14.9557138 38.4694893, 14.9557466 38.4694765, 14.9557918 38.469473, 14.9559056 38.4694959, 14.9560203 38.4695249, 14.9563793 38.4696356, 14.9567895 38.4697565)",
614078254,False,,Via Roma,tertiary,True,11.179,"LINESTRING (14.9550658 38.4645437, 14.9549803 38.4644687)",
