osmid,oneway,lanes,name,highway,reversed,length,maxspeed,access,geometry,junction,width,tunnel
23763170,True,1,Via Brigata Acqui,residential,False,91.31099999999999,,,"LINESTRING (11.1280954 46.0649023, 11.1281598 46.0650092, 11.1285336 46.0656651)",,9,
"[42288376, 260532242]",True,2,Via Francesco Barbacovi,secondary,False,249.26799999999997,50,,"LINESTRING (11.1280954 46.0649023, 11.1282038 46.0648723, 11.1293963 46.0645574, 11.1294681 46.0645386, 11.1295623 46.0645142, 11.1298205 46.0644488, 11.1300945 46.0643783, 11.1303383 46.0643246, 11.1303894 46.0643177, 11.1306109 46.064302, 11.1308341 46.064295, 11.1309845 46.0642824, 11.1310378 46.0642751, 11.1311712 46.064266)",,,
591045085,False,2,Via Brigata Acqui,secondary,False,61.007999999999996,50,,"LINESTRING (11.1280954 46.0649023, 11.1280463 46.0648152, 11.1278101 46.0643906)",,,
23763189,True,1,Via dei Paradisi,unclassified,False,87.72900000000001,50,,"LINESTRING (11.1272153 46.0660213, 11.1272524 46.0660933, 11.1273253 46.066229, 11.1276073 46.0667619)",,,
73711330,True,2,Via Carlo Antonio Pilati,residential,False,99.824,50,,"LINESTRING (11.1272153 46.0660213, 11.1271369 46.0660419, 11.1270636 46.0660612, 11.1264329 46.0662269, 11.1261998 46.0662882, 11.1260053 46.0663393)",,,
308335486,True,2,Via Giuseppe Grazioli,secondary,False,26.388,50,,"LINESTRING (11.127874 46.0672708, 11.1275409 46.0673247)",,,
24695252,True,1,Via Mantova,residential,False,61.405,,destination,"LINESTRING (11.1243614 46.0664914, 11.1242849 46.0667745, 11.1242205 46.0669974, 11.1242105 46.0670336)",,,
"[174172360, 24695444]",True,1,"['Via Santissima Trinitá', 'Vicolo del Liceo']",residential,False,109.13499999999999,,destination,"LINESTRING (11.1243614 46.0664914, 11.1246307 46.0665222, 11.1245789 46.0666876, 11.1247227 46.0667974, 11.1249664 46.0669555, 11.1251142 46.0670603, 11.1251287 46.0670974, 11.1251295 46.0671376, 11.1251368 46.0671546)",,,
37015405,True,1,Via Giuseppe Grazioli,secondary,False,111.935,50,,"LINESTRING (11.1319997 46.0657473, 11.1308204 46.0662274, 11.1307483 46.0662567)",,,
24696066,True,1,Via Francesco Ferruccio,residential,False,21.368,,destination,"LINESTRING (11.127112 46.0690444, 11.1271636 46.069058, 11.1273709 46.0691127)",,,
24094898,True,1,Via Brigata Acqui,unclassified,False,59.702,,,"LINESTRING (11.1292293 46.0669007, 11.1291887 46.0668274, 11.1290349 46.0665555, 11.1289477 46.0664006)",,13,
308335486,True,2,Via Giuseppe Grazioli,secondary,False,113.13300000000001,50,,"LINESTRING (11.1292293 46.0669007, 11.1291035 46.0669527, 11.128831 46.0670654, 11.1286473 46.0671151, 11.1280337 46.0672456, 11.1279761 46.0672549, 11.127874 46.0672708)",,,
67624761,False,2,Via Benedetto Giovanelli,secondary,False,23.366,,,"LINESTRING (11.1312711 46.0638505, 11.1311967 46.0640542)",,,
67624761,False,2,Via Benedetto Giovanelli,secondary,True,2.489,,,"LINESTRING (11.1312711 46.0638505, 11.131281 46.0638292)",,,
24161870,True,,Piazza Vicenza,secondary,False,12.721,,,"LINESTRING (11.1321172 46.0626455, 11.1321191 46.0626099, 11.1321574 46.0625737, 11.1322043 46.0625643)",roundabout,12,
24443786,True,,Via Bezzecca,residential,False,107.071,,,"LINESTRING (11.1321172 46.0626455, 11.1320628 46.0626519, 11.131983 46.062649, 11.1318871 46.0626696, 11.1313352 46.0628086, 11.1309224 46.0628961, 11.1307925 46.0629175)",,5.3,
24443809,True,,Via Milano,residential,False,103.09700000000001,,,"LINESTRING (11.1307925 46.0629175, 11.1307328 46.0630206, 11.130986 46.0637262, 11.1310138 46.063813)",,6,
684985752,False,2,Via Piave,secondary,True,82.59299999999999,,,"LINESTRING (11.1258013 46.0623648, 11.1259306 46.0624054, 11.1261954 46.0625091, 11.1263394 46.0625814, 11.126548 46.0627007, 11.1266737 46.0627866)",,,
24443793,False,,Via dei Mille,unclassified,False,115.664,,,"LINESTRING (11.1282722 46.0622724, 11.1279835 46.0624512, 11.1278127 46.0625781, 11.1276271 46.062742, 11.1274281 46.0629498, 11.1273253 46.0630704)",,,
24443793,False,,Via dei Mille,unclassified,True,6.269,,,"LINESTRING (11.127282 46.0631181, 11.1273037 46.0630943, 11.1273253 46.0630704)",,,
684985753,True,1,Via Piave,secondary,False,18.227000000000004,50,,"LINESTRING (11.127282 46.0631181, 11.127301 46.0631385, 11.1273074 46.0631524, 11.1273099 46.0631669, 11.1273081 46.0631818, 11.1273021 46.0631961, 11.1272929 46.0632085, 11.1272805 46.0632196, 11.1272658 46.0632285, 11.1272492 46.0632355, 11.1272138 46.0632426)",roundabout,,
684985754,False,,Via Cesare Abba,unclassified,True,151.56599999999997,,,"LINESTRING (11.129278 46.0629531, 11.1287195 46.0629909, 11.1283667 46.0630147, 11.127463 46.0630849, 11.127416 46.0630826, 11.1273253 46.0630704)",,,
67624761,False,2,Via Benedetto Giovanelli,secondary,False,2.489,,,"LINESTRING (11.131281 46.0638292, 11.1312711 46.0638505)",,,
24161871,False,,Via Fiume,secondary,True,89.099,,,"LINESTRING (11.131281 46.0638292, 11.1312911 46.0638111, 11.1313105 46.0637806, 11.1314415 46.0635736, 11.1314725 46.0635246, 11.1318343 46.0631285)",,6,
24443810,True,,Via San Bernardino,unclassified,False,10.523,,,"LINESTRING (11.1310138 46.063813, 11.1309772 46.0638513, 11.1309083 46.0638605)",,6.5,
67624765,True,,Via Milano,unclassified,False,22.685,,,"LINESTRING (11.1310138 46.063813, 11.1310841 46.0638479, 11.1311565 46.0638587, 11.1312157 46.063853, 11.131281 46.0638292)",,4,
"[24443811, 574541271]",True,1,Via dei Molini,residential,False,245.562,50,,"LINESTRING (11.1294911 46.0667916, 11.1294554 46.0667351, 11.129465 46.0667035, 11.1298206 46.0664346, 11.130235 46.0662088, 11.1304337 46.0660435, 11.1305289 46.0659796, 11.1307203 46.0658513, 11.1308662 46.0657613, 11.1310226 46.0656739, 11.1313274 46.065566, 11.131493 46.0654157, 11.1316538 46.0653469, 11.1317282 46.0653171)",,,
1201365855,True,2,Via Giuseppe Grazioli,secondary,False,23.561,50,,"LINESTRING (11.1294911 46.0667916, 11.1293197 46.0668633, 11.1292293 46.0669007)",,,
24094905,True,,Via Benedetto Giovanelli,secondary,False,50.322,,,"LINESTRING (11.1314751 46.0648769, 11.1317155 46.0652976)",,,
"[80448070, 174172359]",True,1,Via Santissima Trinitá,residential,False,71.066,,destination,"LINESTRING (11.1234542 46.0663806, 11.1240203 46.0664498, 11.1243614 46.0664914)",,,
"[23763993, 1103555074]",True,1,Via Santissima Trinitá,residential,False,61.980000000000004,,destination,"LINESTRING (11.1234542 46.0663806, 11.123358 46.0663678, 11.1227714 46.06629, 11.1226907 46.06624)",,,
"[23762032, 574541250]",True,1,Via Calepina,residential,False,102.321,50,destination,"LINESTRING (11.1251368 46.0671546, 11.1253736 46.0671801, 11.1255186 46.0671955, 11.1256572 46.0672169, 11.1263004 46.0672662, 11.1263649 46.0672635, 11.1264493 46.0672512)",,,
22986312,True,1,Via Galileo Galilei,residential,False,54.265,50,destination,"LINESTRING (11.1263186 46.0675748, 11.1257547 46.0678665)",,,
"[23951162, 72232747, 72232741]",True,,Via Dietro Le Mura B,residential,False,43.149,50,destination,"LINESTRING (11.1263186 46.0675748, 11.1263359 46.0675929, 11.126348 46.0676062, 11.1264254 46.0676896, 11.12653 46.0679303)",,,building_passage
24696065,True,,Vicolo Santa Maria Maddalena,residential,False,107.026,50,destination,"LINESTRING (11.12653 46.0679303, 11.1263015 46.0684868, 11.1260444 46.0688267)",,,
72232747,True,,Via Dietro Le Mura B,residential,False,131.80100000000002,50,destination,"LINESTRING (11.12653 46.0679303, 11.1270959 46.0689982, 11.127112 46.0690444)",,,
24696066,True,1,Via Francesco Ferruccio,residential,False,85.997,,destination,"LINESTRING (11.1260444 46.0688267, 11.1265183 46.0689471, 11.1270314 46.0690316, 11.127112 46.0690444)",,,
"[77021626, 77021620, 24711285]",False,,Via della Collina,unclassified,True,186.084,,,"LINESTRING (11.1308806 46.0696442, 11.1307982 46.0695958, 11.1307844 46.0695872, 11.1307677 46.0695768, 11.1307409 46.0695602, 11.1306929 46.0695333, 11.1305691 46.0694735, 11.130562 46.0694647, 11.1305519 46.0694521, 11.1305328 46.0694048, 11.1305197 46.0692162, 11.1305057 46.069138, 11.1304282 46.0689787, 11.1303507 46.0688754, 11.1303213 46.068837, 11.1301774 46.0686387, 11.1301279 46.0685374, 11.1300526 46.0683367, 11.1300116 46.0682755, 11.1299454 46.0682354, 11.1298692 46.0682)",,,
"[77021626, 77021620, 24711285]",False,,Via della Collina,unclassified,False,186.084,,,"LINESTRING (11.1298692 46.0682, 11.1299454 46.0682354, 11.1300116 46.0682755, 11.1300526 46.0683367, 11.1301279 46.0685374, 11.1301774 46.0686387, 11.1303213 46.068837, 11.1303507 46.0688754, 11.1304282 46.0689787, 11.1305057 46.069138, 11.1305197 46.0692162, 11.1305328 46.0694048, 11.1305519 46.0694521, 11.130562 46.0694647, 11.1305691 46.0694735, 11.1306929 46.0695333, 11.1307409 46.0695602, 11.1307677 46.0695768, 11.1307844 46.0695872, 11.1307982 46.0695958, 11.1308806 46.0696442)",,,
"[97117418, 40367379]",False,,"['Via dei Giardini', 'Via della Saluga']",unclassified,False,292.803,,,"LINESTRING (11.1298692 46.0682, 11.1298106 46.0682152, 11.1296235 46.0682635, 11.1295341 46.0683048, 11.129468 46.0683669, 11.1294416 46.0684046, 11.1294344 46.0684387, 11.1294392 46.0685184, 11.1294429 46.068656, 11.1294348 46.0687211, 11.1293939 46.0688348, 11.129096 46.0694166, 11.1289332 46.0696669, 11.1288385 46.0697673, 11.1287601 46.0698171, 11.1286746 46.069857, 11.1284726 46.0701104, 11.1284147 46.0701544, 11.1282337 46.0700926, 11.1280819 46.0700467, 11.1279925 46.0700492)",,,
"[97117418, 40367379]",False,,"['Via dei Giardini', 'Via della Saluga']",unclassified,True,292.803,,,"LINESTRING (11.1279925 46.0700492, 11.1280819 46.0700467, 11.1282337 46.0700926, 11.1284147 46.0701544, 11.1284726 46.0701104, 11.1286746 46.069857, 11.1287601 46.0698171, 11.1288385 46.0697673, 11.1289332 46.0696669, 11.129096 46.0694166, 11.1293939 46.0688348, 11.1294348 46.0687211, 11.1294429 46.068656, 11.1294392 46.0685184, 11.1294344 46.0684387, 11.1294416 46.0684046, 11.129468 46.0683669, 11.1295341 46.0683048, 11.1296235 46.0682635, 11.1298106 46.0682152, 11.1298692 46.0682)",,,
"[308178203, 308178199]",False,2,"['Piazza Venezia', 'Via della Cervara']",tertiary,False,24.767000000000003,50,,"LINESTRING (11.1279925 46.0700492, 11.1279812 46.0699935, 11.1279639 46.0699423, 11.1279528 46.0699096, 11.1279172 46.0698332)",,,
24755378,True,2,Largo Porta Nuova,secondary,False,5.696,50,,"LINESTRING (11.1267398 46.0673954, 11.1267219 46.0674256, 11.1267076 46.0674413)",roundabout,,
24771362,True,1,Via Vittorio Alfieri,residential,False,62.095,,destination,"LINESTRING (11.1216947 46.069735, 11.1216732 46.0698102, 11.1215643 46.0701909, 11.1215384 46.0702828)",,,
24696066,True,1,Via Francesco Ferruccio,residential,False,10.243,,destination,"LINESTRING (11.1259214 46.068792, 11.1260444 46.0688267)",,,
"[574537083, 239994668]",False,,Via Santa Maria Maddalena,residential,True,18.862000000000002,,destination,"LINESTRING (11.1259214 46.068792, 11.1259038 46.0689309, 11.1258922 46.06896)",,,
24915506,True,,Via Livio Marchetti,residential,False,136.593,30,destination,"LINESTRING (11.1272847 46.0696661, 11.1265552 46.0694175, 11.1263509 46.0693601, 11.1262169 46.0692501, 11.1259845 46.0690319, 11.1258922 46.06896)",,,
"[308178202, 23795382]",False,2,"['Via dei Ventuno', 'Via cardinale Bernardo Clesio']",secondary,False,108.651,50,,"LINESTRING (11.1272847 46.0696661, 11.127316 46.0698058, 11.1273286 46.0699211, 11.1273093 46.069982, 11.1272344 46.0700646, 11.1270612 46.0702467, 11.1267956 46.0705348)",,,
"[829951745, 308178202]",False,"['2', '4']",Via dei Ventuno,secondary,True,65.297,50,,"LINESTRING (11.1272847 46.0696661, 11.1272837 46.06963, 11.1273025 46.0695715, 11.127392 46.0694569, 11.1273972 46.0694237, 11.1273879 46.0693718, 11.1273256 46.0692347, 11.1273205 46.0691738, 11.1273709 46.0691127)",,,
23951161,False,2,Via Piave,secondary,False,136.08399999999997,50,,"LINESTRING (11.1278101 46.0643906, 11.1277844 46.0643459, 11.1276519 46.0640972, 11.1273753 46.0635889, 11.1272414 46.0633619, 11.1272265 46.0633333, 11.1272145 46.0632923, 11.1272138 46.0632426)",,,
"[295396002, 43385386]",False,,Via San Giovanni Bosco,unclassified,False,250.75,50,destination,"LINESTRING (11.1278101 46.0643906, 11.1277363 46.0644047, 11.1258264 46.0647134, 11.1257905 46.0647192, 11.1251071 46.0648337, 11.1247468 46.0648958, 11.1246865 46.0649069, 11.1246489 46.0649139)",,,
591045085,False,2,Via Brigata Acqui,secondary,True,61.007999999999996,50,,"LINESTRING (11.1278101 46.0643906, 11.1280463 46.0648152, 11.1280954 46.0649023)",,,
"[1103555077, 23763916, 122602437]",True,1,"['Piazza Santa Maria Maggiore', 'Via delle Orfane']",residential,False,109.259,,destination,"LINESTRING (11.1198626 46.0695223, 11.1198744 46.0694859, 11.119934 46.069301, 11.1199385 46.0692869, 11.1199889 46.0691309, 11.1200195 46.0688366, 11.1200385 46.068691, 11.1200411 46.0686778, 11.1200663 46.0685521)",,,
198530825,True,1,Via Roma,residential,False,40.977999999999994,,destination,"LINESTRING (11.1198626 46.0695223, 11.1197805 46.0695227, 11.1197302 46.0695229, 11.1194352 46.0695538, 11.1193364 46.0695663)",,,
"[574537083, 239994668]",False,,Via Santa Maria Maddalena,residential,False,18.862000000000002,,destination,"LINESTRING (11.1258922 46.06896, 11.1259038 46.0689309, 11.1259214 46.068792)",,,
24161870,True,,Piazza Vicenza,secondary,False,6.167,,,"LINESTRING (11.132152 46.0626939, 11.1321271 46.062673, 11.1321172 46.0626455)",roundabout,12,
24161871,False,,Via Fiume,secondary,True,35.851,,,"LINESTRING (11.1318343 46.0631285, 11.1321075 46.0628677)",,6,
24161871,False,,Via Fiume,secondary,False,89.099,,,"LINESTRING (11.1318343 46.0631285, 11.1314725 46.0635246, 11.1314415 46.0635736, 11.1313105 46.0637806, 11.1312911 46.0638111, 11.131281 46.0638292)",,6,
96888967,False,,Piazzetta Luigi Negrelli,residential,False,4.652,,,"LINESTRING (11.1318343 46.0631285, 11.1318646 46.0631461, 11.1318826 46.0631533)",,,
240108147,False,4,Via dei Ventuno,secondary,True,19.453000000000003,50,,"LINESTRING (11.1273709 46.0691127, 11.1274344 46.0690851, 11.1274985 46.0690644, 11.127593 46.0690303)",,,
"[829951745, 308178202]",False,"['2', '4']",Via dei Ventuno,secondary,False,65.297,50,,"LINESTRING (11.1273709 46.0691127, 11.1273205 46.0691738, 11.1273256 46.0692347, 11.1273879 46.0693718, 11.1273972 46.0694237, 11.127392 46.0694569, 11.1273025 46.0695715, 11.1272837 46.06963, 11.1272847 46.0696661)",,,
23763178,True,1,Via Carlo Antonio Pilati,residential,False,109.179,50,,"LINESTRING (11.1285336 46.0656651, 11.128393 46.0657102, 11.1281269 46.0657812, 11.1278482 46.0658555, 11.1275786 46.0659281, 11.1273838 46.0659769, 11.1273145 46.0659942, 11.1272153 46.0660213)",,,
24094898,True,1,Via Brigata Acqui,unclassified,False,87.80199999999999,,,"LINESTRING (11.1289477 46.0664006, 11.1289105 46.0663345, 11.1285748 46.0657382, 11.1285336 46.0656651)",,13,
23763189,True,1,Via dei Paradisi,unclassified,False,60.214000000000006,50,,"LINESTRING (11.1276073 46.0667619, 11.127815 46.0671617, 11.1278544 46.0672324, 11.127874 46.0672708)",,,
37414006,True,,Via Filippo Serafini,residential,False,110.945,,permissive,"LINESTRING (11.1276073 46.0667619, 11.1276649 46.0667447, 11.1288729 46.0664215, 11.1289477 46.0664006)",,,
574541253,True,,Via Benedetto Giovanelli,secondary,False,52.221000000000004,,,"LINESTRING (11.1317282 46.0653171, 11.1317698 46.0653809, 11.1319997 46.0657473)",,,
24094905,True,,Via Benedetto Giovanelli,secondary,False,4.566,,,"LINESTRING (11.1311712 46.064266, 11.1311791 46.0643067)",,,
67624761,False,2,Via Benedetto Giovanelli,secondary,True,23.633,,,"LINESTRING (11.1311712 46.064266, 11.1311967 46.0640542)",,,
24094905,True,,Via Benedetto Giovanelli,secondary,False,67.499,,,"LINESTRING (11.1311791 46.0643067, 11.1312045 46.0643904, 11.1314023 46.0647525, 11.1314751 46.0648769)",,,
1123547972,True,1,Piazza Dante,tertiary,False,32.769999999999996,,,"LINESTRING (11.119628 46.0703734, 11.1196352 46.0702509, 11.119662 46.0700798)",,4,
35209300,True,1,Via Giannantonio Manci,residential,False,12.566,,destination,"LINESTRING (11.124537 46.0701053, 11.1244551 46.0700837, 11.1243942 46.070053)",,,
"[1103555080, 35209298, 1103555079]",True,,Via San Marco,residential,False,182.062,50,destination,"LINESTRING (11.124537 46.0701053, 11.1249293 46.0701242, 11.1252119 46.0701572, 11.1253649 46.0701905, 11.1254298 46.0702093, 11.1255053 46.0702311, 11.1260753 46.0704021, 11.1263623 46.0704697, 11.1265935 46.0705029, 11.126672 46.0705117, 11.1267956 46.0705348)",,2.7,
97121841,True,1,Via Giannantonio Manci,residential,False,213.261,,destination,"LINESTRING (11.1243942 46.070053, 11.1242635 46.069994, 11.1241549 46.0699629, 11.1238237 46.0698928, 11.1235996 46.0698874, 11.1233759 46.0698821, 11.1231811 46.0698824, 11.1226063 46.0698354, 11.1225331 46.0698294, 11.1217797 46.0697455, 11.1216947 46.069735)",,,
109372515,True,,Via Benedetto Giovanelli,secondary,False,2.379,,,"LINESTRING (11.1317155 46.0652976, 11.1317282 46.0653171)",,,
71840973,False,,Via Giuseppe Grazioli,residential,False,28.191000000000003,,,"LINESTRING (11.1309216 46.0664799, 11.1307825 46.0663007, 11.1307483 46.0662567)",,,
37015405,True,1,Via Giuseppe Grazioli,secondary,False,113.777,50,,"LINESTRING (11.1307483 46.0662567, 11.1294911 46.0667916)",,,
71840973,False,,Via Giuseppe Grazioli,residential,True,28.191000000000003,,,"LINESTRING (11.1307483 46.0662567, 11.1307825 46.0663007, 11.1309216 46.0664799)",,,
23058904,True,,Via Torre Vanga,tertiary,False,6.132,50,,"LINESTRING (11.119662 46.0700798, 11.119741 46.0700859)",,9,
24695422,True,1,Via Roccabruna,residential,False,60.82,,destination,"LINESTRING (11.1233181 46.0669188, 11.1233334 46.0668905, 11.1233841 46.0666735, 11.1234542 46.0663806)",,,
295396001,True,1,Via Calepina,residential,False,70.027,,destination,"LINESTRING (11.1233181 46.0669188, 11.1237185 46.0669662, 11.1241418 46.0670242, 11.1242105 46.0670336)",,,
67624761,False,2,Via Benedetto Giovanelli,secondary,False,23.633,,,"LINESTRING (11.1311967 46.0640542, 11.1311712 46.064266)",,,
67624761,False,2,Via Benedetto Giovanelli,secondary,True,23.366,,,"LINESTRING (11.1311967 46.0640542, 11.1312711 46.0638505)",,,
96890954,True,,Via Benedetto Giovanelli,residential,False,32.43299999999999,,,"LINESTRING (11.1311967 46.0640542, 11.1311459 46.0639718, 11.1310457 46.0639035, 11.1309855 46.0638838, 11.1309083 46.0638605)",,,
24443810,True,,Via San Bernardino,unclassified,False,246.298,,,"LINESTRING (11.1309083 46.0638605, 11.1308888 46.0638631, 11.1304405 46.0639465, 11.1300632 46.0639909, 11.1293371 46.0641157, 11.1288436 46.0642026, 11.1286915 46.0642289, 11.1278908 46.0643773, 11.1278101 46.0643906)",,6.5,
96888967,False,,Piazzetta Luigi Negrelli,residential,True,4.652,,,"LINESTRING (11.1318826 46.0631533, 11.1318646 46.0631461, 11.1318343 46.0631285)",,,
"[23733914, 23795535]",False,2,Via Venezia,secondary,"[False, True]",447.517,40,,"LINESTRING (11.1318344 46.0665417, 11.1308955 46.0669291, 11.130848 46.0669499, 11.1305822 46.0670662, 11.1304027 46.0671709, 11.1297529 46.0676316, 11.1296887 46.0676905, 11.1296102 46.0677627, 11.1294608 46.0679193, 11.1293038 46.0681974, 11.1292878 46.0682281, 11.1292584 46.0682844, 11.1290659 46.0686535, 11.1288966 46.0689565, 11.1287364 46.0692759, 11.1285533 46.0696123, 11.1285222 46.0696505)",,,
"[75417888, 223001539, 34663493, 993035145, 23763977, 993035146, 23066966, 23762459]",True,1,"['Piazza del Duomo', 'Piazza Santa Maria Maggiore', 'Via Camillo Benso Cavour', 'Via Rodolfo Belenzani']",residential,False,390.3569999999999,,destination,"LINESTRING (11.1200663 46.0685521, 11.1201043 46.068464, 11.1202017 46.0683737, 11.1205421 46.0681188, 11.1206138 46.0680409, 11.1206539 46.0679973, 11.1207795 46.0678601, 11.1208522 46.0677434, 11.120901 46.0676905, 11.1209262 46.0676632, 11.1209545 46.0676519, 11.1210924 46.0676474, 11.1214867 46.0676623, 11.121469 46.0677381, 11.121466 46.0677511, 11.1213806 46.0681452, 11.1213548 46.0682642, 11.1213115 46.0684385, 11.1212897 46.0685261, 11.1212678 46.0686443, 11.1212316 46.0688409, 11.1212202 46.0689365, 11.1212082 46.0690374, 11.1211924 46.0693003, 11.1211836 46.0695158, 11.1211746 46.0696847)",,4,
"[574537082, 23762742]",True,1,Largo Giosuè Carducci,residential,False,78.10499999999999,,destination,"LINESTRING (11.1252392 46.0683737, 11.1247826 46.0683518, 11.1245203 46.0683684, 11.1242292 46.0683766)",,,
34662179,True,1,Via Santa Maria Maddalena,residential,False,70.428,,destination,"LINESTRING (11.1252392 46.0683737, 11.1252914 46.0683943, 11.1255528 46.0685395, 11.1259214 46.068792)",,,
24479576,False,3,Piazza Venezia,secondary,True,29.615000000000002,50,,"LINESTRING (11.1268438 46.0676903, 11.1267561 46.0675275, 11.1267076 46.0674413)",,,
