osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,ref,access
144866671,Via Maria Montessori,tertiary,50,False,True,117.737,"LINESTRING (13.5521873 43.461064, 13.5519642 43.4610768, 13.5512043 43.4611411, 13.5507426 43.4612046)",,,,
156279669,,tertiary,,True,False,9.217,"LINESTRING (13.5521873 43.461064, 13.5521862 43.4610418, 13.5521975 43.4610198, 13.5522116 43.4610075, 13.5522364 43.4609963)",roundabout,,,
31141318,Via 4 novembre,tertiary,50,False,False,185.036,"LINESTRING (13.5503205 43.4622816, 13.5502315 43.46218, 13.5501022 43.4620693, 13.5499354 43.4619264, 13.5497201 43.4617961, 13.5495247 43.4617706, 13.549314 43.461786, 13.5490418 43.4618405, 13.5487089 43.4619191, 13.5483832 43.4620032)",,,,
31141323,Via Settimio Soprani,tertiary,,True,False,156.08399999999997,"LINESTRING (13.5503205 43.4622816, 13.5507966 43.462575, 13.5509249 43.4626278, 13.551217 43.4627235, 13.551335 43.4627734, 13.5514211 43.4628287, 13.5515076 43.4628904, 13.5515692 43.4629732, 13.5515987 43.4630355, 13.5516001 43.4630987, 13.5515639 43.4631494, 13.5515049 43.4631912)",,1,,
31141318,Via 4 novembre,tertiary,50,False,True,16.79,"LINESTRING (13.541816 43.4642303, 13.5420221 43.4642097)",,,,
31141318,Via 4 novembre,tertiary,50,False,False,57.319,"LINESTRING (13.5427215 43.4641226, 13.5426625 43.4641313, 13.5423814 43.4641755, 13.5422551 43.4641864, 13.5420221 43.4642097)",,,,
31141318,Via 4 novembre,tertiary,50,False,True,212.38299999999998,"LINESTRING (13.5427215 43.4641226, 13.5428892 43.4641177, 13.5432003 43.464109, 13.543612 43.464107, 13.5442316 43.4641323, 13.5443993 43.4641309, 13.5445736 43.4641304, 13.5448096 43.4640934, 13.5453252 43.4639853)",,,,
31300574,Via Oberdan,residential,,True,False,85.13,"LINESTRING (13.5427215 43.4641226, 13.5435061 43.4639367, 13.543718 43.4638728)",,,,
31141318,Via 4 novembre,tertiary,50,False,False,109.178,"LINESTRING (13.547583 43.4625583, 13.5475254 43.4626216, 13.5474502 43.4627191, 13.546955 43.4632562, 13.5468501 43.4633831)",,,,
31141318,Via 4 novembre,tertiary,50,False,True,90.82,"LINESTRING (13.547583 43.4625583, 13.5478026 43.4623387, 13.5480488 43.4621429, 13.548362 43.4620087, 13.5483832 43.4620032)",,,,
31300575,Via Oberdan,unclassified,,False,True,9.951,"LINESTRING (13.547583 43.4625583, 13.5475307 43.4625252, 13.5475173 43.4624873)",,,,
31141324,Via Paolo Soprani,tertiary,,True,False,87.965,"LINESTRING (13.5503448 43.4630754, 13.5495733 43.4625166)",,,,
31141592,Via Giacomo Matteotti,tertiary,,False,False,151.067,"LINESTRING (13.5503448 43.4630754, 13.5502214 43.4631718, 13.5498781 43.4634161, 13.5495911 43.4636283, 13.5493137 43.4638098, 13.54901 43.4640272)",,,,
31141592,Via Giacomo Matteotti,tertiary,,False,True,97.69600000000001,"LINESTRING (13.5503448 43.4630754, 13.5504065 43.4630228, 13.5506144 43.4628885, 13.5507015 43.4628554, 13.5508182 43.462832, 13.5509336 43.4628272, 13.5510408 43.4628427, 13.5511441 43.4628719, 13.5512299 43.4629138, 13.5513506 43.4630092)",,,,
31141324,Via Paolo Soprani,tertiary,,True,False,66.05499999999999,"LINESTRING (13.5495543 43.4624521, 13.5496076 43.4624086, 13.5497116 43.4623775, 13.5498477 43.4623644, 13.5500669 43.4623428, 13.5503205 43.4622816)",,,,
176404565,Via Guglielmo Marconi,residential,,True,False,297.95,"LINESTRING (13.5495543 43.4624521, 13.5494524 43.4623618, 13.549297 43.4623554, 13.5486184 43.4624391, 13.5485084 43.4624858, 13.548436 43.4625286, 13.5483797 43.4626318, 13.548259 43.4630796, 13.5481757 43.46323, 13.5480873 43.4632976, 13.5477708 43.4634728, 13.5476018 43.4635877, 13.5475455 43.4636481, 13.5474543 43.4638057, 13.5473764 43.4639893, 13.5473285 43.4640551)",,,,
31300575,Via Oberdan,unclassified,,False,False,26.082,"LINESTRING (13.543718 43.4638728, 13.5440184 43.4637863)",,,,
31300576,Via Cadorna,residential,,False,False,109.957,"LINESTRING (13.543718 43.4638728, 13.5432553 43.4638666, 13.5431882 43.463851, 13.5431279 43.4638247, 13.5430756 43.463777, 13.542924 43.4636369, 13.5426558 43.4633935)",,,,
176477497,Via Tagliamento,residential,,False,True,80.983,"LINESTRING (13.543718 43.4638728, 13.5436318 43.463382, 13.5433101 43.4633858)",,,,
31300575,Via Oberdan,unclassified,,False,False,18.899,"LINESTRING (13.5461639 43.4629378, 13.5463465 43.4628314)",,,,
31300575,Via Oberdan,unclassified,,False,True,52.654,"LINESTRING (13.5461639 43.4629378, 13.5455918 43.4631654)",,,,
236873773,Via Luigi Rizzo,unclassified,,True,False,29.434,"LINESTRING (13.5461639 43.4629378, 13.5462213 43.4627501, 13.5462355 43.4626784)",,,,
31300575,Via Oberdan,unclassified,,False,True,18.899,"LINESTRING (13.5463465 43.4628314, 13.5461639 43.4629378)",,,,
31300575,Via Oberdan,unclassified,,False,False,187.77800000000005,"LINESTRING (13.5463465 43.4628314, 13.5467811 43.4625978, 13.5472022 43.4623817, 13.5473738 43.4622551, 13.547524 43.4621188, 13.5475696 43.4620877, 13.5476367 43.462076, 13.547685 43.4620969, 13.5477171 43.4621281, 13.5477212 43.462169, 13.5476997 43.462204, 13.5475267 43.4624396, 13.5475173 43.4624873)",,,,
176477498,Via Asiago,residential,,False,False,72.32,"LINESTRING (13.5424197 43.4630298, 13.5433153 43.4630087)",,,,
31300576,Via Cadorna,residential,,False,False,27.062,"LINESTRING (13.5424197 43.4630298, 13.5423944 43.4629335, 13.5423517 43.4627915)",,,,
31300576,Via Cadorna,residential,,False,True,45.763000000000005,"LINESTRING (13.5424197 43.4630298, 13.5424886 43.463239, 13.5426558 43.4633935)",,,,
31300576,Via Cadorna,residential,,False,False,111.619,"LINESTRING (13.5420635 43.4626688, 13.5416014 43.4625538, 13.5413631 43.4624988, 13.5409892 43.4624402, 13.5407273 43.4624381)",,,,
31300576,Via Cadorna,residential,,False,True,27.158,"LINESTRING (13.5420635 43.4626688, 13.5422569 43.462735, 13.5423517 43.4627915)",,,,
31300576,Via Cadorna,residential,,False,True,111.619,"LINESTRING (13.5407273 43.4624381, 13.5409892 43.4624402, 13.5413631 43.4624988, 13.5416014 43.4625538, 13.5420635 43.4626688)",,,,
31300647,Via Luigi Rizzo,unclassified,,False,True,36.008,"LINESTRING (13.5485801 43.4607254, 13.548872 43.4604805)",,,,
31300647,Via Luigi Rizzo,unclassified,,False,False,132.446,"LINESTRING (13.5485801 43.4607254, 13.5483985 43.460833, 13.5476394 43.4610828, 13.5472198 43.4612062, 13.5471495 43.461234, 13.5471131 43.4612466)",,,,
176477916,Via Enrico Toti,residential,,False,False,172.42499999999998,"LINESTRING (13.5485801 43.4607254, 13.5489425 43.4614118, 13.5488996 43.4615636, 13.5489219 43.4617665, 13.5483832 43.4620032)",,,,
31300647,Via Luigi Rizzo,unclassified,,False,True,132.446,"LINESTRING (13.5471131 43.4612466, 13.5471495 43.461234, 13.5472198 43.4612062, 13.5476394 43.4610828, 13.5483985 43.460833, 13.5485801 43.4607254)",,,,
1254398942,Via Luigi Rizzo,unclassified,,True,False,30.749,"LINESTRING (13.5471131 43.4612466, 13.5469781 43.4613201, 13.5468842 43.4613897, 13.5468255 43.461427)",,,,
