osmid,oneway,ref,name,highway,reversed,length,geometry,junction,lanes,maxspeed,width
469066534,False,SP2dir,Via Armando Diaz,tertiary,False,35.732,"LINESTRING (11.7943915 45.3624374, 11.7939593 45.3625425)",,,,
156504095,False,,Via Chiodare,residential,False,298.269,"LINESTRING (11.7943915 45.3624374, 11.7943702 45.3623965, 11.7943554 45.3623692, 11.7943184 45.3622997, 11.7941128 45.361914, 11.7936359 45.361042, 11.7935531 45.3608905, 11.7930647 45.3599782, 11.7930519 45.3599542, 11.7930448 45.3599279)",,,,
469066534,False,SP2dir,Via Armando Diaz,tertiary,True,64.666,"LINESTRING (11.7943915 45.3624374, 11.7945091 45.3624095, 11.7948219 45.3623334, 11.7951165 45.3622635, 11.7951748 45.3622495)",,,,
32075274,True,,Via Primo Maggio,unclassified,False,2.377,"LINESTRING (11.7949364 45.3591732, 11.7949652 45.3591801)",roundabout,,,
37932234,True,,Via Primo Maggio,unclassified,False,16.904,"LINESTRING (11.7950418 45.359319, 11.7950202 45.3593989, 11.7950308 45.3594692)",,1,,
123105587,True,,Via Primo Maggio,unclassified,False,15.085,"LINESTRING (11.7950418 45.359319, 11.7950044 45.3593558, 11.7949486 45.3593783, 11.7948845 45.3593825)",roundabout,,,
37932229,True,,Via Primo Maggio,unclassified,False,14.783999999999999,"LINESTRING (11.7947787 45.359216, 11.7947942 45.3591553, 11.7948015 45.3590842)",,1,,
"[123105584, 32075274]",True,,Via Primo Maggio,unclassified,False,13.959,"LINESTRING (11.7947787 45.359216, 11.7948109 45.3591924, 11.7948518 45.3591768, 11.7948937 45.3591708, 11.7949364 45.3591732)",roundabout,,,
41439653,True,,Via San Pio X,unclassified,False,79.573,"LINESTRING (11.7914563 45.3604015, 11.7917385 45.3603222, 11.7923953 45.3601245)",,1,,
156504089,True,,Via don G. Minzoni,residential,False,68.453,"LINESTRING (11.7914563 45.3604015, 11.7914181 45.3603335, 11.7913421 45.3601462, 11.7912938 45.3600727, 11.7912636 45.3600354, 11.7911307 45.3598712, 11.7911061 45.3598408)",,2,50,
469066534,False,SP2dir,Via Armando Diaz,tertiary,True,35.732,"LINESTRING (11.7939593 45.3625425, 11.7943915 45.3624374)",,,,
32934807,True,,Via Carabinieri,unclassified,False,153.995,"LINESTRING (11.7939593 45.3625425, 11.793985 45.3625808, 11.7941383 45.3628088, 11.7945165 45.3633352, 11.7948675 45.363771)",,1,30,
469066534,False,SP2dir,Via Armando Diaz,tertiary,False,13.656,"LINESTRING (11.7939593 45.3625425, 11.7939043 45.3625549, 11.7937929 45.3625801)",,,,
43201890,False,,Viale Giuseppe Mazzini,unclassified,False,100.505,"LINESTRING (11.7844449 45.3600196, 11.7843698 45.359558, 11.7843077 45.3591862, 11.7842988 45.3591216)",,2,,
43201890,False,,Viale Giuseppe Mazzini,unclassified,True,116.092,"LINESTRING (11.7844449 45.3600196, 11.7845559 45.3607651, 11.7845917 45.3610585)",,2,,
"[540046792, 238473221]",False,,Via Appia Monterosso,unclassified,False,144.80100000000002,"LINESTRING (11.7846911 45.361703, 11.7848886 45.3616811, 11.78494 45.3616745, 11.7857327 45.361573, 11.7858203 45.3615618, 11.7865174 45.3614816)",,1,,
"[540046793, 43201890]",False,,Viale Giuseppe Mazzini,unclassified,"[False, True]",72.09,"LINESTRING (11.7846911 45.361703, 11.7846842 45.361661, 11.7846567 45.3615134, 11.7846507 45.3614701, 11.7845917 45.3610585)",,2,,
238473221,False,,Via Appia Monterosso,unclassified,False,64.147,"LINESTRING (11.7872671 45.3613533, 11.7878456 45.3611991, 11.7880332 45.3611459)",,1,,
238473221,False,,Via Appia Monterosso,unclassified,True,60.437000000000005,"LINESTRING (11.7872671 45.3613533, 11.787027 45.361411, 11.7868356 45.3614444, 11.7866811 45.3614631, 11.7865174 45.3614816)",,1,,
363816514,False,,Via Enrico Bernardi,residential,False,152.08100000000002,"LINESTRING (11.7872671 45.3613533, 11.787284 45.3613806, 11.7873046 45.3615009, 11.7872346 45.3624575, 11.7868662 45.3624626)",,,50,6
392479728,False,,Via Giacomo Matteotti,tertiary,False,10.818999999999999,"LINESTRING (11.7899034 45.3607201, 11.7899024 45.3607108, 11.7898671 45.3606264)",,,50,
"[540037357, 41439653]",True,,Via San Pio X,unclassified,False,126.565,"LINESTRING (11.7899034 45.3607201, 11.7900245 45.3607017, 11.7901493 45.3606866, 11.7902766 45.3606676, 11.7904705 45.3606267, 11.7906651 45.3605874, 11.7913378 45.3604319, 11.7914563 45.3604015)",,1,,
"[34234666, 540037358]",False,,Via Giacomo Matteotti,tertiary,True,105.234,"LINESTRING (11.7899034 45.3607201, 11.789922 45.3608177, 11.7899274 45.3609381, 11.7899321 45.3610593, 11.7899538 45.3613012, 11.789987 45.3614729, 11.7900502 45.3616582)",,2,50,
34326598,False,,Via Cesare Battisti,tertiary,False,41.832,"LINESTRING (11.7902245 45.3633503, 11.7900296 45.3637007)",,2,,
34326598,False,,Via Cesare Battisti,tertiary,True,5.225,"LINESTRING (11.7902245 45.3633503, 11.7902508 45.3633071)",,2,,
363817493,False,,Via Pinazza,residential,False,108.656,"LINESTRING (11.7902245 45.3633503, 11.788862 45.3631543)",,,,
474836032,True,,Via Primo Maggio,unclassified,False,15.047,"LINESTRING (11.7950308 45.3594692, 11.7949605 45.3594177, 11.7948845 45.3593825)",,1,,
"[1071369762, 32075275, 1190042549]",False,,Via Primo Maggio,"['unclassified', 'residential']",False,268.728,"LINESTRING (11.7950308 45.3594692, 11.7950487 45.3595003, 11.7951234 45.3596943, 11.7951791 45.3598835, 11.7951944 45.3600636, 11.7952023 45.3601524, 11.7952189 45.3602931, 11.7952567 45.3604881, 11.7952812 45.3606014, 11.7953016 45.3606707, 11.7954354 45.3609398, 11.7956224 45.361224, 11.7960351 45.3617123, 11.7960606 45.3617366)",,2,50,
474836031,True,,Via Primo Maggio,unclassified,False,14.556,"LINESTRING (11.7948015 45.3590842, 11.794876 45.3591435, 11.7949364 45.3591732)",,1,,
"[41439668, 1071369764]",False,,Via Primo Maggio,"['unclassified', 'residential']",True,75.098,"LINESTRING (11.7948015 45.3590842, 11.7947883 45.3590649, 11.7944244 45.358463)",,2,,
38631400,False,,Via Arrunzio Stella,residential,False,3.159,"LINESTRING (11.7879808 45.3624793, 11.7879759 45.3625075)",,2,50,
38631401,False,,Via Appia Monterosso,unclassified,True,20.552,"LINESTRING (11.7880332 45.3611459, 11.7882733 45.3610704)",,2,,
38631399,True,,Via Arrunzio Stella,unclassified,False,149.15099999999998,"LINESTRING (11.7880332 45.3611459, 11.7880712 45.3612138, 11.7880865 45.3613349, 11.7880222 45.3620212, 11.7879808 45.3624793)",,1,,
238473221,False,,Via Appia Monterosso,unclassified,True,64.147,"LINESTRING (11.7880332 45.3611459, 11.7878456 45.3611991, 11.7872671 45.3613533)",,1,,
38631400,False,,Via Arrunzio Stella,residential,True,135.523,"LINESTRING (11.7877305 45.3642557, 11.7878825 45.3630416)",,2,50,
38631400,False,,Via Arrunzio Stella,residential,False,46.589,"LINESTRING (11.7877305 45.3642557, 11.7877023 45.3642924, 11.7876434 45.3643338, 11.78728 45.3645246)",,2,50,
156504112,False,,Via Nazario Sauro,residential,False,83.87700000000001,"LINESTRING (11.7877305 45.3642557, 11.7877775 45.3643413, 11.7878123 45.3643922, 11.7878418 45.3644864, 11.7884131 45.3644148, 11.78844 45.3644977, 11.78844 45.3645146)",,,,
40924694,False,,Via Pietro Gobetti,residential,True,109.75500000000001,"LINESTRING (11.787782 45.3599306, 11.7882292 45.3597944, 11.7883591 45.3597549, 11.7884208 45.3597361, 11.7885491 45.3596882, 11.7889465 45.3595408, 11.7890466 45.3595026)",,2,,
40924761,False,,Via Donati,residential,False,33.586999999999996,"LINESTRING (11.787782 45.3599306, 11.7878321 45.3600465, 11.7878863 45.3601718, 11.787907 45.3602196)",,,,
144785475,False,,Piazza Mercato,residential,False,162.353,"LINESTRING (11.787782 45.3599306, 11.7877667 45.3598735, 11.7876891 45.359556, 11.7865798 45.359665, 11.786167 45.3597049)",,,,
40924759,False,,Via Giacomo Matteotti,tertiary,False,97.04599999999999,"LINESTRING (11.7888417 45.3618599, 11.7895268 45.3617456, 11.7899449 45.3616758, 11.7900502 45.3616582)",,2,50,
"[43201890, 1067191539]",False,,Viale Giuseppe Mazzini,unclassified,True,94.989,"LINESTRING (11.7840602 45.3574661, 11.7841132 45.3578196, 11.7841798 45.3583162)",,2,,
"[1067191544, 40924702]",False,,Via Quattro Novembre,residential,"[False, True]",64.857,"LINESTRING (11.7840602 45.3574661, 11.7841056 45.3574627, 11.7841547 45.357459, 11.7848855 45.3574036)",,,,
1067191546,False,,Viale Giuseppe Mazzini,unclassified,False,52.087,"LINESTRING (11.7840602 45.3574661, 11.7840435 45.3573635, 11.7840185 45.35721, 11.7839845 45.3570007)",,2,,
40924694,False,,Via Pietro Gobetti,residential,False,109.755,"LINESTRING (11.7890466 45.3595026, 11.7889465 45.3595408, 11.7885491 45.3596882, 11.7884208 45.3597361, 11.7883591 45.3597549, 11.7882292 45.3597944, 11.787782 45.3599306)",,2,,
363521543,False,,Via Giacomo Matteotti,tertiary,False,52.537000000000006,"LINESTRING (11.7890466 45.3595026, 11.7888978 45.3593498, 11.788666 45.3591131)",,2,,
"[540037359, 363521543]",False,,Via Giacomo Matteotti,tertiary,True,141.077,"LINESTRING (11.7890466 45.3595026, 11.7891021 45.3595582, 11.7893712 45.3598507, 11.7895388 45.3600705, 11.7895781 45.3601289, 11.7896335 45.3602083, 11.7897939 45.3604561, 11.789809 45.3604923, 11.7898671 45.3606264)",,2,,
389409275,False,,Viale delle Terme,tertiary,False,40.623,"LINESTRING (11.7868241 45.3570526, 11.7870969 45.3573636)",,2,,
40924702,False,,Via Quattro Novembre,residential,False,110.16900000000001,"LINESTRING (11.7868241 45.3570526, 11.7867555 45.3570848, 11.786737 45.3570935, 11.7866175 45.3571496, 11.7863006 45.3572771, 11.7860433 45.3573345, 11.7856685 45.3573568, 11.7855188 45.3573657)",,,,
144885318,False,,Via G. Prati,residential,False,164.20000000000002,"LINESTRING (11.7868241 45.3570526, 11.786875 45.3570127, 11.7869517 45.3569526, 11.787051 45.3568986, 11.7871495 45.3568462, 11.7876048 45.356659, 11.7876591 45.3566367, 11.7876886 45.356625, 11.7881483 45.3564434, 11.7882642 45.3564069, 11.7884523 45.3563478, 11.7886159 45.3563012)",,2,50,
389409275,False,,Viale delle Terme,tertiary,True,166.531,"LINESTRING (11.7868241 45.3570526, 11.7867495 45.3569666, 11.7866684 45.3568884, 11.7866422 45.3568579, 11.7861585 45.3563679, 11.7859638 45.3562165, 11.7854689 45.3559091)",,2,,
