osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge,tunnel
123270327,SS7,Via Giovanni Amendola,tertiary,30,False,True,40.218,"LINESTRING (14.6387684 41.0630225, 14.6383365 41.0631799)",,,,
339211397,SP137,Via Cervinara,unclassified,,True,False,108.769,"LINESTRING (14.6387684 41.0630225, 14.6384871 41.0624395, 14.6383204 41.0621045)",,,,
"[1120976448, 762353699]",SS7,Via Giovanni Amendola,tertiary,30,False,False,65.576,"LINESTRING (14.6387684 41.0630225, 14.6391478 41.0628887, 14.6394844 41.0627856)",,,,
251902770,SS7,Piazza Carlo Poerio,tertiary,20,True,False,37.953,"LINESTRING (14.637893 41.0632442, 14.6380148 41.0632361, 14.6381323 41.0632197, 14.6383365 41.0631799)",,,,
779607107,,,tertiary,,True,False,10.742,"LINESTRING (14.637893 41.0632442, 14.6379261 41.0632856, 14.6379194 41.0633336)",roundabout,,,
251902768,SS7,Piazza Carlo Poerio,tertiary,20,False,True,50.311,"LINESTRING (14.6373017 41.0630124, 14.6377326 41.0633273)",,,,
564767600,SS7,Via Napoli,tertiary,30,False,True,47.663,"LINESTRING (14.6373017 41.0630124, 14.6368816 41.0627236)",,2,,
180304798,SS7,Piazza Carlo Poerio,tertiary,20,True,False,49.108999999999995,"LINESTRING (14.6373017 41.0630124, 14.6374866 41.063099, 14.6376287 41.0631616, 14.6378128 41.063227)",,,,
564767600,SS7,Via Napoli,tertiary,30,False,False,45.218,"LINESTRING (14.6354844 41.0617431, 14.6358764 41.0620224)",,2,,
124808494,,Via Cristoforo Russo,residential,,True,False,148.871,"LINESTRING (14.6354844 41.0617431, 14.6356747 41.0617493, 14.6359604 41.0617559, 14.6361555 41.0617626, 14.6362561 41.061773, 14.6363328 41.0617796, 14.6367957 41.0618836, 14.6370806 41.0619397, 14.637226 41.0619598)",,,,
564767600,SS7,Via Napoli,tertiary,30,False,True,145.52700000000002,"LINESTRING (14.6354844 41.0617431, 14.634475 41.0610464, 14.6342041 41.0608594)",,2,,
120316420,SP129,Piazza Antonio Mataluni,residential,20,True,False,36.275999999999996,"LINESTRING (14.6369291 41.0650908, 14.6367387 41.0651331, 14.636528 41.0652102)",,,,
125231882,,Via San Giuseppe,residential,,True,False,112.737,"LINESTRING (14.6369291 41.0650908, 14.6374807 41.0658434, 14.6374782 41.0659056, 14.6374411 41.065993)",,,,
1092322601,,Via Varoni,residential,,False,True,35.939,"LINESTRING (14.6369291 41.0650908, 14.6371605 41.0650714, 14.6373562 41.0650774)",,,,
339435045,SP129,Via Achille Grassi,tertiary,30,False,False,105.154,"LINESTRING (14.636528 41.0652102, 14.6359756 41.0655582, 14.635548 41.0657999)",,,,
410079884,SP129,Piazza Antonio Mataluni,residential,20,True,False,39.347,"LINESTRING (14.636528 41.0652102, 14.6368091 41.0650618, 14.636885 41.0650261, 14.6369215 41.0650291)",,,,
1255648318,,Via Angelo Domenici,unclassified,30,True,False,83.54899999999999,"LINESTRING (14.636528 41.0652102, 14.6358581 41.0648386, 14.6357415 41.0647507)",,,,
227518385,,Piazza Umberto I,residential,20,True,False,80.33200000000001,"LINESTRING (14.6403017 41.0645411, 14.6402965 41.0645612, 14.6402717 41.0646571, 14.6402534 41.0647465, 14.6402313 41.0647735, 14.6398534 41.064914, 14.6396565 41.0649846)",,,,
180304797,,Piazza Carlo Poerio,residential,,False,True,32.479,"LINESTRING (14.6380971 41.0635821, 14.6378201 41.0633779)",,,,
120238961,,Via San Rocco,residential,30,True,False,144.978,"LINESTRING (14.6380971 41.0635821, 14.6377139 41.0639652, 14.6371593 41.0646752)",,,,
1120977759,,Corso Caudino,residential,30,True,False,64.898,"LINESTRING (14.6405104 41.0639795, 14.640453 41.0641094, 14.6403702 41.0643193, 14.6403017 41.0645411)",,,,
120238964,,Piazza Umberto I,residential,,False,True,68.224,"LINESTRING (14.6390117 41.064257, 14.6391104 41.0643317, 14.6392342 41.0644445, 14.6394818 41.0647543)",,,,
120314944,,Via Antonio Grasso,residential,,True,False,94.964,"LINESTRING (14.6390117 41.064257, 14.6394486 41.0642013, 14.6394978 41.0641912, 14.6397288 41.0641437, 14.6401025 41.0640379)",,,,
"[230844221, 1120976446]",,Via Giacomo Matteotti,residential,,True,False,56.54900000000001,"LINESTRING (14.6390117 41.064257, 14.6388104 41.0641069, 14.638529 41.0639018)",,,,
762353699,SS7,Via Giovanni Amendola,tertiary,30,False,True,5.453,"LINESTRING (14.6395457 41.0627692, 14.6394844 41.0627856)",,,,
762353699,SS7,Via Giovanni Amendola,tertiary,30,False,False,77.867,"LINESTRING (14.6395457 41.0627692, 14.6399649 41.0625993, 14.6403625 41.0624359)",,,,
335315781,,Via Eduardo De Filippo,residential,,False,True,29.393,"LINESTRING (14.6452148 41.0643545, 14.6453973 41.0641288)",,,,
339211400,,Via Vitulanese,secondary,30,False,True,64.492,"LINESTRING (14.6452148 41.0643545, 14.6446487 41.0639618)",,,,
564520138,,Via Elce,residential,,False,True,41.359,"LINESTRING (14.6452148 41.0643545, 14.6447217 41.0643655)",,,,
123270325,,,residential,,False,False,23.194,"LINESTRING (14.6401931 41.0627041, 14.6402272 41.0629111)",,,,
232304800,,Via Perrillo Vecchio,residential,,True,False,54.792,"LINESTRING (14.6401931 41.0627041, 14.6398542 41.0627469, 14.6395457 41.0627692)",,,,
120470610,,Via Fiume,residential,,True,False,163.78799999999998,"LINESTRING (14.6373562 41.0650774, 14.637633 41.0647569, 14.6379276 41.0644587, 14.6382993 41.0640935, 14.638529 41.0639018)",,,,
1092322601,,Via Varoni,residential,,False,False,35.939,"LINESTRING (14.6373562 41.0650774, 14.6371605 41.0650714, 14.6369291 41.0650908)",,,,
120466921,,Via Varoni,residential,,True,False,99.719,"LINESTRING (14.6383507 41.0655574, 14.6379764 41.0653752, 14.6377526 41.0652302, 14.637633 41.0651661, 14.6375116 41.0651157, 14.6373562 41.0650774)",,,,
349759451,,Via De Ferrariis,residential,,True,False,80.23,"LINESTRING (14.6383507 41.0655574, 14.6390834 41.0655242, 14.6392228 41.065508, 14.6393033 41.0654966)",,,,
126082820,,Via Francesco Flora,residential,,False,False,85.084,"LINESTRING (14.6344024 41.0664656, 14.6342867 41.0663034, 14.6342055 41.0661293, 14.634106 41.0658571, 14.6340621 41.0657479)",,,,
"[340064386, 339435045]",SP129,Via Achille Grassi,tertiary,30,False,True,108.12299999999999,"LINESTRING (14.6344024 41.0664656, 14.6346935 41.0662856, 14.6349764 41.066101, 14.6354154 41.0658651)",,,yes,
353416542,,Via Borghetelle,residential,,False,True,179.99499999999998,"LINESTRING (14.6344024 41.0664656, 14.6344461 41.0667356, 14.6344842 41.0669155, 14.6345797 41.06703, 14.6347132 41.0671363, 14.6348658 41.0672044, 14.6350621 41.0672589, 14.6351518 41.0672918, 14.6352092 41.0673352, 14.6352964 41.0674204, 14.6353995 41.0675631, 14.6354712 41.0676798, 14.6355271 41.0677171)",,,,
230844221,,Via Giacomo Matteotti,residential,,True,False,50.743,"LINESTRING (14.638529 41.0639018, 14.6380971 41.0635821)",,,,
339211400,,Via Vitulanese,secondary,30,False,False,28.826,"LINESTRING (14.6443845 41.0637959, 14.6446487 41.0639618)",,,,
339211400,,Via Vitulanese,secondary,30,False,True,241.861,"LINESTRING (14.6443845 41.0637959, 14.642806 41.0627589, 14.6422095 41.062367)",,,,
335315781,,Via Eduardo De Filippo,residential,,False,False,29.393,"LINESTRING (14.6453973 41.0641288, 14.6452148 41.0643545)",,,,
120471230,,Via Eduardo De Filippo,residential,,False,False,65.472,"LINESTRING (14.6453973 41.0641288, 14.6449422 41.0640197, 14.6446487 41.0639618)",,,,
339211400,,Via Vitulanese,secondary,30,False,False,64.492,"LINESTRING (14.6446487 41.0639618, 14.6452148 41.0643545)",,,,
339211400,,Via Vitulanese,secondary,30,False,True,28.826,"LINESTRING (14.6446487 41.0639618, 14.6443845 41.0637959)",,,,
120471230,,Via Eduardo De Filippo,residential,,False,True,65.472,"LINESTRING (14.6446487 41.0639618, 14.6449422 41.0640197, 14.6453973 41.0641288)",,,,
339211397,SP137,Via Cervinara,unclassified,,True,False,26.161,"LINESTRING (14.6383204 41.0621045, 14.6383052 41.0620213, 14.6383103 41.0619358, 14.6383275 41.0618714)",,,,
338869216,SP137,Via Cervinara,unclassified,,False,False,16.746,"LINESTRING (14.6389498 41.0594998, 14.6389268 41.0596494)",,,,
338869216,SP137,Via Cervinara,unclassified,,False,True,7.835,"LINESTRING (14.6389099 41.0597187, 14.6389268 41.0596494)",,,,
338869216,SP137,Via Cervinara,unclassified,,False,False,98.72200000000001,"LINESTRING (14.6389099 41.0597187, 14.6387626 41.0601454, 14.6387123 41.0605907)",,,,
339211398,,Via Costantino Grillo,unclassified,,True,False,23.807,"LINESTRING (14.6389099 41.0597187, 14.638845 41.0597044, 14.6387801 41.0596797, 14.63866 41.0596203)",,,,
339211400,,Via Vitulanese,secondary,30,False,False,4.549,"LINESTRING (14.6421685 41.0623402, 14.6422095 41.062367)",,,,
230838759,,Via Giuseppe Barbato,residential,,True,False,92.419,"LINESTRING (14.6421685 41.0623402, 14.6421312 41.0624237, 14.6421254 41.0625384, 14.6421387 41.0626173, 14.6421351 41.062679, 14.6421145 41.0628064, 14.6420888 41.0629764, 14.6420918 41.0631639)",,,,
"[339211400, 669379155]",,"['Via Vitulanese', 'Piazza Carmine Pagnozzi']",secondary,30,False,True,56.104,"LINESTRING (14.6421685 41.0623402, 14.6418023 41.0620715, 14.6416873 41.0619896)",,,,
349759447,,Via Venticinque Luglio,residential,,True,False,95.10100000000001,"LINESTRING (14.6420918 41.0631639, 14.6416558 41.0630598, 14.6413929 41.0629466, 14.6410429 41.0628467)",,,,
564767597,,Via Filippo Lonardo,residential,,False,False,36.252,"LINESTRING (14.6344635 41.0634221, 14.6344685 41.0630961)",,,,
339435046,,Via Angelo Domenici,unclassified,30,False,True,100.565,"LINESTRING (14.6344635 41.0634221, 14.6346017 41.0635849, 14.6349301 41.0639636, 14.6350236 41.0640917, 14.6351066 41.0641851)",,,,
120314946,,Via Elce,residential,,True,False,54.42699999999999,"LINESTRING (14.6440798 41.0644258, 14.6442125 41.064399, 14.6444946 41.0643705, 14.6447217 41.0643655)",,,,
131349064,,Via Venticinque Luglio,residential,,True,False,56.801,"LINESTRING (14.6440798 41.0644258, 14.644096 41.0643184, 14.6441295 41.0642272, 14.64425 41.0639328)",,,,
122832753,SS7,Via Benevento,secondary,30,False,False,74.842,"LINESTRING (14.6421462 41.061615, 14.6422132 41.0615777, 14.6426469 41.0613866, 14.642912 41.0612698)",,,,
"[122832753, 671059098]",SS7,"['Via Benevento', 'Piazza Carmine Pagnozzi']",secondary,30,False,True,58.385000000000005,"LINESTRING (14.6421462 41.061615, 14.6418417 41.0617551, 14.6415496 41.0618858)",,,,
122832757,,Via Giuseppe Barbato,residential,,True,False,84.13499999999999,"LINESTRING (14.6421462 41.061615, 14.6421686 41.0617667, 14.6421686 41.0620108, 14.6421654 41.0622191, 14.6422095 41.062367)",,,,
339211400,,Via Vitulanese,secondary,30,False,True,4.549,"LINESTRING (14.6422095 41.062367, 14.6421685 41.0623402)",,,,
339211400,,Via Vitulanese,secondary,30,False,False,241.861,"LINESTRING (14.6422095 41.062367, 14.642806 41.0627589, 14.6443845 41.0637959)",,,,
131349064,,Via Venticinque Luglio,residential,,True,False,18.944,"LINESTRING (14.64425 41.0639328, 14.6443845 41.0637959)",,,,
