osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,ref,lanes,bridge
984124408,True,Piazzale San Rocco,tertiary,50,False,37.805,"LINESTRING (8.997558 45.174376, 8.9972421 45.1746329)",,,,
441635369,False,Piazzale San Rocco,tertiary,50,False,15.911999999999999,"LINESTRING (8.9972421 45.1746329, 8.9972016 45.174664, 8.9971048 45.1747383)",,,,
184201221,True,Piazzale San Rocco,tertiary,50,False,4.487,"LINESTRING (8.9966974 45.1749437, 8.9966404 45.1749474)",circular,,,
63848705,False,Via F. Cappa,tertiary,,False,16.195,"LINESTRING (8.9966974 45.1749437, 8.9967383 45.175006, 8.9967859 45.1750753)",,,,
27386202,False,Via della Libertà,tertiary,50,False,291.44599999999997,"LINESTRING (8.9961727 45.1750502, 8.9956804 45.1752966, 8.994573 45.1758213, 8.9931798 45.1764792, 8.993095 45.1765206)",,,,
1028450849,True,Piazzale San Rocco,tertiary,50,False,34.425,"LINESTRING (8.9961727 45.1750502, 8.9962944 45.1749633, 8.99647 45.1748225)",,,,
27379552,True,Piazzale San Rocco,tertiary,50,False,9.919,"LINESTRING (8.99647 45.1748225, 8.9965396 45.174748)",circular,,,
318736958,True,,tertiary,50,False,31.984,"LINESTRING (8.9965396 45.174748, 8.9966545 45.174472)",,SP19,,
27379552,True,Piazzale San Rocco,tertiary,50,False,37.254000000000005,"LINESTRING (8.9965396 45.174748, 8.9967512 45.1746091, 8.9969246 45.1745614)",circular,,,
318736968,True,Piazzale San Rocco,tertiary,50,False,13.234,"LINESTRING (8.9969246 45.1745614, 8.9970813 45.1746057)",circular,,,
971135599,True,Piazzale San Rocco,tertiary,50,False,53.88,"LINESTRING (8.9969246 45.1745614, 8.9971015 45.1745251, 8.997558 45.174376)",,,1,
971135597,False,Via della Libertà,tertiary,50,False,3.792,"LINESTRING (8.993095 45.1765206, 8.993054 45.1765387)",,,2,
27386202,False,Via della Libertà,tertiary,50,True,291.446,"LINESTRING (8.993095 45.1765206, 8.9931798 45.1764792, 8.994573 45.1758213, 8.9956804 45.1752966, 8.9961727 45.1750502)",,,,
220383022,False,Via della Libertà,tertiary,50,False,101.68700000000001,"LINESTRING (8.9913112 45.177267, 8.9911917 45.1773006, 8.9903736 45.1775308, 8.9902615 45.1775687, 8.9901818 45.1776067, 8.9901295 45.1776365)",,,,
971135597,False,Via della Libertà,tertiary,50,True,73.631,"LINESTRING (8.9913112 45.177267, 8.9915979 45.1771752, 8.9917715 45.1771139, 8.9919506 45.1770522, 8.9920487 45.1770157, 8.9921534 45.1769743)",,,2,
1263201727,False,Via Cairoli,unclassified,50,False,59.014,"LINESTRING (8.9913112 45.177267, 8.991406 45.1774113, 8.9916181 45.1777516)",,,,
318764262,False,Via Roma,tertiary,50,True,40.398,"LINESTRING (8.9947162 45.1777629, 8.99499 45.1780707)",,SP3D1,,
318736928,True,Via Giuseppe Garibaldi,residential,,False,190.28699999999998,"LINESTRING (8.9947162 45.1777629, 8.9945814 45.1778092, 8.99434 45.1778954, 8.9939249 45.1779839, 8.9930269 45.1781404, 8.9924351 45.1783272)",,,,
318736941,True,Via Roma,tertiary,50,False,188.19400000000002,"LINESTRING (8.9947162 45.1777629, 8.9943126 45.1773908, 8.9941718 45.1772994, 8.9938285 45.1770324, 8.9934194 45.1767771, 8.993095 45.1765206)",,SP3D1,,
318764262,False,Via Roma,tertiary,50,False,18.71,"LINESTRING (8.9958397 45.1797467, 8.9957531 45.1795899)",,SP3D1,,
318764262,False,Via Roma,tertiary,50,True,26.113,"LINESTRING (8.9958397 45.1797467, 8.9959437 45.1799698)",,SP3D1,,
63848708,False,Via Europa,residential,,False,127.60200000000002,"LINESTRING (8.9958397 45.1797467, 8.9960675 45.1797102, 8.9967616 45.1795241, 8.9971456 45.1794102, 8.9973585 45.1793398)",,,,
318764262,False,Via Roma,tertiary,50,False,105.585,"LINESTRING (8.9966383 45.1809818, 8.9964189 45.1807304, 8.9961845 45.1804449, 8.9960392 45.1801745, 8.9960235 45.1801409)",,SP3D1,,
63848753,False,Via della Repubblica,residential,,False,103.219,"LINESTRING (8.9970354 45.1776496, 8.9982427 45.1772789)",,,,
318736919,False,Via Carlo Albani,residential,,False,167.381,"LINESTRING (8.9970354 45.1776496, 8.9969198 45.1776505, 8.9958444 45.1779653, 8.9954139 45.1780111, 8.9950107 45.178094)",,,,
318736919,False,Via Carlo Albani,residential,,True,70.202,"LINESTRING (8.9970354 45.1776496, 8.9971332 45.1777082, 8.9974705 45.178194)",,,,
63848732,False,Via Giulio Pastore,residential,,True,81.466,"LINESTRING (8.9924642 45.1755115, 8.9918584 45.1749162)",,,,
63848732,False,Via Giulio Pastore,residential,,False,28.382,"LINESTRING (8.9924642 45.1755115, 8.9927336 45.1753615, 8.9927398 45.175349)",,,,
318736923,False,Via Don Angelo Gallotti,residential,,True,39.232,"LINESTRING (8.9924642 45.1755115, 8.9924649 45.1755642, 8.9921005 45.1757194)",,,,
220383022,False,Via della Libertà,tertiary,50,True,2.69,"LINESTRING (8.9901028 45.1776517, 8.9901295 45.1776365)",,,,
63848656,True,Via San Lanfranco Beccari,residential,50,False,110.56700000000001,"LINESTRING (8.9901028 45.1776517, 8.9902845 45.1779804, 8.990441 45.1785076, 8.9904547 45.1786101)",,,,
184194572,False,Via Guglielmo Marconi,tertiary,50,False,74.029,"LINESTRING (8.9901028 45.1776517, 8.9900362 45.1776904, 8.9899754 45.1777191, 8.9898942 45.1777514, 8.9897547 45.1777885, 8.9895981 45.1778208, 8.9892413 45.1779119)",,,,
63848688,False,Via Guglielmo Marconi,tertiary,50,True,89.8,"LINESTRING (8.9855393 45.1788992, 8.9866096 45.1786111)",,,,
63848740,False,Via Don E. Ardizzone,residential,,False,96.779,"LINESTRING (8.9855393 45.1788992, 8.9859838 45.1797112)",,,,
63848737,False,Via Carlo Cantoni,tertiary,50,False,63.974999999999994,"LINESTRING (8.992459 45.1732099, 8.9917704 45.1734529, 8.9917294 45.1734677)",,SP19,,
318736947,False,Via Sorelle Binotti,residential,,True,129.459,"LINESTRING (8.992459 45.1732099, 8.9933845 45.1741119, 8.9934296 45.1741518)",,,,
63848737,False,Via Carlo Cantoni,tertiary,50,True,12.439,"LINESTRING (8.9901769 45.1740946, 8.9902416 45.1740929, 8.9902875 45.1740856, 8.9903312 45.1740736)",,SP19,,
