osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,access,maxspeed,junction,tunnel
79670518,Via San Francesco,residential,True,False,224.999,"LINESTRING (12.0591135 45.0507991, 12.0591333 45.0507009, 12.0595049 45.0488622, 12.0595256 45.0487969)",,,,,,
127947786,Via Francesco Bocchi,unclassified,False,True,88.198,"LINESTRING (12.0591135 45.0507991, 12.0590741 45.05086, 12.058844 45.0512356, 12.0587744 45.0513483, 12.0586809 45.0515307)",,,,,,
398404631,Via Angeli,unclassified,False,False,132.463,"LINESTRING (12.0591135 45.0507991, 12.0582756 45.0505397, 12.0578961 45.0504193, 12.0575749 45.0503119)",,,,,,
398404632,Via Angeli,residential,False,True,54.69,"LINESTRING (12.0591135 45.0507991, 12.0596411 45.0509625, 12.0597492 45.0509995)",,,,,,
127947782,Via Angeli,tertiary,False,True,95.688,"LINESTRING (12.0547705 45.0496045, 12.0548491 45.0495892, 12.0549497 45.0495939, 12.0551138 45.0496288, 12.0559305 45.0498287)",,,,,,
127947784,Via Giacomo Badini,tertiary,False,True,101.079,"LINESTRING (12.0547705 45.0496045, 12.0546808 45.0496953, 12.0546251 45.049785, 12.054576 45.0500136, 12.0545606 45.0503622, 12.0545661 45.0504825)",,,,,,
127947784,Via Giacomo Badini,tertiary,False,False,15.267,"LINESTRING (12.0546169 45.0508852, 12.0546064 45.0507481)",,,,,,
314172661,Via Giacomo Badini,tertiary,False,True,191.344,"LINESTRING (12.0546169 45.0508852, 12.0545715 45.0526057)",2,,,,,
138956786,Via Donatori di Sangue,residential,False,True,107.978,"LINESTRING (12.0546169 45.0508852, 12.0536776 45.0508142, 12.0534899 45.0510874)",,,,,,
123313895,Via Dante,unclassified,False,True,60.464,"LINESTRING (12.0586809 45.0515307, 12.0594245 45.0516711)",,,,,,
127947786,Via Francesco Bocchi,unclassified,False,False,88.19800000000001,"LINESTRING (12.0586809 45.0515307, 12.0587744 45.0513483, 12.058844 45.0512356, 12.0590741 45.05086, 12.0591135 45.0507991)",,,,,,
127947786,Via Francesco Bocchi,unclassified,False,True,21.183,"LINESTRING (12.0586809 45.0515307, 12.0586178 45.0516422, 12.0585762 45.0517062)",,,,,,
127947782,Via Angeli,tertiary,False,True,53.61,"LINESTRING (12.0559305 45.0498287, 12.0565693 45.0499983)",,,,,,
127947782,Via Angeli,tertiary,False,False,95.688,"LINESTRING (12.0559305 45.0498287, 12.0551138 45.0496288, 12.0549497 45.0495939, 12.0548491 45.0495892, 12.0547705 45.0496045)",,,,,,
77048501,Via Umberto I,residential,False,False,87.892,"LINESTRING (12.0614653 45.0520725, 12.0617103 45.0513791, 12.0617363 45.0513056)",,,,,,
123313895,Via Dante,unclassified,False,False,166.414,"LINESTRING (12.0614653 45.0520725, 12.0603898 45.0518609, 12.0594245 45.0516711)",,,,,,
123313896,Via Umberto I,unclassified,False,True,163.358,"LINESTRING (12.0614653 45.0520725, 12.0612355 45.052896, 12.0611027 45.0532882, 12.0610987 45.0534114, 12.0611054 45.0534531, 12.0611289 45.0535121)",,,,,,
398404626,Corso Giuseppe Garibaldi,tertiary,True,False,9.424,"LINESTRING (12.0628393 45.0530182, 12.0629211 45.0529562)",,,,,,
138957188,Corso Giuseppe Garibaldi,tertiary,False,False,145.162,"LINESTRING (12.0628393 45.0530182, 12.0625878 45.0530842, 12.0611289 45.0535121)",,,,,,
123313896,Via Umberto I,unclassified,False,False,163.358,"LINESTRING (12.0611289 45.0535121, 12.0611054 45.0534531, 12.0610987 45.0534114, 12.0611027 45.0532882, 12.0612355 45.052896, 12.0614653 45.0520725)",,,,,,
138957188,Corso Giuseppe Garibaldi,tertiary,False,True,145.162,"LINESTRING (12.0611289 45.0535121, 12.0625878 45.0530842, 12.0628393 45.0530182)",,,,,,
910159502,,residential,False,True,16.08,"LINESTRING (12.0611289 45.0535121, 12.0611536 45.053581, 12.0611802 45.0536521)",,,,,,
910159512,Corso Giuseppe Garibaldi,tertiary,False,True,167.84799999999998,"LINESTRING (12.0611289 45.0535121, 12.0608651 45.0535792, 12.0605831 45.0536201, 12.06029 45.0536169, 12.0601333 45.0536014, 12.0600964 45.0535977, 12.0597446 45.0535403, 12.0595276 45.0534934, 12.0594206 45.0534662, 12.0590601 45.0533856)",,,,,,
398413297,Via Fratelli Cairoli,residential,True,False,56.723,"LINESTRING (12.0544831 45.0560235, 12.0551699 45.0561811)",,,destination,,,
398413303,Vicolo Canaletti,residential,False,False,128.70100000000002,"LINESTRING (12.0544831 45.0560235, 12.0546159 45.0553446, 12.0546462 45.0552763, 12.0546707 45.0552569, 12.0547394 45.0552472, 12.0547951 45.0552278, 12.0549369 45.055187, 12.0551098 45.0550645)",,,destination,,,
910012858,Via Pignara,residential,False,False,96.974,"LINESTRING (12.0544831 45.0560235, 12.0544466 45.0563346, 12.0543811 45.0566136, 12.0543052 45.0568855)",,,destination,,,
79703685,Riviera Cengiaretto,tertiary,False,True,118.504,"LINESTRING (12.0533151 45.0543577, 12.0518215 45.0542078)",,,,,,
79703685,Riviera Cengiaretto,tertiary,False,False,74.242,"LINESTRING (12.0533151 45.0543577, 12.0539443 45.0544911, 12.0542223 45.0545448)",,,,,,
127943945,Via Mandracchio,residential,False,True,113.875,"LINESTRING (12.0533151 45.0543577, 12.0532483 45.0545836, 12.0531067 45.0548792, 12.0529883 45.055185, 12.0529587 45.0553479)",,,,,,
"[80232866, 79670522, 80232863]",Ponte S. Andrea,residential,False,False,38.237,"LINESTRING (12.0580622 45.0556296, 12.058066 45.0555969, 12.0580988 45.0553325, 12.0581088 45.0552874)",,yes,,,,
127947803,Riviera Matteotti,unclassified,False,False,94.648,"LINESTRING (12.0580622 45.0556296, 12.0573934 45.0556131, 12.0572849 45.0556143, 12.0572097 45.055618, 12.0569822 45.0556418, 12.0568618 45.055655)",,,,,,
127947803,Riviera Matteotti,unclassified,False,True,59.408,"LINESTRING (12.0580622 45.0556296, 12.0581765 45.0556409, 12.0585829 45.0556812, 12.0588078 45.0557169)",,,,,,
73549919,Via Chieppara,tertiary,False,False,115.745,"LINESTRING (12.0575749 45.0503119, 12.0578018 45.0492834)",,,,,,
79670516,Corso Vittorio Emanuele II,residential,True,False,100.192,"LINESTRING (12.0575749 45.0503119, 12.0575599 45.0503758, 12.0574858 45.0506311, 12.0574702 45.0507137, 12.0574346 45.0510306, 12.0574193 45.0512047)",,,,,,
127947782,Via Angeli,tertiary,False,False,86.35499999999999,"LINESTRING (12.0575749 45.0503119, 12.0574247 45.0502675, 12.0565693 45.0499983)",,,,,,
398404631,Via Angeli,unclassified,False,True,132.463,"LINESTRING (12.0575749 45.0503119, 12.0578961 45.0504193, 12.0582756 45.0505397, 12.0591135 45.0507991)",,,,,,
910012859,Via Alberto Mario,residential,False,False,31.211,"LINESTRING (12.0543052 45.0568855, 12.0546777 45.0569832)",,,,,,
79704218,Via Pignara,residential,False,True,62.895,"LINESTRING (12.0543052 45.0568855, 12.0542684 45.0569594, 12.0542371 45.0570331, 12.0542094 45.0570967, 12.0541356 45.0571877, 12.0539635 45.0573425, 12.0539223 45.0573729)",,,,,,
910012858,Via Pignara,residential,False,True,96.97399999999999,"LINESTRING (12.0543052 45.0568855, 12.0543811 45.0566136, 12.0544466 45.0563346, 12.0544831 45.0560235)",,,destination,,,
127943914,Via Fratelli Cairoli,residential,False,True,21.878,"LINESTRING (12.053736 45.0557711, 12.0534773 45.0556982)",,,,,,
398413298,Via Fratelli Cairoli,residential,True,False,13.914,"LINESTRING (12.053736 45.0557711, 12.053896 45.0558248)",,,destination,,,
79670531,Via Bettola,residential,False,True,40.505,"LINESTRING (12.0600297 45.0488734, 12.0595256 45.0487969)",,,,,,
79670531,Via Bettola,residential,False,False,23.694,"LINESTRING (12.0600297 45.0488734, 12.0602849 45.0489139, 12.0603241 45.0489197)",,,,,,
"[148366770, 365099213]",Via Bettola,residential,True,False,259.457,"LINESTRING (12.0600297 45.0488734, 12.060118 45.0488316, 12.0602417 45.0487327, 12.0606219 45.0480535, 12.0607112 45.0478959, 12.0608359 45.0478882, 12.0608919 45.0478991, 12.0608553 45.0479642, 12.0604352 45.0487111, 12.0604025 45.0487736, 12.0603597 45.048855, 12.0603241 45.0489197)",2,,,,,
79670531,Via Bettola,residential,False,True,23.694,"LINESTRING (12.0603241 45.0489197, 12.0602849 45.0489139, 12.0600297 45.0488734)",,,,,,
365099176,Via Bettola,residential,True,False,236.349,"LINESTRING (12.0603241 45.0489197, 12.0603055 45.0489551, 12.0601088 45.0493489, 12.0599981 45.0499182, 12.0598978 45.0503385, 12.0597691 45.0509158, 12.0597571 45.0509686, 12.0597492 45.0509995)",,,,,,
314172661,Via Giacomo Badini,tertiary,False,False,191.344,"LINESTRING (12.0545715 45.0526057, 12.0546169 45.0508852)",2,,,,,
314172661,Via Giacomo Badini,tertiary,False,True,115.088,"LINESTRING (12.0545715 45.0526057, 12.0544925 45.0536392)",2,,,,,
77048499,Via Papa Giovanni XXIII,residential,False,False,117.832,"LINESTRING (12.0545715 45.0526057, 12.0544322 45.0526035, 12.0530891 45.0524495)",,,,,,
148377895,Via Molinterran,residential,True,False,160.143,"LINESTRING (12.0597492 45.0509995, 12.0598769 45.0510409, 12.0601858 45.0511023, 12.0613874 45.0512605, 12.0616282 45.0512878, 12.0617363 45.0513056)",,,,30,,
398404632,Via Angeli,residential,False,False,54.69,"LINESTRING (12.0597492 45.0509995, 12.0596411 45.0509625, 12.0591135 45.0507991)",,,,,,
398404634,Via Molinterran,residential,False,False,11.869,"LINESTRING (12.0617363 45.0513056, 12.0618216 45.0512175)",,,,,,
77048501,Via Umberto I,residential,False,True,87.892,"LINESTRING (12.0617363 45.0513056, 12.0617103 45.0513791, 12.0614653 45.0520725)",,,,,,
398404629,Strada Retratto,residential,False,True,19.812,"LINESTRING (12.0515434 45.0486815, 12.0517634 45.0487686)",,,,,,
77048500,Via Palmiro Togliatti,residential,False,False,66.499,"LINESTRING (12.0513467 45.0506912, 12.0516314 45.050128)",,,,,,
77048500,Via Palmiro Togliatti,residential,False,True,31.182000000000002,"LINESTRING (12.0513467 45.0506912, 12.0512328 45.0509442, 12.0512247 45.050958)",,,,,,
138956787,Via Pietro Nenni,residential,False,False,259.777,"LINESTRING (12.0513467 45.0506912, 12.0527579 45.050984, 12.0527779 45.0509503, 12.0534673 45.0497876)",,,,,,
77048499,Via Papa Giovanni XXIII,residential,False,False,58.098,"LINESTRING (12.0521764 45.0523197, 12.0514573 45.0521976)",,,,,,
77048499,Via Papa Giovanni XXIII,residential,False,True,22.863,"LINESTRING (12.0521764 45.0523197, 12.0524616 45.0523607)",,,,,,
138956797,Via Adige,residential,False,False,30.822,"LINESTRING (12.0521764 45.0523197, 12.0521199 45.052594)",,,,,,
77048500,Via Palmiro Togliatti,residential,False,True,109.02699999999999,"LINESTRING (12.0521742 45.0492256, 12.052142 45.049279, 12.0516314 45.050128)",,,,,,
127947804,Strada Retratto,residential,False,True,122.58399999999999,"LINESTRING (12.0521742 45.0492256, 12.0522096 45.0492635, 12.0522782 45.0493032, 12.0530954 45.0495133, 12.0533314 45.0496801, 12.0534673 45.0497876)",,,,,,
398404629,Strada Retratto,residential,False,False,67.917,"LINESTRING (12.0521742 45.0492256, 12.0521584 45.0491974, 12.0521641 45.0490872, 12.0521347 45.0489224, 12.0517634 45.0487686)",,,,,,
148377894,Via Molinterran,residential,False,True,84.42,"LINESTRING (12.0626201 45.0507094, 12.0618216 45.0512175)",,,,,,
116582686,Via Molinterran,residential,False,True,19.406,"LINESTRING (12.0626201 45.0507094, 12.0627217 45.0507425, 12.0627691 45.0507741, 12.0627968 45.0508195)",,,,,,
"[116582685, 148377894]",Via Molinterran,residential,False,"[False, True]",45.263,"LINESTRING (12.0626201 45.0507094, 12.0629543 45.0504921, 12.0630156 45.0504644, 12.0630602 45.0504497)",,,,,,
148377894,Via Molinterran,residential,False,False,84.42,"LINESTRING (12.0618216 45.0512175, 12.0626201 45.0507094)",,,,,,
398404634,Via Molinterran,residential,False,True,11.869,"LINESTRING (12.0618216 45.0512175, 12.0617363 45.0513056)",,,,,,
141193660,Via Umberto I,residential,False,True,263.82800000000003,"LINESTRING (12.0618216 45.0512175, 12.0615931 45.0491738, 12.0615801 45.0491279, 12.0616874 45.049109, 12.0618215 45.0490995, 12.0619664 45.0490957)",,,,,,
77048500,Via Palmiro Togliatti,residential,False,True,66.499,"LINESTRING (12.0516314 45.050128, 12.0513467 45.0506912)",,,,,,
77048500,Via Palmiro Togliatti,residential,False,False,109.02699999999999,"LINESTRING (12.0516314 45.050128, 12.052142 45.049279, 12.0521742 45.0492256)",,,,,,
138956791,Via Alcide de Gasperi,residential,False,False,221.913,"LINESTRING (12.0516314 45.050128, 12.0507816 45.0499491, 12.0514498 45.0491349, 12.0517634 45.0487686)",,,,,,
127943928,Via Spolverin,residential,True,False,133.381,"LINESTRING (12.0508356 45.0573208, 12.0521475 45.0569084, 12.0523878 45.0568344)",,,,,,
127943925,Via Spolverin,residential,False,True,104.636,"LINESTRING (12.0527422 45.0559273, 12.0523878 45.0568344)",,,,,,
127943925,Via Spolverin,residential,False,False,104.636,"LINESTRING (12.0523878 45.0568344, 12.0527422 45.0559273)",,,,,,
79704204,Via Spolverin,residential,True,False,60.261,"LINESTRING (12.0523878 45.0568344, 12.0530452 45.0568902, 12.0531393 45.0569232)",,,,,,
961075454,Via Leonardo da Vinci,tertiary,False,True,12.196,"LINESTRING (12.0633004 45.0530054, 12.0634118 45.0530818)",,,,,,
398404624,Corso Giuseppe Garibaldi,tertiary,True,False,19.692999999999998,"LINESTRING (12.0633004 45.0530054, 12.0631701 45.0529974, 12.0630502 45.0529965)",,,,,,
961075453,Via Leonardo da Vinci,tertiary,False,False,17.286,"LINESTRING (12.0633004 45.0530054, 12.0632187 45.0529431, 12.0631543 45.0528892)",,,,,,
148366772,Via Ex Riformati,residential,False,True,80.73700000000001,"LINESTRING (12.0554095 45.0504807, 12.0554439 45.0505302, 12.0554668 45.0505631, 12.0563516 45.0506706)",,,,,,
398408424,Piazzetta San Nicola,residential,False,False,44.817,"LINESTRING (12.0566397 45.0537478, 12.0565785 45.0537404, 12.0564536 45.0537259, 12.0560757 45.0536871)",,,,,,
123233053,Via Ruzzina,residential,False,True,71.063,"LINESTRING (12.0557869 45.0543559, 12.0555744 45.0549771)",,,,,,
79670517,Via Ruzzina,residential,False,False,77.753,"LINESTRING (12.0557869 45.0543559, 12.055922 45.054049, 12.0560431 45.0537677, 12.0560518 45.0537462, 12.0560757 45.0536871)",,,destination,30,,
123233055,Piazza C. Bocchi,residential,False,False,62.492,"LINESTRING (12.0557869 45.0543559, 12.0550928 45.0542161, 12.0550221 45.0542012)",,,,,,
79670525,Corso Giuseppe Mazzini,tertiary,False,True,51.562,"LINESTRING (12.0580947 45.0531781, 12.0580332 45.0531689, 12.0577794 45.0531261, 12.0576544 45.0531085, 12.0574532 45.0530802)",,,,,,
79670527,Via Francesco Bocchi,residential,True,False,120.053,"LINESTRING (12.0580947 45.0531781, 12.0581448 45.052814, 12.0581536 45.0527617, 12.0581795 45.0526551, 12.0582332 45.0524597, 12.0582818 45.0523495, 12.0583025 45.0523025, 12.0583667 45.0521437, 12.0583763 45.0521205)",,,,,,
910159512,Corso Giuseppe Garibaldi,tertiary,False,False,41.614000000000004,"LINESTRING (12.0580947 45.0531781, 12.0582982 45.053215, 12.0586052 45.0532779)",,,,,,
79670519,Via Ex Riformati,residential,False,False,77.682,"LINESTRING (12.0563516 45.0506706, 12.0563847 45.0506515, 12.0564142 45.0506136, 12.0564732 45.0504203, 12.0565693 45.0499983)",,,,,,
148366772,Via Ex Riformati,residential,False,False,80.73700000000001,"LINESTRING (12.0563516 45.0506706, 12.0554668 45.0505631, 12.0554439 45.0505302, 12.0554095 45.0504807)",,,,,,
79670525,Corso Giuseppe Mazzini,tertiary,False,False,55.682,"LINESTRING (12.0556288 45.0530351, 12.0557657 45.0530071, 12.0559291 45.0529794, 12.0560781 45.0529651, 12.0562638 45.0529536, 12.0563253 45.0529535)",,,,,,
79670525,Corso Giuseppe Mazzini,tertiary,False,True,71.47,"LINESTRING (12.0556288 45.0530351, 12.055564 45.053083, 12.0555197 45.0531323, 12.0553038 45.0535266, 12.0552593 45.0536166)",,,,,,
148377882,Riviera Sant'Andrea,residential,False,True,125.306,"LINESTRING (12.0581088 45.0552874, 12.0596729 45.0555089)",,,,,,
"[80232866, 79670522, 80232863]",Ponte S. Andrea,residential,False,True,38.237,"LINESTRING (12.0581088 45.0552874, 12.0580988 45.0553325, 12.058066 45.0555969, 12.0580622 45.0556296)",,yes,,,,
123233051,,residential,False,False,86.656,"LINESTRING (12.0581088 45.0552874, 12.0578787 45.0552749, 12.0576732 45.0552546, 12.0570116 45.0552078)",,,,,,
148377900,Via Terranova,residential,True,False,114.682,"LINESTRING (12.0581088 45.0552874, 12.0581413 45.0551141, 12.058203 45.054886, 12.0582422 45.0547388, 12.0582946 45.0544678, 12.0582963 45.0544577, 12.0583234 45.0543041, 12.0583305 45.0542684)",,,destination,,,
79670531,Via Bettola,residential,False,False,40.505,"LINESTRING (12.0595256 45.0487969, 12.0600297 45.0488734)",,,,,,
123313895,Via Dante,unclassified,False,False,60.464,"LINESTRING (12.0594245 45.0516711, 12.0586809 45.0515307)",,,,,,
79670526,Via Mercato Vecchio Suini,residential,True,False,143.959,"LINESTRING (12.0594245 45.0516711, 12.0593029 45.0519362, 12.0592399 45.0520755, 12.0591703 45.0522046, 12.0588692 45.0526582, 12.0587624 45.0528761)",,,,,,
123313895,Via Dante,unclassified,False,True,166.414,"LINESTRING (12.0594245 45.0516711, 12.0603898 45.0518609, 12.0614653 45.0520725)",,,,,,
127947782,Via Angeli,tertiary,False,False,53.61,"LINESTRING (12.0565693 45.0499983, 12.0559305 45.0498287)",,,,,,
79670519,Via Ex Riformati,residential,False,True,77.68199999999999,"LINESTRING (12.0565693 45.0499983, 12.0564732 45.0504203, 12.0564142 45.0506136, 12.0563847 45.0506515, 12.0563516 45.0506706)",,,,,,
127947782,Via Angeli,tertiary,False,True,86.35499999999999,"LINESTRING (12.0565693 45.0499983, 12.0574247 45.0502675, 12.0575749 45.0503119)",,,,,,
910159512,Corso Giuseppe Garibaldi,tertiary,False,False,37.687,"LINESTRING (12.0586052 45.0532779, 12.0590601 45.0533856)",,,,,,
910159512,Corso Giuseppe Garibaldi,tertiary,False,True,41.614000000000004,"LINESTRING (12.0586052 45.0532779, 12.0582982 45.053215, 12.0580947 45.0531781)",,,,,,
79670523,Via Ex Riformati,residential,True,False,48.586,"LINESTRING (12.0560415 45.0514134, 12.0561326 45.0513043, 12.0561966 45.0511986, 12.056274 45.0510111)",,,,,,
79670529,Via Burbera,residential,True,False,120.57900000000001,"LINESTRING (12.0560415 45.0514134, 12.0559578 45.0515121, 12.0559338 45.0516151, 12.0560995 45.0521793, 12.0561538 45.0523555, 12.0561646 45.0524064, 12.0561573 45.0524631)",,,destination,30,,
148366768,Via M.re M. Elisa Andreoli,residential,True,False,136.141,"LINESTRING (12.0560415 45.0514134, 12.0557342 45.0512872, 12.0555921 45.0512218, 12.055411 45.0511309, 12.0547661 45.0507702, 12.0546675 45.0507519, 12.0546064 45.0507481)",,,,,,
79670517,Via Ruzzina,residential,False,True,84.103,"LINESTRING (12.0563253 45.0529535, 12.0563042 45.0530902, 12.0562452 45.0532892, 12.0560757 45.0536871)",,,destination,30,,
79670525,Corso Giuseppe Mazzini,tertiary,False,False,89.75,"LINESTRING (12.0563253 45.0529535, 12.056775 45.0529939, 12.0568514 45.0530012, 12.0569741 45.0530166, 12.0574532 45.0530802)",,,,,,
79670525,Corso Giuseppe Mazzini,tertiary,False,True,55.682,"LINESTRING (12.0563253 45.0529535, 12.0562638 45.0529536, 12.0560781 45.0529651, 12.0559291 45.0529794, 12.0557657 45.0530071, 12.0556288 45.0530351)",,,,,,
398408428,Via de Ronconi,residential,True,False,48.151,"LINESTRING (12.0563253 45.0529535, 12.0563382 45.0528234, 12.0563728 45.0526433, 12.0564035 45.0525244)",,,destination,30,,
79670723,Via Tullio Serafin,residential,False,True,37.104,"LINESTRING (12.0615383 45.0569392, 12.0613576 45.0572475)",,,,,,
79670728,Via Nino Cattozzo,residential,False,False,26.937,"LINESTRING (12.0615383 45.0569392, 12.0618616 45.05702)",,,,,,
127947801,Via Arzeron,residential,False,False,59.76,"LINESTRING (12.0586687 45.0567568, 12.0587905 45.0562263)",,,,,,
79670719,Via Bortolo Lupati,residential,False,True,145.235,"LINESTRING (12.0586687 45.0567568, 12.0604239 45.0569748, 12.0604861 45.0569921)",,,,,,
79670719,Via Bortolo Lupati,residential,False,False,74.112,"LINESTRING (12.0613576 45.0572475, 12.0604861 45.0569921)",,,,,,
79670719,Via Bortolo Lupati,residential,False,True,21.155,"LINESTRING (12.0613576 45.0572475, 12.0616053 45.0573222)",,,,,,
79670723,Via Tullio Serafin,residential,False,False,37.104,"LINESTRING (12.0613576 45.0572475, 12.0615383 45.0569392)",,,,,,
79704205,Via Michelangelo,residential,False,False,34.573,"LINESTRING (12.0513751 45.0548521, 12.0509485 45.0549286)",,,,,,
79703685,Riviera Cengiaretto,tertiary,False,False,74.462,"LINESTRING (12.050883 45.0541136, 12.0518215 45.0542078)",,,,,,
79704207,Via Michelangelo,residential,False,True,91.614,"LINESTRING (12.050883 45.0541136, 12.0508399 45.054558, 12.0509485 45.0549286)",,,,,,
73549918,Via G. B. Scarpari,residential,False,False,91.747,"LINESTRING (12.0517294 45.0573962, 12.0528826 45.0575273)",,,,,,
79704209,Via Michelangelo,residential,False,False,36.054,"LINESTRING (12.0515664 45.0553261, 12.0511223 45.055408)",,,,,,
79704205,Via Michelangelo,residential,False,True,34.573,"LINESTRING (12.0509485 45.0549286, 12.0513751 45.0548521)",,,,,,
79704207,Via Michelangelo,residential,False,True,23.199,"LINESTRING (12.0509485 45.0549286, 12.0510084 45.0551329)",,,,,,
79704207,Via Michelangelo,residential,False,False,91.614,"LINESTRING (12.0509485 45.0549286, 12.0508399 45.054558, 12.050883 45.0541136)",,,,,,
79704207,Via Michelangelo,residential,False,False,8.945,"LINESTRING (12.0511472 45.0554865, 12.0511223 45.055408)",,,,,,
79704207,Via Michelangelo,residential,False,False,23.199,"LINESTRING (12.0510084 45.0551329, 12.0509485 45.0549286)",,,,,,
79704207,Via Michelangelo,residential,False,True,31.871,"LINESTRING (12.0510084 45.0551329, 12.0511223 45.055408)",,,,,,
73549918,Via G. B. Scarpari,residential,False,True,91.747,"LINESTRING (12.0528826 45.0575273, 12.0517294 45.0573962)",,,,,,
398413300,Via Spolverin,residential,False,True,70.134,"LINESTRING (12.0528826 45.0575273, 12.0531393 45.0569232)",,,,,,
79704207,Via Michelangelo,residential,False,False,31.871,"LINESTRING (12.0511223 45.055408, 12.0510084 45.0551329)",,,,,,
79704207,Via Michelangelo,residential,False,True,8.945,"LINESTRING (12.0511223 45.055408, 12.0511472 45.0554865)",,,,,,
79704209,Via Michelangelo,residential,False,True,36.054,"LINESTRING (12.0511223 45.055408, 12.0515664 45.0553261)",,,,,,
398413300,Via Spolverin,residential,False,False,70.134,"LINESTRING (12.0531393 45.0569232, 12.0528826 45.0575273)",,,,,,
398413301,Via Spolverin,residential,True,False,79.358,"LINESTRING (12.0531393 45.0569232, 12.0538183 45.0572975, 12.0539223 45.0573729)",,,,,,
910012859,Via Alberto Mario,residential,False,True,31.211,"LINESTRING (12.0546777 45.0569832, 12.0543052 45.0568855)",,,,,,
79704398,Via Giosuè Carducci,residential,True,False,97.21199999999999,"LINESTRING (12.0546777 45.0569832, 12.0549788 45.0564841, 12.0551699 45.0561811)",,,,,,
