osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,tunnel,geometry,bridge,access,junction
1221495314,False,2,SP72,Via Nazionale,secondary,50,True,11.787,,"LINESTRING (9.3708479 46.1354892, 9.370723 46.135428)",,,
"[90912434, 23843893, 90912542]",False,2,,Via Giuseppe Mazzini,unclassified,50,False,148.89999999999998,yes,"LINESTRING (9.3708479 46.1354892, 9.3708146 46.1355238, 9.3703202 46.136037, 9.3702742 46.1360828, 9.3701464 46.1362133, 9.3697702 46.1366007)",,,
27265748,False,,,Via Villatico,tertiary,,True,40.887,,"LINESTRING (9.3708479 46.1354892, 9.370871 46.135461, 9.3710553 46.135151)",,,
192000721,False,2,SP72,Via Nazionale,secondary,50,False,101.968,,"LINESTRING (9.3708479 46.1354892, 9.37089 46.1355107, 9.3710284 46.1355711, 9.3712907 46.1356901, 9.3717999 46.1359211, 9.3719568 46.1359895)",,,
110383675,True,,,Via Cipollina,residential,,False,15.652000000000001,,"LINESTRING (9.3696697 46.1349341, 9.3697604 46.1349152, 9.3697812 46.1348957, 9.3698218 46.1348533)",,,
1098294047,False,2,SP72,Via Nazionale,secondary,50,False,98.00300000000001,,"LINESTRING (9.3696697 46.1349341, 9.3698194 46.1350007, 9.3701949 46.1351772, 9.3706087 46.1353719, 9.370723 46.135428)",,,
"[192000715, 356779268, 1098294047]",False,2,SP72,"['Via Nazionale', 'Via Nazionale Sud']",secondary,50,True,297.664,,"LINESTRING (9.3696697 46.1349341, 9.3692405 46.1347244, 9.3688382 46.1344985, 9.3687389 46.1344335, 9.3683084 46.1341395, 9.3676054 46.1337194, 9.3671732 46.1334413, 9.3668368 46.1332256, 9.3667638 46.1331756)",yes,,
"[90912434, 23843893, 90912542]",False,2,,Via Giuseppe Mazzini,unclassified,50,True,148.9,yes,"LINESTRING (9.3697702 46.1366007, 9.3701464 46.1362133, 9.3702742 46.1360828, 9.3703202 46.136037, 9.3708146 46.1355238, 9.3708479 46.1354892)",,,
326193202,True,1,,Via Michele Ghisla Patriota,unclassified,50,False,87.175,,"LINESTRING (9.3697702 46.1366007, 9.3695223 46.1365065, 9.3693706 46.1364489, 9.3692228 46.1363881, 9.3690882 46.1363328, 9.3688455 46.1362401, 9.3687809 46.1362211)",,,
"[90912505, 90912485, 23843894]",True,,,Via Pontile,residential,,False,164.047,yes,"LINESTRING (9.3687809 46.1362211, 9.3689158 46.135629, 9.3689416 46.1355753, 9.3690119 46.1355043, 9.3694045 46.1351796, 9.3695796 46.1349865, 9.3696697 46.1349341)",,,
"[1126153060, 1126112460, 209732765, 90936152, 110399642, 90936154]",True,1,,"['Via Pontile', 'Via Lungolario Polti']",residential,,False,423.49,,"LINESTRING (9.3687809 46.1362211, 9.3687598 46.1363403, 9.368694 46.136567, 9.3686747 46.1366264, 9.3685477 46.1370169, 9.3685617 46.1370552, 9.3685999 46.1371245, 9.3686133 46.1371611, 9.3686125 46.1371957, 9.3685878 46.1372738, 9.368439 46.1372749, 9.368359 46.1372731, 9.3677748 46.1370144, 9.3675211 46.1369021, 9.36719 46.1367555, 9.3665132 46.1366458, 9.3661848 46.1366046, 9.3659183 46.1365408, 9.3658612 46.1364991, 9.3657852 46.1364377, 9.3657303 46.1363828, 9.3655026 46.1361994, 9.3651967 46.1360581)",yes,,
211002749,True,,,Via alle Torri,tertiary,,False,20.492,,"LINESTRING (9.375151 46.1387038, 9.3748943 46.1386556)",,,
211002746,True,,,Via alle Torri,unclassified,,False,17.754,,"LINESTRING (9.3744335 46.1385956, 9.3746348 46.1385179)",,,
211002748,False,,,Via alle Torri,unclassified,50,False,142.393,,"LINESTRING (9.3744335 46.1385956, 9.3743118 46.1385825, 9.3740007 46.138552, 9.3738048 46.1385356, 9.3731935 46.1384843, 9.3730113 46.1384708, 9.3727362 46.1384574, 9.3725978 46.1384628)",,,
184207172,True,,,Via Montecchio Nord,unclassified,,False,7.521,,"LINESTRING (9.3725978 46.1384628, 9.3726318 46.1385262)",,,
211002748,False,,,Via alle Torri,unclassified,50,True,142.393,,"LINESTRING (9.3725978 46.1384628, 9.3727362 46.1384574, 9.3730113 46.1384708, 9.3731935 46.1384843, 9.3738048 46.1385356, 9.3740007 46.138552, 9.3743118 46.1385825, 9.3744335 46.1385956)",,,
209732767,False,,,Via Lungolarti Polti,residential,,False,50.897,,"LINESTRING (9.3651967 46.1360581, 9.3652226 46.1360237, 9.3653084 46.1359096, 9.3654774 46.135644)",,no,
274772929,False,,,Via San Fedele,unclassified,,True,35.304,,"LINESTRING (9.3652254 46.1315208, 9.3648723 46.1313185)",,,
356779275,False,2,,Via Lido,unclassified,,False,70.291,,"LINESTRING (9.3652254 46.1315208, 9.3648271 46.1320895)",,,
"[781614293, 192000749]",False,,,Via San Fedele,residential,,"[False, True]",215.88300000000004,,"LINESTRING (9.3652254 46.1315208, 9.3661179 46.1320978, 9.3664038 46.1323578, 9.3665231 46.1325716, 9.3667103 46.1329532, 9.3668336 46.1330596)",,,
274772929,False,,,Via San Fedele,unclassified,,False,17.617,,"LINESTRING (9.3646729 46.131241, 9.3648723 46.1313185)",,,
932922220,False,,,Via Villatico,tertiary,,True,78.58099999999999,,"LINESTRING (9.3715568 46.1345449, 9.3715286 46.1346566, 9.3710553 46.135151)",,,
1126153061,True,,,,tertiary,,False,9.345,,"LINESTRING (9.3715568 46.1345449, 9.3715359 46.1345364, 9.3715199 46.1345238, 9.3715105 46.1345083, 9.3715087 46.1344915, 9.3715146 46.1344752)",,,roundabout
192000721,False,2,SP72,Via Nazionale,secondary,50,False,27.192999999999998,,"LINESTRING (9.3719568 46.1359895, 9.3721002 46.1360496, 9.3722621 46.1361121)",,,
192000721,False,2,SP72,Via Nazionale,secondary,50,True,101.968,,"LINESTRING (9.3719568 46.1359895, 9.3717999 46.1359211, 9.3712907 46.1356901, 9.3710284 46.1355711, 9.37089 46.1355107, 9.3708479 46.1354892)",,,
"[184207170, 184207147, 249287371, 249287372, 211002745, 73168283]",False,2,,"['Viale Padania', 'Via Luigi Sacco']",tertiary,"['50', '30']",True,406.87800000000004,,"LINESTRING (9.3719568 46.1359895, 9.3718562 46.1361009, 9.3715827 46.1364062, 9.3714983 46.1365004, 9.3714204 46.1365875, 9.3713599 46.136655, 9.3725391 46.1371681, 9.3731447 46.1374367, 9.3736464 46.1376753, 9.3737828 46.1377402, 9.3739405 46.1378152, 9.3741918 46.137947, 9.3744505 46.1380899, 9.3747286 46.1383146)",,,
89727158,False,,,Via al Bacco,unclassified,50,False,31.352000000000004,,"LINESTRING (9.3763377 46.1364657, 9.3763075 46.1364044, 9.3763124 46.1363592, 9.3764116 46.1362017)",,,
780974214,False,,,Via Baronia,unclassified,50,False,148.217,,"LINESTRING (9.3763377 46.1364657, 9.376257 46.1365363, 9.3761093 46.1366269, 9.3758943 46.1367491, 9.3756479 46.1368698, 9.3755581 46.1369418, 9.3753302 46.1373218, 9.3752207 46.1375044)",,,
1168000185,False,2,,Via al Bacco,unclassified,50,False,41.428,,"LINESTRING (9.3762311 46.1327784, 9.3761732 46.1331488)",,,
90912543,True,,SP72,SP72,secondary,,False,3.063,,"LINESTRING (9.3645734 46.1324247, 9.3645567 46.1323997)",,,roundabout
274764520,False,,,Via Conti Alberti,residential,,True,13.975000000000001,,"LINESTRING (9.3667638 46.1331756, 9.3667867 46.1331387, 9.3668336 46.1330596)",,,
"[192000715, 356779268, 1098294047]",False,2,SP72,"['Via Nazionale', 'Via Nazionale Sud']",secondary,50,False,297.664,,"LINESTRING (9.3667638 46.1331756, 9.3668368 46.1332256, 9.3671732 46.1334413, 9.3676054 46.1337194, 9.3683084 46.1341395, 9.3687389 46.1344335, 9.3688382 46.1344985, 9.3692405 46.1347244, 9.3696697 46.1349341)",yes,,
356779268,False,2,SP72,Via Nazionale Sud,secondary,50,True,124.52799999999999,,"LINESTRING (9.3667638 46.1331756, 9.3661378 46.1328965, 9.3653616 46.1326216)",,,
90912543,True,,SP72,SP72,secondary,,False,11.943999999999999,,"LINESTRING (9.3647114 46.1324546, 9.3646744 46.1324597, 9.364637 46.1324565, 9.3646012 46.1324444, 9.3645734 46.1324247)",,,roundabout
356779278,True,1,,Via Lido,unclassified,,False,26.168,,"LINESTRING (9.3647114 46.1324546, 9.3645911 46.1325824, 9.3645237 46.1326507)",,,
90912543,True,,SP72,SP72,secondary,,False,2.971,,"LINESTRING (9.3647767 46.1323448, 9.3647867 46.1323706)",,,roundabout
90912543,True,,SP72,SP72,secondary,,False,2.945,,"LINESTRING (9.3646139 46.1323071, 9.36465 46.1322984)",,,roundabout
110383673,False,,,Via Sigismondo Vitali,residential,,True,65.904,,"LINESTRING (9.3741141 46.132441, 9.374738 46.1328464)",,,
110383824,False,,,Via Tanera,residential,,True,58.672,,"LINESTRING (9.3713918 46.1311833, 9.3720602 46.131436)",,,
110383820,False,,,Via Villatico,residential,,True,93.462,,"LINESTRING (9.3733132 46.1331235, 9.3722752 46.1326887)",,,
274764520,False,,,Via Conti Alberti,residential,,False,40.262,,"LINESTRING (9.3677183 46.1313157, 9.3675218 46.1316512)",,,
451473117,False,,,Via Famiglia Molinari,residential,,True,164.498,,"LINESTRING (9.3677183 46.1313157, 9.3686361 46.131472, 9.3693258 46.1314594, 9.3695047 46.1314738, 9.3698051 46.1315493)",,,
110383673,False,,,Via Sigismondo Vitali,residential,,False,64.887,,"LINESTRING (9.3753522 46.1332456, 9.374738 46.1328464)",,,
402783698,False,,,Via Sigismondo Vitali,residential,50,False,150.997,,"LINESTRING (9.3753522 46.1332456, 9.3750436 46.1338071, 9.3746531 46.1341319, 9.3743443 46.1343888)",,,
402783698,False,,,Via Sigismondo Vitali,residential,50,True,80.548,,"LINESTRING (9.3753522 46.1332456, 9.3754302 46.1330956, 9.3755153 46.1330394, 9.3756692 46.1330226, 9.3758735 46.1331031, 9.3761732 46.1331488)",,,
402783700,False,1,,Via Parravicini,residential,,True,36.685,,"LINESTRING (9.3725483 46.1350374, 9.3729104 46.1352516)",,,
402783700,False,1,,Via Parravicini,residential,,False,90.256,,"LINESTRING (9.3725483 46.1350374, 9.3722892 46.1348457, 9.3722386 46.1348208, 9.3720149 46.1347106, 9.3716386 46.1345324)",,,
110383824,False,,,Via Tanera,residential,,False,58.672,,"LINESTRING (9.3720602 46.131436, 9.3713918 46.1311833)",,,
110383824,False,,,Via Tanera,residential,,True,82.914,,"LINESTRING (9.3720602 46.131436, 9.3729112 46.1318923)",,,
110383805,False,,,Via Tanera,residential,,True,129.02,,"LINESTRING (9.3720602 46.131436, 9.3716146 46.1322108, 9.3711609 46.1321238)",,,
110383820,False,,,Via Villatico,residential,,False,93.462,,"LINESTRING (9.3722752 46.1326887, 9.3733132 46.1331235)",,,
110383694,False,,,Via Villatico,unclassified,50,False,101.261,,"LINESTRING (9.3722752 46.1326887, 9.3725232 46.1324063, 9.3729112 46.1318923)",,,
110383694,False,,,Via Villatico,unclassified,50,True,64.019,,"LINESTRING (9.3722752 46.1326887, 9.3721747 46.1328113, 9.3720486 46.1330074, 9.3719405 46.1332143)",,,
110383733,True,,,,tertiary,,False,6.814,,"LINESTRING (9.3716386 46.1345324, 9.3716211 46.1345417, 9.3716004 46.1345472, 9.3715784 46.1345483, 9.3715568 46.1345449)",,,roundabout
402783700,False,1,,Via Parravicini,residential,,True,90.256,,"LINESTRING (9.3716386 46.1345324, 9.3720149 46.1347106, 9.3722386 46.1348208, 9.3722892 46.1348457, 9.3725483 46.1350374)",,,
402783700,False,1,,Via Parravicini,residential,,False,36.685,,"LINESTRING (9.3729104 46.1352516, 9.3725483 46.1350374)",,,
"[1168000188, 402783700]",False,1,,Via Parravicini,residential,,True,63.644,,"LINESTRING (9.3729104 46.1352516, 9.3734819 46.1355679, 9.3735558 46.1356088)",,,
1168000187,False,,,Via Sigismondo Vitali,residential,50,True,83.41,,"LINESTRING (9.3729104 46.1352516, 9.3731373 46.1350944, 9.373519 46.1349608, 9.3738394 46.1348954)",,,
110383824,False,,,Via Tanera,residential,,False,82.914,,"LINESTRING (9.3729112 46.1318923, 9.3720602 46.131436)",,,
110383694,False,,,Via Villatico,unclassified,50,True,101.261,,"LINESTRING (9.3729112 46.1318923, 9.3725232 46.1324063, 9.3722752 46.1326887)",,,
110383810,False,,,Via Cipollina,residential,,False,85.625,,"LINESTRING (9.3715146 46.1344752, 9.3714495 46.1344496, 9.3712332 46.1343647, 9.3711903 46.1343479, 9.3710628 46.1342978, 9.3709601 46.1342575, 9.3708076 46.1341977, 9.3705477 46.1340957)",,,
1126153061,True,,,,tertiary,,False,8.12,,"LINESTRING (9.3715146 46.1344752, 9.3715256 46.1344627, 9.3715411 46.1344528, 9.3715599 46.1344463, 9.3715806 46.1344436, 9.3716016 46.134445)",,,roundabout
402783698,False,,,Via Sigismondo Vitali,residential,50,True,68.46,,"LINESTRING (9.3738394 46.1348954, 9.3743443 46.1343888)",,,
1168000187,False,,,Via Sigismondo Vitali,residential,50,False,83.41,,"LINESTRING (9.3738394 46.1348954, 9.373519 46.1349608, 9.3731373 46.1350944, 9.3729104 46.1352516)",,,
110383810,False,,,Via Cipollina,residential,,True,85.625,,"LINESTRING (9.3705477 46.1340957, 9.3708076 46.1341977, 9.3709601 46.1342575, 9.3710628 46.1342978, 9.3711903 46.1343479, 9.3712332 46.1343647, 9.3714495 46.1344496, 9.3715146 46.1344752)",,,
"[574457800, 346388622]",False,,,Via al Torrente,residential,,False,227.749,,"LINESTRING (9.3705477 46.1340957, 9.3709597 46.1329419, 9.3710198 46.1328553, 9.3711697 46.1328351, 9.37129 46.1328697, 9.3719405 46.1332143)",,,
451473117,False,,,Via Famiglia Molinari,residential,,False,164.498,,"LINESTRING (9.3698051 46.1315493, 9.3695047 46.1314738, 9.3693258 46.1314594, 9.3686361 46.131472, 9.3677183 46.1313157)",,,
402783698,False,,,Via Sigismondo Vitali,residential,50,False,68.46,,"LINESTRING (9.3743443 46.1343888, 9.3738394 46.1348954)",,,
321317748,False,,,,residential,,False,94.37,,"LINESTRING (9.3743443 46.1343888, 9.3747792 46.1345187, 9.3749362 46.1345633, 9.3753459 46.1346744, 9.3754751 46.1347144)",,,
402783698,False,,,Via Sigismondo Vitali,residential,50,True,150.997,,"LINESTRING (9.3743443 46.1343888, 9.3746531 46.1341319, 9.3750436 46.1338071, 9.3753522 46.1332456)",,,
110383805,False,,,Via Tanera,residential,,False,129.02,,"LINESTRING (9.3711609 46.1321238, 9.3716146 46.1322108, 9.3720602 46.131436)",,,
1168000185,False,2,,Via al Bacco,unclassified,50,True,41.428,,"LINESTRING (9.3761732 46.1331488, 9.3762311 46.1327784)",,,
"[89727154, 89727158]",False,2,,Via al Bacco,unclassified,50,"[False, True]",229.10099999999997,,"LINESTRING (9.3761732 46.1331488, 9.376222 46.1333404, 9.3762747 46.1335494, 9.3763193 46.1336593, 9.3762317 46.1339849, 9.3762489 46.1340556, 9.3760998 46.1345795, 9.3760813 46.1346813, 9.3761484 46.1348476, 9.3762553 46.1351664)",,,
402783698,False,,,Via Sigismondo Vitali,residential,50,False,80.548,,"LINESTRING (9.3761732 46.1331488, 9.3758735 46.1331031, 9.3756692 46.1330226, 9.3755153 46.1330394, 9.3754302 46.1330956, 9.3753522 46.1332456)",,,
110383694,False,,,Via Villatico,unclassified,50,False,64.019,,"LINESTRING (9.3719405 46.1332143, 9.3720486 46.1330074, 9.3721747 46.1328113, 9.3722752 46.1326887)",,,
110383694,False,,,Via Villatico,unclassified,50,True,140.611,,"LINESTRING (9.3719405 46.1332143, 9.3719003 46.1338164, 9.3716016 46.134445)",,,
"[574457800, 346388622]",False,,,Via al Torrente,residential,,True,227.749,,"LINESTRING (9.3719405 46.1332143, 9.37129 46.1328697, 9.3711697 46.1328351, 9.3710198 46.1328553, 9.3709597 46.1329419, 9.3705477 46.1340957)",,,
110383694,False,,,Via Villatico,unclassified,50,False,140.611,,"LINESTRING (9.3716016 46.134445, 9.3719003 46.1338164, 9.3719405 46.1332143)",,,
