osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,width,access
146854045,2,SR10,Via Circonvallazione,primary,False,False,98.181,"LINESTRING (11.4692758 45.230413, 11.4692385 45.2304071, 11.4691882 45.2303893, 11.4690953 45.2303494, 11.4689765 45.230288, 11.4688092 45.2302063, 11.468537 45.2300694, 11.4683676 45.2300015, 11.4682284 45.2299682, 11.4682056 45.2299659)",,,,
146854046,2,SP19,Via Circonvallazione,secondary,False,False,126.375,"LINESTRING (11.4692758 45.230413, 11.4692909 45.2304845, 11.4693242 45.2305255, 11.4693527 45.2305507, 11.4694072 45.230603, 11.4696277 45.230824, 11.4698566 45.2310501, 11.4699378 45.23113, 11.4701663 45.2313516)",,,,
"[147873513, 147873517, 1043475341, 161895022, 161895023, 47800498]",1,,Piazza Trieste,tertiary,False,True,109.309,"LINESTRING (11.4692758 45.230413, 11.4692155 45.2304712, 11.4691894 45.2304964, 11.4691598 45.230525, 11.4690944 45.2305669, 11.4688698 45.2306933, 11.4688561 45.2307018, 11.4687592 45.2307607, 11.4684466 45.2309514, 11.4684209 45.2309676, 11.4682444 45.2310701)",yes,,,
215802494,2,SR10,Via Circonvallazione,primary,False,True,10.636,"LINESTRING (11.4605938 45.2336893, 11.4606618 45.2336065)",,,,
146854051,1,,Via Mure Ovest,residential,True,False,118.263,"LINESTRING (11.4633504 45.2354241, 11.4629809 45.2350938, 11.4629272 45.2350331, 11.4629099 45.2349857, 11.4629109 45.2349229, 11.4629152 45.2348447, 11.4629112 45.2347689, 11.4628994 45.2347038, 11.462879 45.2346481, 11.4627949 45.2344754)",,,,
146854047,,,Piazza Vittorio Emanuele 2°,tertiary,True,False,15.532000000000002,"LINESTRING (11.4671359 45.2325497, 11.4672131 45.232615, 11.4672169 45.2326412, 11.4672064 45.2326686)",,,,
147859823,,,Piazza Vittorio Emanuele 2°,tertiary,False,True,39.034,"LINESTRING (11.4671359 45.2325497, 11.4668714 45.2323245, 11.4668182 45.2322792)",,,,
47800497,1,,Via Guglielmo Marconi,tertiary,True,False,69.414,"LINESTRING (11.4685524 45.231356, 11.4685009 45.2313995, 11.4679898 45.2318384)",,,,
146854050,2,,Piazza Trieste,tertiary,False,True,39.795,"LINESTRING (11.4685524 45.231356, 11.468506 45.2313214, 11.4682029 45.2310962)",,,,
47800498,1,,Piazza Trieste,tertiary,False,False,4.357,"LINESTRING (11.4682029 45.2310962, 11.4682444 45.2310701)",,,,
146854050,2,,Piazza Trieste,tertiary,False,False,39.795,"LINESTRING (11.4682029 45.2310962, 11.468506 45.2313214, 11.4685524 45.231356)",,,,
