osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,access
32619744,True,1,Via Lecco,tertiary,False,47.112,"LINESTRING (9.3554561 45.5720694, 9.3552209 45.5721458, 9.3551404 45.5721876, 9.3550918 45.5722178, 9.3550752 45.5722329, 9.3550617 45.5722473, 9.3550319 45.57229, 9.3550051 45.5723284)",,,
72925397,False,3,Via Giacomo Matteotti,tertiary,True,120.219,"LINESTRING (9.3554561 45.5720694, 9.3561053 45.5719601, 9.3564458 45.5719028, 9.356885 45.5718289, 9.3569578 45.5718167)",,,
303319000,False,2,Via Giacomo Matteotti,tertiary,False,44.229,"LINESTRING (9.3554561 45.5720694, 9.355122 45.5721256, 9.3550651 45.5721351, 9.3549036 45.5721623)",,,
32619753,True,,Via Lecco,tertiary,False,20.818,"LINESTRING (9.3549328 45.5726946, 9.3549148 45.5725078)",,,
303319001,False,2,Via Lecco,tertiary,False,46.946,"LINESTRING (9.3549328 45.5726946, 9.3549323 45.5728355, 9.3549336 45.5729996, 9.3549336 45.5731168)",,,
834136066,False,2,Via Lecco,tertiary,True,20.149,"LINESTRING (9.3549573 45.5793971, 9.354957 45.5792159)",,,
33630222,True,,Via Antonio Gramsci,residential,False,38.631,"LINESTRING (9.3549573 45.5793971, 9.3548771 45.579355, 9.354802 45.5793306, 9.3547161 45.5793137, 9.3546598 45.5792875, 9.3545837 45.5791918)",,,
215312803,False,,Via Giacomo Matteotti,tertiary,True,23.162,"LINESTRING (9.3486544 45.5735446, 9.3489363 45.5734779)",,,
32619813,False,2,Via Ugo Foscolo,tertiary,False,209.892,"LINESTRING (9.3486544 45.5735446, 9.3486729 45.573615, 9.3490037 45.5754162)",30,,
215312803,False,,Via Giacomo Matteotti,tertiary,False,23.968,"LINESTRING (9.3486544 45.5735446, 9.3485136 45.5735743, 9.3483585 45.5736042)",,,
33624571,False,,Via Marco d'Agrate,residential,False,166.13,"LINESTRING (9.3497339 45.5732318, 9.3497619 45.573263, 9.3498602 45.5734116, 9.3500132 45.5737223, 9.3501034 45.5739054, 9.3501304 45.573999, 9.3501661 45.5741991, 9.3501703 45.5743863, 9.3501548 45.5744782, 9.3501294 45.5746716)",,,
38065683,False,,Via Giacomo Matteotti,tertiary,True,72.524,"LINESTRING (9.3497339 45.5732318, 9.3498823 45.5731757, 9.3503538 45.5729895, 9.3505506 45.572918)",,,
215312803,False,,Via Giacomo Matteotti,tertiary,False,67.856,"LINESTRING (9.3497339 45.5732318, 9.3493367 45.5733589, 9.349204 45.5734008, 9.3489363 45.5734779)",,,
38065683,False,,Via Giacomo Matteotti,tertiary,False,12.162,"LINESTRING (9.3512898 45.5727703, 9.3511373 45.5727941)",,,
303318999,False,2,Via Giacomo Matteotti,tertiary,True,252.401,"LINESTRING (9.3512898 45.5727703, 9.3514314 45.5727465, 9.3524099 45.5725819, 9.3531232 45.5724618, 9.3533273 45.5724275, 9.3535033 45.5723979, 9.3540571 45.5723047, 9.3541692 45.5722859, 9.3544427 45.5722399)",,,
72925397,False,3,Via Giacomo Matteotti,tertiary,False,120.219,"LINESTRING (9.3569578 45.5718167, 9.356885 45.5718289, 9.3564458 45.5719028, 9.3561053 45.5719601, 9.3554561 45.5720694)",,,
