osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes
44124719,True,SP28,Via Vigentina,secondary,50,False,90.38300000000001,"LINESTRING (9.2098863 45.3687555, 9.2100085 45.3689593, 9.2101434 45.3690955, 9.2103495 45.3691917, 9.2104963 45.3692262, 9.2106973 45.3692499)",,
44124712,True,SP28,,secondary,,False,150.59799999999998,"LINESTRING (9.2106973 45.3692499, 9.2109142 45.3692556, 9.2126198 45.3693489)",,
1226427404,True,SP28,,secondary,,False,91.402,"LINESTRING (9.2106973 45.3692499, 9.2108473 45.3692818, 9.2109538 45.3693263, 9.2110426 45.3693889, 9.2110869 45.3694528, 9.2111154 45.3695376, 9.2111138 45.3696388, 9.2110768 45.3697181, 9.2110037 45.3697963, 9.2108932 45.3698594)",roundabout,
1226427404,True,SP28,,secondary,,False,10.371,"LINESTRING (9.2108932 45.3698594, 9.2107709 45.3698957)",roundabout,
42998038,False,,Via Lambro,unclassified,50,False,88.009,"LINESTRING (9.2057332 45.3694519, 9.2068211 45.3696576)",,
42998038,False,,Via Lambro,unclassified,50,True,123.047,"LINESTRING (9.2083457 45.3699357, 9.2068211 45.3696576)",,
44124707,False,,Via Antonio Gramsci,unclassified,50,True,36.844,"LINESTRING (9.2083457 45.3699357, 9.2084301 45.3702617)",,
59310726,False,,Via Luciano Manara,unclassified,50,False,56.441,"LINESTRING (9.2083457 45.3699357, 9.2090452 45.3700628)",,
27265667,True,,Via Luciano Manara,unclassified,,False,52.896,"LINESTRING (9.2090452 45.3700628, 9.2084301 45.3702617)",,
59310726,False,,Via Luciano Manara,unclassified,50,True,56.441,"LINESTRING (9.2090452 45.3700628, 9.2083457 45.3699357)",,
59310726,False,,Via Luciano Manara,unclassified,50,False,78.779,"LINESTRING (9.2090452 45.3700628, 9.2098601 45.3699118, 9.2100187 45.3698781)",,
27265669,True,SP28,,secondary,,False,59.169,"LINESTRING (9.2101606 45.3695675, 9.2102599 45.3694127, 9.2103684 45.3693241, 9.2105161 45.3692715, 9.2106973 45.3692499)",roundabout,
44124717,True,SP28,Via Vigentina,secondary,50,False,92.844,"LINESTRING (9.2101606 45.3695675, 9.2101218 45.3694818, 9.2099805 45.3690774, 9.2098863 45.3687555)",,
43000889,True,,Via San Francesco da Assisi,tertiary,,False,48.604,"LINESTRING (9.2141755 45.3693276, 9.2143337 45.3692687, 9.2145141 45.369163, 9.2146579 45.3690572)",,
343990484,True,SP28,,secondary,,False,33.035000000000004,"LINESTRING (9.2141755 45.3693276, 9.2142555 45.3693139, 9.2143537 45.3693229, 9.214487 45.3693608, 9.2145708 45.3693961)",roundabout,
44124727,True,,Via San Francesco da Assisi,tertiary,,False,38.756,"LINESTRING (9.2146579 45.3690572, 9.2145904 45.3691923, 9.2145689 45.3692696, 9.2145734 45.3693482, 9.2145708 45.3693961)",,
