osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,ref,width
34894793,2,Via Cavin Maggiore,tertiary,70,False,False,141.686,,"LINESTRING (12.0316098 45.459116, 12.0333705 45.4588023)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,True,222.854,,"LINESTRING (12.0316098 45.459116, 12.028848 45.4596299)",,,,
301725284,2,Via Patriarcato,tertiary,,False,False,11.084,yes,"LINESTRING (12.0316098 45.459116, 12.0316201 45.4591462, 12.0316431 45.4592129)",,,,
884310074,2,Via Patriarcato,residential,,False,True,171.26000000000002,,"LINESTRING (12.0316098 45.459116, 12.0315447 45.4589398, 12.031055 45.4576258)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,False,84.514,,"LINESTRING (12.0333705 45.4588023, 12.0344169 45.4586049)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,True,141.686,,"LINESTRING (12.0333705 45.4588023, 12.0316098 45.459116)",,,,
34852383,2,Viale Giulio Onesti,tertiary,,False,True,224.599,,"LINESTRING (12.0333705 45.4588023, 12.0333559 45.458763, 12.0331593 45.4582345, 12.0330218 45.457865, 12.0328391 45.4573738, 12.0328375 45.4573245, 12.0328467 45.4572838, 12.0331011 45.4568674)",,,,
34859246,2,Via Amalia Vescovo,tertiary,,False,True,58.196999999999996,,"LINESTRING (12.0335829 45.4560973, 12.0335993 45.456065, 12.0336087 45.4560198, 12.0335953 45.4559229, 12.0334824 45.4556981, 12.0334743 45.4556737, 12.0334611 45.4556342, 12.0334498 45.4556008, 12.033445 45.4555938)",,,,
38331849,1,Viale Giulio Onesti,tertiary,,True,False,27.143,,"LINESTRING (12.0335829 45.4560973, 12.0335719 45.456159, 12.0334777 45.4562674, 12.0334335 45.4563128)",,,,
34852383,2,Viale Giulio Onesti,tertiary,,False,False,224.599,,"LINESTRING (12.0331011 45.4568674, 12.0328467 45.4572838, 12.0328375 45.4573245, 12.0328391 45.4573738, 12.0330218 45.457865, 12.0331593 45.4582345, 12.0333559 45.458763, 12.0333705 45.4588023)",,,,
38331848,1,Via G. Onesti,tertiary,,True,False,33.635,,"LINESTRING (12.0331011 45.4568674, 12.033103 45.456764, 12.0330495 45.4565685)",,,,
34859251,,,residential,,False,False,16.864,,"LINESTRING (12.0329805 45.4563884, 12.0329442 45.4563631, 12.0328094 45.4562963)",no,,,
34945274,1,Viale Giulio Onesti,tertiary,,True,False,18.23,,"LINESTRING (12.0329805 45.4563884, 12.0329939 45.4563423, 12.0330295 45.456278, 12.0330729 45.456241)",,roundabout,,
34945274,1,Viale Giulio Onesti,tertiary,,True,False,17.942,,"LINESTRING (12.0330729 45.456241, 12.0332945 45.4561977)",,roundabout,,
34945274,1,Viale Giulio Onesti,tertiary,,True,False,18.232,,"LINESTRING (12.0332945 45.4561977, 12.0333638 45.4562196, 12.033425 45.456265, 12.0334335 45.4563128)",,roundabout,,
38331847,1,Via Amalia Vescovo,tertiary,,True,False,25.955,,"LINESTRING (12.0332945 45.4561977, 12.0334562 45.456173, 12.0335223 45.4561412, 12.033562 45.4561126, 12.0335829 45.4560973)",,,,
34945274,1,Viale Giulio Onesti,tertiary,,True,False,33.005,,"LINESTRING (12.0334335 45.4563128, 12.0332753 45.4565881)",,roundabout,,
34859247,1,Via Patriarcato,residential,,True,False,71.592,,"LINESTRING (12.0304884 45.456062, 12.0305021 45.4561003, 12.0305251 45.4561648, 12.0307111 45.4566866)",,,,
38331850,,Piazza San Martino,tertiary,,False,True,61.378,,"LINESTRING (12.0304884 45.456062, 12.0304611 45.4559906, 12.0304466 45.4559525, 12.0303841 45.4557921, 12.0302817 45.4555294)",,,,
40547817,2,Via Roma,tertiary,,False,False,228.949,,"LINESTRING (12.0304884 45.456062, 12.0317308 45.4558327, 12.0331303 45.4555743, 12.0332037 45.4555626, 12.0333281 45.455541)",,,SP28,
40547817,2,Via Roma,tertiary,,False,True,37.699,,"LINESTRING (12.0304884 45.456062, 12.0303435 45.4560888, 12.0302391 45.4561082, 12.0300211 45.4561486)",,,SP28,
271502302,1,Quartiere Alcide De Gasperi,residential,,True,False,196.517,,"LINESTRING (12.0330957 45.4548092, 12.0328762 45.4543093, 12.0329186 45.4542256, 12.0330473 45.4542027, 12.0333688 45.454143, 12.0334513 45.4541679, 12.0335157 45.4542798, 12.0335406 45.4543557, 12.0335204 45.4544278, 12.0331515 45.4546896, 12.0330957 45.4548092)",,,,
884310073,,Quartiere Alcide De Gasperi,residential,,False,True,77.727,,"LINESTRING (12.0330957 45.4548092, 12.0332774 45.4552352, 12.0333414 45.4553767, 12.0333693 45.4554384, 12.0333826 45.4554785)",,,,
38865882,,Via Amalia Vescovo,residential,,True,False,21.453,,"LINESTRING (12.0328094 45.4562963, 12.0330729 45.456241)",,,,
34859251,,,residential,,False,True,16.864,,"LINESTRING (12.0328094 45.4562963, 12.0329442 45.4563631, 12.0329805 45.4563884)",no,,,
"[38865881, 34859250]",,Via Amalia Vescovo,residential,,True,False,169.323,,"LINESTRING (12.0307111 45.4566866, 12.0307504 45.4566794, 12.0321451 45.456423, 12.0324244 45.4563716, 12.0328094 45.4562963)",,,,
242182979,1,Via Patriarcato,residential,,True,False,107.824,,"LINESTRING (12.0307111 45.4566866, 12.0307506 45.4567944, 12.0309641 45.4573775, 12.031055 45.4576258)",,,,
34859238,1,Via G. Onesti,tertiary,,True,False,33.899,,"LINESTRING (12.0332753 45.4565881, 12.0331011 45.4568674)",,,,
34945274,1,Viale Giulio Onesti,tertiary,,True,False,20.574,,"LINESTRING (12.0332753 45.4565881, 12.0332116 45.4566128, 12.0331523 45.4566202, 12.0330949 45.4566056, 12.0330495 45.4565685)",,roundabout,,
34945274,1,Viale Giulio Onesti,tertiary,,True,False,20.737,,"LINESTRING (12.0330495 45.4565685, 12.0329805 45.4563884)",,roundabout,,
34932504,,Piazza San Martino,residential,,False,False,37.708,,"LINESTRING (12.0302817 45.4555294, 12.0300419 45.4555789, 12.0298179 45.4556251)",,,,
38331850,,Piazza San Martino,tertiary,,False,False,61.37799999999999,,"LINESTRING (12.0302817 45.4555294, 12.0303841 45.4557921, 12.0304466 45.4559525, 12.0304611 45.4559906, 12.0304884 45.456062)",,,,
301709004,2,Via Montello,tertiary,,False,True,9.744,,"LINESTRING (12.0302817 45.4555294, 12.0302658 45.4554866, 12.0302502 45.4554446)",,,,5
301709004,2,Via Montello,tertiary,,False,False,190.882,,"LINESTRING (12.0293235 45.4529724, 12.0293353 45.4530035, 12.0294005 45.4531751, 12.0295677 45.4536155, 12.0297175 45.45401, 12.0297774 45.4541717, 12.0299534 45.4546312)",,,,5
409002634,2,Via dei Cavinelli,tertiary,,False,False,247.887,,"LINESTRING (12.0293235 45.4529724, 12.0272787 45.4533243, 12.0268566 45.453397, 12.0264494 45.4534664, 12.0262371 45.4535036)",,,,
34859244,,Via Padova,residential,,False,False,58.851,,"LINESTRING (12.0292102 45.4562989, 12.0291953 45.4562525, 12.0291732 45.4561839, 12.0290853 45.4559109, 12.029064 45.4558785, 12.0290279 45.4558481, 12.0289608 45.4558173)",,,,
40547817,2,Via Roma,tertiary,,False,False,65.42,,"LINESTRING (12.0292102 45.4562989, 12.0294589 45.4562526, 12.0298926 45.4561724, 12.0300211 45.4561486)",,,SP28,
40547817,2,Via Roma,tertiary,,False,True,69.373,,"LINESTRING (12.0292102 45.4562989, 12.0289983 45.4563382, 12.0283503 45.4564583)",,,SP28,
34859236,,Via Venezia,residential,,True,False,70.737,,"LINESTRING (12.0289608 45.4558173, 12.0290632 45.4557658, 12.0291307 45.4557532, 12.0298179 45.4556251)",,,,
34859244,,Via Padova,residential,,False,False,113.009,,"LINESTRING (12.0289608 45.4558173, 12.0287828 45.4557648, 12.0286841 45.4557357, 12.0286272 45.4557138, 12.028595 45.4556753, 12.0285615 45.4555594, 12.0285199 45.4554544, 12.0283195 45.4549867)",,,,
34859244,,Via Padova,residential,,False,True,58.851,,"LINESTRING (12.0289608 45.4558173, 12.0290279 45.4558481, 12.029064 45.4558785, 12.0290853 45.4559109, 12.0291732 45.4561839, 12.0291953 45.4562525, 12.0292102 45.4562989)",,,,
34932504,,Piazza San Martino,residential,,False,True,37.708,,"LINESTRING (12.0298179 45.4556251, 12.0300419 45.4555789, 12.0302817 45.4555294)",,,,
34932505,,Piazza San Martino,residential,,True,False,60.329,,"LINESTRING (12.0298179 45.4556251, 12.0299158 45.4558773, 12.0299815 45.4560467, 12.0299997 45.4560934, 12.0300211 45.4561486)",,,,
40547817,2,Via Roma,tertiary,,False,False,37.699,,"LINESTRING (12.0300211 45.4561486, 12.0302391 45.4561082, 12.0303435 45.4560888, 12.0304884 45.456062)",,,SP28,
40547817,2,Via Roma,tertiary,,False,True,65.42,,"LINESTRING (12.0300211 45.4561486, 12.0298926 45.4561724, 12.0294589 45.4562526, 12.0292102 45.4562989)",,,SP28,
72509329,,Piazza Mercato,residential,,True,False,134.047,,"LINESTRING (12.0299781 45.4546962, 12.0284425 45.4549976, 12.0283195 45.4549867)",,,,
301709004,2,Via Montello,tertiary,,False,False,24.020000000000003,,"LINESTRING (12.0299781 45.4546962, 12.0300029 45.4547623, 12.0300543 45.4549055)",,,,5
301709004,2,Via Montello,tertiary,,False,True,7.48,,"LINESTRING (12.0299781 45.4546962, 12.0299654 45.4546628, 12.0299534 45.4546312)",,,,5
34859235,,Via Aldo Moro,residential,,False,False,73.838,,"LINESTRING (12.0300543 45.4549055, 12.0301091 45.4548951, 12.0301527 45.4548869, 12.0309716 45.4547415)",,,,
301709004,2,Via Montello,tertiary,,False,False,61.861999999999995,,"LINESTRING (12.0300543 45.4549055, 12.0301009 45.4550339, 12.0302502 45.4554446)",,,,5
301709004,2,Via Montello,tertiary,,False,True,24.020000000000003,,"LINESTRING (12.0300543 45.4549055, 12.0300029 45.4547623, 12.0299781 45.4546962)",,,,5
34859243,,Via Papa Luciani,residential,,False,True,49.940999999999995,,"LINESTRING (12.0283195 45.4549867, 12.028146 45.4550025, 12.0276846 45.4550447)",,,,
34859244,,Via Padova,residential,,False,True,113.00899999999999,,"LINESTRING (12.0283195 45.4549867, 12.0285199 45.4554544, 12.0285615 45.4555594, 12.028595 45.4556753, 12.0286272 45.4557138, 12.0286841 45.4557357, 12.0287828 45.4557648, 12.0289608 45.4558173)",,,,
236560810,,Piazza Mercato,residential,,True,False,134.086,,"LINESTRING (12.0283195 45.4549867, 12.0284098 45.4549364, 12.0299019 45.4546414, 12.0299534 45.4546312)",,,,
34859235,,Via Aldo Moro,residential,,False,False,227.57,,"LINESTRING (12.0309716 45.4547415, 12.0320304 45.4545321, 12.0319218 45.4542683, 12.0308859 45.4545172, 12.0309561 45.4547009, 12.0309716 45.4547415)",,,,
34859235,,Via Aldo Moro,residential,,False,True,227.57,,"LINESTRING (12.0309716 45.4547415, 12.0309561 45.4547009, 12.0308859 45.4545172, 12.0319218 45.4542683, 12.0320304 45.4545321, 12.0309716 45.4547415)",,,,
34859235,,Via Aldo Moro,residential,,False,True,73.838,,"LINESTRING (12.0309716 45.4547415, 12.0301527 45.4548869, 12.0301091 45.4548951, 12.0300543 45.4549055)",,,,
40547817,2,Via Roma,tertiary,,False,False,30.759,,"LINESTRING (12.027969 45.4565289, 12.0283503 45.4564583)",,,SP28,
34859243,,Via Papa Luciani,residential,,False,False,169.394,,"LINESTRING (12.027969 45.4565289, 12.0277661 45.4559222, 12.0278619 45.455733, 12.0276846 45.4550447)",,,,
40547817,2,Via Roma,tertiary,,False,True,125.359,,"LINESTRING (12.027969 45.4565289, 12.0277453 45.4565704, 12.0273606 45.4566417, 12.0264151 45.4568169)",,,SP28,
34859242,,Via Ennio Suriano,residential,,False,True,67.556,,"LINESTRING (12.028848 45.4596299, 12.0286279 45.4590423)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,False,222.854,,"LINESTRING (12.028848 45.4596299, 12.0316098 45.459116)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,True,149.208,,"LINESTRING (12.028848 45.4596299, 12.0269998 45.4599764)",,,,
34859242,,Via Ennio Suriano,residential,,False,False,109.55199999999999,,"LINESTRING (12.0283374 45.4580953, 12.028307 45.4581281, 12.0282938 45.4581664, 12.0286279 45.4590423)",,,,
34859242,,Via Ennio Suriano,residential,,False,True,40.323,,"LINESTRING (12.0283374 45.4580953, 12.0283991 45.4580756, 12.0288349 45.4579992)",,,,
38654047,,,residential,,False,False,80.533,,"LINESTRING (12.0283374 45.4580953, 12.0280728 45.4581247, 12.0279962 45.4581116, 12.0279397 45.4580913, 12.0278411 45.4576603)",,,,
34859242,,Via Ennio Suriano,residential,,False,False,43.976,,"LINESTRING (12.031055 45.4576258, 12.0309855 45.4576372, 12.0309228 45.4576474, 12.0305059 45.4577156)",,,,
884310074,2,Via Patriarcato,residential,,False,False,171.26000000000002,,"LINESTRING (12.031055 45.4576258, 12.0315447 45.4589398, 12.0316098 45.459116)",,,,
34859243,,Via Papa Luciani,residential,,False,False,49.940999999999995,,"LINESTRING (12.0276846 45.4550447, 12.028146 45.4550025, 12.0283195 45.4549867)",,,,
34859243,,Via Papa Luciani,residential,,False,True,169.394,,"LINESTRING (12.0276846 45.4550447, 12.0278619 45.455733, 12.0277661 45.4559222, 12.027969 45.4565289)",,,,
40446999,,Via Giorgio Perlasca,residential,,False,True,68.82900000000001,,"LINESTRING (12.0276846 45.4550447, 12.0274519 45.4550657, 12.0268118 45.4551356)",,,,
34859242,,Via Ennio Suriano,residential,,False,True,77.695,,"LINESTRING (12.0295388 45.4578831, 12.0305059 45.4577156)",,,,
34859239,,Vicolo L. Zampieri,residential,,False,False,200.467,,"LINESTRING (12.0295388 45.4578831, 12.029817 45.4587955, 12.0291951 45.4589243, 12.0286279 45.4590423)",,,,
34859242,,Via Ennio Suriano,residential,,False,False,56.397999999999996,,"LINESTRING (12.0295388 45.4578831, 12.0289857 45.4579743, 12.0288349 45.4579992)",,,,
34859242,,Via Ennio Suriano,residential,,False,False,67.556,,"LINESTRING (12.0286279 45.4590423, 12.028848 45.4596299)",,,,
34859239,,Vicolo L. Zampieri,residential,,False,True,200.46699999999998,,"LINESTRING (12.0286279 45.4590423, 12.0291951 45.4589243, 12.029817 45.4587955, 12.0295388 45.4578831)",,,,
34859242,,Via Ennio Suriano,residential,,False,True,109.55199999999999,,"LINESTRING (12.0286279 45.4590423, 12.0282938 45.4581664, 12.028307 45.4581281, 12.0283374 45.4580953)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,False,149.208,,"LINESTRING (12.0269998 45.4599764, 12.028848 45.4596299)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,True,122.651,,"LINESTRING (12.0269998 45.4599764, 12.0254788 45.4602566)",,,,
38331584,,Don Corrado Ballin,residential,,False,False,31.585,,"LINESTRING (12.0269998 45.4599764, 12.0268995 45.4597012)",,,,
38331584,,Don Corrado Ballin,residential,,False,False,110.311,,"LINESTRING (12.0272033 45.4585016, 12.0268647 45.4575384)",,,,
38331584,,Don Corrado Ballin,residential,,False,True,136.50799999999998,,"LINESTRING (12.0272033 45.4585016, 12.0265105 45.4586338, 12.0264807 45.4586914, 12.0264915 45.4587648, 12.0267286 45.4593298)",,,,
38654001,,Don Corrado Ballin,residential,,False,False,169.845,,"LINESTRING (12.0272033 45.4585016, 12.0275483 45.4594533, 12.0274659 45.4595645, 12.0268995 45.4597012)",,,,
38331584,,Don Corrado Ballin,residential,,False,True,110.311,,"LINESTRING (12.0268647 45.4575384, 12.0272033 45.4585016)",,,,
38331584,,Don Corrado Ballin,residential,,False,False,43.396,,"LINESTRING (12.0268995 45.4597012, 12.0267286 45.4593298)",,,,
38331584,,Don Corrado Ballin,residential,,False,True,31.585,,"LINESTRING (12.0268995 45.4597012, 12.0269998 45.4599764)",,,,
38654001,,Don Corrado Ballin,residential,,False,True,169.845,,"LINESTRING (12.0268995 45.4597012, 12.0274659 45.4595645, 12.0275483 45.4594533, 12.0272033 45.4585016)",,,,
40547817,2,Via Roma,tertiary,,False,True,30.759,,"LINESTRING (12.0283503 45.4564583, 12.027969 45.4565289)",,,SP28,
38332493,,Via Guido Rossa,residential,,False,False,175.45999999999998,,"LINESTRING (12.0283503 45.4564583, 12.0288279 45.457977, 12.0288349 45.4579992)",,,,
40547817,2,Via Roma,tertiary,,False,False,69.373,,"LINESTRING (12.0283503 45.4564583, 12.0289983 45.4563382, 12.0292102 45.4562989)",,,SP28,
34859242,,Via Ennio Suriano,residential,,False,False,40.323,,"LINESTRING (12.0288349 45.4579992, 12.0283991 45.4580756, 12.0283374 45.4580953)",,,,
34859242,,Via Ennio Suriano,residential,,False,True,56.397999999999996,,"LINESTRING (12.0288349 45.4579992, 12.0289857 45.4579743, 12.0295388 45.4578831)",,,,
38332493,,Via Guido Rossa,residential,,False,True,175.45999999999998,,"LINESTRING (12.0288349 45.4579992, 12.0288279 45.457977, 12.0283503 45.4564583)",,,,
38332494,,Via Don Mario Zambelli,residential,,False,False,123.461,,"LINESTRING (12.0317881 45.4551819, 12.0303124 45.455434, 12.0302502 45.4554446)",,,,
38332494,,Via Don Mario Zambelli,residential,,False,True,123.461,,"LINESTRING (12.0302502 45.4554446, 12.0303124 45.455434, 12.0317881 45.4551819)",,,,
301709004,2,Via Montello,tertiary,,False,False,9.744,,"LINESTRING (12.0302502 45.4554446, 12.0302658 45.4554866, 12.0302817 45.4555294)",,,,5
301709004,2,Via Montello,tertiary,,False,True,61.861999999999995,,"LINESTRING (12.0302502 45.4554446, 12.0301009 45.4550339, 12.0300543 45.4549055)",,,,5
34859242,,Via Ennio Suriano,residential,,False,False,77.695,,"LINESTRING (12.0305059 45.4577156, 12.0295388 45.4578831)",,,,
34859242,,Via Ennio Suriano,residential,,False,True,43.976000000000006,,"LINESTRING (12.0305059 45.4577156, 12.0309228 45.4576474, 12.0309855 45.4576372, 12.031055 45.4576258)",,,,
38654046,,Vicolo Giudice Amato,residential,,False,False,107.094,,"LINESTRING (12.0305059 45.4577156, 12.0308135 45.4585163, 12.0306946 45.458621)",,,,
38654046,,Vicolo Giudice Amato,residential,,False,True,107.094,,"LINESTRING (12.0306946 45.458621, 12.0308135 45.4585163, 12.0305059 45.4577156)",,,,
38654047,,,residential,,False,True,80.533,,"LINESTRING (12.0278411 45.4576603, 12.0279397 45.4580913, 12.0279962 45.4581116, 12.0280728 45.4581247, 12.0283374 45.4580953)",,,,
38654049,,Vicolo Antonio Gramsci,residential,,False,False,64.178,,"LINESTRING (12.0264151 45.4568169, 12.0266079 45.457378)",,,,
40547817,2,Via Roma,tertiary,,False,True,45.001,,"LINESTRING (12.0264151 45.4568169, 12.0258593 45.4569255)",,,SP28,
40547817,2,Via Roma,tertiary,,False,False,125.359,,"LINESTRING (12.0264151 45.4568169, 12.0273606 45.4566417, 12.0277453 45.4565704, 12.027969 45.4565289)",,,SP28,
38654049,,Vicolo Antonio Gramsci,residential,,False,True,64.178,,"LINESTRING (12.0266079 45.457378, 12.0264151 45.4568169)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,False,108.83,,"LINESTRING (12.0262371 45.4535036, 12.0265715 45.4544538)",,,,
409002634,2,Via dei Cavinelli,tertiary,,False,True,247.887,,"LINESTRING (12.0262371 45.4535036, 12.0264494 45.4534664, 12.0268566 45.453397, 12.0272787 45.4533243, 12.0293235 45.4529724)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,False,51.243,,"LINESTRING (12.026173 45.4552432, 12.0268118 45.4551356)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,True,213.38400000000001,,"LINESTRING (12.026173 45.4552432, 12.026015 45.4552746, 12.0259518 45.4552871, 12.0259226 45.4553008, 12.0259049 45.4553153, 12.0258888 45.4553372, 12.0258888 45.4553688, 12.0259044 45.455412, 12.0260246 45.4557316, 12.0260519 45.4557867, 12.0260963 45.4558173, 12.0261609 45.455825, 12.0262685 45.4558055, 12.0268809 45.4556994, 12.0269327 45.4556847, 12.0269613 45.4556639, 12.0269822 45.4556337, 12.0269789 45.4556044, 12.0269282 45.4554607, 12.0268118 45.4551356)",,,,
40447000,,Via Giorgio Perlasca,residential,,False,False,75.939,,"LINESTRING (12.026173 45.4552432, 12.0259586 45.4546396, 12.0259749 45.4545798)",,,,
376224571,,Via Giorgio Perlasca,residential,,False,True,81.62299999999999,,"LINESTRING (12.0256942 45.4538782, 12.0259231 45.4545361, 12.0259749 45.4545798)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,False,78.095,,"LINESTRING (12.0265715 45.4544538, 12.0268118 45.4551356)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,True,108.83,,"LINESTRING (12.0265715 45.4544538, 12.0262371 45.4535036)",,,,
40446998,,Via Caduti di Nassyria,residential,,False,False,53.452,,"LINESTRING (12.0265715 45.4544538, 12.0266117 45.4544471, 12.0270916 45.4543617, 12.0272362 45.4543369)",,,,
40447000,,Via Giorgio Perlasca,residential,,False,True,48.888,,"LINESTRING (12.0265715 45.4544538, 12.0260582 45.4545442, 12.0259749 45.4545798)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,True,78.095,,"LINESTRING (12.0268118 45.4551356, 12.0265715 45.4544538)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,True,51.243,,"LINESTRING (12.0268118 45.4551356, 12.026173 45.4552432)",,,,
40446997,,Via Giorgio Perlasca,residential,,False,False,213.384,,"LINESTRING (12.0268118 45.4551356, 12.0269282 45.4554607, 12.0269789 45.4556044, 12.0269822 45.4556337, 12.0269613 45.4556639, 12.0269327 45.4556847, 12.0268809 45.4556994, 12.0262685 45.4558055, 12.0261609 45.455825, 12.0260963 45.4558173, 12.0260519 45.4557867, 12.0260246 45.4557316, 12.0259044 45.455412, 12.0258888 45.4553688, 12.0258888 45.4553372, 12.0259049 45.4553153, 12.0259226 45.4553008, 12.0259518 45.4552871, 12.026015 45.4552746, 12.026173 45.4552432)",,,,
40446999,,Via Giorgio Perlasca,residential,,False,False,68.82900000000001,,"LINESTRING (12.0268118 45.4551356, 12.0274519 45.4550657, 12.0276846 45.4550447)",,,,
40447000,,Via Giorgio Perlasca,residential,,False,False,48.888,,"LINESTRING (12.0259749 45.4545798, 12.0260582 45.4545442, 12.0265715 45.4544538)",,,,
40447000,,Via Giorgio Perlasca,residential,,False,True,75.939,,"LINESTRING (12.0259749 45.4545798, 12.0259586 45.4546396, 12.026173 45.4552432)",,,,
376224571,,Via Giorgio Perlasca,residential,,False,False,81.62299999999999,,"LINESTRING (12.0259749 45.4545798, 12.0259231 45.4545361, 12.0256942 45.4538782)",,,,
40446998,,Via Caduti di Nassyria,residential,,False,False,259.03799999999995,,"LINESTRING (12.0272362 45.4543369, 12.0280213 45.4542069, 12.0280922 45.4541915, 12.0281377 45.4541613, 12.0281506 45.4541411, 12.0281525 45.4541068, 12.02802 45.4537267, 12.027997 45.4536931, 12.027953 45.4536709, 12.0278888 45.4536676, 12.0278189 45.453677, 12.027246 45.4537769, 12.0271681 45.453795, 12.0271071 45.4538249, 12.0270888 45.4538724, 12.0270949 45.4539266, 12.0272362 45.4543369)",,,,
40446998,,Via Caduti di Nassyria,residential,,False,True,259.038,,"LINESTRING (12.0272362 45.4543369, 12.0270949 45.4539266, 12.0270888 45.4538724, 12.0271071 45.4538249, 12.0271681 45.453795, 12.027246 45.4537769, 12.0278189 45.453677, 12.0278888 45.4536676, 12.027953 45.4536709, 12.027997 45.4536931, 12.02802 45.4537267, 12.0281525 45.4541068, 12.0281506 45.4541411, 12.0281377 45.4541613, 12.0280922 45.4541915, 12.0280213 45.4542069, 12.0272362 45.4543369)",,,,
40446998,,Via Caduti di Nassyria,residential,,False,True,53.452,,"LINESTRING (12.0272362 45.4543369, 12.0270916 45.4543617, 12.0266117 45.4544471, 12.0265715 45.4544538)",,,,
301709004,2,Via Montello,tertiary,,False,False,7.48,,"LINESTRING (12.0299534 45.4546312, 12.0299654 45.4546628, 12.0299781 45.4546962)",,,,5
301709004,2,Via Montello,tertiary,,False,True,190.882,,"LINESTRING (12.0299534 45.4546312, 12.0297774 45.4541717, 12.0297175 45.45401, 12.0295677 45.4536155, 12.0294005 45.4531751, 12.0293353 45.4530035, 12.0293235 45.4529724)",,,,5
271498866,,,residential,,False,True,73.458,,"LINESTRING (12.0363101 45.4543006, 12.0365534 45.4549388)",,,,4
271498866,,,residential,,False,False,73.458,,"LINESTRING (12.0365534 45.4549388, 12.0363101 45.4543006)",,,,4
884310072,2,Via Roma,tertiary,,False,True,30.763,,"LINESTRING (12.0365534 45.4549388, 12.0361721 45.4550095)",,,SP28,
884310072,2,Via Roma,tertiary,,False,False,30.763,,"LINESTRING (12.0361721 45.4550095, 12.0365534 45.4549388)",,,SP28,
884310072,2,Via Roma,tertiary,,False,True,52.106,,"LINESTRING (12.0361721 45.4550095, 12.0355262 45.4551291)",,,SP28,
271498867,,,residential,,False,False,132.965,,"LINESTRING (12.0361721 45.4550095, 12.0362942 45.4553615, 12.0362688 45.4553906, 12.0357052 45.4554888, 12.0356574 45.455471, 12.0355262 45.4551291)",,,,4
884310072,2,Via Roma,tertiary,,False,False,52.106,,"LINESTRING (12.0355262 45.4551291, 12.0361721 45.4550095)",,,SP28,
271498867,,,residential,,False,True,132.965,,"LINESTRING (12.0355262 45.4551291, 12.0356574 45.455471, 12.0357052 45.4554888, 12.0362688 45.4553906, 12.0362942 45.4553615, 12.0361721 45.4550095)",,,,4
884310072,2,Via Roma,tertiary,,False,True,164.064,,"LINESTRING (12.0355262 45.4551291, 12.0335323 45.4554968, 12.0334935 45.4555076)",,,SP28,
301725284,2,Via Patriarcato,tertiary,,False,True,11.084,yes,"LINESTRING (12.0316431 45.4592129, 12.0316201 45.4591462, 12.0316098 45.459116)",,,,
34859246,2,Via Amalia Vescovo,tertiary,,False,False,58.196999999999996,,"LINESTRING (12.033445 45.4555938, 12.0334498 45.4556008, 12.0334611 45.4556342, 12.0334743 45.4556737, 12.0334824 45.4556981, 12.0335953 45.4559229, 12.0336087 45.4560198, 12.0335993 45.456065, 12.0335829 45.4560973)",,,,
