osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,bridge
218811617,True,Corso Italia,tertiary,False,27.92,"LINESTRING (8.9134371 45.59524, 8.9135825 45.595296, 8.9136519 45.5953392, 8.9136986 45.5953755, 8.9137188 45.5953912)",,,,
729730911,False,Via Alberto da Giussano,tertiary,True,153.30599999999998,"LINESTRING (8.9134371 45.59524, 8.9134441 45.5952263, 8.9134461 45.5952225, 8.9134485 45.595218, 8.9134707 45.5951762, 8.9139523 45.5942391, 8.9141092 45.593944)",2,,,
531055536,True,Piazza Monumento,tertiary,False,86.203,"LINESTRING (8.9117375 45.5945697, 8.9118664 45.5945178, 8.9120158 45.594506, 8.9121404 45.5945233, 8.9122633 45.5945783, 8.9123849 45.5946317, 8.9124498 45.5947038, 8.9124986 45.5947843, 8.9124985 45.5948862)",,roundabout,,
531055519,True,Piazza Monumento,tertiary,False,12.715,"LINESTRING (8.9124985 45.5948862, 8.9123959 45.5949752)",,roundabout,,
218812019,True,Corso Italia,tertiary,False,83.18799999999999,"LINESTRING (8.9124985 45.5948862, 8.9125905 45.5949411, 8.9126673 45.5949682, 8.9132724 45.5951818, 8.9134371 45.59524)",,,,
73920842,True,Largo Franco Tosi,unclassified,False,47.684999999999995,"LINESTRING (8.9190299 45.595617, 8.9193508 45.5954026, 8.9194256 45.5953533, 8.9194739 45.5953214)",,,,
80477201,False,Via Bernardino Lanino,unclassified,False,91.419,"LINESTRING (8.9190299 45.595617, 8.9189449 45.5956102, 8.918839 45.595589, 8.9186242 45.5955367, 8.9185572 45.5955194, 8.9182324 45.5954354, 8.9180257 45.5953798, 8.9179208 45.595351)",,,30,
288211587,False,Largo Franco Tosi,unclassified,True,19.648,"LINESTRING (8.9185006 45.5963303, 8.9185651 45.5962284, 8.9186034 45.5961689)",,,,
531055527,True,Largo Franco Tosi,unclassified,False,53.955,"LINESTRING (8.9185006 45.5963303, 8.918455 45.5967127, 8.9184623 45.5967793, 8.9184621 45.596814)",2,,,
72889813,True,Largo Seprio,unclassified,False,88.69500000000001,"LINESTRING (8.9161773 45.5961043, 8.9161836 45.5960838, 8.9161927 45.5960614, 8.9162437 45.5959477, 8.9165223 45.5953812, 8.9165391 45.5953481)",1,,,
74069119,True,Corso Magenta,unclassified,False,88.112,"LINESTRING (8.9189269 45.5919104, 8.9191192 45.5911295)",,,,
72889808,True,Via Bruno Buozzi,unclassified,False,96.548,"LINESTRING (8.9189269 45.5919104, 8.9188151 45.5918932, 8.9177013 45.5917759)",,,,
74069112,True,Corso Magenta,unclassified,False,157.82999999999998,"LINESTRING (8.9185529 45.5933043, 8.9185694 45.5932752, 8.9187804 45.5923692, 8.9188992 45.5919973, 8.9189153 45.5919422, 8.9189269 45.5919104)",,,,
74069113,True,Via Giorgio Giulini,unclassified,False,79.184,"LINESTRING (8.9185529 45.5933043, 8.9184629 45.5933019, 8.9182432 45.5932878, 8.9175364 45.5932762)",,,,
163595443,True,Via Filippo Corridoni,unclassified,False,69.494,"LINESTRING (8.9185529 45.5933043, 8.9186299 45.5933067, 8.9189345 45.5932806, 8.9194414 45.5933144)",,,,
57710254,True,Corso Giuseppe Garibaldi,unclassified,False,194.51999999999998,"LINESTRING (8.9167538 45.5973179, 8.9166257 45.5976074, 8.9162143 45.598092, 8.9160883 45.5982461, 8.915797 45.598528, 8.9154568 45.5987944)",,,,
43706627,False,Corso Italia,tertiary,False,87.85799999999999,"LINESTRING (8.9171613 45.596617, 8.9170909 45.596592, 8.9162525 45.5962949, 8.9161539 45.59626)",2,,,
57710254,True,Corso Giuseppe Garibaldi,unclassified,False,84.147,"LINESTRING (8.9171613 45.596617, 8.9170784 45.5967714, 8.9167538 45.5973179)",,,,
255400210,False,Corso Italia,tertiary,True,68.517,"LINESTRING (8.9171613 45.596617, 8.9172021 45.5966286, 8.9173942 45.5966834, 8.9176696 45.5967618, 8.9179769 45.5968494)",2,,,
75863385,False,Via Armando Diaz,unclassified,True,20.063,"LINESTRING (8.9220723 45.5956663, 8.9222731 45.5955531)",,,,
73545775,True,Via Armando Diaz,unclassified,False,283.152,"LINESTRING (8.9220723 45.5956663, 8.9222081 45.5955163, 8.9223587 45.5954182, 8.9242202 45.5940593, 8.9244229 45.5939565, 8.9245296 45.593887, 8.9245696 45.5938279)",,,,
"[73920848, 73920844, 75847318]",False,Via Giacomo Matteotti,"['unclassified', 'residential']","[False, True]",187.755,"LINESTRING (8.9220723 45.5956663, 8.9218155 45.5955832, 8.9217545 45.5955644, 8.9216649 45.5955487, 8.9214412 45.5955233, 8.9212728 45.5955041, 8.920853 45.5954563, 8.9207614 45.5954459, 8.9198595 45.5953421, 8.9198024 45.5953355, 8.9197775 45.5953323, 8.9197199 45.5953248)",,,,yes
255390039,False,Via Lampugnani,unclassified,False,112.207,"LINESTRING (8.9220723 45.5956663, 8.9224125 45.595863, 8.9225987 45.5959751, 8.9227693 45.5961054, 8.9228302 45.5961568, 8.9230902 45.5963761)",,,50,
311984195,False,Via Papa Pio Undicesimo,tertiary,True,57.007,"LINESTRING (8.9239244 45.5984331, 8.9238443 45.5984484, 8.9232825 45.5985551, 8.923217 45.5985667)",2,,,
43702716,False,Via Papa Pio Undicesimo,tertiary,False,34.921,"LINESTRING (8.9227717 45.5986061, 8.923217 45.5985667)",2,,,
45562570,False,Via Barbara Melzi,tertiary,False,28.016,"LINESTRING (8.9227717 45.5986061, 8.9230025 45.5987995)",2,,,
57622607,False,Via Cesare Cantù,unclassified,True,50.834,"LINESTRING (8.9227717 45.5986061, 8.922559 45.5985979, 8.9222816 45.5988372)",2,,,
75315589,True,Corso Italia,tertiary,False,23.779000000000003,"LINESTRING (8.9141471 45.5955455, 8.9138728 45.5955577, 8.9138421 45.5955592)",,,,
"[78356612, 901566493]",False,Corso Italia,tertiary,True,101.085,"LINESTRING (8.9141471 45.5955455, 8.9144715 45.5956362, 8.9148483 45.5957697, 8.9151114 45.5958638, 8.9152134 45.5959003, 8.9152673 45.5959196, 8.9153183 45.5959373)",2,,,
43706627,False,Corso Italia,tertiary,False,28.335,"LINESTRING (8.9161539 45.59626, 8.9159519 45.5961807, 8.9158363 45.5961353)",2,,,
43706627,False,Corso Italia,tertiary,True,87.85799999999999,"LINESTRING (8.9161539 45.59626, 8.9162525 45.5962949, 8.9170909 45.596592, 8.9171613 45.596617)",2,,,
74143781,True,Via San Domenico,residential,False,26.467999999999996,"LINESTRING (8.9161539 45.59626, 8.9161136 45.5963292, 8.9160247 45.5964802)",,,,
45562567,False,Corso Sempione,primary,True,57.473,"LINESTRING (8.9240093 45.5962106, 8.9238627 45.5962552, 8.9235599 45.5963473, 8.9233365 45.5964237)",2,,,
73023189,True,Via Gerolamo Savonarola,residential,False,155.432,"LINESTRING (8.9240093 45.5962106, 8.9239208 45.5961459, 8.9229959 45.5950089)",,,,
