osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,junction,lanes,maxspeed
122725658,False,Via Pasteur,secondary,False,199.19400000000002,"LINESTRING (7.6543481 43.7832295, 7.654344 43.7831807, 7.6543395 43.7830718, 7.6543392 43.7829962, 7.6543387 43.7829512, 7.654336 43.782737, 7.6543436 43.7825922, 7.6543483 43.7825547, 7.6543642 43.7824295, 7.654366 43.7823822, 7.6543637 43.7823481, 7.6543574 43.7823218, 7.6543367 43.7822574, 7.6543241 43.7822158, 7.6542829 43.7820706, 7.6542657 43.7820192, 7.6541879 43.7818036, 7.6541574 43.7817256, 7.6541108 43.7816103, 7.6540607 43.7814662)",,,,,
122725658,False,Via Pasteur,secondary,True,178.321,"LINESTRING (7.6543481 43.7832295, 7.654392 43.7834069, 7.6544502 43.7835994, 7.6545476 43.783835, 7.6545679 43.7838931, 7.6545862 43.7839454, 7.6545943 43.7839731, 7.6546009 43.7840099, 7.6546101 43.7841475, 7.6546133 43.7843519, 7.654612 43.7844486, 7.6546275 43.7845207, 7.6546601 43.7845715, 7.654771 43.7846875, 7.6548156 43.78472, 7.6548699 43.7847455)",,,,,
"[128462049, 753922261]",False,Via Aldo Moro,residential,True,14.146,"LINESTRING (7.6543481 43.7832295, 7.654395 43.7832256, 7.6545226 43.7832119)",yes,,,,
25433723,False,Via Generale Vincenzo Rossi,secondary,True,5.688,"LINESTRING (7.6643835 43.7892519, 7.6643991 43.7893018)",,SP57,,,
33599811,True,Via Generale Vincenzo Rossi,secondary,False,24.455,"LINESTRING (7.6643835 43.7892519, 7.664264 43.7890496)",,,,,
33590749,True,Via Coggiola,tertiary,False,7.185,"LINESTRING (7.6641971 43.7890225, 7.6641111 43.7890046)",,,,,
33590746,True,,secondary,False,7.811,"LINESTRING (7.6641971 43.7890225, 7.6641867 43.7890066, 7.664183 43.7889892, 7.6641864 43.7889718, 7.6641965 43.7889559)",,,roundabout,,
33590898,True,Via Coggiola,tertiary,False,20.903,"LINESTRING (7.6639361 43.7889563, 7.6641965 43.7889559)",,,,,
33590690,False,Via Coggiola,tertiary,False,340.063,"LINESTRING (7.6639361 43.7889563, 7.6639034 43.7889539, 7.6632319 43.7888959, 7.6625579 43.7888486, 7.6622986 43.788827, 7.6621484 43.7887895, 7.6620535 43.7887394, 7.6619903 43.7886826, 7.6619468 43.7886113, 7.66191 43.7885393, 7.6618933 43.7884782, 7.6618487 43.7884372, 7.6617997 43.7884247, 7.6617353 43.7884354, 7.6616871 43.7884676, 7.6616666 43.788528, 7.6618039 43.7888254, 7.6619526 43.7890301, 7.6620787 43.7891516, 7.6621627 43.7892358, 7.6622302 43.7892955, 7.6622884 43.7893347, 7.6623328 43.7893579, 7.6623619 43.7893917, 7.6623605 43.789431, 7.6623434 43.789465, 7.6622967 43.7894919)",,,,,
33590690,False,Via Coggiola,tertiary,False,465.42900000000003,"LINESTRING (7.6591804 43.7872173, 7.6592011 43.7871424, 7.6592273 43.7870897, 7.659289 43.7870366, 7.6593734 43.7869883, 7.6597074 43.786838, 7.6598189 43.7867891, 7.6598869 43.7867635, 7.6603075 43.7866197, 7.6603549 43.7866005, 7.6603751 43.7865845, 7.6603806 43.7865548, 7.6603687 43.7865298, 7.660338 43.7865109, 7.6602881 43.7865048, 7.6598136 43.786522, 7.6596981 43.7865322, 7.6595681 43.7865436, 7.6593286 43.786584, 7.6586974 43.7866958, 7.6586617 43.7866969, 7.6586296 43.7866898, 7.6586075 43.7866721, 7.6586016 43.7866464, 7.658606 43.7866246, 7.6586247 43.7866002, 7.658893 43.7864377, 7.6590589 43.7863273, 7.6591809 43.7862443, 7.6594322 43.7860582, 7.6597612 43.7858301, 7.6598325 43.7858017, 7.6601509 43.7856748, 7.6603804 43.7855854)",,,,,
33590690,False,Via Coggiola,tertiary,True,367.784,"LINESTRING (7.6591804 43.7872173, 7.6591948 43.7872665, 7.6592326 43.7873095, 7.6593074 43.787359, 7.659537 43.7874967, 7.6596466 43.7875506, 7.6597297 43.7875893, 7.6599106 43.7876605, 7.660166 43.7877411, 7.6602431 43.7877707, 7.6603101 43.7878052, 7.6603548 43.7878428, 7.6603834 43.7878725, 7.6604505 43.7879504, 7.6605526 43.7880893, 7.6609787 43.7886211, 7.6610024 43.7886494, 7.6611085 43.7887764, 7.6611995 43.7888509, 7.6613366 43.7889385, 7.6617709 43.7891585, 7.661875 43.7892134, 7.6620114 43.7893294, 7.6620986 43.7894296, 7.6621346 43.7894676, 7.6621924 43.7894905, 7.6622532 43.7894962, 7.6622967 43.7894919)",,,,,
45886513,False,Via Duca di Genova,residential,True,106.84200000000001,"LINESTRING (7.6591804 43.7872173, 7.6593394 43.7872877, 7.6594622 43.78727, 7.6595849 43.78724, 7.6603341 43.7868936)",,,,,
124427203,False,Via Principessa Mafalda,residential,False,152.286,"LINESTRING (7.6591804 43.7872173, 7.6591731 43.7873172, 7.6591751 43.7873777, 7.6591872 43.7874128, 7.6592328 43.7875175, 7.6592807 43.7876146, 7.6593285 43.7877115, 7.6594287 43.7878759, 7.6595562 43.7881192, 7.6596883 43.7883461, 7.6597984 43.7884978)",,,,,
33590690,False,Via Coggiola,tertiary,True,114.347,"LINESTRING (7.6594557 43.7844884, 7.6594699 43.7845288, 7.6594767 43.7845493, 7.6594591 43.7845688, 7.6593909 43.7845962, 7.6592091 43.7846693, 7.6591908 43.784684, 7.6591845 43.7847012, 7.6591941 43.784733, 7.659488 43.7851225, 7.6596352 43.7853175)",,,,,
327275349,False,Via Romana,secondary,False,48.481,"LINESTRING (7.6594557 43.7844884, 7.6593409 43.7845211, 7.6591859 43.7845652, 7.6589963 43.7846284, 7.6589009 43.7846602)",,,,,
327275349,False,Via Romana,secondary,True,200.685,"LINESTRING (7.6594557 43.7844884, 7.6595257 43.7844684, 7.6595978 43.7844526, 7.6596629 43.7844399, 7.6598322 43.7844119, 7.6599153 43.7843973, 7.6600166 43.7843811, 7.6600792 43.7843722, 7.6604947 43.7842934, 7.6607457 43.7842079, 7.6608633 43.7841571, 7.660946 43.7841195, 7.6611417 43.7840326, 7.6614123 43.7839025, 7.661526 43.7838504, 7.6617199 43.78377)",,,,,
338163470,False,Via Pasteur,secondary,False,41.531,"LINESTRING (7.6578353 43.7878365, 7.6575528 43.7875674, 7.6575192 43.787541)",,,,,
338163470,False,Via Pasteur,secondary,True,49.589000000000006,"LINESTRING (7.6578353 43.7878365, 7.6579132 43.7880231, 7.6579143 43.7881832, 7.6578951 43.7882731)",,,,,
690562359,False,Via alla Torre,residential,False,87.52199999999999,"LINESTRING (7.6578353 43.7878365, 7.6570043 43.7881632, 7.6569345 43.7881903, 7.6569077 43.7882329)",,,,,
37022554,True,Via Cesare Augusto,tertiary,False,72.93700000000001,"LINESTRING (7.6563551 43.7864501, 7.6562329 43.786515, 7.6561916 43.7865384, 7.6555782 43.7867884)",,,,,
338163470,False,Via Pasteur,secondary,False,64.964,"LINESTRING (7.6563551 43.7864501, 7.6564427 43.7859214, 7.6564512 43.78587)",,,,,
338163470,False,Via Pasteur,secondary,True,153.73999999999998,"LINESTRING (7.6563551 43.7864501, 7.6565341 43.7866723, 7.6568459 43.7870069, 7.656935 43.7870792, 7.6571918 43.7872828, 7.6573771 43.7874236, 7.657465 43.787493, 7.6575192 43.787541)",,,,,
338163470,False,Via Pasteur,secondary,True,2.766,"LINESTRING (7.6564553 43.7858453, 7.6564512 43.78587)",,,,,
122725661,True,Via Pasteur,secondary,False,31.686,"LINESTRING (7.6564553 43.7858453, 7.6564419 43.7858006, 7.6564474 43.7857058, 7.6564511 43.7856238, 7.6564558 43.7855616)",,,,,
