osmid,bridge,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction
"[72881330, 72881334]",yes,Via Carignoni,tertiary,False,True,44.891,"LINESTRING (10.3012554 43.9372512, 10.3011739 43.937076, 10.3011015 43.9370186, 10.301064 43.9369929, 10.3010338 43.9369722, 10.3009392 43.936943)",,,,
"[184401923, 819188039]",,Via Bellosguardo,secondary,False,True,73.852,"LINESTRING (10.3012554 43.9372512, 10.3005549 43.9374218, 10.3003793 43.9374585)",2,SP1,50,
850971558,,Via Bellosguardo,secondary,False,False,561.329,"LINESTRING (10.3012554 43.9372512, 10.3017782 43.9371156, 10.3021958 43.9370097, 10.3023786 43.9369505, 10.3027212 43.9368072, 10.303046 43.9366268, 10.3032059 43.9365126, 10.3037794 43.9360918, 10.3046165 43.9355784, 10.3052316 43.9352593, 10.305482 43.9351108, 10.3057542 43.9349309, 10.3062604 43.9345465, 10.3065028 43.9343625, 10.3067526 43.9342166)",2,SP1,50,
"[72881330, 72881334]",yes,Via Carignoni,tertiary,False,False,44.891000000000005,"LINESTRING (10.3009392 43.936943, 10.3010338 43.9369722, 10.301064 43.9369929, 10.3011015 43.9370186, 10.3011739 43.937076, 10.3012554 43.9372512)",,,,
72881330,,Via Carignoni,tertiary,False,True,118.14800000000001,"LINESTRING (10.3009392 43.936943, 10.3008567 43.9369187, 10.300785 43.9368842, 10.3005724 43.9366247, 10.3003002 43.9363391, 10.3000528 43.9361121)",,,,
72881330,,Via Carignoni,tertiary,False,False,118.14800000000002,"LINESTRING (10.3000528 43.9361121, 10.3003002 43.9363391, 10.3005724 43.9366247, 10.300785 43.9368842, 10.3008567 43.9369187, 10.3009392 43.936943)",,,,
72881330,,Via Carignoni,tertiary,False,True,169.68,"LINESTRING (10.3000528 43.9361121, 10.2997838 43.935875, 10.2995569 43.9356667, 10.2991925 43.9353977, 10.2988582 43.9350999, 10.2987073 43.9349364)",,,,
680675966,,,residential,False,False,81.15599999999999,"LINESTRING (10.3000528 43.9361121, 10.2999903 43.9361588, 10.2994772 43.9366358, 10.299423 43.9366835)",,,,
"[286107232, 286107228]",yes,Via Fondi,"['unclassified', 'tertiary']",False,True,23.469,"LINESTRING (10.3067526 43.9342166, 10.3067034 43.9341796, 10.3065735 43.93405)",,,30,
850819830,,Via Fondi,tertiary,False,False,79.589,"LINESTRING (10.3067526 43.9342166, 10.3067891 43.9342472, 10.3068884 43.9343477, 10.3069915 43.9344649, 10.3070479 43.9345298, 10.3070793 43.9345739, 10.3071212 43.9347687, 10.3071095 43.9348584)",1,,50,
850971558,,Via Bellosguardo,secondary,False,True,561.3290000000001,"LINESTRING (10.3067526 43.9342166, 10.3065028 43.9343625, 10.3062604 43.9345465, 10.3057542 43.9349309, 10.305482 43.9351108, 10.3052316 43.9352593, 10.3046165 43.9355784, 10.3037794 43.9360918, 10.3032059 43.9365126, 10.303046 43.9366268, 10.3027212 43.9368072, 10.3023786 43.9369505, 10.3021958 43.9370097, 10.3017782 43.9371156, 10.3012554 43.9372512)",2,SP1,50,
850819828,,Via Roma,tertiary,False,True,144.041,"LINESTRING (10.3096714 43.934961, 10.3083529 43.9358422)",2,,30,
757811709,,Via del Mattatoio,residential,True,False,110.268,"LINESTRING (10.3096714 43.934961, 10.30957 43.9349225, 10.308797 43.9343232, 10.3087856 43.9342324)",1,,30,
1020492134,,Via Guido Rossa,residential,False,False,33.285000000000004,"LINESTRING (10.3096714 43.934961, 10.3097551 43.9349945, 10.3099687 43.935166)",,,,
50349180,,Via Pietro Tabarrani,residential,True,False,50.995000000000005,"LINESTRING (10.3063783 43.9378411, 10.3062939 43.9378846, 10.3060707 43.9379995, 10.3058602 43.9381078)",2,,,
50349180,,Via Pietro Tabarrani,residential,True,False,30.901,"LINESTRING (10.3049463 43.9387852, 10.3047232 43.9389759, 10.3046976 43.9389977)",2,,,
50349182,,Piazza Ventinove Maggio,residential,True,False,40.537,"LINESTRING (10.3005356 43.9388211, 10.3008107 43.9390404, 10.300875 43.9390916)",,,,
"[837255225, 34618419]",,"['Viale Guglielmo Oberdan', 'Via dello Stadio']",tertiary,False,False,78.056,"LINESTRING (10.3005356 43.9388211, 10.3006275 43.9387608, 10.3007003 43.9387012, 10.3010506 43.9384147, 10.3011895 43.9383011)",2,,50,
837255225,,Via dello Stadio,tertiary,False,True,193.25900000000001,"LINESTRING (10.3005356 43.9388211, 10.3003851 43.9388747, 10.3001493 43.9389051, 10.2991313 43.9389614, 10.2990659 43.9389663, 10.2990006 43.9389711, 10.2981497 43.9390216)",2,,50,
34621127,,Via Badia,tertiary,False,False,30.907,"LINESTRING (10.3066856 43.9358836, 10.3067047 43.9359334, 10.3068903 43.936116)",2,,50,
850819830,,Via Fondi,tertiary,False,True,123.423,"LINESTRING (10.3066856 43.9358836, 10.3066902 43.9358278, 10.3067199 43.9357579, 10.3067682 43.9356915, 10.3069146 43.9355891, 10.3070127 43.9354905, 10.307062 43.9353409, 10.307073 43.935175, 10.3070839 43.935009, 10.3070927 43.9349573, 10.3071095 43.9348584)",1,,50,
369901144,,Viale Guglielmo Oberdan,tertiary,True,False,101.65499999999999,"LINESTRING (10.3018848 43.9378649, 10.3019713 43.9378283, 10.3022489 43.9377287, 10.3023545 43.9376995, 10.3027452 43.9375889, 10.3029062 43.9375433, 10.3030412 43.9374912)",,,50,
"[184401928, 850971556]",,Viale Guglielmo Oberdan,tertiary,False,True,73.843,"LINESTRING (10.3018848 43.9378649, 10.3017779 43.9379282, 10.3014748 43.93812, 10.3014074 43.9381628, 10.3011895 43.9383011)",,,50,
"[837255225, 34618419]",,"['Viale Guglielmo Oberdan', 'Via dello Stadio']",tertiary,False,True,78.056,"LINESTRING (10.3011895 43.9383011, 10.3010506 43.9384147, 10.3007003 43.9387012, 10.3006275 43.9387608, 10.3005356 43.9388211)",2,,50,
34642683,,Via Carignoni,unclassified,False,False,113.967,"LINESTRING (10.3011895 43.9383011, 10.3011498 43.9382584, 10.3011354 43.9382438, 10.3007842 43.937888, 10.3003793 43.9374585)",,,50,
"[184401928, 850971556]",,Viale Guglielmo Oberdan,tertiary,False,False,73.84299999999999,"LINESTRING (10.3011895 43.9383011, 10.3014074 43.9381628, 10.3014748 43.93812, 10.3017779 43.9379282, 10.3018848 43.9378649)",,,50,
837255225,,Via dello Stadio,tertiary,False,False,193.25900000000001,"LINESTRING (10.2981497 43.9390216, 10.2990006 43.9389711, 10.2990659 43.9389663, 10.2991313 43.9389614, 10.3001493 43.9389051, 10.3003851 43.9388747, 10.3005356 43.9388211)",2,,50,
58160578,,Via Cesare Battisti,residential,True,False,19.375,"LINESTRING (10.2981033 43.9391855, 10.2980878 43.9391414, 10.2981035 43.9390892, 10.2981497 43.9390216)",,,,
34618908,,Via Cesare Battisti,residential,True,False,132.17000000000002,"LINESTRING (10.3013067 43.9397176, 10.300882 43.9398194, 10.3002343 43.9399664, 10.2998107 43.9400633, 10.2997383 43.940087)",,,,
34627680,,Via Pietro Tabarrani,residential,False,True,10.114,"LINESTRING (10.3013067 43.9397176, 10.301371 43.9397116, 10.301428 43.9397282)",,,,
"[307058041, 369901147]",,"['Via Quattro Novembre', 'Via della Fossetta']",residential,True,False,146.99900000000002,"LINESTRING (10.300875 43.9390916, 10.3009391 43.9390471, 10.3009687 43.9390265, 10.3010143 43.9389998, 10.301027 43.9389936, 10.3023781 43.938335)",,,,
34619600,,Via Nino Bixio,residential,True,False,104.112,"LINESTRING (10.3055353 43.9382641, 10.306371 43.9389814)",,,,
50349180,,Via Pietro Tabarrani,residential,True,False,80.77199999999999,"LINESTRING (10.3055353 43.9382641, 10.3050897 43.9384752, 10.3050014 43.938557, 10.3049578 43.9385995, 10.3049463 43.9387852)",2,,,
815865319,,Via Enrico Toti,tertiary,False,False,109.16400000000002,"LINESTRING (10.3088859 43.9391993, 10.3095537 43.9388135, 10.3097919 43.9386882, 10.309952 43.9385879)",,,,
815865319,,Via Enrico Toti,tertiary,False,True,195.397,"LINESTRING (10.3088859 43.9391993, 10.3088549 43.9394274, 10.3088625 43.9398263, 10.308916 43.9401685, 10.3089489 43.9403006, 10.3090237 43.9406007, 10.3091084 43.9408956, 10.3091129 43.94094)",,,,
34621131,,Via Rosalino Pilo,residential,False,False,92.65199999999999,"LINESTRING (10.3053695 43.9398422, 10.3056099 43.9396585, 10.3061631 43.9392358)",,,,
34642688,,Via Verdina,residential,False,False,93.188,"LINESTRING (10.3053695 43.9398422, 10.3049698 43.939615, 10.304904 43.9395795, 10.3045007 43.939287)",,,,
34621128,,Via Enrico Toti,tertiary,False,True,80.958,"LINESTRING (10.3091129 43.94094, 10.3091092 43.9410174, 10.3090838 43.9412067, 10.3090297 43.9413706, 10.3089435 43.9416559)",2,,40,
