osmid,highway,oneway,reversed,length,geometry,name,lanes,access,maxspeed
569388703,unclassified,False,True,32.206,"LINESTRING (10.5738297 43.8460514, 10.5740311 43.8460476, 10.5742312 43.846045)",Via dei Colombini,,,
184418988,unclassified,False,False,76.78699999999999,"LINESTRING (10.5755201 43.8460395, 10.5752861 43.8460234, 10.5750853 43.8460302, 10.5745641 43.846041)",Via dei Colombini,,,
184418988,unclassified,False,True,69.266,"LINESTRING (10.5755201 43.8460395, 10.5759922 43.8460901, 10.5762821 43.8461274, 10.5763729 43.8461379)",Via dei Colombini,,,
1088922655,unclassified,False,True,4.385,"LINESTRING (10.5745095 43.8460431, 10.5745641 43.846041)",Via dei Colombini,,,
"[569388704, 569388703]",unclassified,False,False,22.327,"LINESTRING (10.5745095 43.8460431, 10.5744293 43.846046, 10.5742312 43.846045)",Via dei Colombini,,,
184418987,tertiary,False,False,8.174,"LINESTRING (10.5704404 43.8423837, 10.5703559 43.8424248)",Via Romana,2,yes,
457218458,tertiary,False,True,81.063,"LINESTRING (10.5704404 43.8423837, 10.57052 43.8423488, 10.5706555 43.8422893, 10.5709469 43.8421614, 10.5712046 43.8421271, 10.5712935 43.8421218, 10.57136 43.8421245)",Via Romana,,,
156545083,residential,False,False,40.513,"LINESTRING (10.5742388 43.8376703, 10.5737662 43.8377989)",Via di Paganico,,,
156545083,residential,False,True,42.181000000000004,"LINESTRING (10.5742388 43.8376703, 10.5744876 43.8376329, 10.5746142 43.8376138, 10.5746767 43.8376044, 10.5747551 43.8376007)",Via di Paganico,,,
30879969,residential,False,False,41.411,"LINESTRING (10.5728342 43.839318, 10.572644 43.8393358, 10.5724636 43.8393458, 10.5723204 43.8393381)",Via di Ghello,,,
157451664,tertiary,False,True,88.345,"LINESTRING (10.5728342 43.839318, 10.572838 43.8393425, 10.5728568 43.8394651, 10.5728756 43.8395872, 10.5729049 43.8397582, 10.572916 43.8398226, 10.5729647 43.8401069)",Via Carlo Piaggia,,,
569388710,tertiary,False,False,126.36999999999999,"LINESTRING (10.5728342 43.839318, 10.5727901 43.8390508, 10.5726888 43.8384374, 10.5726267 43.8381918)",Via Carlo Piaggia,,,50
1088922694,unclassified,True,False,22.84,"LINESTRING (10.571074 43.8464715, 10.5710533 43.8463921, 10.5710714 43.8463125, 10.5711013 43.8462742)",Via del Popolo,,,
457218834,unclassified,False,False,301.212,"LINESTRING (10.5715714 43.8448279, 10.5714607 43.8437617, 10.5714515 43.8436729, 10.5714306 43.8434534, 10.5714086 43.8432223, 10.5713968 43.8430982, 10.5713635 43.8427684, 10.5713627 43.8426311, 10.5713623 43.8425513, 10.5713611 43.8423312, 10.57136 43.8421245)",Via della Libertà,,,
890345291,unclassified,False,True,130.423,"LINESTRING (10.5715714 43.8448279, 10.5715914 43.8450772, 10.5715924 43.8450889, 10.5716157 43.845379, 10.5716584 43.8459099, 10.5716573 43.845999)",Via del Popolo,,,
1088922655,unclassified,False,False,4.385,"LINESTRING (10.5745641 43.846041, 10.5745095 43.8460431)",Via dei Colombini,,,
129779474,residential,False,False,97.45,"LINESTRING (10.5745641 43.846041, 10.5745378 43.8458941, 10.5745039 43.8457513, 10.5744112 43.8453314, 10.5743963 43.8452457, 10.5743803 43.8451748)",Via Colombini,,,
184418988,unclassified,False,True,76.78699999999999,"LINESTRING (10.5745641 43.846041, 10.5750853 43.8460302, 10.5752861 43.8460234, 10.5755201 43.8460395)",Via dei Colombini,,,
28814100,unclassified,False,False,10.09,"LINESTRING (10.5734137 43.8441273, 10.5734261 43.8442176)",Via del Popolo,,,
28814100,unclassified,False,True,16.12,"LINESTRING (10.5734137 43.8441273, 10.5734137 43.8440952, 10.5734137 43.844063, 10.5734186 43.8439824)",Via del Popolo,,,
129779474,residential,False,True,159.072,"LINESTRING (10.5734137 43.8441273, 10.5735145 43.8441243, 10.5738306 43.8441335, 10.5738767 43.8441563, 10.5739067 43.8441816, 10.5739431 43.8442372, 10.5739947 43.8443914, 10.5740747 43.8446154, 10.5741452 43.8447607, 10.5741651 43.8447929, 10.5742047 43.8448568, 10.574306 43.844984, 10.5743488 43.845067, 10.5743803 43.8451748)",Via Colombini,,,
129779480,unclassified,True,False,44.833,"LINESTRING (10.5721179 43.8447437, 10.5719089 43.8447772, 10.5716184 43.8448238, 10.5715714 43.8448279)",Via del Popolo,,,
157575907,residential,False,False,151.62699999999998,"LINESTRING (10.5721179 43.8447437, 10.5721392 43.8449, 10.5721641 43.8451091, 10.5721632 43.8452208, 10.5723009 43.8452804, 10.5723553 43.8455347, 10.5723893 43.8456936, 10.5724269 43.8458696, 10.5724458 43.8459913, 10.572455 43.8460414)",,,,
680681174,residential,False,True,37.748,"LINESTRING (10.5729314 43.844364, 10.5728692 43.8440275)",,,,
129779480,unclassified,True,False,77.986,"LINESTRING (10.5729314 43.844364, 10.5725504 43.8445322, 10.5723707 43.8446444, 10.5722507 43.8446957, 10.5721179 43.8447437)",Via del Popolo,,,
157451664,tertiary,False,False,52.385,"LINESTRING (10.5730775 43.8405704, 10.5730159 43.8403803, 10.5729902 43.8402429, 10.5729696 43.8401332, 10.5729647 43.8401069)",Via Carlo Piaggia,,,
157451664,tertiary,False,True,171.534,"LINESTRING (10.5730775 43.8405704, 10.5731173 43.840653, 10.5731338 43.8407301, 10.5732559 43.8412323, 10.5732679 43.8412875, 10.5733121 43.8414906, 10.5733226 43.8415386, 10.573365 43.8417335, 10.5733808 43.8417959, 10.5734042 43.8418776, 10.5734221 43.8419595, 10.5734326 43.8420895)",Via Carlo Piaggia,,,
157575921,residential,False,False,72.06400000000001,"LINESTRING (10.5730775 43.8405704, 10.5730279 43.8405862, 10.572993 43.8406089, 10.5728606 43.8406815, 10.5725383 43.8409151, 10.5725056 43.8409462, 10.5724332 43.8410152)",Via Francesco Banchieri,,,
226000546,unclassified,False,True,75.64899999999999,"LINESTRING (10.5730775 43.8405704, 10.5731177 43.8405582, 10.5731995 43.8405321, 10.5732204 43.8405278, 10.573536 43.8404626, 10.5737272 43.8404018, 10.5738525 43.840362, 10.5739147 43.8403338, 10.5739493 43.8403182)",Via dei Babbi,,,
157575880,residential,False,True,95.25800000000001,"LINESTRING (10.5715115 43.8399691, 10.5715328 43.8402226, 10.5715588 43.8405322, 10.5715834 43.8408242)",,,,
157575922,unclassified,False,False,301.917,"LINESTRING (10.5715115 43.8399691, 10.571468 43.8399742, 10.5711467 43.84001, 10.5709514 43.8400317, 10.5708699 43.8400408, 10.5707297 43.8400518, 10.5701767 43.8400952, 10.5700947 43.8401017, 10.5698881 43.8401179, 10.5697202 43.8401125, 10.5691345 43.8400936, 10.5689279 43.840087, 10.5689012 43.8400864, 10.5688423 43.840085, 10.5685899 43.8400792, 10.5685673 43.8400805, 10.5684864 43.8400851, 10.568252 43.8400986, 10.568032 43.8400754, 10.5678301 43.8399494)",Via di Corte Bertolucci,,,
157575922,unclassified,False,True,50.076,"LINESTRING (10.5715115 43.8399691, 10.5716642 43.8399637, 10.5717555 43.8399605, 10.5718973 43.839973, 10.5719281 43.8399789, 10.5719613 43.8399852, 10.5721196 43.8400319)",Via di Corte Bertolucci,,,
184418988,unclassified,False,False,69.266,"LINESTRING (10.5763729 43.8461379, 10.5762821 43.8461274, 10.5759922 43.8460901, 10.5755201 43.8460395)",Via dei Colombini,,,
184418988,unclassified,False,True,182.938,"LINESTRING (10.5763729 43.8461379, 10.5776131 43.8463017, 10.5777637 43.8463106, 10.5779447 43.8463041, 10.5786113 43.8461812)",Via dei Colombini,,,
157451664,tertiary,False,False,88.345,"LINESTRING (10.5729647 43.8401069, 10.572916 43.8398226, 10.5729049 43.8397582, 10.5728756 43.8395872, 10.5728568 43.8394651, 10.572838 43.8393425, 10.5728342 43.839318)",Via Carlo Piaggia,,,
157451664,tertiary,False,True,52.385,"LINESTRING (10.5729647 43.8401069, 10.5729696 43.8401332, 10.5729902 43.8402429, 10.5730159 43.8403803, 10.5730775 43.8405704)",Via Carlo Piaggia,,,
157575922,unclassified,False,False,69.258,"LINESTRING (10.5729647 43.8401069, 10.5728655 43.840112, 10.5727077 43.84012, 10.5724202 43.8401028, 10.5723378 43.8400894, 10.5722804 43.84008, 10.5721196 43.8400319)",Via di Corte Bertolucci,,,
184418988,unclassified,False,False,182.938,"LINESTRING (10.5786113 43.8461812, 10.5779447 43.8463041, 10.5777637 43.8463106, 10.5776131 43.8463017, 10.5763729 43.8461379)",Via dei Colombini,,,
184418988,unclassified,False,True,94.52199999999999,"LINESTRING (10.5786113 43.8461812, 10.5792137 43.8460497, 10.5797303 43.8459151)",Via dei Colombini,,,
157451888,residential,False,True,83.902,"LINESTRING (10.5717048 43.8385484, 10.5721314 43.8383834, 10.5726267 43.8381918)",Via Farnocchia,,,
157575910,residential,False,True,299.79200000000003,"LINESTRING (10.5717048 43.8385484, 10.5714814 43.838645, 10.5714072 43.838677, 10.5713666 43.8386946, 10.5713519 43.8387009, 10.5709985 43.8388762, 10.5709559 43.8388973, 10.5706419 43.839032, 10.5702777 43.8391333, 10.5702056 43.8391515, 10.5698955 43.8392298, 10.5698485 43.8392417, 10.569808 43.8392455, 10.5696337 43.8392618, 10.5695616 43.8392686, 10.5692511 43.8392977, 10.5691725 43.8393051, 10.56912 43.83931, 10.5687756 43.8393423, 10.5685928 43.8394081, 10.5685516 43.8394293, 10.5684712 43.8394709, 10.5683306 43.8395732)",Via dell'Immagine Farnocchia,,,
156545083,residential,False,True,59.658,"LINESTRING (10.5726267 43.8381918, 10.5729964 43.8380588, 10.5732972 43.8379597)",Via di Paganico,,,
157451888,residential,False,False,83.902,"LINESTRING (10.5726267 43.8381918, 10.5721314 43.8383834, 10.5717048 43.8385484)",Via Farnocchia,,,
569388710,tertiary,False,True,126.37,"LINESTRING (10.5726267 43.8381918, 10.5726888 43.8384374, 10.5727901 43.8390508, 10.5728342 43.839318)",Via Carlo Piaggia,,,50
628351412,residential,False,False,188.274,"LINESTRING (10.5741852 43.8394767, 10.5741398 43.8393177, 10.5740812 43.8391124, 10.5740399 43.8389676, 10.5739288 43.8385784, 10.5738173 43.8381879, 10.5737118 43.8378183)",,,,
156545083,residential,False,False,4.867,"LINESTRING (10.5737662 43.8377989, 10.5737118 43.8378183)",Via di Paganico,,,
156545083,residential,False,True,40.513,"LINESTRING (10.5737662 43.8377989, 10.5742388 43.8376703)",Via di Paganico,,,
226000546,unclassified,False,False,403.329,"LINESTRING (10.5782752 43.8386139, 10.5778505 43.8388455, 10.5777598 43.8388978, 10.5777003 43.8389321, 10.577519 43.839029, 10.5772704 43.8391109, 10.5772251 43.8391232, 10.5768796 43.8392282, 10.5768572 43.8392377, 10.5765777 43.8393571, 10.5763766 43.8394613, 10.5762451 43.8395145, 10.5761785 43.8395415, 10.576023 43.8395802, 10.5758915 43.839617, 10.5758631 43.8396227, 10.5756792 43.8396596, 10.5754191 43.8397003, 10.5751717 43.8397227, 10.5750784 43.8397312, 10.5749979 43.8397472, 10.5748449 43.8397777, 10.5746788 43.8398395, 10.5746531 43.8398524, 10.5745553 43.8399016, 10.5744257 43.8400032, 10.5743729 43.8400447, 10.5743032 43.8400959, 10.5740832 43.8402575, 10.5739493 43.8403182)",Via dei Babbi,,,
159240072,tertiary,True,False,5.976,"LINESTRING (10.57136 43.8421245, 10.5714342 43.8421294)",Via Romana,,,
457218458,tertiary,False,False,81.063,"LINESTRING (10.57136 43.8421245, 10.5712935 43.8421218, 10.5712046 43.8421271, 10.5709469 43.8421614, 10.5706555 43.8422893, 10.57052 43.8423488, 10.5704404 43.8423837)",Via Romana,,,
457218834,unclassified,False,True,301.212,"LINESTRING (10.57136 43.8421245, 10.5713611 43.8423312, 10.5713623 43.8425513, 10.5713627 43.8426311, 10.5713635 43.8427684, 10.5713968 43.8430982, 10.5714086 43.8432223, 10.5714306 43.8434534, 10.5714515 43.8436729, 10.5714607 43.8437617, 10.5715714 43.8448279)",Via della Libertà,,,
157575910,residential,False,False,57.976,"LINESTRING (10.5678301 43.8399494, 10.5681403 43.8397162, 10.5683306 43.8395732)",Via dell'Immagine Farnocchia,,,
157575922,unclassified,False,True,301.91700000000003,"LINESTRING (10.5678301 43.8399494, 10.568032 43.8400754, 10.568252 43.8400986, 10.5684864 43.8400851, 10.5685673 43.8400805, 10.5685899 43.8400792, 10.5688423 43.840085, 10.5689012 43.8400864, 10.5689279 43.840087, 10.5691345 43.8400936, 10.5697202 43.8401125, 10.5698881 43.8401179, 10.5700947 43.8401017, 10.5701767 43.8400952, 10.5707297 43.8400518, 10.5708699 43.8400408, 10.5709514 43.8400317, 10.5711467 43.84001, 10.571468 43.8399742, 10.5715115 43.8399691)",Via di Corte Bertolucci,,,
157575906,residential,False,True,100.962,"LINESTRING (10.5683306 43.8395732, 10.5680374 43.8386902)",,,,
157575910,residential,False,False,299.792,"LINESTRING (10.5683306 43.8395732, 10.5684712 43.8394709, 10.5685516 43.8394293, 10.5685928 43.8394081, 10.5687756 43.8393423, 10.56912 43.83931, 10.5691725 43.8393051, 10.5692511 43.8392977, 10.5695616 43.8392686, 10.5696337 43.8392618, 10.569808 43.8392455, 10.5698485 43.8392417, 10.5698955 43.8392298, 10.5702056 43.8391515, 10.5702777 43.8391333, 10.5706419 43.839032, 10.5709559 43.8388973, 10.5709985 43.8388762, 10.5713519 43.8387009, 10.5713666 43.8386946, 10.5714072 43.838677, 10.5714814 43.838645, 10.5717048 43.8385484)",Via dell'Immagine Farnocchia,,,
157575910,residential,False,True,57.976,"LINESTRING (10.5683306 43.8395732, 10.5681403 43.8397162, 10.5678301 43.8399494)",Via dell'Immagine Farnocchia,,,
157575925,unclassified,False,False,235.54999999999998,"LINESTRING (10.5701456 43.8433796, 10.5700659 43.8433948, 10.5698592 43.8434343, 10.5696135 43.8434573, 10.5693689 43.8434801, 10.5693287 43.8434867, 10.5692444 43.8435006, 10.5691728 43.8435124, 10.5690305 43.8435678, 10.5689366 43.8436258, 10.568908 43.8436646, 10.5688868 43.8436905, 10.5688548 43.8437044, 10.5687841 43.8437263, 10.5687364 43.8437429, 10.5685285 43.8437937, 10.5683786 43.8438212, 10.5681837 43.8438372, 10.5678019 43.8438638, 10.5676491 43.8438797, 10.5675648 43.8438942, 10.5673862 43.8439509)",Via dei Guerri,,,
157575925,unclassified,False,True,120.916,"LINESTRING (10.5701456 43.8433796, 10.5703245 43.8433306, 10.5703593 43.8433211, 10.5704176 43.8432897, 10.5704399 43.8432453, 10.5704202 43.8431065, 10.5703684 43.8426194, 10.5703559 43.8424248)",Via dei Guerri,,,
161978670,residential,False,True,107.27199999999999,"LINESTRING (10.5701456 43.8433796, 10.5702108 43.8437174, 10.5703301 43.8443351)",,,,
157575925,unclassified,False,True,235.54999999999998,"LINESTRING (10.5673862 43.8439509, 10.5675648 43.8438942, 10.5676491 43.8438797, 10.5678019 43.8438638, 10.5681837 43.8438372, 10.5683786 43.8438212, 10.5685285 43.8437937, 10.5687364 43.8437429, 10.5687841 43.8437263, 10.5688548 43.8437044, 10.5688868 43.8436905, 10.568908 43.8436646, 10.5689366 43.8436258, 10.5690305 43.8435678, 10.5691728 43.8435124, 10.5692444 43.8435006, 10.5693287 43.8434867, 10.5693689 43.8434801, 10.5696135 43.8434573, 10.5698592 43.8434343, 10.5700659 43.8433948, 10.5701456 43.8433796)",Via dei Guerri,,,
157575907,residential,False,True,151.627,"LINESTRING (10.572455 43.8460414, 10.5724458 43.8459913, 10.5724269 43.8458696, 10.5723893 43.8456936, 10.5723553 43.8455347, 10.5723009 43.8452804, 10.5721632 43.8452208, 10.5721641 43.8451091, 10.5721392 43.8449, 10.5721179 43.8447437)",,,,
184418989,unclassified,False,False,64.438,"LINESTRING (10.572455 43.8460414, 10.5723602 43.8460298, 10.5722624 43.8460179, 10.572227 43.8460147, 10.5721264 43.8460055, 10.5720255 43.8459963, 10.5719339 43.8459879, 10.5717431 43.8459941, 10.5716573 43.845999)",Via dei Colombini,,,
184418989,unclassified,False,True,111.057,"LINESTRING (10.572455 43.8460414, 10.5727519 43.8460891, 10.5729561 43.8460984, 10.573045 43.8460932, 10.5730901 43.8460906, 10.5733125 43.8460776, 10.5733457 43.8460758, 10.5734616 43.8460694, 10.5735929 43.8460622, 10.5737121 43.8460557, 10.5738297 43.8460514)",Via dei Colombini,,,
890345293,unclassified,True,False,29.497,"LINESTRING (10.5711013 43.8462742, 10.5711263 43.8462421, 10.5712112 43.8461895, 10.5712861 43.8461677, 10.5713447 43.8461576, 10.5713763 43.846157, 10.571408 43.8461611)",Via del Popolo,,,
157575887,unclassified,False,False,116.64899999999999,"LINESTRING (10.5721196 43.8400319, 10.5721011 43.8401161, 10.5720877 43.8401993, 10.5720878 43.8402641, 10.5721735 43.8405707, 10.5722675 43.840888, 10.5722862 43.840917, 10.572351 43.8409746, 10.5724332 43.8410152)",,,,
157575922,unclassified,False,False,50.076,"LINESTRING (10.5721196 43.8400319, 10.5719613 43.8399852, 10.5719281 43.8399789, 10.5718973 43.839973, 10.5717555 43.8399605, 10.5716642 43.8399637, 10.5715115 43.8399691)",Via di Corte Bertolucci,,,
157575922,unclassified,False,True,69.258,"LINESTRING (10.5721196 43.8400319, 10.5722804 43.84008, 10.5723378 43.8400894, 10.5724202 43.8401028, 10.5727077 43.84012, 10.5728655 43.840112, 10.5729647 43.8401069)",Via di Corte Bertolucci,,,
157575921,residential,False,False,151.563,"LINESTRING (10.5719672 43.8413849, 10.5718124 43.841406, 10.5716923 43.8414223, 10.5716338 43.8414303, 10.5715685 43.8414392, 10.5713327 43.8414713, 10.5712709 43.8414807, 10.5712506 43.8414838, 10.57095 43.8415297, 10.5706157 43.8415735, 10.5705912 43.8415767, 10.5701108 43.8416396)",Via Francesco Banchieri,,,
157575921,residential,False,True,56.175000000000004,"LINESTRING (10.5719672 43.8413849, 10.572014 43.8413727, 10.5720649 43.841344, 10.5721469 43.8412708, 10.5721751 43.8412456, 10.5721926 43.84123, 10.5723771 43.8410653, 10.5724332 43.8410152)",Via Francesco Banchieri,,,
157575867,unclassified,True,False,20.826,"LINESTRING (10.571408 43.8461611, 10.5715565 43.8461033, 10.5716208 43.8460569)",Via della Libertà,,,
890345294,unclassified,True,False,22.975,"LINESTRING (10.571408 43.8461611, 10.5714865 43.8461712, 10.5715957 43.8462196, 10.5716429 43.8462649)",Via del Popolo,,,
157575876,unclassified,False,False,7.072,"LINESTRING (10.5716208 43.8460569, 10.5716573 43.845999)",Via del Popolo,,,
890345292,unclassified,True,False,23.196,"LINESTRING (10.5716208 43.8460569, 10.5716429 43.8462649)",Via della Libertà,,,
157575909,residential,True,False,86.61,"LINESTRING (10.572 43.8421633, 10.5719992 43.8419191, 10.5719976 43.8418922, 10.5719909 43.8417811, 10.5719808 43.8416116, 10.5719672 43.8413849)",Via del Borgo,,,
159240072,tertiary,True,False,115.233,"LINESTRING (10.572 43.8421633, 10.5720983 43.8421575, 10.5723023 43.8421455, 10.572431 43.8421379, 10.5729903 43.8421049, 10.5730731 43.8421, 10.5732655 43.8420886, 10.5734326 43.8420895)",Via Romana,,,
157575887,unclassified,False,True,116.64900000000002,"LINESTRING (10.5724332 43.8410152, 10.572351 43.8409746, 10.5722862 43.840917, 10.5722675 43.840888, 10.5721735 43.8405707, 10.5720878 43.8402641, 10.5720877 43.8401993, 10.5721011 43.8401161, 10.5721196 43.8400319)",,,,
157575921,residential,False,False,56.175000000000004,"LINESTRING (10.5724332 43.8410152, 10.5723771 43.8410653, 10.5721926 43.84123, 10.5721751 43.8412456, 10.5721469 43.8412708, 10.5720649 43.841344, 10.572014 43.8413727, 10.5719672 43.8413849)",Via Francesco Banchieri,,,
157575921,residential,False,True,72.06400000000001,"LINESTRING (10.5724332 43.8410152, 10.5725056 43.8409462, 10.5725383 43.8409151, 10.5728606 43.8406815, 10.572993 43.8406089, 10.5730279 43.8405862, 10.5730775 43.8405704)",Via Francesco Banchieri,,,
157575906,residential,False,False,100.962,"LINESTRING (10.5680374 43.8386902, 10.5683306 43.8395732)",,,,
184418987,tertiary,False,True,8.174,"LINESTRING (10.5703559 43.8424248, 10.5704404 43.8423837)",Via Romana,2,yes,
157575925,unclassified,False,False,120.916,"LINESTRING (10.5703559 43.8424248, 10.5703684 43.8426194, 10.5704202 43.8431065, 10.5704399 43.8432453, 10.5704176 43.8432897, 10.5703593 43.8433211, 10.5703245 43.8433306, 10.5701456 43.8433796)",Via dei Guerri,,,
569388703,unclassified,False,False,32.206,"LINESTRING (10.5742312 43.846045, 10.5740311 43.8460476, 10.5738297 43.8460514)",Via dei Colombini,,,
"[569388704, 569388703]",unclassified,False,True,22.327,"LINESTRING (10.5742312 43.846045, 10.5744293 43.846046, 10.5745095 43.8460431)",Via dei Colombini,,,
1239919074,residential,False,True,56.43900000000001,"LINESTRING (10.5742312 43.846045, 10.5742343 43.8460766, 10.5742682 43.8464227, 10.5742764 43.8464836, 10.5743408 43.8465329)",,,,
157575880,residential,False,False,95.258,"LINESTRING (10.5715834 43.8408242, 10.5715588 43.8405322, 10.5715328 43.8402226, 10.5715115 43.8399691)",,,,
161978640,residential,False,False,106.197,"LINESTRING (10.5759654 43.8411934, 10.5759977 43.8413825, 10.5760529 43.8417062, 10.5761271 43.8421413)",,,,
161978670,residential,False,False,107.27199999999999,"LINESTRING (10.5703301 43.8443351, 10.5702108 43.8437174, 10.5701456 43.8433796)",,,,
157575921,residential,False,True,151.563,"LINESTRING (10.5701108 43.8416396, 10.5705912 43.8415767, 10.5706157 43.8415735, 10.57095 43.8415297, 10.5712506 43.8414838, 10.5712709 43.8414807, 10.5713327 43.8414713, 10.5715685 43.8414392, 10.5716338 43.8414303, 10.5716923 43.8414223, 10.5718124 43.841406, 10.5719672 43.8413849)",Via Francesco Banchieri,,,
161978652,residential,True,False,87.38499999999999,"LINESTRING (10.5701108 43.8416396, 10.5701713 43.8418077, 10.5702118 43.84192, 10.5702611 43.8420553, 10.5703319 43.8422493, 10.5704175 43.8423498, 10.5704404 43.8423837)",Via San Rocco,,,
161978652,residential,True,False,30.941,"LINESTRING (10.5697266 43.8416461, 10.5699561 43.841636, 10.5699984 43.8416341, 10.5700722 43.841633, 10.5701108 43.8416396)",Via San Rocco,,,
708234779,tertiary,False,False,57.233000000000004,"LINESTRING (10.5795151 43.8416175, 10.5792284 43.8416306, 10.5791746 43.841633, 10.5790309 43.8416396, 10.5788029 43.84165)",Via Romana,,,
314126709,residential,False,True,105.18,"LINESTRING (10.575506 43.8431024, 10.5754106 43.842159)",,,,
226000546,unclassified,False,False,75.64900000000002,"LINESTRING (10.5739493 43.8403182, 10.5739147 43.8403338, 10.5738525 43.840362, 10.5737272 43.8404018, 10.573536 43.8404626, 10.5732204 43.8405278, 10.5731995 43.8405321, 10.5731177 43.8405582, 10.5730775 43.8405704)",Via dei Babbi,,,
226000546,unclassified,False,True,403.329,"LINESTRING (10.5739493 43.8403182, 10.5740832 43.8402575, 10.5743032 43.8400959, 10.5743729 43.8400447, 10.5744257 43.8400032, 10.5745553 43.8399016, 10.5746531 43.8398524, 10.5746788 43.8398395, 10.5748449 43.8397777, 10.5749979 43.8397472, 10.5750784 43.8397312, 10.5751717 43.8397227, 10.5754191 43.8397003, 10.5756792 43.8396596, 10.5758631 43.8396227, 10.5758915 43.839617, 10.576023 43.8395802, 10.5761785 43.8395415, 10.5762451 43.8395145, 10.5763766 43.8394613, 10.5765777 43.8393571, 10.5768572 43.8392377, 10.5768796 43.8392282, 10.5772251 43.8391232, 10.5772704 43.8391109, 10.577519 43.839029, 10.5777003 43.8389321, 10.5777598 43.8388978, 10.5778505 43.8388455, 10.5782752 43.8386139)",Via dei Babbi,,,
