osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,access,junction
79840325,,,Via Giuseppe Vavalle,unclassified,True,False,33.537,"LINESTRING (17.1135371 40.9648224, 17.1134366 40.9651143)",,,,
43726623,,,Via Giuseppe Vavalle,unclassified,False,True,21.358,"LINESTRING (17.1137391 40.9642038, 17.1136788 40.9643904)",,,,
172020542,,,Via Guido Reni,residential,True,False,33.518,"LINESTRING (17.1137391 40.9642038, 17.1141367 40.9641769)",,,,
129705276,,,Via Giuseppe Garibaldi,residential,True,False,24.491,"LINESTRING (17.1151366 40.9641249, 17.115159 40.9643445)",,,,
172020542,,,Via Guido Reni,residential,True,False,46.259,"LINESTRING (17.1151366 40.9641249, 17.1156859 40.9640929)",,,,
43726621,,,Piazza Aldo Moro,tertiary,True,False,35.044,"LINESTRING (17.1113498 40.9659887, 17.1114502 40.9656828)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,True,20.389,"LINESTRING (17.1113498 40.9659887, 17.1111154 40.9659408)",,,,
1144645753,,,Piazza della Repubblica,tertiary,True,False,24.594,"LINESTRING (17.116099 40.9659266, 17.1158368 40.965828)",,,,
"[173912542, 172021623]",,,"['Corso Dante Alighieri', 'Piazza della Repubblica']",tertiary,False,"[False, True]",57.059000000000005,"LINESTRING (17.116099 40.9659266, 17.1163834 40.9661039, 17.1164337 40.966132, 17.1165556 40.9662053, 17.1165938 40.9662688)",,,,
172031489,,,Via Castellana,tertiary,True,False,21.138,"LINESTRING (17.1169071 40.9640218, 17.1167939 40.9641916)",,,,
171420848,,,Piazza Aldo Moro,tertiary,True,False,43.718,"LINESTRING (17.1121418 40.9661514, 17.1117294 40.9660769, 17.1116365 40.9660568)",,,,
79840298,,,calata Signorella,residential,False,False,18.734,"LINESTRING (17.1121313 40.9689734, 17.1119082 40.9689704)",,,,
79840298,,,calata Signorella,residential,False,True,20.273,"LINESTRING (17.1121313 40.9689734, 17.1123727 40.9689776)",,,,
"[171787288, 409920042, 409920043]",,,Via Giulio Antonio Acquaviva d'Aragona,"['residential', 'unclassified']",True,False,43.483000000000004,"LINESTRING (17.1121313 40.9689734, 17.1120324 40.9692641, 17.1120216 40.9692957, 17.1120027 40.9693522)",,building_passage,,
130140919,,,Via Giuseppe Mazzini,residential,True,False,21.573,"LINESTRING (17.1142088 40.9647811, 17.1141868 40.9645878)",,,,
172009512,,,Via Biagio Accolti Gil,residential,True,False,33.173,"LINESTRING (17.1142088 40.9647811, 17.1138148 40.9648032)",,,,
79840310,,,Vico III San Gaetano,residential,False,False,39.068,"LINESTRING (17.1125187 40.9693192, 17.1126088 40.9689745)",,,,
171207722,,,Via Ventiquattro Maggio,residential,True,False,9.85,"LINESTRING (17.1125187 40.9693192, 17.1126356 40.9693117)",50,,,
172021330,,,Via Giuseppe Giusti,unclassified,True,False,41.088,"LINESTRING (17.1156859 40.9640929, 17.1161738 40.9640645)",,,,
79840340,,,Via Zingari,residential,True,False,94.203,"LINESTRING (17.1122368 40.9674178, 17.1119508 40.968237)",,,,
171420380,,,calata Vavalle,residential,True,False,18.134,"LINESTRING (17.1122368 40.9674178, 17.1124473 40.9674543)",,,,
79840298,,,calata Signorella,residential,False,False,20.273,"LINESTRING (17.1123727 40.9689776, 17.1121313 40.9689734)",,,,
79840298,,,calata Signorella,residential,False,True,19.826,"LINESTRING (17.1123727 40.9689776, 17.1126088 40.9689745)",,,,
79840317,,,Via Stefano Martino,residential,False,False,41.086,"LINESTRING (17.1123727 40.9689776, 17.1122542 40.9693361)",,,,
79840317,,,Via Stefano Martino,residential,False,True,87.115,"LINESTRING (17.1123727 40.9689776, 17.1126309 40.9682188)",,,,
172023937,,,Via Biagio Accolti Gil,unclassified,False,True,72.23,"LINESTRING (17.1165429 40.9646474, 17.1156852 40.9646973)",,,,
172031485,,,Via Fratelli Bandiera,unclassified,False,True,74.674,"LINESTRING (17.1165429 40.9646474, 17.1173512 40.9649275)",,,,
172031489,,,Via Castellana,tertiary,True,False,43.515,"LINESTRING (17.1165429 40.9646474, 17.1163318 40.9650048)",,,,
171433120,,,Via Giuseppe di Vagno,unclassified,True,False,15.771,"LINESTRING (17.1130414 40.9663572, 17.1128675 40.9663036)",,,,
171787288,,,Via Giulio Antonio Acquaviva d'Aragona,residential,True,False,50.049,"LINESTRING (17.1130414 40.9663572, 17.1128949 40.9667935)",,,,
171785412,,,Via della Vittoria,tertiary,False,False,14.55,"LINESTRING (17.112659 40.969765, 17.1124857 40.9697643)",,,,
172041577,,,Via della Vittoria,tertiary,False,True,19.68,"LINESTRING (17.112659 40.969765, 17.1128934 40.9697654)",,,,
173057152,,,Via Tarsia,residential,False,False,43.261,"LINESTRING (17.1148121 40.9674779, 17.1143018 40.9675317)",,,,
172136756,,,Via Porta Antica della Città,residential,False,False,28.86,"LINESTRING (17.1148121 40.9674779, 17.1148056 40.9673416, 17.114822 40.9672788, 17.1148585 40.9672591, 17.1148875 40.9672465)",,,,
172136756,,,Via Porta Antica della Città,residential,False,True,77.16000000000001,"LINESTRING (17.1148121 40.9674779, 17.1148493 40.9677657, 17.1148544 40.9679026, 17.1149041 40.9680545, 17.1149388 40.9681627)",,,,
38177861,,,Via Giacomo Matteotti,residential,True,False,50.978,"LINESTRING (17.1119985 40.9665969, 17.1121418 40.9661514)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,24.314,"LINESTRING (17.1119985 40.9665969, 17.1117194 40.9665386)",,,,
171420382,,,calata Sciasciulli,residential,True,False,24.897,"LINESTRING (17.1119985 40.9665969, 17.1122858 40.9666523)",,,,
43726626,,,Via San Lorenzo,residential,True,False,21.913,"LINESTRING (17.1156852 40.9646973, 17.1156922 40.9645003)",,,,
172009512,,,Via Biagio Accolti Gil,residential,True,False,41.038,"LINESTRING (17.1156852 40.9646973, 17.1151979 40.9647257)",,,,
172023937,,,Via Biagio Accolti Gil,unclassified,False,False,72.23,"LINESTRING (17.1156852 40.9646973, 17.1165429 40.9646474)",,,,
79840340,,,Via Zingari,residential,True,False,50.986,"LINESTRING (17.112648 40.9662539, 17.1124933 40.9666973)",,,,
171433120,,,Via Giuseppe di Vagno,unclassified,True,False,18.84,"LINESTRING (17.112648 40.9662539, 17.1124298 40.9662144)",,,,
172008689,,,Via Zingari,residential,False,False,18.494,"LINESTRING (17.112648 40.9662539, 17.1126918 40.9660909)",,,,
79840298,,,calata Signorella,residential,False,False,19.826,"LINESTRING (17.1126088 40.9689745, 17.1123727 40.9689776)",,,,
79840310,,,Vico III San Gaetano,residential,False,True,39.068,"LINESTRING (17.1126088 40.9689745, 17.1125187 40.9693192)",,,,
79840310,,,Vico III San Gaetano,residential,False,False,77.587,"LINESTRING (17.1126088 40.9689745, 17.1127151 40.9685313, 17.1127432 40.9684051, 17.1127398 40.9683382, 17.1127221 40.9682875)",,,,
175061080,2,SP121,,secondary,False,True,50.562,"LINESTRING (17.1191107 40.9678009, 17.1185345 40.9676687)",,,yes,
"[175061080, 175092458]",2,SP121,Strada Provinciale Conversano Polignano,secondary,False,"[False, True]",45.147,"LINESTRING (17.1191107 40.9678009, 17.119379 40.9678674, 17.1196317 40.967895)",,,yes,
38177861,,,Via Giacomo Matteotti,residential,True,False,46.24,"LINESTRING (17.1117554 40.9673389, 17.1118848 40.9669347)",,,,
129704550,,,Via Antonio Gramsci,unclassified,False,True,23.383,"LINESTRING (17.1117554 40.9673389, 17.1114831 40.9672948)",,,,
171420380,,,calata Vavalle,residential,True,False,24.347,"LINESTRING (17.1117554 40.9673389, 17.1120391 40.9673842)",,,,
79840340,,,Via Zingari,residential,True,False,41.792,"LINESTRING (17.1124933 40.9666973, 17.1123628 40.96706)",,,,
171420382,,,calata Sciasciulli,residential,True,False,18.506,"LINESTRING (17.1124933 40.9666973, 17.1127034 40.9667476)",,,,
79840298,,,calata Signorella,residential,False,True,18.253,"LINESTRING (17.1116908 40.9689712, 17.1119082 40.9689704)",,,,
79840340,,,Via Zingari,residential,True,False,46.886,"LINESTRING (17.1116908 40.9689712, 17.1115577 40.9693807)",,,,
129704580,,,calata Signorella,unclassified,False,False,16.935,"LINESTRING (17.1116908 40.9689712, 17.1114891 40.9689709)",,,,
171417278,,,Via Venticinque Luglio,unclassified,True,False,56.829,"LINESTRING (17.1119919 40.9710165, 17.1117891 40.9705289)",,,,
214484315,,,Via Bari,secondary,False,True,25.274,"LINESTRING (17.1119919 40.9710165, 17.1117513 40.9711531)",,,,
214484315,,,Via Bari,secondary,False,False,29.429000000000002,"LINESTRING (17.1119919 40.9710165, 17.1121826 40.9708958, 17.1122631 40.9708489)",,,,
171420382,,,calata Sciasciulli,residential,True,False,17.881,"LINESTRING (17.1128949 40.9667935, 17.1130982 40.9668414)",,,,
171787288,,,Via Giulio Antonio Acquaviva d'Aragona,residential,True,False,43.724,"LINESTRING (17.1128949 40.9667935, 17.1127698 40.9671752)",,,,
1144645752,,,,tertiary,True,False,3.668,"LINESTRING (17.1158167 40.9657432, 17.1158353 40.9657518, 17.1158493 40.9657645)",,,,roundabout
173912537,,,Via dei Paolotti,secondary,False,False,11.443,"LINESTRING (17.1141678 40.9698107, 17.1140553 40.9698688)",,,,
173912537,,,Via dei Paolotti,secondary,False,True,94.372,"LINESTRING (17.1141678 40.9698107, 17.1152551 40.9695955)",,,,
171416013,,,Via Golgota,tertiary,True,False,113.16999999999999,"LINESTRING (17.1141678 40.9698107, 17.1142177 40.9698886, 17.1142885 40.9707266, 17.1143001 40.9708177)",,,,
95472133,,,,secondary,True,False,1.005,"LINESTRING (17.1172795 40.9674541, 17.1172889 40.9674597)",,,,roundabout
95472133,,,,secondary,True,False,7.807,"LINESTRING (17.1171229 40.9674836, 17.1171525 40.9674565, 17.1171945 40.9674415)",,,,roundabout
172041185,,,Via Amerigo Vespucci,unclassified,False,False,40.412,"LINESTRING (17.1134342 40.9722576, 17.1133505 40.9718997)",,,,
173929223,,,Via Antonio Meucci,unclassified,False,True,46.336,"LINESTRING (17.1134342 40.9722576, 17.1129075 40.9723821)",,,,
"[172041185, 172041183]",,,"['Via Luigi Einaudi', 'Via Amerigo Vespucci']",unclassified,False,"[False, True]",133.20000000000002,"LINESTRING (17.1134342 40.9722576, 17.1134964 40.9724988, 17.1144367 40.9718643)",,,,
172041181,,,Via Circolo Fratellanza Conversanesi d'America,unclassified,False,False,91.292,"LINESTRING (17.1133505 40.9718997, 17.114414 40.9717286)",,,,
172041181,,,Via Circolo Fratellanza Conversanesi d'America,unclassified,False,True,52.237,"LINESTRING (17.1133505 40.9718997, 17.112745 40.9720078)",,,,
172041185,,,Via Amerigo Vespucci,unclassified,False,True,40.412,"LINESTRING (17.1133505 40.9718997, 17.1134342 40.9722576)",,,,
172040101,,,Via Golgota,tertiary,False,True,15.209,"LINESTRING (17.114414 40.9717286, 17.1144367 40.9718643)",,,,
172041181,,,Via Circolo Fratellanza Conversanesi d'America,unclassified,False,True,91.292,"LINESTRING (17.114414 40.9717286, 17.1133505 40.9718997)",,,,
172037896,,,Via Federico II,unclassified,False,True,3.093,"LINESTRING (17.1196429 40.9663388, 17.1196797 40.9663375)",,,,
95472139,,,Via degli Eroi,secondary,False,False,15.289,"LINESTRING (17.1172072 40.9676007, 17.1172079 40.9677382)",,,,
95472133,,,,secondary,True,False,6.504,"LINESTRING (17.1172072 40.9676007, 17.11717 40.9675925, 17.1171392 40.9675748)",,,,roundabout
95472133,,,,secondary,True,False,7.4350000000000005,"LINESTRING (17.1171945 40.9674415, 17.1172388 40.967441, 17.1172795 40.9674541)",,,,roundabout
175061101,,,Corso Dante alighieri,tertiary,True,False,25.392,"LINESTRING (17.1171945 40.9674415, 17.1172078 40.9673593, 17.1172145 40.967319, 17.1172108 40.967286, 17.1172002 40.9672554, 17.1171854 40.9672168)",,,,
95472133,,,,secondary,True,False,8.065999999999999,"LINESTRING (17.1172951 40.9675764, 17.1172549 40.9675962, 17.1172072 40.9676007)",,,,roundabout
165814686,,SP166,Via Santa Rita,tertiary,False,False,41.766,"LINESTRING (17.1172951 40.9675764, 17.11733 40.9676927, 17.1173573 40.967747, 17.1173942 40.9678004, 17.1174152 40.9678266, 17.1175082 40.9679079)",,,,
172009803,,,Via Silvio Pellico,unclassified,True,False,31.867,"LINESTRING (17.1095662 40.9647441, 17.1096655 40.9644675)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,False,51.232,"LINESTRING (17.1093196 40.9655712, 17.1099119 40.9656819)",,,,
129704626,,,Via Ugo Foscolo,unclassified,False,True,24.107,"LINESTRING (17.1093196 40.9655712, 17.1092488 40.9657813)",,,,
172009803,,,Via Silvio Pellico,unclassified,True,False,94.271,"LINESTRING (17.1093196 40.9655712, 17.1095662 40.9647441)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,False,22.2,"LINESTRING (17.110628 40.965836, 17.1108831 40.9658885)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,True,21.117,"LINESTRING (17.110628 40.965836, 17.110386 40.9657843)",,,,
129704619,,,Via Enrico Fermi,unclassified,True,False,53.09,"LINESTRING (17.110628 40.965836, 17.1104851 40.9663011)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,False,20.353,"LINESTRING (17.1108831 40.9658885, 17.1111154 40.9659408)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,True,22.2,"LINESTRING (17.1108831 40.9658885, 17.110628 40.965836)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,False,20.389,"LINESTRING (17.1111154 40.9659408, 17.1113498 40.9659887)",,,,
129704588,,,Via Fiorenzo Iaia,tertiary,False,True,20.353,"LINESTRING (17.1111154 40.9659408, 17.1108831 40.9658885)",,,,
129704630,,,Via Armando Diaz,unclassified,True,False,52.748,"LINESTRING (17.1111154 40.9659408, 17.1109905 40.9664057)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,51.637,"LINESTRING (17.1091626 40.9660448, 17.1097525 40.9661761)",,,,
129704626,,,Via Ugo Foscolo,unclassified,False,False,16.642,"LINESTRING (17.1091626 40.9660448, 17.1092101 40.9658995)",,,,
129704631,,,Via Carlo Pisacane,unclassified,False,True,50.476,"LINESTRING (17.1116365 40.9660568, 17.1114871 40.9664965)",,,,
171420848,,,Piazza Aldo Moro,tertiary,True,False,20.405,"LINESTRING (17.1116365 40.9660568, 17.111404 40.9660034)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,40.889,"LINESTRING (17.1097525 40.9661761, 17.1102263 40.9662611)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,51.637,"LINESTRING (17.1097525 40.9661761, 17.1091626 40.9660448)",,,,
129704628,,,Via Benedetto Croce,unclassified,True,False,38.864,"LINESTRING (17.1097525 40.9661761, 17.1096388 40.9665149)",,,,
"[171433120, 173911565, 409920044, 409920045]",,,Via Giuseppe di Vagno,unclassified,True,False,25.317000000000004,"LINESTRING (17.1124298 40.9662144, 17.1122741 40.9661712, 17.1122491 40.9661642, 17.1122214 40.9661585, 17.1121849 40.9661537, 17.1121418 40.9661514)",,building_passage,,
172008688,,,Via Vitulli,residential,False,False,39.986999999999995,"LINESTRING (17.1124298 40.9662144, 17.1125159 40.9660202, 17.1123203 40.9659738)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,21.975,"LINESTRING (17.1104851 40.9663011, 17.1107361 40.9663571)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,22.18,"LINESTRING (17.1104851 40.9663011, 17.1102263 40.9662611)",,,,
129704619,,,Via Enrico Fermi,unclassified,True,False,40.184,"LINESTRING (17.1104851 40.9663011, 17.1103876 40.9666549)",,,,
129704635,,,Via Valentino,residential,False,True,18.174,"LINESTRING (17.1128675 40.9663036, 17.1129117 40.9661436)",,,,
171433120,,,Via Giuseppe di Vagno,unclassified,True,False,19.241,"LINESTRING (17.1128675 40.9663036, 17.112648 40.9662539)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,22.033,"LINESTRING (17.1107361 40.9663571, 17.1109905 40.9664057)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,21.975,"LINESTRING (17.1107361 40.9663571, 17.1104851 40.9663011)",,,,
129704629,,,Via Luigi Cadorna,unclassified,True,False,53.548,"LINESTRING (17.1107361 40.9663571, 17.1108831 40.9658885)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,22.231,"LINESTRING (17.1109905 40.9664057, 17.111247 40.9664553)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,22.033,"LINESTRING (17.1109905 40.9664057, 17.1107361 40.9663571)",,,,
129704630,,,Via Armando Diaz,unclassified,True,False,39.062,"LINESTRING (17.1109905 40.9664057, 17.1108865 40.9667481)",,,,
129704584,,,Via Stefano Martino,residential,True,False,41.362,"LINESTRING (17.1132496 40.9664101, 17.1133766 40.9660507)",,,,
171433120,,,Via Giuseppe di Vagno,unclassified,True,False,18.444,"LINESTRING (17.1132496 40.9664101, 17.1130414 40.9663572)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,20.673,"LINESTRING (17.111247 40.9664553, 17.1114871 40.9664965)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,22.231,"LINESTRING (17.111247 40.9664553, 17.1109905 40.9664057)",,,,
129704622,,,Via Principe Umberto,unclassified,False,False,51.949,"LINESTRING (17.111247 40.9664553, 17.111404 40.9660034)",,,,
129704622,,,Via Principe Umberto,unclassified,False,True,38.889,"LINESTRING (17.111247 40.9664553, 17.1111441 40.9667963)",,,,
129704592,,,Via Ferrari,residential,True,False,49.402,"LINESTRING (17.1134683 40.9664635, 17.1132999 40.9668892)",,,,
171433120,,,Via Giuseppe di Vagno,unclassified,True,False,19.299,"LINESTRING (17.1134683 40.9664635, 17.1132496 40.9664101)",,,,
129704628,,,Via Benedetto Croce,unclassified,True,False,48.513,"LINESTRING (17.1096388 40.9665149, 17.1095071 40.9669397)",,,,
129704637,,,Via Enrico Toti,unclassified,False,True,41.683,"LINESTRING (17.1096388 40.9665149, 17.1101207 40.966605)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,20.058,"LINESTRING (17.1114871 40.9664965, 17.1117194 40.9665386)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,20.673,"LINESTRING (17.1114871 40.9664965, 17.111247 40.9664553)",,,,
129704631,,,Via Carlo Pisacane,unclassified,False,False,50.476,"LINESTRING (17.1114871 40.9664965, 17.1116365 40.9660568)",,,,
129704631,,,Via Carlo Pisacane,unclassified,False,True,39.288,"LINESTRING (17.1114871 40.9664965, 17.1113855 40.9668414)",,,,
171433120,,,Via Giuseppe di Vagno,unclassified,True,False,17.249,"LINESTRING (17.113663 40.966513, 17.1134683 40.9664635)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,False,24.314,"LINESTRING (17.1117194 40.9665386, 17.1119985 40.9665969)",,,,
129704552,,,Via Vincenzo Gioberti,unclassified,False,True,20.058,"LINESTRING (17.1117194 40.9665386, 17.1114871 40.9664965)",,,,
129704623,,,Via Laruccia,unclassified,False,True,39.432,"LINESTRING (17.1117194 40.9665386, 17.1116165 40.9668846)",,,,
129704619,,,Via Enrico Fermi,unclassified,True,False,47.493,"LINESTRING (17.1103876 40.9666549, 17.1102501 40.9670692)",,,,
129704637,,,Via Enrico Toti,unclassified,False,False,23.086,"LINESTRING (17.1103876 40.9666549, 17.1101207 40.966605)",,,,
129704637,,,Via Enrico Toti,unclassified,False,True,20.888,"LINESTRING (17.1103876 40.9666549, 17.1106291 40.9667)",,,,
129704639,,,Via Vitulli,residential,True,False,50.171,"LINESTRING (17.1122858 40.9666523, 17.1124298 40.9662144)",,,,
171420382,,,calata Sciasciulli,residential,True,False,18.127,"LINESTRING (17.1122858 40.9666523, 17.1124933 40.9666973)",,,,
129704629,,,Via Luigi Cadorna,unclassified,True,False,39.173,"LINESTRING (17.1106291 40.9667, 17.1107361 40.9663571)",,,,
129704637,,,Via Enrico Toti,unclassified,False,False,20.888,"LINESTRING (17.1106291 40.9667, 17.1103876 40.9666549)",,,,
129704637,,,Via Enrico Toti,unclassified,False,True,22.264,"LINESTRING (17.1106291 40.9667, 17.1108865 40.9667481)",,,,
171420382,,,calata Sciasciulli,residential,True,False,16.869,"LINESTRING (17.1127034 40.9667476, 17.1128949 40.9667935)",,,,
172008687,,,Via Valentino,residential,True,False,51.257,"LINESTRING (17.1127034 40.9667476, 17.1128675 40.9663036)",,,,
129704630,,,Via Armando Diaz,unclassified,True,False,46.78,"LINESTRING (17.1108865 40.9667481, 17.1107517 40.9671563)",,,,
129704637,,,Via Enrico Toti,unclassified,False,False,22.264,"LINESTRING (17.1108865 40.9667481, 17.1106291 40.9667)",,,,
129704637,,,Via Enrico Toti,unclassified,False,True,22.283,"LINESTRING (17.1108865 40.9667481, 17.1111441 40.9667963)",,,,
129704622,,,Via Principe Umberto,unclassified,False,False,38.889,"LINESTRING (17.1111441 40.9667963, 17.111247 40.9664553)",,,,
129704622,,,Via Principe Umberto,unclassified,False,True,47.022,"LINESTRING (17.1111441 40.9667963, 17.111008 40.9672065)",,,,
129704637,,,Via Enrico Toti,unclassified,False,False,22.283,"LINESTRING (17.1111441 40.9667963, 17.1108865 40.9667481)",,,,
129704637,,,Via Enrico Toti,unclassified,False,True,20.88,"LINESTRING (17.1111441 40.9667963, 17.1113855 40.9668414)",,,,
