osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,bridge
24208480,SP412 R,Piazzale Antonio Gramsci,primary,50,roundabout,True,False,16.491,"LINESTRING (9.4392892 45.0576543, 9.4393028 45.057689, 9.4392987 45.057725, 9.4392854 45.0577486, 9.4392645 45.0577692, 9.4392371 45.0577857)",,
24208481,SP412 R,Via Borgonovo,primary,,,False,True,100.194,"LINESTRING (9.4392892 45.0576543, 9.4393968 45.0575289, 9.4395066 45.0574387, 9.439881 45.0571486, 9.4401221 45.0569754)",2,
24208481,SP412 R,Via Borgonovo,primary,,,False,False,100.19399999999999,"LINESTRING (9.4401221 45.0569754, 9.439881 45.0571486, 9.4395066 45.0574387, 9.4393968 45.0575289, 9.4392892 45.0576543)",2,
24208483,,Piazzale Antonio Gramsci,unclassified,50,,False,True,61.421,"LINESTRING (9.439133 45.0575963, 9.4390621 45.0570462)",,
24208480,SP412 R,Piazzale Antonio Gramsci,primary,50,roundabout,True,False,14.803999999999998,"LINESTRING (9.439133 45.0575963, 9.4391801 45.0575963, 9.4392248 45.0576069, 9.4392624 45.0576269, 9.4392892 45.0576543)",,
24208480,SP412 R,Piazzale Antonio Gramsci,primary,50,roundabout,True,False,10.134,"LINESTRING (9.4392371 45.0577857, 9.4391981 45.0577985, 9.4391555 45.0578027, 9.439113 45.0577981)",,
24208485,SP412 R,Piazzale Antonio Gramsci,primary,50,,True,False,97.066,"LINESTRING (9.4392371 45.0577857, 9.4392376 45.0578662, 9.4392523 45.0584099, 9.4392561 45.0585491, 9.4393244 45.0586473)",2,
24605152,SP412 R,Via Salvador Allende,primary,,,False,False,58.832,"LINESTRING (9.4384274 45.0605399, 9.4385973 45.0610552)",2,
81987935,SS10,Via Fratelli Bandiera,primary,,roundabout,True,False,24.166,"LINESTRING (9.4384274 45.0605399, 9.4383663 45.0605347, 9.4383104 45.0605165, 9.4382652 45.060487, 9.4382351 45.0604491, 9.438223 45.0604065)",,
51022828,SS10,Via Fratelli Bandiera,primary,50,,False,True,49.296,"LINESTRING (9.438223 45.0604065, 9.4375955 45.0603975)",2,
81987935,SS10,Via Fratelli Bandiera,primary,,roundabout,True,False,24.079,"LINESTRING (9.438223 45.0604065, 9.4382299 45.0603635, 9.4382552 45.060324, 9.4382965 45.060292, 9.4383496 45.0602704, 9.4384096 45.0602614)",,
47848668,,Via Silvio Pellico,unclassified,,,True,False,8.885,"LINESTRING (9.4336565 45.0573783, 9.4336692 45.0572989)",,
226912882,,Viale G. Amendola,tertiary,,,False,True,41.162,"LINESTRING (9.4336565 45.0573783, 9.434177 45.0573354)",,
81022396,,Via Quattro Novembre,residential,,,True,False,101.573,"LINESTRING (9.4331819 45.0549814, 9.4318944 45.0550662)",,
418520587,,Via Silvio Pellico,unclassified,,,False,True,64.345,"LINESTRING (9.4331819 45.0549814, 9.4332835 45.0555556)",,
227032789,,Corso Giacomo Matteotti,tertiary,,,False,False,55.456,"LINESTRING (9.4285625 45.0593039, 9.4278606 45.0593578)",,
227032789,,Corso Giacomo Matteotti,tertiary,,,False,True,29.521,"LINESTRING (9.4285625 45.0593039, 9.4289372 45.0592832)",,
51022828,SS10,Via Fratelli Bandiera,primary,50,,False,True,76.351,"LINESTRING (9.4315932 45.0608781, 9.430632 45.0609806)",2,
51022828,SS10,Via Fratelli Bandiera,primary,50,,False,False,206.507,"LINESTRING (9.4315932 45.0608781, 9.4332143 45.0606995, 9.4333466 45.0606857, 9.4341938 45.0606055)",2,
76140407,,Via Suor F. Cabrini,unclassified,,,False,False,63.708,"LINESTRING (9.4315932 45.0608781, 9.4316018 45.0611086, 9.4316034 45.0612099, 9.4315841 45.0613113, 9.4315453 45.0614473)",,
76140407,,Via Suor F. Cabrini,unclassified,,,False,False,217.77199999999996,"LINESTRING (9.4315453 45.0614473, 9.4314752 45.0615887, 9.4313872 45.0617301, 9.431178 45.0620711, 9.4309151 45.062431, 9.4308663 45.0624941, 9.4306674 45.0627504, 9.4306151 45.062819, 9.4305382 45.0629321, 9.4304605 45.0630818, 9.4303951 45.0632251)",,
76140407,,Via Suor F. Cabrini,unclassified,,,False,True,63.708,"LINESTRING (9.4315453 45.0614473, 9.4315841 45.0613113, 9.4316034 45.0612099, 9.4316018 45.0611086, 9.4315932 45.0608781)",,
81987823,,Via Monte Rosa,residential,,,False,True,68.554,"LINESTRING (9.4315453 45.0614473, 9.4316098 45.0614658, 9.4316564 45.0614896, 9.4316864 45.0615134, 9.4317044 45.0615372, 9.4317827 45.0620018)",,
76140407,,Via Suor F. Cabrini,unclassified,,,False,True,23.513,"LINESTRING (9.4303089 45.0634276, 9.4303951 45.0632251)",,
430423021,,Via Sluny,residential,,,False,False,231.39400000000003,"LINESTRING (9.4303089 45.0634276, 9.4287349 45.0630951, 9.4290808 45.0622722, 9.4291058 45.0622126)",,
81022439,,Via Nazario Sauro,residential,,,False,True,61.943,"LINESTRING (9.4343433 45.0554678, 9.4342362 45.0549159)",,
418520588,,Via Ventiquattro Maggio,residential,,,True,False,81.156,"LINESTRING (9.4343433 45.0554678, 9.4353692 45.0553814)",,
81022439,,Via Nazario Sauro,residential,,,False,False,69.711,"LINESTRING (9.4343433 45.0554678, 9.4344456 45.0560415, 9.4344563 45.0560896)",,
59738177,,Via Ventiquattro Maggio,residential,,,True,False,103.133,"LINESTRING (9.4332835 45.0555556, 9.4319788 45.0556594)",,
418520587,,Via Silvio Pellico,unclassified,,,False,False,64.345,"LINESTRING (9.4332835 45.0555556, 9.4331819 45.0549814)",,
418520588,,Via Ventiquattro Maggio,residential,,,True,False,83.818,"LINESTRING (9.4332835 45.0555556, 9.4343433 45.0554678)",,
59738169,,Via Montanara,tertiary,,,False,False,44.757,"LINESTRING (9.4364454 45.0559017, 9.4361914 45.0555414)",,
81022476,,Via Fratelli Cairoli,residential,50,,True,False,174.372,"LINESTRING (9.4364454 45.0559017, 9.4385106 45.0553266)",,
59738169,,Via Montanara,tertiary,,,False,True,136.141,"LINESTRING (9.4364454 45.0559017, 9.436666 45.0562493, 9.4370489 45.0568527, 9.4371048 45.0569886, 9.43712 45.0570278)",,
59738192,,Piazzale Fratelli Cervi,residential,,roundabout,True,False,22.734,"LINESTRING (9.4299861 45.0558637, 9.4299997 45.0559035, 9.4299955 45.0559442, 9.4299739 45.0559822, 9.4299369 45.0560136, 9.4298882 45.0560357)",,
51257354,,Via Bottarone,unclassified,,,True,False,82.924,"LINESTRING (9.4313602 45.059159, 9.4315196 45.0598962)",,
59738164,,Via Malvicino,tertiary,,,False,True,26.813,"LINESTRING (9.4313602 45.059159, 9.4312096 45.0589426)",,
"[76140409, 776881435, 776881436]",,Corso Giacomo Matteotti,residential,,,False,False,107.602,"LINESTRING (9.4313602 45.059159, 9.4313771 45.0591578, 9.4314913 45.0591494, 9.4327229 45.0590597)",,yes
227032789,,Corso Giacomo Matteotti,tertiary,,,False,False,153.688,"LINESTRING (9.4313602 45.059159, 9.4302078 45.05922, 9.429409 45.0592623)",,
59738192,,Piazzale Fratelli Cervi,residential,,roundabout,True,False,23.311000000000003,"LINESTRING (9.4298882 45.0560357, 9.4298322 45.0560461, 9.4297726 45.0560438, 9.429717 45.0560283, 9.4296711 45.0560013, 9.4296396 45.0559655)",,
81022433,,Via Fabio Filzi,residential,,,True,False,196.61499999999998,"LINESTRING (9.4298882 45.0560357, 9.4299093 45.0561047, 9.4299498 45.0561886, 9.4300453 45.0562907, 9.4301558 45.0563683, 9.4302694 45.0563956, 9.4303582 45.0564, 9.4320845 45.0562482)",,
418936340,,Via Vincenzo Bellini,residential,,,True,False,71.838,"LINESTRING (9.4286677 45.0557242, 9.429205 45.056247)",,
418520592,,Via G. Mameli,residential,,,False,False,65.996,"LINESTRING (9.4319788 45.0556594, 9.4320845 45.0562482)",,
418520592,,Via G. Mameli,residential,,,False,True,66.293,"LINESTRING (9.4319788 45.0556594, 9.4318944 45.0550662)",,
59738177,,Via Ventiquattro Maggio,residential,,,True,False,159.48099999999997,"LINESTRING (9.4319788 45.0556594, 9.4306835 45.0557592, 9.4301102 45.0558034, 9.4299861 45.0558637)",,
59738185,,Via Cesare Battisti,residential,,,False,False,61.241,"LINESTRING (9.4351835 45.0548465, 9.4353692 45.0553814)",,
81022396,,Via Quattro Novembre,residential,,,True,False,74.811,"LINESTRING (9.4351835 45.0548465, 9.4343111 45.0549104, 9.4342362 45.0549159)",,
81022396,,Via Quattro Novembre,residential,,,True,False,52.317,"LINESTRING (9.4358454 45.0547942, 9.4351835 45.0548465)",,
59738169,,Via Montanara,tertiary,,,False,True,40.101,"LINESTRING (9.4358454 45.0547942, 9.4359025 45.0550818, 9.435934 45.0551484)",,
81022439,,Via Nazario Sauro,residential,,,False,False,136.35,"LINESTRING (9.4344563 45.0560896, 9.4344657 45.0561456, 9.4346447 45.0572041, 9.434664 45.057307)",,
81022439,,Via Nazario Sauro,residential,,,False,True,69.711,"LINESTRING (9.4344563 45.0560896, 9.4344456 45.0560415, 9.4343433 45.0554678)",,
418520591,,Via Fabio Filzi,residential,,,True,False,89.47500000000001,"LINESTRING (9.4344563 45.0560896, 9.4345379 45.0560831, 9.4355883 45.056)",,
59738173,,Via Pietro Mascagni,residential,,,False,True,46.979,"LINESTRING (9.4296396 45.0559655, 9.4295387 45.0559977, 9.4294381 45.0560546, 9.429205 45.056247)",,
59738192,,Piazzale Fratelli Cervi,residential,,roundabout,True,False,16.502,"LINESTRING (9.4296396 45.0559655, 9.4296263 45.0559296, 9.4296276 45.0558925, 9.4296434 45.0558571, 9.4296724 45.0558262)",,
59738164,,Via Malvicino,tertiary,,,False,False,6.223,"LINESTRING (9.4281342 45.0571048, 9.4282074 45.0571262)",,
59738180,,Via Pietro Mascagni,residential,,,True,False,127.171,"LINESTRING (9.4281342 45.0571048, 9.429205 45.056247)",,
81022439,,Via Nazario Sauro,residential,,,False,False,61.943,"LINESTRING (9.4342362 45.0549159, 9.4343433 45.0554678)",,
81022396,,Via Quattro Novembre,residential,,,True,False,83.13600000000001,"LINESTRING (9.4342362 45.0549159, 9.434173 45.0549198, 9.4331819 45.0549814)",,
418520591,,Via Fabio Filzi,residential,,,True,False,68.824,"LINESTRING (9.4355883 45.056, 9.4362061 45.0559672, 9.4364454 45.0559017)",,
47848668,,Via Silvio Pellico,unclassified,,,True,False,68.82300000000001,"LINESTRING (9.4333994 45.0561691, 9.4333895 45.0561168, 9.4332835 45.0555556)",,
418520591,,Via Fabio Filzi,residential,,,True,False,83.489,"LINESTRING (9.4333994 45.0561691, 9.4334815 45.0561629, 9.4343146 45.0561002, 9.4344563 45.0560896)",,
59738164,,Via Malvicino,tertiary,,,False,True,6.223,"LINESTRING (9.4282074 45.0571262, 9.4281342 45.0571048)",,
59738164,,Via Malvicino,tertiary,,,False,False,106.816,"LINESTRING (9.4282074 45.0571262, 9.4287811 45.0573054, 9.4290394 45.0574023, 9.4292748 45.0575428, 9.4293674 45.0576092)",,
59738169,,Via Montanara,tertiary,,,False,False,136.14100000000002,"LINESTRING (9.43712 45.0570278, 9.4371048 45.0569886, 9.4370489 45.0568527, 9.436666 45.0562493, 9.4364454 45.0559017)",,
1203046660,,,tertiary,,,False,False,21.291999999999998,"LINESTRING (9.43712 45.0570278, 9.4371325 45.0570248, 9.437166 45.0570252, 9.4371964 45.057033, 9.4372217 45.0570473, 9.4372392 45.0570665, 9.437247 45.0570887, 9.4372444 45.0571115, 9.4372316 45.0571325, 9.4372115 45.0571484)",,
1203046660,,,tertiary,,,False,True,18.898,"LINESTRING (9.43712 45.0570278, 9.4371007 45.0570323, 9.4370742 45.0570468, 9.437056 45.0570666, 9.4370481 45.0570896, 9.4370514 45.0571131, 9.4370656 45.0571346, 9.437089 45.0571515, 9.4371063 45.0571576)",,
59738192,,Piazzale Fratelli Cervi,residential,,roundabout,True,False,29.713,"LINESTRING (9.4296724 45.0558262, 9.4297125 45.0558022, 9.4297604 45.055787, 9.4298123 45.0557818, 9.4298644 45.0557869, 9.4299123 45.055802, 9.429956 45.0558288, 9.4299861 45.0558637)",,
81987883,,Via A. Ponchielli,residential,,,False,False,79.60900000000001,"LINESTRING (9.4296724 45.0558262, 9.4295487 45.0557396, 9.4290651 45.055255)",,
59738173,,Via Pietro Mascagni,residential,,,False,False,46.979,"LINESTRING (9.429205 45.056247, 9.4294381 45.0560546, 9.4295387 45.0559977, 9.4296396 45.0559655)",,
418936340,,Via Vincenzo Bellini,residential,,,True,False,158.794,"LINESTRING (9.429205 45.056247, 9.429381 45.0564946, 9.4294463 45.0566694, 9.4295189 45.0573791, 9.4294391 45.057554, 9.4293674 45.0576092)",,
81022396,,Via Quattro Novembre,residential,,,True,False,55.328,"LINESTRING (9.429767 45.0552135, 9.4290651 45.055255)",,
81022429,,Via N. Paganini,residential,,,False,False,45.057,"LINESTRING (9.429767 45.0552135, 9.4295546 45.0548371)",,
81022396,,Via Quattro Novembre,residential,,,True,False,67.268,"LINESTRING (9.4318944 45.0550662, 9.4310426 45.0551285)",,
418520592,,Via G. Mameli,residential,,,False,False,66.293,"LINESTRING (9.4318944 45.0550662, 9.4319788 45.0556594)",,
81022398,,Via Vincenzo Bellini,residential,,,False,True,32.379,"LINESTRING (9.4282972 45.0553258, 9.4280534 45.055091)",,
418936340,,Via Vincenzo Bellini,residential,,,True,False,53.005,"LINESTRING (9.4282972 45.0553258, 9.4286677 45.0557242)",,
776881435,,Corso Giacomo Matteotti,residential,,,False,True,93.316,"LINESTRING (9.433907 45.0589914, 9.4327229 45.0590597)",,
"[547411261, 81022405]",,"['Via Albesani', 'Piazza Venti Settembre']",residential,,,True,False,96.62,"LINESTRING (9.433907 45.0589914, 9.433848 45.0586163, 9.4337711 45.0581278)",,
81022407,,Corso Giacomo Matteotti,living_street,,,True,False,136.424,"LINESTRING (9.4390393 45.0587114, 9.4373065 45.0587953)",,
81022459,SS10,Via Emilia Piacentina,primary,,roundabout,True,False,7.021,"LINESTRING (9.4390393 45.0587114, 9.4390527 45.0586813, 9.4390768 45.0586547)",,
81022407,,Corso Giacomo Matteotti,living_street,,,True,False,120.685,"LINESTRING (9.4359527 45.0588734, 9.435903 45.0588763, 9.4344213 45.0589617)",,
465913781,,Via Felice Cavallotti,residential,50,,True,False,35.010999999999996,"LINESTRING (9.4359527 45.0588734, 9.4359475 45.0588445, 9.435897 45.058561)",,
81022407,,Corso Giacomo Matteotti,living_street,,,True,False,40.546,"LINESTRING (9.4344213 45.0589617, 9.4339249 45.0589885, 9.433907 45.0589914)",,
"[81592145, 547411263]",,"['Via Edmondo De Amicis', 'Piazza Venti Settembre']",residential,50,,True,False,71.739,"LINESTRING (9.4344213 45.0589617, 9.4344823 45.0593755, 9.4345159 45.0596034)",,
226912882,,Viale G. Amendola,tertiary,,,False,False,38.383,"LINESTRING (9.434664 45.057307, 9.434177 45.0573354)",,
226912882,,Viale G. Amendola,tertiary,,,False,True,83.285,"LINESTRING (9.434664 45.057307, 9.4357207 45.0572453)",,
81022439,,Via Nazario Sauro,residential,,,False,True,136.35,"LINESTRING (9.434664 45.057307, 9.4346447 45.0572041, 9.4344657 45.0561456, 9.4344563 45.0560896)",,
226912882,,Viale G. Amendola,tertiary,,,False,False,41.162,"LINESTRING (9.434177 45.0573354, 9.4336565 45.0573783)",,
226912882,,Viale G. Amendola,tertiary,,,False,True,38.383,"LINESTRING (9.434177 45.0573354, 9.434664 45.057307)",,
465912677,,Piazza Olubra,residential,,,True,False,56.915,"LINESTRING (9.434177 45.0573354, 9.4342546 45.0578443)",,
81592172,,Via G. Gazzotti,residential,,,True,False,51.974,"LINESTRING (9.4358282 45.058219, 9.4357669 45.0577536)",,
51022828,SS10,Via Fratelli Bandiera,primary,50,,False,False,104.021,"LINESTRING (9.4362762 45.0604793, 9.4375955 45.0603975)",2,
51022828,SS10,Via Fratelli Bandiera,primary,50,,False,True,123.755,"LINESTRING (9.4362762 45.0604793, 9.4347057 45.0605689)",2,
81022452,,Via G. Mazzini,residential,50,,True,False,53.774,"LINESTRING (9.4362762 45.0604793, 9.4361751 45.060001)",,
81987810,,Viale della Repubblica,residential,,,False,True,34.01,"LINESTRING (9.4362762 45.0604793, 9.4362796 45.0604965, 9.4363004 45.0606014, 9.4363363 45.0607822)",,
81022452,,Via G. Mazzini,residential,50,,True,False,55.428,"LINESTRING (9.4361751 45.060001, 9.4360747 45.0595076)",,
