osmid,name,highway,oneway,reversed,length,geometry,junction,maxspeed,lanes
214729219,Via Medaglia d'oro Briscese,tertiary,False,True,76.16,"LINESTRING (15.8153836 40.9607616, 15.8150925 40.9612916, 15.8150518 40.9613984)",,,
942918823,Via Armando Diaz,secondary,True,False,8.294,"LINESTRING (15.8153836 40.9607616, 15.8153374 40.9607484, 15.8153015 40.9607228)",roundabout,,
44226120,,secondary,True,False,21.734,"LINESTRING (15.8154193 40.9605727, 15.8156157 40.9604454)",,,
28127077,Via Armando Diaz,secondary,True,False,9.834,"LINESTRING (15.8154193 40.9605727, 15.8154743 40.960588, 15.8155142 40.9606203)",roundabout,,
214757939,,residential,False,False,127.39099999999999,"LINESTRING (15.8154193 40.9605727, 15.8153642 40.960476, 15.8149403 40.9603613, 15.8142104 40.9601624, 15.814068 40.9601235)",,,
28127077,Via Armando Diaz,secondary,True,False,14.553,"LINESTRING (15.8155294 40.9606532, 15.8155247 40.9606967, 15.8154949 40.9607341, 15.8154462 40.9607575)",roundabout,,
28127080,Via Vincenzo Tangorra,tertiary,True,False,32.319,"LINESTRING (15.8155294 40.9606532, 15.8156751 40.9606895, 15.8158949 40.9607443)",,,
1123900522,Via Armando Diaz,secondary,True,False,5.276,"LINESTRING (15.8154462 40.9607575, 15.8153836 40.9607616)",roundabout,,
214717796,Via Vincenzo Tangorra,tertiary,False,True,53.643,"LINESTRING (15.817205 40.9611125, 15.816598 40.9609621)",,,
28127081,Via Roma,tertiary,False,False,113.003,"LINESTRING (15.817205 40.9611125, 15.8171012 40.9612958, 15.8170171 40.961416, 15.81694 40.9615222, 15.8168832 40.9616199, 15.8168608 40.9616731, 15.8168462 40.9617313, 15.8168426 40.9617856, 15.8168421 40.9618769, 15.8168549 40.9619471, 15.8168699 40.9619935, 15.8169149 40.962059)",,,
44226121,,residential,False,False,53.748999999999995,"LINESTRING (15.817205 40.9611125, 15.8172622 40.9611399, 15.817455 40.961313, 15.8176389 40.9614652)",,,
