osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,junction,width
33391712,True,Corso Roma,tertiary,False,39.216,,,"LINESTRING (17.9920725 40.0559557, 17.9920451 40.0559563, 17.9916938 40.0559634, 17.9916119 40.055965)",,
482891122,False,Corso Roma,secondary,False,12.079,,,"LINESTRING (17.9928675 40.0559405, 17.9927256 40.0559426)",,
33391716,False,Corso Capo di Leuca,secondary,True,15.178,,,"LINESTRING (17.9928675 40.0559405, 17.9929609 40.0559392, 17.9930458 40.0559379)",,
179945058,True,Via Lecce,secondary,False,82.74499999999999,1,,"LINESTRING (17.9928675 40.0559405, 17.9928693 40.0560113, 17.9928734 40.0562223, 17.9928739 40.0562617, 17.9928745 40.0564323, 17.9928857 40.0565963, 17.9928949 40.0566841)",,6
33391716,False,Corso Capo di Leuca,secondary,False,55.62,,,"LINESTRING (17.9954857 40.0559035, 17.9948323 40.0559126)",,
171460082,True,Corso Capo di Leuca,secondary,False,27.589,,,"LINESTRING (17.9954857 40.0559035, 17.9956484 40.0558716, 17.9957563 40.0558375, 17.9957928 40.055826)",,
33391720,True,,primary,False,15.538,,,"LINESTRING (17.9962484 40.055816, 17.99626 40.0558518, 17.99626 40.0558827, 17.9962542 40.0559201, 17.9962388 40.0559523)",roundabout,
171460071,True,Corso Italia,primary_link,False,19.914,,,"LINESTRING (17.9962484 40.055816, 17.9963343 40.0558735, 17.9964342 40.0559242)",,
33391720,True,,primary,False,8.357,,,"LINESTRING (17.9962388 40.0559523, 17.9962158 40.055984, 17.996178 40.05601)",roundabout,
33391720,True,,primary,False,19.521,,,"LINESTRING (17.995997 40.056042, 17.9959135 40.0560243, 17.9958465 40.0559975, 17.9958057 40.0559567)",roundabout,
171460074,True,Corso Capo di Leuca,secondary,False,27.87,,,"LINESTRING (17.9958057 40.0559567, 17.9954857 40.0559035)",,
33391720,True,,primary,False,15.178999999999998,,,"LINESTRING (17.9958057 40.0559567, 17.9957844 40.055927, 17.995781 40.0558934, 17.9957794 40.0558601, 17.9957928 40.055826)",roundabout,
52302970,True,Via Gorizia,unclassified,False,145.096,,,"LINESTRING (17.9958057 40.0559567, 17.9957507 40.0559822, 17.9956796 40.0560282, 17.9956276 40.0560868, 17.9955966 40.0561511, 17.9955413 40.0563379, 17.9955269 40.0564878, 17.9955413 40.0566048, 17.9957645 40.057165)",,
33391720,True,,primary,False,3.137,,,"LINESTRING (17.9957928 40.055826, 17.9958071 40.0558)",roundabout,
165185945,False,,secondary_link,False,9.438,,,"LINESTRING (17.9909245 40.0534567, 17.9909647 40.0535358)",,
34055719,True,Lungomare Galileo Galilei,secondary,False,50.31700000000001,,,"LINESTRING (17.9909245 40.0534567, 17.9913197 40.0533245, 17.9914662 40.0532755)",,
165185945,False,,secondary_link,True,9.438,,,"LINESTRING (17.9909647 40.0535358, 17.9909245 40.0534567)",,
180956364,True,Lungomare Galileo Galilei,secondary,False,28.273,,,"LINESTRING (17.9909647 40.0535358, 17.9906603 40.0536376)",,
468038409,True,,secondary_link,False,9.543,1,,"LINESTRING (17.9906603 40.0536376, 17.9906356 40.0536021, 17.9906095 40.0535611)",,
180956364,True,Lungomare Galileo Galilei,secondary,False,19.265,,,"LINESTRING (17.9926428 40.0529779, 17.9924379 40.0530515)",,
179938468,True,,secondary,False,13.344000000000001,,,"LINESTRING (17.9926428 40.0529779, 17.9926514 40.0529221, 17.9926841 40.0528634)",,
34055719,True,Lungomare Galileo Galilei,secondary,False,173.431,,,"LINESTRING (17.9926841 40.0528634, 17.9932943 40.0526652, 17.9944706 40.0522753, 17.9945561 40.0522475)",,
165185941,True,,secondary,False,12.271,,,"LINESTRING (17.9926841 40.0528634, 17.9927571 40.0528887, 17.9928068 40.0529196)",,
171456667,False,Via Napoli,unclassified,True,52.052,,,"LINESTRING (17.9926169 40.0570575, 17.9927178 40.0575192)",,
179945060,True,Via XX Settembre,tertiary,False,31.209999999999997,,,"LINESTRING (17.9926169 40.0570575, 17.9928472 40.0570156, 17.9928832 40.0570091, 17.9929737 40.0569927)",,
34055907,False,Via Pisa,unclassified,False,51.94500000000001,,,"LINESTRING (17.9929737 40.0569927, 17.9930727 40.0569777, 17.9931004 40.0569735, 17.9935724 40.0569019)",,
179974659,False,Via Lecce,secondary,False,34.964,2,,"LINESTRING (17.9929737 40.0569927, 17.9929582 40.056932, 17.9929501 40.0569004, 17.9928949 40.0566841)",,6
179974659,False,Via Lecce,secondary,True,56.473000000000006,2,,"LINESTRING (17.9929737 40.0569927, 17.9929951 40.0570654, 17.9930006 40.0570838, 17.9931198 40.0574881)",,6
34055909,False,Via Galatone,unclassified,False,29.982,,,"LINESTRING (17.9947268 40.0574395, 17.9950618 40.0573561)",,
171460304,True,Via Galatone,unclassified,False,82.72000000000001,,,"LINESTRING (17.9947268 40.0574395, 17.9945865 40.057504, 17.9941895 40.0575697, 17.9939231 40.0576631, 17.9938491 40.0576683, 17.9938144 40.0576667)",,
34055909,False,Via Galatone,unclassified,True,45.916,,,"LINESTRING (17.9969548 40.0568878, 17.9966947 40.0569424, 17.9965603 40.0569742, 17.9964361 40.0570012)",,
174088060,True,Via Galatone,residential,False,31.500999999999998,,,"LINESTRING (17.9969548 40.0568878, 17.9971156 40.0568125, 17.9972052 40.0567773, 17.9972531 40.0567274)",,
179974659,False,Via Lecce,secondary,False,8.868,2,,"LINESTRING (17.993764 40.0596839, 17.9937411 40.0596061)",,6
171455131,True,Via Lecce,secondary,False,54.108,1,,"LINESTRING (17.993764 40.0596839, 17.9938091 40.0597467, 17.9938847 40.0598702, 17.9940042 40.060029, 17.9940584 40.0600834, 17.9940802 40.0601045)",,6
179975134,False,Via Trento,unclassified,True,116.827,,,"LINESTRING (17.9943175 40.0604197, 17.9956617 40.0602066)",,
171455131,True,Via Lecce,secondary,False,9.122,1,,"LINESTRING (17.9943175 40.0604197, 17.9943022 40.0604639, 17.994274 40.0604931)",,6
34055912,False,Via Lecce,primary,False,22.464,2,,"LINESTRING (17.9943091 40.0607803, 17.9943688 40.0608307, 17.9945106 40.0609093)",,
407043033,True,Via Lecce,primary_link,False,38.145,2,,"LINESTRING (17.9943091 40.0607803, 17.9942607 40.060758, 17.9942209 40.0607292, 17.994168 40.0606706, 17.9940826 40.0605714, 17.994055 40.0605424, 17.9940303 40.0605166)",,
179974657,True,Lungomare Guglielmo Marconi,tertiary,False,56.085,1,,"LINESTRING (17.9940303 40.0605166, 17.9939212 40.0604095, 17.9937946 40.0602704, 17.9936637 40.0600984)",,
407043033,True,Via Lecce,primary_link,False,45.226,2,,"LINESTRING (17.9940303 40.0605166, 17.9939298 40.0603081, 17.9938764 40.0601282)",,
34055910,False,Lungomare Guglielmo Marconi,tertiary,False,145.948,,,"LINESTRING (17.9936637 40.0600984, 17.9932216 40.0594682, 17.9931536 40.0593706, 17.993024 40.0592029, 17.9928981 40.0590483, 17.9928198 40.0589565)",,
171725442,True,Lungomare Guglielmo Marconi,tertiary,False,21.79,1,,"LINESTRING (17.9936637 40.0600984, 17.9937628 40.0601603, 17.9938415 40.0601546, 17.9938764 40.0601282)",,
34055906,False,,secondary_link,True,10.545,,,"LINESTRING (17.9915187 40.0533614, 17.9914662 40.0532755)",,
179938481,True,Via Unione Militare,unclassified,False,44.985,,,"LINESTRING (17.9915187 40.0533614, 17.9915411 40.0537656)",,
180956364,True,Lungomare Galileo Galilei,secondary,False,50.985,,,"LINESTRING (17.9915187 40.0533614, 17.9913709 40.0534079, 17.9909647 40.0535358)",,
165185940,True,,secondary,False,26.904,,,"LINESTRING (17.9927117 40.0532136, 17.9926796 40.0531349, 17.9926428 40.0529779)",,
165185963,True,,secondary,False,30.183000000000003,,,"LINESTRING (17.9927117 40.0532136, 17.9926565 40.0531523, 17.9926191 40.0531262, 17.9925626 40.0530955, 17.9925173 40.053077, 17.9924379 40.0530515)",,
179945057,False,Via John Fitzgerald Kennedy,secondary,True,18.288,2,,"LINESTRING (17.9927117 40.0532136, 17.9927137 40.0532742, 17.9927176 40.053378)",,6
33391712,True,Corso Roma,tertiary,False,10.251,,,"LINESTRING (17.9916119 40.055965, 17.9914915 40.0559674)",,
171725192,False,Via Aquila,residential,False,51.461,,,"LINESTRING (17.99151 40.0571068, 17.9915124 40.0575696)",,
179945060,True,Via XX Settembre,tertiary,False,32.747,,,"LINESTRING (17.99151 40.0571068, 17.9918946 40.0570982)",,
179938477,True,Via Brindisi,unclassified,False,59.342,,,"LINESTRING (17.9915411 40.0537656, 17.9922375 40.0537399)",,
179938481,True,Via Unione Militare,unclassified,False,50.436,,,"LINESTRING (17.9915411 40.0537656, 17.9915621 40.0542189)",,
170982511,True,Via Brindisi,unclassified,False,43.168,,,"LINESTRING (17.992737 40.0537318, 17.9932437 40.0537148)",,
179945057,False,Via John Fitzgerald Kennedy,secondary,False,39.375,2,,"LINESTRING (17.992737 40.0537318, 17.9927176 40.053378)",,6
179945057,False,Via John Fitzgerald Kennedy,secondary,True,52.516,2,,"LINESTRING (17.992737 40.0537318, 17.9927409 40.0538138, 17.9927525 40.0541372, 17.9927538 40.0542039)",,6
179939525,False,Via Giovanni Parini,residential,True,42.499,,,"LINESTRING (17.994806 40.0536723, 17.9947944 40.0532902)",,
170982511,True,Via Brindisi,unclassified,False,62.548,,,"LINESTRING (17.994806 40.0536723, 17.9953796 40.0538544, 17.9954848 40.0538878)",,
171460084,False,Via Treviso,residential,False,59.734,,,"LINESTRING (17.9954848 40.0538878, 17.9961435 40.0540732)",,
132760118,False,Via Udine,tertiary,False,63.43899999999999,,,"LINESTRING (17.9954848 40.0538878, 17.9956659 40.0534125, 17.9956935 40.0533401)",,
179939523,False,Via Udine,tertiary,False,53.537000000000006,,,"LINESTRING (17.9954848 40.0538878, 17.9954544 40.0539703, 17.9953271 40.0543159, 17.9953141 40.0543512)",,
33391716,False,Corso Capo di Leuca,secondary,True,55.62,,,"LINESTRING (17.9948323 40.0559126, 17.9954857 40.0559035)",,
33391716,False,Corso Capo di Leuca,secondary,False,70.884,,,"LINESTRING (17.9948323 40.0559126, 17.9945256 40.055917, 17.9939996 40.0559244)",,
171460298,True,Via Crotone,unclassified,False,74.717,,,"LINESTRING (17.9948323 40.0559126, 17.9947949 40.0559929, 17.9947572 40.0560622, 17.9945538 40.0563153, 17.994407 40.056498)",,
179939523,False,Via Udine,tertiary,True,56.979,,,"LINESTRING (17.9948323 40.0559126, 17.9948616 40.0558227, 17.9949762 40.0554122)",,
179980396,False,Via Firenze,unclassified,False,32.775,,,"LINESTRING (17.9961534 40.0561717, 17.9961632 40.0561979, 17.9962624 40.0564544)",,
274894215,True,Via Firenze,unclassified,False,19.72,,,"LINESTRING (17.9961534 40.0561717, 17.9961047 40.0561213, 17.9960393 40.0560678, 17.995997 40.056042)",,
34055909,False,Via Galatone,unclassified,True,59.991,,,"LINESTRING (17.9964361 40.0570012, 17.9957645 40.057165)",,
34055909,False,Via Galatone,unclassified,False,45.916000000000004,,,"LINESTRING (17.9964361 40.0570012, 17.9965603 40.0569742, 17.9966947 40.0569424, 17.9969548 40.0568878)",,
179980396,False,Via Firenze,unclassified,True,27.058,,,"LINESTRING (17.9964361 40.0570012, 17.9964178 40.0568574, 17.9963812 40.0567626)",,
34055909,False,Via Galatone,unclassified,False,59.991,,,"LINESTRING (17.9957645 40.057165, 17.9964361 40.0570012)",,
34055909,False,Via Galatone,unclassified,True,63.469,,,"LINESTRING (17.9957645 40.057165, 17.9950618 40.0573561)",,
52302970,True,Via Gorizia,unclassified,False,76.049,,,"LINESTRING (17.9957645 40.057165, 17.9960464 40.057814)",,
171460302,True,Via Acquedotto,unclassified,False,66.71,,,"LINESTRING (17.9960464 40.057814, 17.995281 40.0579433)",,
179948192,True,,unclassified,False,30.629,,,"LINESTRING (17.9960464 40.057814, 17.9963975 40.0577535)",,
179980397,False,Via Firenze,unclassified,False,16.266,,,"LINESTRING (17.9963975 40.0577535, 17.9964114 40.0578994)",,
179948194,True,Via Firenze,unclassified,False,83.71700000000001,,,"LINESTRING (17.9963975 40.0577535, 17.9964337 40.0570478, 17.9964361 40.0570012)",,
180537119,False,,tertiary_link,True,14.613,,,"LINESTRING (18.0005926 40.0585632, 18.0005827 40.0586944)",,
74381313,True,Viale Europa,tertiary,False,117.933,,,"LINESTRING (18.0005926 40.0585632, 18.0007188 40.0585679, 18.001977 40.0586091)",,
132760124,False,,unclassified,False,32.942,,,"LINESTRING (17.9972913 40.0595872, 17.9969864 40.0597697)",,
179978134,False,Via Pavia,unclassified,False,86.786,,,"LINESTRING (17.9972913 40.0595872, 17.9980156 40.0592008, 17.9981292 40.0591424)",,
179980397,False,Via Firenze,unclassified,True,106.21799999999999,,,"LINESTRING (17.9972913 40.0595872, 17.9970401 40.0592998, 17.996934 40.0591784, 17.9968001 40.0590006, 17.9966798 40.0587594)",,
61047659,True,Via Potenza,unclassified,False,14.506,,,"LINESTRING (18.001977 40.0586091, 18.0019663 40.0587393)",,
180537139,True,Via Giovanni Pascoli,unclassified,False,89.83,,,"LINESTRING (18.0020969 40.0571478, 18.0021792 40.0563424)",,
61047659,True,Via Potenza,unclassified,False,54.70399999999999,,,"LINESTRING (18.0020969 40.0571478, 18.0020913 40.0572159, 18.0020566 40.0576388)",,
76146287,False,,primary,True,119.61,2,SP361,"LINESTRING (18.0020969 40.0571478, 18.0019916 40.0571418, 18.0006954 40.057068)",,
61047660,False,Via Giovanni Pascoli,unclassified,False,66.127,,,"LINESTRING (18.0022304 40.055749, 18.0021792 40.0563424)",,
61047660,False,Via Giovanni Pascoli,unclassified,True,17.041,,,"LINESTRING (18.0022304 40.055749, 18.0022458 40.0555962)",,
61047661,False,Via Ippolito Nievo,unclassified,False,284.11,,,"LINESTRING (18.0022304 40.055749, 17.9991061 40.0557323, 17.9988926 40.0557245)",,
61047659,True,Via Potenza,unclassified,False,42.304,,,"LINESTRING (18.0020566 40.0576388, 18.0020255 40.0580185)",,
61047660,False,Via Giovanni Pascoli,unclassified,True,66.127,,,"LINESTRING (18.0021792 40.0563424, 18.0022304 40.055749)",,
61047656,True,Via Milano,unclassified,False,57.633,,,"LINESTRING (17.9999887 40.0575255, 18.0006641 40.0575629)",,
61047666,False,Via Bologna,unclassified,False,31.84,,,"LINESTRING (17.9999887 40.0575255, 17.9999584 40.0578109)",,
61047666,False,Via Bologna,unclassified,True,81.529,,,"LINESTRING (17.999893 40.0585424, 17.9999584 40.0578109)",,
74381313,True,Viale Europa,tertiary,False,59.586,,,"LINESTRING (17.999893 40.0585424, 18.0005926 40.0585632)",,
180537137,True,Via Bologna,tertiary,False,14.389,,,"LINESTRING (17.999893 40.0585424, 17.9998815 40.0586715)",,
61047656,True,Via Milano,unclassified,False,118.814,,,"LINESTRING (18.0006641 40.0575629, 18.0020566 40.0576388)",,
61047664,True,Via Ancona,unclassified,False,41.199,,,"LINESTRING (18.0006641 40.0575629, 18.0006386 40.0579329)",,
61047666,False,Via Bologna,unclassified,False,81.529,,,"LINESTRING (17.9999584 40.0578109, 17.999893 40.0585424)",,
61047666,False,Via Bologna,unclassified,True,31.84,,,"LINESTRING (17.9999584 40.0578109, 17.9999887 40.0575255)",,
61047663,False,,residential,True,127.448,,,"LINESTRING (17.9999584 40.0578109, 17.9992172 40.0577772, 17.9984641 40.0577365)",,
171460088,True,Via Francesco Zacà,primary_link,False,57.25,,,"LINESTRING (17.9961 40.0552978, 17.9960707 40.0554021, 17.9960594 40.0554543, 17.9960567 40.05552, 17.9960699 40.0555852, 17.9960874 40.0556278, 17.9961131 40.0556701, 17.9961531 40.0557177, 17.9962164 40.0557758)",,
170982511,True,Via Brindisi,unclassified,False,21.681,,,"LINESTRING (17.993912 40.0536938, 17.9941667 40.0536905)",,
179939528,False,Via Ugo Foscolo,unclassified,False,75.405,,,"LINESTRING (17.993912 40.0536938, 17.9939436 40.0543715)",,
132760121,False,Via Varese,unclassified,False,68.101,,,"LINESTRING (18.0004534 40.060085, 18.0005102 40.0594741)",,
132760121,False,Via Varese,unclassified,True,59.099,,,"LINESTRING (18.0004534 40.060085, 18.000411 40.0606155)",,
179984842,False,Via Imperia,unclassified,True,68.402,,,"LINESTRING (18.0004534 40.060085, 17.999653 40.060029)",,
179984842,False,Via Imperia,unclassified,False,123.159,,,"LINESTRING (18.0004534 40.060085, 18.0017499 40.0601676, 18.0018208 40.0601683, 18.0018952 40.0601597)",,
179945072,True,Via Cavalieri di Rodi,unclassified,False,62.063,,,"LINESTRING (17.9910065 40.0547972, 17.9909899 40.0542392)",,
171725441,False,,residential,False,35.779,,,"LINESTRING (17.9963827 40.0600748, 17.9961381 40.0598131)",,
132760124,False,,unclassified,False,33.53,,,"LINESTRING (17.9963827 40.0600748, 17.9962873 40.0601004, 17.9961787 40.0601264, 17.9960038 40.0601559)",,
132760124,False,,unclassified,True,61.651,,,"LINESTRING (17.9963827 40.0600748, 17.9964772 40.0600391, 17.9969864 40.0597697)",,
179945072,True,Via Cavalieri di Rodi,unclassified,False,66.837,,,"LINESTRING (17.9910621 40.0559761, 17.9910565 40.055895, 17.9910395 40.0553753)",,
132760138,True,Via Livio Andronico,unclassified,False,54.258,,,"LINESTRING (17.9910816 40.0571147, 17.9910657 40.0566269)",,
179945060,True,Via XX Settembre,tertiary,False,36.472,,,"LINESTRING (17.9910816 40.0571147, 17.9914017 40.057108, 17.99151 40.0571068)",,
34055907,False,Via Pisa,unclassified,True,39.462,,,"LINESTRING (17.9940241 40.0568218, 17.9938586 40.0568511, 17.9935724 40.0569019)",,
34055908,True,Via Unità d'Italia,unclassified,False,52.881,,,"LINESTRING (17.9940241 40.0568218, 17.9940896 40.0568691, 17.9944627 40.0571586)",,
179945075,True,Via Genova,unclassified,False,36.513999999999996,,,"LINESTRING (17.9940241 40.0568218, 17.993997 40.0567821, 17.9939704 40.056696, 17.9939722 40.0565009)",,
33391716,False,Corso Capo di Leuca,secondary,True,4.418,,,"LINESTRING (17.9939477 40.0559252, 17.9939996 40.0559244)",,
33391716,False,Corso Capo di Leuca,secondary,False,76.774,,,"LINESTRING (17.9939477 40.0559252, 17.9938576 40.0559264, 17.9935471 40.0559308, 17.9930458 40.0559379)",,
179945072,True,Via Cavalieri di Rodi,unclassified,False,51.791,,,"LINESTRING (17.9909899 40.0542392, 17.9909735 40.0537736)",,
132760136,True,Via Alfonso Castriota,unclassified,False,48.754,,,"LINESTRING (17.9915621 40.0542189, 17.9909899 40.0542392)",,
179938481,True,Via Unione Militare,unclassified,False,34.996,,,"LINESTRING (17.9915621 40.0542189, 17.9915572 40.0545336)",,
132760123,False,Via Galatina,unclassified,True,40.919,,,"LINESTRING (17.9935139 40.0588293, 17.9939823 40.0587463)",,
179974659,False,Via Lecce,secondary,False,12.171,2,,"LINESTRING (17.9935139 40.0588293, 17.993482 40.0587226)",,6
179974659,False,Via Lecce,secondary,True,88.518,2,,"LINESTRING (17.9935139 40.0588293, 17.9936495 40.0593091, 17.9937411 40.0596061)",,6
132760120,False,Via Bergamo,residential,False,53.681,,,"LINESTRING (18.0018175 40.0611828, 18.001853 40.0607008)",,
132760123,False,Via Galatina,unclassified,False,58.962,,,"LINESTRING (17.9964645 40.0583325, 17.9957879 40.0584465)",,
179980397,False,Via Firenze,unclassified,False,50.914,,,"LINESTRING (17.9964645 40.0583325, 17.9965925 40.0586077, 17.9966798 40.0587594)",,
179980397,False,Via Firenze,unclassified,True,48.38,,,"LINESTRING (17.9964645 40.0583325, 17.9964308 40.0581032, 17.9964114 40.0578994)",,
33198253,False,Via Torino,tertiary,False,45.616,,,"LINESTRING (17.997972 40.0574439, 17.9981879 40.0576884, 17.9982721 40.0577838)",,
33198253,False,Via Torino,tertiary,True,70.596,,,"LINESTRING (17.997972 40.0574439, 17.9978071 40.057244, 17.997667 40.0570624, 17.9976088 40.0569989, 17.9975765 40.0569304, 17.9975824 40.0568935)",,
61047656,True,Via Milano,unclassified,False,20.700000000000003,,,"LINESTRING (17.997972 40.0574439, 17.9980571 40.0574093, 17.9982035 40.0574182)",,
132760127,False,Via Siracusa,unclassified,False,230.10299999999998,,,"LINESTRING (17.997972 40.0574439, 17.9975429 40.057714, 17.9974799 40.057758, 17.9974374 40.0577987, 17.9973973 40.0578578, 17.9973728 40.0578961, 17.9973576 40.0579445, 17.9973355 40.0580051, 17.9973258 40.058087, 17.9973496 40.0581281, 17.9973825 40.0581904, 17.9974425 40.0582701, 17.997558 40.0584226, 17.9980157 40.0589994, 17.9981292 40.0591424)",,
34055909,False,Via Galatone,unclassified,False,63.469,,,"LINESTRING (17.9950618 40.0573561, 17.9957645 40.057165)",,
34055909,False,Via Galatone,unclassified,True,29.982,,,"LINESTRING (17.9950618 40.0573561, 17.9947268 40.0574395)",,
132760117,True,Via Trieste,unclassified,False,67.907,,,"LINESTRING (17.9950618 40.0573561, 17.9952666 40.0579047, 17.995281 40.0579433)",,
132760136,True,Via Alfonso Castriota,unclassified,False,21.095,,,"LINESTRING (17.9927538 40.0542039, 17.992506 40.0542077)",,
179945057,False,Via John Fitzgerald Kennedy,secondary,True,20.027,2,,"LINESTRING (17.9927538 40.0542039, 17.9927522 40.054384)",,6
179945057,False,Via John Fitzgerald Kennedy,secondary,False,52.516,2,,"LINESTRING (17.9927538 40.0542039, 17.9927525 40.0541372, 17.9927409 40.0538138, 17.992737 40.0537318)",,6
132760117,True,Via Trieste,unclassified,False,61.181,,,"LINESTRING (17.9954795 40.0584985, 17.9956839 40.059026)",,
132760123,False,Via Galatina,unclassified,True,26.876,,,"LINESTRING (17.9954795 40.0584985, 17.9957879 40.0584465)",,
132760123,False,Via Galatina,unclassified,False,54.211000000000006,,,"LINESTRING (17.9954795 40.0584985, 17.9952195 40.058543, 17.9950379 40.0585724, 17.9948571 40.0586022)",,
132760120,False,Via Bergamo,residential,True,60.275,,,"LINESTRING (18.0018952 40.0601597, 18.001853 40.0607008)",,
179984842,False,Via Imperia,unclassified,True,123.159,,,"LINESTRING (18.0018952 40.0601597, 18.0018208 40.0601683, 18.0017499 40.0601676, 18.0004534 40.060085)",,
132760127,False,Via Siracusa,unclassified,True,230.103,,,"LINESTRING (17.9981292 40.0591424, 17.9980157 40.0589994, 17.997558 40.0584226, 17.9974425 40.0582701, 17.9973825 40.0581904, 17.9973496 40.0581281, 17.9973258 40.058087, 17.9973355 40.0580051, 17.9973576 40.0579445, 17.9973728 40.0578961, 17.9973973 40.0578578, 17.9974374 40.0577987, 17.9974799 40.057758, 17.9975429 40.057714, 17.997972 40.0574439)",,
179978125,False,Via Spoleto,unclassified,False,113.58,,,"LINESTRING (17.9981292 40.0591424, 17.9982651 40.0592965, 17.9988355 40.0600089)",,
179978134,False,Via Pavia,unclassified,False,68.81,,,"LINESTRING (17.9981292 40.0591424, 17.9985716 40.0589082, 17.9987982 40.058795)",,
179978134,False,Via Pavia,unclassified,True,86.786,,,"LINESTRING (17.9981292 40.0591424, 17.9980156 40.0592008, 17.9972913 40.0595872)",,
132760123,False,Via Galatina,unclassified,False,40.919,,,"LINESTRING (17.9939823 40.0587463, 17.9935139 40.0588293)",,
171455136,True,Via Nardò,unclassified,False,89.161,,,"LINESTRING (17.9939823 40.0587463, 17.9941965 40.0595312)",,
132760123,False,Via Galatina,unclassified,True,76.156,,,"LINESTRING (17.9939823 40.0587463, 17.9943907 40.058679, 17.9948571 40.0586022)",,
