osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,maxspeed,access,bridge,width,junction
162432179,Via Esterna delle Mura,residential,False,False,57.08,"LINESTRING (12.7354719 42.7298833, 12.7355661 42.7298752, 12.7356347 42.729879, 12.7357249 42.7299017, 12.7360594 42.7301115)",,,,,,,
166104142,Via Filippo Brignone,residential,False,False,10.327,"LINESTRING (12.736928 42.7329171, 12.7369825 42.7330009)",,,,,,,
250100008,Via Monterone,residential,True,False,5.644,"LINESTRING (12.736928 42.7329171, 12.7369871 42.7328908)",,,,,,,
"[162432176, 478047857, 477861586]",Via della Fonte pescaia,residential,True,False,218.35799999999998,"LINESTRING (12.7346711 42.7357462, 12.7346291 42.7357456, 12.7345428 42.7357754, 12.7343668 42.7358199, 12.7343109 42.7358547, 12.734189 42.7359015, 12.7341591 42.735913, 12.7341126 42.7359403, 12.7341414 42.7360073, 12.7341929 42.7361274, 12.7342289 42.7362113, 12.734201 42.7362738, 12.7341982 42.7362801, 12.7340747 42.7364197, 12.7339668 42.7365063, 12.7339009 42.7365225, 12.7338245 42.7365144, 12.7337265 42.7364985, 12.7334202 42.7364661, 12.7330717 42.7364139, 12.7329989 42.7363921, 12.732934 42.7363489, 12.7328424 42.7363286)",,,,,,,
"[700739379, 162432243]","['Piazza San Domenico', 'Piazza Collicola']",residential,True,False,89.48000000000002,"LINESTRING (12.7346711 42.7357462, 12.7346143 42.7356305, 12.7344107 42.7352115, 12.7344001 42.7351273, 12.7344111 42.7351066, 12.7344226 42.7350995, 12.734446 42.7350852, 12.7345711 42.7350552)",,,,,,,
"[523394228, 524788388, 523394229]",Via Giustolo,residential,True,False,90.972,"LINESTRING (12.7355324 42.735524, 12.7355206 42.7354607, 12.7354466 42.7353275, 12.7354025 42.7352465, 12.7353499 42.7351384, 12.735327 42.7350855, 12.7353206 42.7350707, 12.7352664 42.7349451, 12.7352685 42.7349026, 12.735203 42.7347633, 12.7351961 42.7347485)",building_passage,,,,,,
166107191,Via dell'Assalto,living_street,False,False,9.584,"LINESTRING (12.7386427 42.7367806, 12.7386313 42.7367459, 12.7386449 42.7366964)",,,,,,,
"[451347201, 511174405]",Via Ponzianina,residential,True,False,50.922999999999995,"LINESTRING (12.7386427 42.7367806, 12.7388382 42.7368798, 12.7389443 42.7369343, 12.7390707 42.7370081, 12.7390691 42.7370299, 12.7390406 42.737073)",,,,,,,
"[553031872, 166104131, 115921195, 553081968, 394185427]","['Via Walter Tobagi', 'Piazza Luigi Pianciani', 'Piazza Mentana', 'Via Felice Cavallotti']",residential,True,False,177.49199999999996,"LINESTRING (12.7373616 42.7357166, 12.7373151 42.7357103, 12.736979 42.735725, 12.7368736 42.7357021, 12.7366691 42.7356532, 12.7365883 42.7356205, 12.736525 42.7355914, 12.7364239 42.7355355, 12.7363997 42.7355296, 12.736385 42.7355188, 12.7363448 42.7355434, 12.7363105 42.7355611, 12.7362102 42.7356222, 12.7361621 42.7356514, 12.7361382 42.735664, 12.7361286 42.735669, 12.7359645 42.7357556, 12.7359203 42.7357722, 12.7358794 42.7357726, 12.7358439 42.7357497, 12.7357181 42.7356013, 12.7356381 42.7355485, 12.7355817 42.7355337, 12.7355324 42.735524)",,,,,,,
166106147,Via del Duomo,living_street,False,False,100.98499999999999,"LINESTRING (12.7373616 42.7357166, 12.7373916 42.7356856, 12.7376143 42.7356547, 12.7379258 42.735622, 12.737983 42.7356145, 12.7380959 42.7356024, 12.7383504 42.7355634, 12.7384795 42.7355259, 12.7385324 42.7354896)",,,,,,,
161608942,Via degli Abeti,residential,True,False,81.04199999999999,"LINESTRING (12.7367694 42.7320034, 12.7366499 42.7319861, 12.7362797 42.731955, 12.7362586 42.7319547, 12.7361729 42.7319535, 12.7361184 42.7319565, 12.736041 42.7319678, 12.7360094 42.7319738, 12.7359812 42.7319762, 12.735875 42.7319315, 12.7358132 42.7319016)",,,,,,,
"[250100008, 799487294, 799487295]",Via Monterone,residential,True,False,47.18,"LINESTRING (12.7367694 42.7320034, 12.7366406 42.7318654, 12.736609 42.7318307, 12.7364604 42.7316452)",yes,,,,,,
207902817,Via Benedetto Egio,residential,True,False,64.583,"LINESTRING (12.7353956 42.732346, 12.7354684 42.7323081, 12.7355447 42.732271, 12.735748 42.7321337, 12.7357935 42.7320938, 12.7358077 42.7320293, 12.7358137 42.7319445, 12.7358132 42.7319016)",,,,,,,
490351053,Viale Giacomo Matteotti,residential,False,True,60.817,"LINESTRING (12.7353956 42.732346, 12.735352 42.7322603, 12.7351607 42.7318876, 12.7351345 42.7318338)",,,,,,,
"[490351056, 162432177]","['Viale Giacomo Matteotti', 'Piazza della Libertà']",residential,False,"[False, True]",116.842,"LINESTRING (12.7353956 42.732346, 12.7354348 42.7324406, 12.7354623 42.7324941, 12.7354938 42.7325584, 12.7357098 42.7329988, 12.7357145 42.7330314, 12.7357232 42.7330763, 12.7357423 42.7331323, 12.7358363 42.7332867, 12.7358536 42.7333031, 12.7358718 42.7333117, 12.7358944 42.7333125)",,,,,,,
166104158,Via delle Monterozze,residential,True,False,165.618,"LINESTRING (12.7350502 42.7324981, 12.7350211 42.7324941, 12.7349739 42.7325109, 12.7349407 42.7325297, 12.734107 42.7331901, 12.7336682 42.7335694)",,,,,,,
"[205180160, 497919727]",Via delle Monterozze,residential,True,False,33.018,"LINESTRING (12.7350502 42.7324981, 12.7351683 42.7324323, 12.7352927 42.7323819, 12.7353486 42.7323612, 12.7353956 42.732346)",,2,,,,,
250100008,Via Monterone,residential,True,False,93.64200000000001,"LINESTRING (12.7372318 42.7327475, 12.7372564 42.7326877, 12.7372511 42.7326263, 12.7372026 42.7325275, 12.7367694 42.7320034)",,,,,,,
523394222,Via delle Felici,residential,False,False,187.568,"LINESTRING (12.7372318 42.7327475, 12.7372693 42.7327494, 12.7374188 42.7327851, 12.7375834 42.7328464, 12.7379234 42.7329487, 12.7384767 42.7331004, 12.7387991 42.733175, 12.7390315 42.7332574, 12.7391841 42.733316, 12.7392786 42.7333355, 12.7393707 42.7333276)",,,,,,,
166104155,Via delle Terme,residential,True,False,149.201,"LINESTRING (12.7347627 42.7336695, 12.7347296 42.7336028, 12.7346557 42.7334539, 12.7345339 42.7332085, 12.7345126 42.7330682, 12.7345236 42.7330186, 12.7347215 42.732821, 12.7350427 42.7325504, 12.7350588 42.7325187, 12.7350502 42.7324981)",,,,,,,
"[478103988, 494860485]",Via Sant'Agata,residential,True,False,16.277,"LINESTRING (12.7347627 42.7336695, 12.7346669 42.7336914, 12.7345704 42.7337075)",building_passage,,30,,,,
166104158,Via delle Monterozze,residential,True,False,14.013,"LINESTRING (12.7333195 42.7338961, 12.733224 42.7340008)",,,,,,,
"[161608961, 166104095]",Piazza Bernardino Campello,residential,True,False,70.819,"LINESTRING (12.7399941 42.7339691, 12.7397314 42.7341595, 12.7393844 42.7339246, 12.7393779 42.733906)",,,,,,,
"[166104140, 444830413]","['Via del Ponte', 'Piazza Bernardino Campello']",residential,False,"[False, True]",235.81099999999992,"LINESTRING (12.7399941 42.7339691, 12.7401429 42.7338657, 12.740795 42.7327647, 12.7408909 42.7326892, 12.7409976 42.7326358, 12.7410866 42.7326082, 12.7411789 42.7326226, 12.7412962 42.7326662, 12.7416545 42.7328729)",,,,yes,,,
"[394187012, 166104137, 451351690, 597801515, 540668140, 540668139, 597801518, 166104115, 444592855, 444592856, 250099996]","['Piazza del Mercato', 'Via Aurelio Saffi', 'Via Arco di Druso', 'Via del Palazzo dei Duchi']",residential,True,False,337.85100000000006,"LINESTRING (12.7391545 42.7343912, 12.7391242 42.7344071, 12.7390376 42.7344363, 12.738976 42.7344567, 12.7386159 42.7345411, 12.7382451 42.7346297, 12.7380849 42.7346527, 12.737895 42.7346853, 12.7377588 42.7347067, 12.7376728 42.7347154, 12.7376608 42.7347174, 12.7375506 42.7347364, 12.7375297 42.7347356, 12.7375107 42.7347311, 12.7374964 42.7347091, 12.7373968 42.7343649, 12.7373668 42.7342942, 12.7373599 42.7342445, 12.7372656 42.7340354, 12.7372382 42.7339343, 12.7372072 42.7338189, 12.7371203 42.7335233, 12.7371153 42.7334916, 12.7370895 42.7334089, 12.7370628 42.7333095, 12.7370552 42.7332823, 12.7369825 42.7330009)","['yes', 'building_passage']",,,,,,
465927230,Via Vincenzo Maria Rippo,living_street,False,False,24.339,"LINESTRING (12.7391545 42.7343912, 12.7391698 42.7344189, 12.7392424 42.7345509, 12.739255 42.7345966)",,,,,,,
"[166104141, 509374142]","['Via Loreto Vittori', 'Piazza Collicola']",residential,True,False,77.14099999999999,"LINESTRING (12.7340893 42.7344817, 12.7341711 42.7346111, 12.7341963 42.7346512, 12.734245 42.7346826, 12.7343268 42.7347313, 12.7344469 42.7348028, 12.7345056 42.7349156, 12.7345614 42.7350344, 12.7345711 42.7350552)",,1,,,,,
