osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,bridge,ref,junction
73858816,unclassified,False,False,76.542,,"LINESTRING (18.256266 39.8998646, 18.2568168 39.8993212)",,,,,
272950069,unclassified,False,False,34.726,,"LINESTRING (18.256266 39.8998646, 18.2565707 39.9000717)",,,,,
272950069,unclassified,False,True,33.803,,"LINESTRING (18.256266 39.8998646, 18.2559591 39.8996723)",,,,,
272950068,tertiary,False,False,106.031,Via della Repubblica,"LINESTRING (18.2575217 39.8996812, 18.2584739 39.9002941)",,,,,
363255134,tertiary,False,False,8.783,Via Tommaso Fiore,"LINESTRING (18.2575217 39.8996812, 18.2574552 39.8997415)",,,,,
363255134,tertiary,False,True,13.74,Via Tommaso Fiore,"LINESTRING (18.2575217 39.8996812, 18.2576186 39.8995825)",,,,,
271516943,unclassified,False,False,96.746,,"LINESTRING (18.2537435 39.9035761, 18.2546766 39.9040707)",,,,,
271608106,unclassified,False,False,36.418,Via Roma,"LINESTRING (18.2537435 39.9035761, 18.2540491 39.9033474)",,,,,
271608106,unclassified,False,True,59.987,Via Roma,"LINESTRING (18.2537435 39.9035761, 18.2532277 39.9039428)",,,,,
75007164,secondary,False,False,42.159,Via Giuseppe Di Vittorio,"LINESTRING (18.2549862 39.903799, 18.2545706 39.9035938)",,,,,
445145991,unclassified,False,False,40.127,Via Epifanio Coletta,"LINESTRING (18.2549862 39.903799, 18.2546766 39.9040707)",,,,,
445145991,unclassified,False,True,46.134,Via Epifanio Coletta,"LINESTRING (18.2549862 39.903799, 18.2553194 39.9034722)",,,,,
675849444,secondary,False,True,104.543,Via Aldo Moro,"LINESTRING (18.2549862 39.903799, 18.2560071 39.9043192)",,,,,
238116941,unclassified,True,False,38.33,Via Pertini,"LINESTRING (18.250753 39.9026757, 18.2510739 39.9024344)",,,,,
238116950,unclassified,False,False,7.604,,"LINESTRING (18.250753 39.9026757, 18.2507996 39.902734)",,,,,
271516943,unclassified,False,True,96.746,,"LINESTRING (18.2546766 39.9040707, 18.2537435 39.9035761)",,,,,
271516970,unclassified,False,False,65.119,Via Venticinque Aprile,"LINESTRING (18.2546766 39.9040707, 18.2552066 39.9044922)",,,,,
445145991,unclassified,False,False,65.446,Via Epifanio Coletta,"LINESTRING (18.2546766 39.9040707, 18.2541654 39.9045096)",,,,,
445145991,unclassified,False,True,40.127,Via Epifanio Coletta,"LINESTRING (18.2546766 39.9040707, 18.2549862 39.903799)",,,,,
657695084,secondary,False,False,152.701,Corso Dante Alighieri,"LINESTRING (18.2545076 39.9057417, 18.2530012 39.9064837)",,,,,
657695084,secondary,False,True,95.271,Corso Dante Alighieri,"LINESTRING (18.2545076 39.9057417, 18.2554312 39.9052599)",,,,,
718163524,unclassified,True,False,58.709,,"LINESTRING (18.2545076 39.9057417, 18.2550619 39.9060547)",,,,,
718163525,unclassified,False,True,54.828,Via Giuseppe Verdi,"LINESTRING (18.2545076 39.9057417, 18.2539945 39.9054447)",,,,,
75007164,secondary,False,False,117.539,Via Giuseppe Di Vittorio,"LINESTRING (18.252934 39.9027921, 18.2517886 39.9022045)",,,,,
383789400,unclassified,False,False,33.512,Via J. F. Kennedy,"LINESTRING (18.252934 39.9027921, 18.2526459 39.902997)",,,,,
75007164,secondary,False,True,113.40400000000001,Via Giuseppe Di Vittorio,"LINESTRING (18.252934 39.9027921, 18.253035 39.9028424, 18.2539479 39.903297, 18.2540491 39.9033474)",,,,,
272950050,tertiary,False,True,71.489,Via Tommaso Fiore,"LINESTRING (18.252934 39.9027921, 18.2529716 39.9027371, 18.2530167 39.9026711, 18.253207 39.9025242, 18.2535722 39.9024192)",,,,,
271516946,unclassified,False,True,167.86,,"LINESTRING (18.2510949 39.9054723, 18.249763 39.904361)",,,,,
1030339014,unclassified,False,False,37.826,Via Roma,"LINESTRING (18.2510949 39.9054723, 18.251422 39.9052426)",,,,,
1030339014,unclassified,False,True,83.758,Via Roma,"LINESTRING (18.2510949 39.9054723, 18.2505073 39.9058887, 18.2504143 39.9060087)",,,,,
195031938,trunk_link,False,True,53.2,,"LINESTRING (18.2503761 39.9014581, 18.25088 39.90174)",2,40,,,
"[75007161, 75007150, 75007143]",trunk,False,True,350.014,,"LINESTRING (18.2503761 39.9014581, 18.2499377 39.9012067, 18.2494988 39.9008722, 18.2491957 39.9006394, 18.2490588 39.9005073, 18.2489531 39.9003715, 18.2488964 39.900229, 18.2488813 39.9000607, 18.2489075 39.899904, 18.2489712 39.8997644, 18.2490787 39.899643, 18.249219 39.8995332, 18.249404 39.8994414, 18.2496006 39.8993953, 18.2497798 39.8993768, 18.2500501 39.8993892)",2,40,yes,,
75007153,unclassified,False,False,52.117,Via Alessandro Volta,"LINESTRING (18.2521799 39.9064866, 18.2526267 39.9061669)",,,,,
271516960,unclassified,False,False,65.794,Via Giovanni Pascoli,"LINESTRING (18.2521799 39.9064866, 18.2516517 39.9060554)",,,,,
271516960,unclassified,False,True,37.237,Via Giovanni Pascoli,"LINESTRING (18.2521799 39.9064866, 18.2524754 39.9067331)",,,,,
383789400,unclassified,False,False,14.379,Via J. F. Kennedy,"LINESTRING (18.2516543 39.9035983, 18.2515106 39.9036659)",,,,,
383789400,unclassified,False,True,26.054,Via J. F. Kennedy,"LINESTRING (18.2516543 39.9035983, 18.2518897 39.903449)",,,,,
238116950,unclassified,False,True,120.713,,"LINESTRING (18.2516543 39.9035983, 18.2508359 39.9027587, 18.2507996 39.902734)",,,,,
372696233,secondary,True,False,78.068,Via Roma,"LINESTRING (18.2595355 39.9032324, 18.2603049 39.9028522)",,,,,
272950026,unclassified,False,True,87.433,,"LINESTRING (18.2595355 39.9032324, 18.2590157 39.9026026, 18.2589865 39.9025684)",,,,,
271516937,unclassified,False,False,101.833,Via Cavour,"LINESTRING (18.2532277 39.9039428, 18.2541654 39.9045096)",,,,,
271516937,unclassified,False,True,62.737,Via Cavour,"LINESTRING (18.2532277 39.9039428, 18.252655 39.9035888)",,,,,
271608106,unclassified,False,False,59.987,Via Roma,"LINESTRING (18.2532277 39.9039428, 18.2537435 39.9035761)",,,,,
271608106,unclassified,False,True,46.929,Via Roma,"LINESTRING (18.2532277 39.9039428, 18.2528311 39.9042353)",,,,,
271608106,unclassified,False,False,54.362,Via Roma,"LINESTRING (18.2540491 39.9033474, 18.2544114 39.9029452)",,,,,
271608106,unclassified,False,True,36.418,Via Roma,"LINESTRING (18.2540491 39.9033474, 18.2537435 39.9035761)",,,,,
75007164,secondary,False,False,113.40400000000001,Via Giuseppe Di Vittorio,"LINESTRING (18.2540491 39.9033474, 18.2539479 39.903297, 18.253035 39.9028424, 18.252934 39.9027921)",,,,,
75007164,secondary,False,True,52.245000000000005,Via Giuseppe Di Vittorio,"LINESTRING (18.2540491 39.9033474, 18.2541529 39.9033965, 18.2545706 39.9035938)",,,,,
75007153,unclassified,False,True,136.34,Via Alessandro Volta,"LINESTRING (18.2537864 39.9053231, 18.2526267 39.9061669)",,,,,
718163525,unclassified,False,False,22.314,Via Giuseppe Verdi,"LINESTRING (18.2537864 39.9053231, 18.2539945 39.9054447)",,,,,
