osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,access
197856430,SP58a,Via Barberini,tertiary,False,False,210.22500000000002,"LINESTRING (12.8898866 41.8422476, 12.8899015 41.8419833, 12.889925 41.8418504, 12.8899371 41.8418045, 12.8899591 41.8417496, 12.8899756 41.8417128, 12.8899932 41.8416816, 12.8900793 41.8415547, 12.8903461 41.8411615, 12.8903648 41.8411377, 12.890389 41.8411156, 12.8904099 41.8410968, 12.8904396 41.8410771, 12.8904978 41.8410409, 12.8908142 41.8408753, 12.891107 41.8407032)",,,,
299925797,SP58a,Strada Provinciale 58,tertiary,False,True,11.909,"LINESTRING (12.8898866 41.8422476, 12.8898857 41.8422946, 12.8898857 41.8423134, 12.8898912 41.8423314, 12.8898986 41.8423435, 12.8899049 41.8423518)",,,,
174937250,,Via San Francesco,residential,False,True,136.429,"LINESTRING (12.891107 41.8407032, 12.8908279 41.8408206, 12.8905708 41.840937, 12.8904348 41.8410038, 12.8903274 41.8410566, 12.8900427 41.841199, 12.8898785 41.8413086, 12.8898002 41.8413546, 12.8897946 41.8413806, 12.8897681 41.8413982)",,,,
"[904760955, 197856430]",SP58a,Via Barberini,tertiary,False,"[False, True]",46.818,"LINESTRING (12.891107 41.8407032, 12.8913026 41.8405903, 12.8915022 41.8404988, 12.8915436 41.8404755, 12.891568 41.8404607)",,,,
197856430,SP58a,Via Barberini,tertiary,False,True,210.225,"LINESTRING (12.891107 41.8407032, 12.8908142 41.8408753, 12.8904978 41.8410409, 12.8904396 41.8410771, 12.8904099 41.8410968, 12.890389 41.8411156, 12.8903648 41.8411377, 12.8903461 41.8411615, 12.8900793 41.8415547, 12.8899932 41.8416816, 12.8899756 41.8417128, 12.8899591 41.8417496, 12.8899371 41.8418045, 12.889925 41.8418504, 12.8899015 41.8419833, 12.8898866 41.8422476)",,,,
114442568,,Via dei Cappuccini,residential,False,False,239.98699999999997,"LINESTRING (12.895734 41.8402328, 12.8957316 41.8401375, 12.8954591 41.8400978, 12.8944345 41.8398794, 12.8948006 41.8397435, 12.8955381 41.8394928, 12.8955878 41.8394739, 12.8956485 41.8394313, 12.8956612 41.8394112, 12.8956582 41.8393958, 12.8956488 41.8393861)",,,,
"[28047569, 814481649, 1035865030]",SP58a,"['Via Barberini', 'Via Porta Santa Croce']",tertiary,False,"[False, True]",342.2080000000001,"LINESTRING (12.895734 41.8402328, 12.8956559 41.84022, 12.8954078 41.840219, 12.8952681 41.8402185, 12.8945291 41.8402212, 12.8943086 41.8402205, 12.8940701 41.8402202, 12.8940481 41.8402202, 12.8938518 41.8401987, 12.8937514 41.8401954, 12.8937021 41.840194, 12.8936104 41.8401946, 12.8934868 41.8401955, 12.8933635 41.8402019, 12.893281 41.8402125, 12.8931072 41.840231, 12.8930403 41.8402391, 12.8929836 41.8402431, 12.8929136 41.840246, 12.8928568 41.8402501, 12.8927635 41.840264, 12.89267 41.8402781, 12.8925102 41.8403012, 12.8923296 41.8403277, 12.8918324 41.8404007, 12.8918202 41.8404016, 12.8918081 41.8404004, 12.8917955 41.8403979, 12.891779 41.8403954, 12.8917625 41.8403954, 12.8917427 41.8403971, 12.8917316 41.8403987, 12.891719 41.8404004, 12.8916789 41.8404069, 12.8916553 41.8404135, 12.8916382 41.8404204)",,,,
128059913,,Via degli Arcioni,tertiary,False,True,319.883,"LINESTRING (12.8929526 41.8378265, 12.8928411 41.8378325, 12.8907377 41.8379207, 12.8905204 41.8379314, 12.8903248 41.837943, 12.890058 41.837963, 12.8897899 41.837985, 12.8892549 41.8380319, 12.8891045 41.8380493)",2,,,
170597514,,Via degli Arcioni,tertiary,False,False,106.39,"LINESTRING (12.8929526 41.8378265, 12.8932376 41.8378084, 12.8940402 41.8377539, 12.8941434 41.8377503, 12.8942322 41.8377541)",2,,,
"[170605873, 958698019]",,SP Martuccia,tertiary,False,True,162.551,"LINESTRING (12.8929526 41.8378265, 12.8930382 41.8377832, 12.8936838 41.8374545, 12.8940671 41.8372608, 12.8940913 41.8372477, 12.8941184 41.8372301, 12.8941391 41.837215, 12.8941556 41.8371921, 12.8941597 41.8371677, 12.8941652 41.8370209, 12.8941687 41.8368686, 12.8941698 41.8368319)",1,,,
"[504588245, 41934719]",,"['Viale della Vittoria', 'Largo Pompeo Bernardini']",residential,False,False,86.911,"LINESTRING (12.896083 41.8387273, 12.8960607 41.8387336, 12.8960384 41.8387377, 12.8960012 41.838741, 12.8959773 41.838741, 12.8958425 41.838731, 12.8955024 41.8387108, 12.8950396 41.8386833)",,,,
174930122,,Via di Sabatuccio,residential,False,True,145.269,"LINESTRING (12.896083 41.8387273, 12.8961455 41.8387377, 12.8961805 41.8387349, 12.8963667 41.8386205, 12.89641 41.838549, 12.8964444 41.8383807, 12.896469 41.8380574, 12.89649 41.8378331, 12.8965276 41.8375793)",,,,
"[240500380, 504588244]",,"['Viale Giovanni Paolo II', 'Largo Pompeo Bernardini']",tertiary,False,True,179.003,"LINESTRING (12.896083 41.8387273, 12.8961223 41.8387118, 12.8961383 41.8387032, 12.896155 41.8386891, 12.896171 41.8386696, 12.8961812 41.8386501, 12.8961848 41.8386295, 12.8961863 41.8386073, 12.8961797 41.8385808, 12.8961688 41.8385564, 12.896155 41.8385348, 12.8961354 41.8385163, 12.8960913 41.8384903, 12.8955991 41.8382694, 12.8946901 41.8378621, 12.89458 41.8378123)",2,,,
174786435,,Via del Tempio,residential,True,False,294.334,"LINESTRING (12.8884452 41.8403638, 12.8883939 41.8404587, 12.8882629 41.8407141, 12.8881435 41.841063, 12.8881639 41.8412089, 12.8881895 41.8412873, 12.8882626 41.8413006, 12.8884001 41.8412443, 12.888487 41.8411748, 12.8887012 41.8410124, 12.888999 41.8407729, 12.8890491 41.8407329, 12.8890831 41.8407118, 12.8894352 41.8404937, 12.8895989 41.840438, 12.8898489 41.8404068, 12.8899061 41.8403968, 12.8899927 41.8403817)",,,,
"[1147754523, 128186611]",,Viale Alcide De Gasperi,residential,False,False,308.84599999999995,"LINESTRING (12.8884452 41.8403638, 12.8883592 41.8403644, 12.8882543 41.8403779, 12.8881826 41.8404158, 12.8881151 41.8404803, 12.8880493 41.8405928, 12.8878757 41.8410223, 12.8878117 41.8414266, 12.8876844 41.8418315, 12.8876414 41.8419573, 12.887585 41.842103, 12.8874858 41.8422111, 12.887435 41.8422411, 12.8873867 41.8422611, 12.8873329 41.842279, 12.8872553 41.8423051, 12.8871721 41.8423151, 12.8870944 41.8423131, 12.8870327 41.8423011, 12.8869602 41.8422731, 12.8868878 41.8422372, 12.8868065 41.8421861, 12.8867065 41.8421047)",,,,
186806040,,Viale Pio XII,tertiary,False,True,28.495,"LINESTRING (12.8886896 41.8380871, 12.8886461 41.8378329)",,,,
937407082,,Via degli Arcioni,tertiary,False,False,34.628,"LINESTRING (12.8886896 41.8380871, 12.8891045 41.8380493)",2,,,
128264269,,Viale Alcide De Gasperi,residential,False,True,15.485,"LINESTRING (12.8886896 41.8380871, 12.888696 41.8381403, 12.8887064 41.8382258)",,,,
"[960341932, 170600189]",,Viale Pio XII,tertiary,False,False,122.26800000000001,"LINESTRING (12.8880311 41.835279, 12.8880638 41.8354083, 12.8880864 41.8354966, 12.8881176 41.8356241, 12.888154 41.8357732, 12.8881623 41.8358069, 12.8881832 41.8358921, 12.8882173 41.8360308, 12.8882456 41.8361458, 12.8882547 41.8361827, 12.8882983 41.8363604)",3,,,
