osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,access,lanes,tunnel
178456161,Via Edison,residential,False,True,55.15,,"LINESTRING (16.0757857 38.3531687, 16.0755596 38.3536319)",,,,
211134341,Via Nazionale,secondary,False,True,3.033,SP1,"LINESTRING (16.0757857 38.3531687, 16.075753 38.3531594)",,,,
211134341,Via Nazionale,secondary,False,False,123.975,SP1,"LINESTRING (16.0757857 38.3531687, 16.0758941 38.3531997, 16.0763905 38.3533417, 16.0770007 38.3535162, 16.0771214 38.3535507)",,,,
136531727,Via Quattro Novembre,residential,False,True,23.742,,"LINESTRING (16.0771214 38.3535507, 16.0770085 38.3533564)",,,,
211134341,Via Nazionale,secondary,False,True,123.97500000000002,SP1,"LINESTRING (16.0771214 38.3535507, 16.0770007 38.3535162, 16.0763905 38.3533417, 16.0758941 38.3531997, 16.0757857 38.3531687)",,,,
954702156,Via Nazionale,secondary,False,False,76.018,SP1,"LINESTRING (16.0771214 38.3535507, 16.077244 38.3535033, 16.0779018 38.353246)",,,,
1017339048,Via Giuseppe Garibaldi,tertiary,False,False,30.121,,"LINESTRING (16.0771214 38.3535507, 16.0773378 38.353612, 16.0774463 38.3536427)",,,,
129149196,Via Enrico Fehr,residential,False,False,7.533,,"LINESTRING (16.0816627 38.3507983, 16.0817165 38.3508513)",,,,
251276601,Via Domenico Cavaliere,secondary,False,False,25.472,SP1,"LINESTRING (16.0816627 38.3507983, 16.0818475 38.3506209)",,,,
251276601,Via Domenico Cavaliere,secondary,False,True,27.626,SP1,"LINESTRING (16.0816627 38.3507983, 16.0815683 38.3508755, 16.0815055 38.3509328, 16.0814507 38.3509828)",,,,
129149201,Via Vincenzo Toscano,residential,True,False,19.499,,"LINESTRING (16.0796066 38.3525648, 16.079606 38.3526214, 16.0796239 38.3527053, 16.0796295 38.3527387)",,,,
"[251276601, 954702156]","['Via Nazionale', 'Via Domenico Cavaliere']",secondary,False,False,19.472,SP1,"LINESTRING (16.0796066 38.3525648, 16.0797059 38.3524991, 16.0797773 38.3524519)",,,,
954702156,Via Nazionale,secondary,False,True,68.126,SP1,"LINESTRING (16.0796066 38.3525648, 16.0795543 38.3525874, 16.0792298 38.3527278, 16.0789791 38.3528256, 16.0789156 38.3528504)",,,,
211134341,Via Nazionale,secondary,False,False,22.276,SP1,"LINESTRING (16.0751049 38.3529695, 16.0752721 38.3530208, 16.0753428 38.3530425)",,,,
584694432,Via Messina,residential,True,False,132.892,,"LINESTRING (16.0751049 38.3529695, 16.0754746 38.3528152, 16.0755138 38.3527904, 16.0764571 38.3524202)",,,,
954702609,,residential,False,True,13.601,,"LINESTRING (16.0786092 38.3539491, 16.0786118 38.3540714)",,,,
129149199,Via Giuseppe Garibaldi,residential,True,False,90.859,,"LINESTRING (16.0786092 38.3539491, 16.0787011 38.3539449, 16.0796494 38.3539014)",,,,
129149199,Via Giuseppe Garibaldi,residential,True,False,107.665,,"LINESTRING (16.0774463 38.3536427, 16.0777289 38.3537165, 16.0779162 38.3537743, 16.077952 38.3537853, 16.0780155 38.3538074, 16.078144 38.353852, 16.0783166 38.353912, 16.0785177 38.3539499, 16.0786092 38.3539491)",,,,
1017339048,Via Giuseppe Garibaldi,tertiary,False,True,30.121,,"LINESTRING (16.0774463 38.3536427, 16.0773378 38.353612, 16.0771214 38.3535507)",,,,
1017339049,Viale Matteotti,tertiary,False,False,55.44,,"LINESTRING (16.0774463 38.3536427, 16.0773907 38.3537214, 16.0771723 38.3540251, 16.0771307 38.3540754)",,,,
128899009,Viale Merano,residential,True,False,129.245,SP33,"LINESTRING (16.0787229 38.3556008, 16.0781202 38.3566627)",,,,
137415571,Via Curtuladi,residential,False,False,24.368,,"LINESTRING (16.0787229 38.3556008, 16.0789939 38.3555473)",,,,
584686894,Via Ionio,residential,False,True,15.983,,"LINESTRING (16.0787229 38.3556008, 16.0788003 38.3557311)",,,,
1096904592,Via Salvatore Guerrisi,residential,False,True,10.581,,"LINESTRING (16.0787229 38.3556008, 16.0786331 38.3555368)",,,,
447873586,Viale Merano,tertiary,False,False,44.765,SP33,"LINESTRING (16.0781202 38.3566627, 16.0778097 38.3569833)",,,,
447873587,Via Giovanni Amendola,tertiary,False,True,72.528,,"LINESTRING (16.0781202 38.3566627, 16.0778883 38.3560363)",,,,
137411128,Via Malombra,residential,False,False,109.86200000000001,,"LINESTRING (16.0781202 38.3566627, 16.0780675 38.3568476, 16.0780567 38.3571126, 16.078105 38.3572556, 16.0782692 38.357418, 16.0783404 38.3574462, 16.078431 38.3574467, 16.0784879 38.3574453)",,,,
129149199,Via Giuseppe Garibaldi,residential,True,False,53.811,,"LINESTRING (16.0796879 38.3538996, 16.0803043 38.3538764)",,,,
137415571,Via Curtuladi,residential,False,True,24.236,,"LINESTRING (16.0805539 38.3552643, 16.0802778 38.3552894)",,,,
137426779,Via Roma,residential,False,True,41.387,,"LINESTRING (16.0805539 38.3552643, 16.0805384 38.3548923)",,,,
620044888,Viale Aldo Moro,residential,False,True,26.149,,"LINESTRING (16.0805539 38.3552643, 16.0805861 38.3554981)",,,,
129149198,Via Vincenzo Gioberti,residential,False,False,60.908,,"LINESTRING (16.0805539 38.3552643, 16.080858 38.3552055, 16.081211 38.3550844)",,,,
585892055,Largo Savoia,residential,False,True,22.161,,"LINESTRING (16.0806819 38.3520653, 16.0807444 38.352009, 16.0808782 38.3519417)",,,,
586019944,Via Samaritana,residential,False,False,42.802,,"LINESTRING (16.0806819 38.3520653, 16.0805741 38.3521303, 16.0804456 38.3522008, 16.0802647 38.352264)",,,,
129149202,Via Sant'Antonio,residential,True,False,52.735,,"LINESTRING (16.0822434 38.3545898, 16.0828092 38.3544223)",,,,
137422804,,residential,False,False,14.811,,"LINESTRING (16.0822434 38.3545898, 16.0822895 38.354718)",,,,
129149195,Via Roma,residential,True,False,14.316,,"LINESTRING (16.0806609 38.3525278, 16.0806797 38.3523999)",,,,
581809189,Via San Francesco,residential,False,True,20.435,,"LINESTRING (16.0806609 38.3525278, 16.0804322 38.3525679)",,,,
584689795,Via Casalnuovo,residential,False,False,15.49,,"LINESTRING (16.0836409 38.3556492, 16.0834798 38.3555905)",,,,
620904020,Via Sandro Pertini,residential,False,False,140.273,,"LINESTRING (16.0836409 38.3556492, 16.0830888 38.3549042, 16.0830154 38.3547921, 16.0828738 38.3545418)",,,,
"[620904018, 1118691203, 620904020]",Via Sandro Pertini,residential,False,True,62.193000000000005,,"LINESTRING (16.0836409 38.3556492, 16.0838676 38.3558064, 16.0839 38.3558289, 16.0839199 38.3558427, 16.0841414 38.3560458)",yes,,,
251087217,Via Diomede Marvasi,residential,True,False,51.546,,"LINESTRING (16.0822735 38.3535277, 16.082814 38.35334)",,,,
129149204,Corso Italia,residential,True,False,16.497999999999998,,"LINESTRING (16.0822735 38.3535277, 16.0822493 38.3534884, 16.0821894 38.3533948)",,,,
129149198,Via Vincenzo Gioberti,residential,False,False,54.587,,"LINESTRING (16.0822895 38.354718, 16.0828738 38.3545418)",,,,
129149198,Via Vincenzo Gioberti,residential,False,True,84.624,,"LINESTRING (16.0822895 38.354718, 16.0813993 38.3550211)",,,,
137422804,,residential,False,True,14.811,,"LINESTRING (16.0822895 38.354718, 16.0822434 38.3545898)",,,,
