osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,tunnel,access,maxspeed
235020618,True,2,SS685,Via Innocenzo Fiorucci,primary,False,33.819,"LINESTRING (13.095505 42.7899469, 13.0950967 42.7898947)",,,
19615665,False,,,Via dell'Ospedale,residential,False,72.508,"LINESTRING (13.095505 42.7899469, 13.0956397 42.789969, 13.0958253 42.7899705, 13.0961007 42.7899485, 13.0963861 42.7899207)",,,
73988247,True,2,SS685,Via Innocenzo Fiorucci,primary,False,34.601,"LINESTRING (13.0946523 42.7898962, 13.0949931 42.789775, 13.0950351 42.7897625)",,,
440829561,False,2,SS685,Via Innocenzo Fiorucci,primary,False,94.97,"LINESTRING (13.0946523 42.7898962, 13.0944014 42.7899296, 13.0937334 42.7899946, 13.0934991 42.7900079)",,,
440829561,False,2,SS685,Via Innocenzo Fiorucci,primary,True,94.97,"LINESTRING (13.0934991 42.7900079, 13.0937334 42.7899946, 13.0944014 42.7899296, 13.0946523 42.7898962)",,,
440829566,False,2,SS685,Viale di Circonvallazione,primary,False,96.076,"LINESTRING (13.0934991 42.7900079, 13.093309 42.7900119, 13.0932132 42.7900342, 13.0931275 42.7900694, 13.0929805 42.790158, 13.0927356 42.7903711, 13.0926109 42.7905027)",,,
"[459791561, 597037087]",False,,SP476/1,Viale di Circonvallazione,secondary,True,233.596,"LINESTRING (13.0934991 42.7900079, 13.0935476 42.7902272, 13.0936712 42.7904642, 13.0941546 42.7912569, 13.094283 42.7914678, 13.0944269 42.7916097, 13.0947421 42.7918704)",,,
1017639803,False,,,Contrada Tappi,unclassified,True,56.312,"LINESTRING (13.0934991 42.7900079, 13.0934027 42.7897692, 13.0932682 42.7895314)",,,
19615665,False,,,Via dell'Ospedale,residential,False,8.736,"LINESTRING (13.0973639 42.7898445, 13.0974576 42.7898065)",,,
19615665,False,,,Via dell'Ospedale,residential,True,80.238,"LINESTRING (13.0973639 42.7898445, 13.0966124 42.7899031, 13.0963861 42.7899207)",,,
23777036,False,,,Viale Europa,residential,True,152.03900000000002,"LINESTRING (13.0973639 42.7898445, 13.097514 42.7899891, 13.0975384 42.790143, 13.0974994 42.7903649, 13.0973824 42.7907692, 13.0973309 42.7909012, 13.0971792 42.791132)",,,
88141728,False,,,Via Amedeo Morelli,residential,False,7.116,"LINESTRING (13.0987388 42.7893042, 13.0987729 42.7893631)",,,
19615665,False,,,Via dell'Ospedale,residential,True,120.34599999999999,"LINESTRING (13.0987388 42.7893042, 13.0977929 42.7895795, 13.0976652 42.7896512, 13.0974707 42.7897967, 13.0974576 42.7898065)",,,
19615834,False,,SR396,Viale Umbria,secondary,True,50.317,"LINESTRING (13.0909463 42.7958038, 13.0906211 42.7957078, 13.0903768 42.7956303)",,,
88141804,False,,,Viale Umbria,residential,False,121.909,"LINESTRING (13.0909463 42.7958038, 13.0908563 42.7960783, 13.0908034 42.7962349, 13.0907872 42.7963781, 13.0907791 42.7965631, 13.0907791 42.7967137, 13.0908014 42.7968181, 13.0908116 42.7968853)",,,
325274067,False,,SR396,Viale Umbria,secondary,False,30.63,"LINESTRING (13.0909463 42.7958038, 13.0912228 42.7958556, 13.0913125 42.7958613)",,,
597037087,False,,SP476/1,Viale di Circonvallazione,secondary,False,4.3,"LINESTRING (13.0947765 42.7918997, 13.0947421 42.7918704)",,,
"[439400488, 439400489, 440559267, 19616124]",False,,,Via Roma,residential,False,28.994,"LINESTRING (13.0947765 42.7918997, 13.0946902 42.7919469, 13.0946063 42.7919868, 13.0945842 42.7919929, 13.0944812 42.7920437)",building_passage,,
"[870409933, 870409934]",False,,SP476/1,Viale di Circonvallazione,secondary,True,127.137,"LINESTRING (13.0947765 42.7918997, 13.0948042 42.7919207, 13.0950881 42.7921259, 13.0951978 42.7921839, 13.0952159 42.7921913, 13.0960557 42.7925384)",,,
235020667,False,,SP476/1,Viale di Circonvallazione,secondary,False,41.53,"LINESTRING (13.0964993 42.7927215, 13.0963488 42.7926594, 13.0960557 42.7925384)",,,
235020667,False,,SP476/1,Viale di Circonvallazione,secondary,True,212.191,"LINESTRING (13.0964993 42.7927215, 13.0971041 42.7929536, 13.097697 42.7933339, 13.0979881 42.7935393, 13.0980549 42.7936093, 13.0981188 42.7936979, 13.0981369 42.7937798, 13.0981164 42.7938943, 13.0980481 42.7940347)",,,
438874420,False,,,Via Vespasia Polla,residential,False,60.638000000000005,"LINESTRING (13.0964993 42.7927215, 13.0966778 42.7924801, 13.0968169 42.7922294)",,,
"[438874420, 438874422]",False,,,Via Vespasia Polla,residential,True,18.031,"LINESTRING (13.0964993 42.7927215, 13.0964161 42.792798, 13.0963626 42.7928489)",building_passage,,
597037095,False,,SP476/1,Viale di Circonvallazione,secondary,True,8.053,"LINESTRING (13.0943665 42.795315, 13.0942801 42.79528)",,,
88141741,False,,,Viale venti settembre,residential,False,96.294,"LINESTRING (13.0943665 42.795315, 13.0944066 42.7954149, 13.0946419 42.7955942, 13.0948264 42.795774, 13.0950174 42.7959653, 13.0950547 42.796008)",,,
929295547,False,,SP476/1,Viale di Circonvallazione,secondary,False,255.805,"LINESTRING (13.0943665 42.795315, 13.0949256 42.7956156, 13.0951745 42.7957123, 13.0955315 42.7958555, 13.0956634 42.7958956, 13.0957978 42.7958997, 13.0959693 42.7958591, 13.0963152 42.795731, 13.0968013 42.7955113, 13.0970754 42.7953666)",,,
987653041,False,,SP476/1,Viale di Circonvallazione,secondary,False,7.457,"LINESTRING (13.0919519 42.7950768, 13.0920415 42.7950636)",,,
"[19616353, 1226970786, 438829819]",False,,SR396,"['Via Circonvallazione', 'Corso Sertorio']","['secondary', 'residential']",False,45.687,"LINESTRING (13.0919519 42.7950768, 13.0920075 42.7949216, 13.0920305 42.7948409, 13.0920725 42.7946758)",building_passage,,
440829564,False,,SR396,Via Circonvallazione,secondary,True,57.895,"LINESTRING (13.0919519 42.7950768, 13.0919143 42.7951747, 13.0918788 42.7952898, 13.0917984 42.7955849)",,,
597037093,False,,,Via Anicia,residential,True,16.127,"LINESTRING (13.0942687 42.7929836, 13.0944607 42.7929492)",,,
597037094,False,,,Via Cristoforo Colombo,residential,True,26.071,"LINESTRING (13.0942687 42.7929836, 13.0939633 42.7930525)",,,
"[806109033, 19616124, 166125894]",False,,,"['Via Anicia', 'Via Roma']",residential,"[False, True]",109.63200000000002,"LINESTRING (13.0942687 42.7929836, 13.0941147 42.7927345, 13.0939292 42.7923771, 13.0938803 42.7923088, 13.0941785 42.7921822)",,,
"[325274066, 19616270]",False,,,"['Via Giuseppe Mazzini', 'Corso Sertorio']",residential,"[False, True]",178.61100000000002,"LINESTRING (13.093647 42.7920985, 13.093118 42.7922423, 13.0928097 42.7923521, 13.0927594 42.7925555, 13.0927106 42.7927051, 13.0927086 42.7927113, 13.0925742 42.7931237, 13.0925219 42.7932686)",,,
"[73988257, 89414332, 668141246]",False,,,"['Via Cristoforo Colombo', 'Via Alberto Novelli', 'Piazza Vittorio Veneto']",residential,False,154.673,"LINESTRING (13.0930123 42.7926453, 13.0929007 42.7928324, 13.0927919 42.7931297, 13.0931239 42.7931467, 13.0933897 42.7931544, 13.0935435 42.7931531, 13.0937427 42.7931264, 13.0937841 42.7931152, 13.0939633 42.7930525)",,,
325274066,False,,,Corso Sertorio,residential,True,33.146,"LINESTRING (13.0923083 42.7939191, 13.092224 42.7942107)",,,
19617236,False,,,Via Dante Alighieri,residential,False,82.506,"LINESTRING (13.0923083 42.7939191, 13.0921824 42.7937311, 13.0920495 42.7935111, 13.0919349 42.7932316)",,,
325274066,False,,,Corso Sertorio,residential,False,74.405,"LINESTRING (13.0923083 42.7939191, 13.0923988 42.7936536, 13.0925219 42.7932686)",,,
440638870,False,,,Piazza Giuseppe Garibaldi,residential,True,10.683,"LINESTRING (13.0919349 42.7932316, 13.0918669 42.7931495)",,,
19617236,False,,,Via Dante Alighieri,residential,True,82.506,"LINESTRING (13.0919349 42.7932316, 13.0920495 42.7935111, 13.0921824 42.7937311, 13.0923083 42.7939191)",,,
88141777,False,,,Via Guglielmo Marconi,residential,True,48.148,"LINESTRING (13.0919349 42.7932316, 13.091988 42.7932291, 13.0923667 42.7932516, 13.0925219 42.7932686)",,,
440638871,False,,,Piazza Giuseppe Garibaldi,residential,False,9.424,"LINESTRING (13.0916962 42.7932538, 13.0917962 42.7932114)",,,
870409935,False,,,Viale Europa,residential,False,59.268,"LINESTRING (13.0960557 42.7925384, 13.0964413 42.7920867)",,,
235020667,False,,SP476/1,Viale di Circonvallazione,secondary,True,41.53,"LINESTRING (13.0960557 42.7925384, 13.0963488 42.7926594, 13.0964993 42.7927215)",,,
"[870409933, 870409934]",False,,SP476/1,Viale di Circonvallazione,secondary,False,127.137,"LINESTRING (13.0960557 42.7925384, 13.0952159 42.7921913, 13.0951978 42.7921839, 13.0950881 42.7921259, 13.0948042 42.7919207, 13.0947765 42.7918997)",,,
440984413,False,,,Viale Enrico Lombrici,residential,False,34.512,"LINESTRING (13.0964413 42.7920867, 13.0968169 42.7922294)",,,
870409935,False,,,Viale Europa,residential,True,59.268,"LINESTRING (13.0964413 42.7920867, 13.0960557 42.7925384)",,,
23777036,False,,,Viale Europa,residential,False,122.054,"LINESTRING (13.0964413 42.7920867, 13.0965011 42.7920059, 13.0971499 42.7911748, 13.0971792 42.791132)",,,
23777045,False,,,Viale di Circonvallazione,residential,True,149.151,"LINESTRING (13.0989901 42.793132, 13.0986429 42.7935525, 13.0983814 42.7938119, 13.0980886 42.7941378, 13.0979567 42.7942343)",,,
440984413,False,,,Viale Enrico Lombrici,residential,True,146.54000000000002,"LINESTRING (13.0989901 42.793132, 13.0982875 42.7927709, 13.097908 42.792625, 13.0974785 42.7924236)",,,
23777065,False,,,Viale di Circonvallazione,residential,True,169.876,"LINESTRING (13.0984313 42.7960765, 13.098346 42.7959733, 13.0982793 42.7958669, 13.0981729 42.7954985, 13.0980525 42.7950959, 13.0979414 42.7948387, 13.097893 42.7946101)",,,
88141802,True,,,Viale 20 settembre,residential,False,82.156,"LINESTRING (13.0984313 42.7960765, 13.0984496 42.7961196, 13.0985591 42.7962629, 13.0987024 42.7964042, 13.0988412 42.7965368, 13.0989074 42.7966428, 13.0988989 42.796712)",,,
597037087,False,,SP476/1,Viale di Circonvallazione,secondary,True,4.3,"LINESTRING (13.0947421 42.7918704, 13.0947765 42.7918997)",,,
33606245,True,,SP476/1,Viale della Stazione,tertiary,False,222.758,"LINESTRING (13.0947421 42.7918704, 13.0952384 42.7906192, 13.095505 42.7899469)",,,
"[459791561, 597037087]",False,,SP476/1,Viale di Circonvallazione,secondary,False,233.596,"LINESTRING (13.0947421 42.7918704, 13.0944269 42.7916097, 13.094283 42.7914678, 13.0941546 42.7912569, 13.0936712 42.7904642, 13.0935476 42.7902272, 13.0934991 42.7900079)",,,
88351384,True,1,SS685,Strada Statale 685 delle Tre Valli Umbre,primary,False,27.389,"LINESTRING (13.0905013 42.7954016, 13.0904057 42.795582, 13.0903768 42.7956303)",,,
"[1102844384, 1102844385, 235020616]",False,2,SS685,Strada Statale 685 delle Tre Valli Umbre,primary,True,155.896,"LINESTRING (13.0905013 42.7954016, 13.090526 42.7953455, 13.0905425 42.7952966, 13.0905502 42.7952683, 13.0905608 42.7952294, 13.0905631 42.7951588, 13.0905467 42.7950899, 13.0905073 42.795034, 13.0904287 42.794961, 13.0902065 42.7947803, 13.0898514 42.7944995, 13.0896876 42.7943703, 13.0895977 42.7942645)",,,
"[806109033, 19616124, 166125894]",False,,,"['Via Anicia', 'Via Roma']",residential,"[False, True]",109.632,"LINESTRING (13.0941785 42.7921822, 13.0938803 42.7923088, 13.0939292 42.7923771, 13.0941147 42.7927345, 13.0942687 42.7929836)",,,
19616124,False,,,Via Roma,residential,True,21.424,"LINESTRING (13.0941785 42.7921822, 13.0942383 42.792156, 13.094402 42.7920811)",,,
89414349,False,,,Via Feliciano Patrizi Forti,residential,True,60.269999999999996,"LINESTRING (13.0941785 42.7921822, 13.0939765 42.7919141, 13.0939055 42.7918039, 13.0938064 42.7917164)",,,
88141781,False,,,Via Palatina,residential,True,2.317,"LINESTRING (13.0963336 42.7941416, 13.096354 42.7941271)",,,
597037092,True,,,Via Anicia,residential,False,26.584,"LINESTRING (13.0963336 42.7941416, 13.0960381 42.7940409)",,,
88141776,True,,,Ufente,residential,False,63.870999999999995,"LINESTRING (13.0963336 42.7941416, 13.0962908 42.7942004, 13.0960512 42.7944046, 13.0958452 42.7945888)",,,
