osmid,oneway,name,highway,reversed,length,lanes,junction,geometry,maxspeed,est_width,access,width
76560509,True,Via Baldesio,residential,False,17.015,,,"LINESTRING (10.4129276 44.9887525, 10.4130516 44.9886271)",,,,
76560511,True,,residential,False,11.495,1,roundabout,"LINESTRING (10.4129276 44.9887525, 10.4129375 44.9887719, 10.4129382 44.9887926, 10.4129298 44.9888124, 10.4129129 44.9888293, 10.4128894 44.9888416)",,,,
60489655,True,Via Romani,residential,False,205.525,,,"LINESTRING (10.4130516 44.9886271, 10.4145469 44.990143)",50,,,
76560509,True,Via Baldesio,residential,False,213.28,,,"LINESTRING (10.4130516 44.9886271, 10.4136884 44.9878442, 10.413785 44.9876241, 10.4138279 44.9872523, 10.4139397 44.9868486)",,,,
1104402276,False,Via Romani,residential,False,6.631,,,"LINESTRING (10.4145469 44.990143, 10.4145497 44.9902026)",50,,,
30428947,True,Via Aldo Formis,residential,False,188.76999999999998,,,"LINESTRING (10.4145469 44.990143, 10.4155335 44.9894302, 10.4157409 44.9891477, 10.4158539 44.9887743)",,,,
353863815,True,Via Vittorio Veneto,residential,False,203.346,,,"LINESTRING (10.4158539 44.9887743, 10.4183993 44.989096)",,,,
60489673,False,Via Guerrazzi,residential,True,70.947,,,"LINESTRING (10.4183993 44.989096, 10.418927 44.9885785)",50,,,
1104402277,False,Via Guerrazzi,residential,False,236.939,,,"LINESTRING (10.4183993 44.989096, 10.417665 44.9899229, 10.4167038 44.9908559)",50,,,
30650864,False,Via Cavour,residential,False,115.39800000000001,,,"LINESTRING (10.419589 44.9879063, 10.4206385 44.9884399, 10.4207739 44.9885181)",50,,,
60489618,True,Via Cavour,residential,False,185.348,,,"LINESTRING (10.419589 44.9879063, 10.4187778 44.9876129, 10.4178366 44.9873279, 10.4174524 44.9872047)",50,,,
60489673,False,Via Guerrazzi,residential,False,91.09,,,"LINESTRING (10.419589 44.9879063, 10.4189953 44.9885116, 10.418927 44.9885785)",50,,,
353863800,False,,unclassified,True,69.834,,,"LINESTRING (10.4216862 44.9831351, 10.421617 44.9831231, 10.4210033 44.982742)",,,,
30650855,False,,unclassified,False,152.791,,,"LINESTRING (10.4201642 44.9898209, 10.4202234 44.9896204, 10.4205545 44.9889904, 10.4207739 44.9885181)",,,,
