osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,lanes,bridge,width,access,tunnel
501145528,True,Viale Isonzo,secondary,False,38.428000000000004,"LINESTRING (12.8436075 45.7795003, 12.8436305 45.7794431, 12.8436713 45.7792163, 12.8436762 45.7791588)",,,,,,,
26162030,True,Via Camillo Valle,residential,False,44.748,"LINESTRING (12.8411767 45.7776949, 12.8411838 45.7772925)",,,,,,,
331921804,True,Via Silvio Pellico,residential,False,53.437,"LINESTRING (12.8411767 45.7776949, 12.8404881 45.7777122)",,,,,,,
134513408,False,Via Luigi Russolo,residential,True,158.727,"LINESTRING (12.8411767 45.7776949, 12.8412273 45.7776945, 12.8425346 45.7776718, 12.8432226 45.7776554)",,,,,,,
26162030,True,Via Camillo Valle,residential,False,47.27,"LINESTRING (12.8411815 45.7771032, 12.8411772 45.7766781)",,,,,,,
134513416,False,Via San Francesco,residential,False,54.25,"LINESTRING (12.8411815 45.7771032, 12.840482 45.7771063)",,,,,,,
118505270,False,Via Castion,residential,False,103.165,"LINESTRING (12.8414431 45.7753633, 12.8419446 45.7755231, 12.8422933 45.7756343, 12.8424593 45.7756816, 12.8425519 45.7757084, 12.8426583 45.7757404)",,,,,,,
118505270,False,Via Castion,residential,True,47.566,"LINESTRING (12.8414431 45.7753633, 12.8412328 45.7752904, 12.8411759 45.7752661, 12.841125 45.7752403, 12.8410415 45.7751888, 12.8409499 45.7751174)",,,,,,,
144760840,False,Via Camucina,residential,False,28.967,"LINESTRING (12.8415119 45.7747719, 12.8416024 45.7746663, 12.8416774 45.7745593, 12.841689 45.7745428)",,,,,,,
144760840,False,Via Camucina,residential,True,58.323,"LINESTRING (12.8415119 45.7747719, 12.8414155 45.7748497, 12.8412522 45.7749372, 12.841127 45.7750068, 12.8410258 45.7750607, 12.8409499 45.7751174)",,,,,,,
537967295,False,,living_street,False,64.857,"LINESTRING (12.8415119 45.7747719, 12.8418831 45.7748718, 12.8421128 45.7748562, 12.842313 45.7748945)",,,,,,,
144760840,False,Via Camucina,residential,True,52.405,"LINESTRING (12.841781 45.7740775, 12.8417731 45.7741623, 12.8417553 45.7743015, 12.8417449 45.7743479, 12.8417314 45.7744415, 12.841689 45.7745428)",,,,,,,
173139122,False,Viale Trieste,secondary,False,41.43000000000001,"LINESTRING (12.841781 45.7740775, 12.8419699 45.7741289, 12.842103 45.7741606, 12.8421887 45.7741795, 12.8422849 45.7742007)",,,,,,,
697159345,False,Viale Daniele Manin,secondary,True,119.64599999999999,"LINESTRING (12.841781 45.7740775, 12.8416517 45.7740305, 12.8415038 45.7739664, 12.8412997 45.773867, 12.8411015 45.7737706, 12.8406853 45.7735691, 12.8404945 45.7734852)",,,,,,,
173139122,False,Viale Trieste,secondary,False,6.564,"LINESTRING (12.8427489 45.774306, 12.8428299 45.7743231)",,,,,,,
173139122,False,Viale Trieste,secondary,True,11.223,"LINESTRING (12.8427489 45.774306, 12.84261 45.7742777)",,,,,,,
144760875,False,Via Istria,residential,True,111.577,"LINESTRING (12.8427489 45.774306, 12.8427567 45.7742531, 12.8428441 45.7733048)",,,,,,,
195950575,True,,tertiary,False,39.106,"LINESTRING (12.8434971 45.7798375, 12.8435034 45.7798021, 12.8435875 45.7796384, 12.8436213 45.7795504, 12.8436075 45.7795003)",,,,,,,
686250713,True,Rotatoria di Sant'Agnese,secondary,False,8.4,"LINESTRING (12.8383015 45.7725676, 12.8382752 45.7725503, 12.8382576 45.7725283, 12.8382502 45.7725037)",roundabout,,,,,,
186198376,False,Viale Giacomo Matteotti,secondary,True,21.394,"LINESTRING (12.8377772 45.7723754, 12.8375064 45.7723388)",,,,,,,
441633342,True,Viale Giacomo Matteotti,secondary,False,44.019999999999996,"LINESTRING (12.8377772 45.7723754, 12.8379828 45.7723946, 12.8380928 45.772406, 12.8381781 45.7724134, 12.8383409 45.7724185)",,50,,,,,
197056432,False,Via Veneto,secondary,False,13.221,"LINESTRING (12.8432884 45.7713621, 12.8432888 45.771481)",,50,,,,,
197056432,False,Via Veneto,secondary,True,67.042,"LINESTRING (12.8433182 45.7728392, 12.8433104 45.7722363)",,50,,,,,
197056432,False,Via Veneto,secondary,False,144.857,"LINESTRING (12.8433182 45.7728392, 12.8433191 45.7732736, 12.8433288 45.7741419)",,50,,,,,
37342653,False,Viale Isonzo,secondary,True,54.099,"LINESTRING (12.843265 45.7770529, 12.8431621 45.7765717)",,50,,,,,
37342653,False,Viale Isonzo,secondary,False,126.107,"LINESTRING (12.843265 45.7770529, 12.8433837 45.7776014, 12.8435142 45.7781736)",,50,,,,,
30088164,True,Via Francesco Zappetti,tertiary,False,13.588000000000001,"LINESTRING (12.8404721 45.7713918, 12.8404915 45.7713644, 12.8405213 45.771342, 12.8405591 45.7713266, 12.8406017 45.7713195)",roundabout,,,,,,
30088164,True,Via Francesco Zappetti,tertiary,False,13.853,"LINESTRING (12.8407599 45.7713957, 12.8407654 45.7714266, 12.8407576 45.7714573, 12.8407373 45.771485, 12.8407061 45.7715073)",roundabout,,,,,,
30088167,True,Via Piemonte,residential,False,18.098,"LINESTRING (12.8407599 45.7713957, 12.8408164 45.771416, 12.8409545 45.7714849)",,,,,,,
