osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,tunnel,junction
133620532,True,1,Via Italia,residential,False,110.21,"LINESTRING (7.7673072 45.1357473, 7.7684684 45.1363053)",,,,
133739959,False,,Via San Mauro,tertiary,True,95.891,"LINESTRING (7.7673072 45.1357473, 7.7673634 45.1357122, 7.7673621 45.1356836, 7.767325 45.1356002, 7.7670643 45.135174, 7.7669787 45.1349529)",,,,
1195890371,False,,Via Torino,tertiary,True,13.227,"LINESTRING (7.7673072 45.1357473, 7.7672883 45.1357406, 7.7671513 45.1357021)",30,,,
133739959,False,,Via San Mauro,tertiary,False,25.545,"LINESTRING (7.7666765 45.1340563, 7.7666956 45.1342173, 7.7667203 45.1342832)",,,,
150101411,False,,Via San Rocco,residential,True,50.382999999999996,"LINESTRING (7.7666765 45.1340563, 7.7666146 45.1340349, 7.7665893 45.1340214, 7.7662376 45.1337308)",,,,
133739959,False,,Via San Mauro,tertiary,True,77.177,"LINESTRING (7.7669787 45.1349529, 7.7667203 45.1342832)",,,,
133739959,False,,Via San Mauro,tertiary,False,95.891,"LINESTRING (7.7669787 45.1349529, 7.7670643 45.135174, 7.767325 45.1356002, 7.7673621 45.1356836, 7.7673634 45.1357122, 7.7673072 45.1357473)",,,,
150101422,False,,Via Chiomo,residential,False,204.242,"LINESTRING (7.7669787 45.1349529, 7.7671744 45.1348827, 7.7672909 45.1348607, 7.7673943 45.134894, 7.7674626 45.1350272, 7.767743 45.135193, 7.7686362 45.135632, 7.7689494 45.1359021)",,8.4,,
23107208,False,,Viale Piave,tertiary,False,95.715,"LINESTRING (7.7688356 45.1338131, 7.7692955 45.1346104)",,,,
133745283,False,,Viale Piave,tertiary,True,9.797,"LINESTRING (7.7688356 45.1338131, 7.7687937 45.1337301)",,,,
23101998,False,,Via Generale Dalla Chiesa,residential,False,156.759,"LINESTRING (7.7688356 45.1338131, 7.7690323 45.1337655, 7.7697041 45.133582, 7.7698027 45.1335566, 7.7698605 45.1335476, 7.7699906 45.1335323, 7.7700962 45.1335271, 7.7702082 45.1335312, 7.770313 45.1335429, 7.7705653 45.1335862, 7.7707486 45.1336221)",,,,
