osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,tunnel,bridge
188750614,SS26,Via Parigi - Rue de Paris,primary,50,False,False,41.76,"LINESTRING (7.3141916 45.741511, 7.3138558 45.7415364, 7.313656 45.7415468)",,,,,
244339083,,,primary,50,True,False,12.971,"LINESTRING (7.3141916 45.741511, 7.3141997 45.7414969, 7.3142103 45.7414796, 7.3142291 45.741462, 7.3142501 45.74145, 7.3142799 45.7414401, 7.3143062 45.7414364)",roundabout,,,,
188751175,,Viale Ginevra - Avenue de Genève,residential,,False,False,51.843,"LINESTRING (7.3145821 45.7407554, 7.3145484 45.7408128, 7.3144894 45.7409219, 7.3144774 45.7409435, 7.3144685 45.7409595, 7.3144181 45.7410501, 7.3143381 45.7411894)",,3,,,
"[225859680, 27587008]",,Viale Ginevra - Avenue de Genève,residential,,False,True,93.895,"LINESTRING (7.3145821 45.7407554, 7.3146475 45.7406352, 7.3148254 45.7403251, 7.3150349 45.7399724)",,3,,,
164760284,,Via - Rue Jean-Boniface Festaz,residential,,False,False,31.782,"LINESTRING (7.3212499 45.735982, 7.3208487 45.7359247)",,,,,
"[685622054, 187771230, 27587188, 26930702]",,"['Piazza - Place Émile Chanoux', 'Via - Rue Xavier de Maistre', 'Viale - Avenue du Conseil des Commis']",residential,30,False,True,335.564,"LINESTRING (7.3212499 45.735982, 7.3205484 45.7370778, 7.320534 45.7371009, 7.3204797 45.7371883, 7.3205378 45.7372054, 7.3208682 45.7373116, 7.3212197 45.7373953, 7.3210428 45.7376522, 7.3210258 45.7376847, 7.3209884 45.7377541, 7.3208843 45.7379271, 7.3208599 45.7379685, 7.3208418 45.7380034, 7.3206094 45.7384517)",,,permit,,
28020392,,Via - Rue Jean-Boniface Festaz,residential,,False,True,68.195,"LINESTRING (7.3212499 45.735982, 7.3213019 45.7359944, 7.3220647 45.7362114)",,,,,
119557238,,Viale - Avenue du Conseil des Commis,residential,,False,False,126.244,"LINESTRING (7.3212499 45.735982, 7.3213166 45.7358684, 7.3218667 45.734976, 7.3218876 45.7349376)",,,,,
82071438,,Via - Rue Amilcar Crétier,residential,,True,False,117.765,"LINESTRING (7.3204827 45.7345375, 7.3218133 45.7349165, 7.3218876 45.7349376)",,,,,
82071442,,Via - Rue Piave,unclassified,,True,False,133.255,"LINESTRING (7.3198403 45.7356484, 7.3198823 45.7355824, 7.3203201 45.7348561, 7.3204827 45.7345375)",,,,,
"[81652505, 82071446]",,"['Via - Rue Piave', 'Via Losanna - Rue de Lausanne']",residential,,True,False,149.274,"LINESTRING (7.3198403 45.7356484, 7.3197808 45.7357515, 7.3194752 45.736216, 7.318484 45.7360159)",,,,,
164760284,,Via - Rue Jean-Boniface Festaz,residential,,False,False,69.87299999999999,"LINESTRING (7.3198403 45.7356484, 7.3197546 45.7356236, 7.3196275 45.7355883, 7.3190047 45.7354145)",,,,,
164760284,,Via - Rue Jean-Boniface Festaz,residential,,False,True,84.078,"LINESTRING (7.3198403 45.7356484, 7.319987 45.7356898, 7.3206062 45.7358584, 7.3208487 45.7359247)",,,,,
"[27586923, 27586949]",,"['Passage Folliez', 'Via - Rue Antonio Gramsci']",residential,,False,False,89.469,"LINESTRING (7.318484 45.7360159, 7.3184161 45.7362331, 7.3180211 45.7362095, 7.3175952 45.7361386)",,,permit,,
81652500,,Via - Rue Antonio Gramsci,residential,,True,False,77.161,"LINESTRING (7.318484 45.7360159, 7.3186011 45.735767, 7.3187481 45.7354545, 7.3187971 45.7353573)",,,,,
27586896,,Via - Rue Jean-Boniface Festaz,residential,30,False,False,77.143,"LINESTRING (7.3187971 45.7353573, 7.3186925 45.7353288, 7.3185768 45.7352988, 7.3184058 45.7352545, 7.3178659 45.7351147)",,,,,
164760284,,Via - Rue Jean-Boniface Festaz,residential,,False,True,17.323999999999998,"LINESTRING (7.3187971 45.7353573, 7.3189298 45.7353928, 7.3190047 45.7354145)",,,,,
27586362,,Via - Rue Trottechien,residential,,True,False,73.135,"LINESTRING (7.3167664 45.7348321, 7.3168087 45.734728, 7.3170682 45.7342092)",,,,,
111597063,,Via - Rue Jean-Boniface Festaz,residential,,False,False,91.95100000000001,"LINESTRING (7.3167664 45.7348321, 7.3166684 45.7348143, 7.3160634 45.7346485, 7.3157531 45.7345715, 7.3156537 45.7345497)",,,,,
111597063,,Via - Rue Jean-Boniface Festaz,residential,,False,True,90.93799999999999,"LINESTRING (7.3167664 45.7348321, 7.3168984 45.7348648, 7.3177693 45.7350885, 7.3178659 45.7351147)",,,,,
"[389900826, 389900827]",,Via - Rue Trottechien,residential,,False,"[False, True]",139.86700000000002,"LINESTRING (7.3167664 45.7348321, 7.3167302 45.7348868, 7.3165779 45.7351802, 7.3165027 45.7352066, 7.3164304 45.7352797, 7.3159913 45.7351392, 7.3158206 45.7351052, 7.3156722 45.735362)",,,permit,,
82797069,,Via - Rue Mons. Jean-Joconde Stévenin,residential,,True,False,108.608,"LINESTRING (7.3170682 45.7342092, 7.3171928 45.7339583, 7.3172424 45.7339409, 7.3172934 45.7339462, 7.3175623 45.7340118, 7.3176202 45.7340112, 7.3176773 45.7339911, 7.3177732 45.7339221, 7.3178709 45.733885, 7.3181201 45.7339265)",,,,,
82797069,,Via - Rue Mons. Jean-Joconde Stévenin,residential,,True,False,88.814,"LINESTRING (7.3160106 45.7339042, 7.3170682 45.7342092)",,,,,
162206431,,Rue Tour du Lepreux,residential,,False,False,57.214,"LINESTRING (7.3160106 45.7339042, 7.3162409 45.733495, 7.3162783 45.7334248)",,,,,
81652496,,Via - Rue Bramafan,residential,,True,False,149.805,"LINESTRING (7.3181201 45.7339265, 7.3183215 45.7339652, 7.3183437 45.7340154, 7.318073 45.7346489, 7.3179211 45.7350043, 7.3178659 45.7351147)",,,,,
172760605,,Via/Rue Bramafan,residential,,False,False,52.374,"LINESTRING (7.3181201 45.7339265, 7.3182422 45.7336936, 7.3183544 45.7334848)",,,,,
"[81650987, 187771843]",,"['Via - Rue Giosuè Carducci', 'Avenue des Maquisards - Viale Partigiani']",tertiary,,False,False,306.41799999999995,"LINESTRING (7.3183544 45.7334848, 7.3179849 45.7333397, 7.3176542 45.733211, 7.31692 45.7329638, 7.31677 45.7329282, 7.3165838 45.7329, 7.3163411 45.7328941, 7.3161851 45.7329044, 7.3160819 45.7329113, 7.3159279 45.732917, 7.3158492 45.7329206, 7.3158131 45.7329207, 7.3152271 45.7329262, 7.3151501 45.7329271, 7.3151224 45.7329274, 7.3149481 45.7329288, 7.3146062 45.7329539)",,2,,,
172760605,,Via/Rue Bramafan,residential,,False,True,52.374,"LINESTRING (7.3183544 45.7334848, 7.3182422 45.7336936, 7.3181201 45.7339265)",,,,,
187768896,,Via - Rue Giosuè Carducci,tertiary,,False,True,279.35999999999996,"LINESTRING (7.3183544 45.7334848, 7.3187063 45.7335803, 7.3190715 45.7336597, 7.319716 45.7337981, 7.3202659 45.7339182, 7.3204508 45.7339586, 7.3210866 45.7340882, 7.321447 45.7341658, 7.3214475 45.734166, 7.3215397 45.7342096, 7.321682 45.7343476)",,2,,,
81832089,,Via Monsignore Pierre-François de Sales - Rue Monseigneur Pierre-François de Sales,residential,,True,False,93.63899999999998,"LINESTRING (7.3200599 45.7383156, 7.3195689 45.7381973, 7.3191624 45.7380934, 7.3189211 45.7380375)",,,,,
247984991,,Via Monsignore Pierre-François de Sales - Rue Monseigneur Pierre-François de Sales,residential,,False,False,45.253,"LINESTRING (7.3200599 45.7383156, 7.3200912 45.7383234, 7.3205105 45.7384255, 7.3205365 45.7384324, 7.3206094 45.7384517)",,,,,
"[685622054, 27587188, 187771230, 26930702]",,"['Piazza - Place Émile Chanoux', 'Via - Rue Xavier de Maistre', 'Viale - Avenue du Conseil des Commis']",residential,30,False,False,335.56399999999996,"LINESTRING (7.3206094 45.7384517, 7.3208418 45.7380034, 7.3208599 45.7379685, 7.3208843 45.7379271, 7.3209884 45.7377541, 7.3210258 45.7376847, 7.3210428 45.7376522, 7.3212197 45.7373953, 7.3208682 45.7373116, 7.3205378 45.7372054, 7.3204797 45.7371883, 7.320534 45.7371009, 7.3205484 45.7370778, 7.3212499 45.735982)",,,permit,,
81880521,,Via - Rue Xavier de Maistre,residential,30,False,True,134.39,"LINESTRING (7.3206094 45.7384517, 7.3202464 45.7390449, 7.3201789 45.739158, 7.3200317 45.7394055, 7.3199919 45.7394646, 7.3199423 45.7395018, 7.3198905 45.7395458)",,,,,
247984991,,Via Monsignore Pierre-François de Sales - Rue Monseigneur Pierre-François de Sales,residential,,False,True,45.253,"LINESTRING (7.3206094 45.7384517, 7.3205365 45.7384324, 7.3205105 45.7384255, 7.3200912 45.7383234, 7.3200599 45.7383156)",,,,,
"[27587106, 27586091, 27587039]",,"[""Via - Rue de l'Hôtel des États"", 'Piazza San Francesco - Place Saint-François', 'Via - Rue César Chabloz']",residential,,True,False,225.673,"LINESTRING (7.3189211 45.7380375, 7.3190525 45.7377402, 7.3191882 45.7374699, 7.3203505 45.7377962, 7.3200599 45.7383156)",,,,,
"[760075737, 760075738, 184594124]",,"['Via Monsignore Pierre-François de Sales', 'Via Monsignore Pierre-François de Sales - Rue Monseigneur Pierre-François de Sales']",residential,,False,True,92.487,"LINESTRING (7.3189211 45.7380375, 7.3186688 45.7379857, 7.3186358 45.7379842, 7.3184171 45.7379773, 7.3183648 45.7379686, 7.3183332 45.7379633, 7.3179517 45.7379001, 7.3178477 45.7378776, 7.3177672 45.7378503)",,,permit,building_passage,
81402504,,Via Torre del Lebbroso  - Rue de la Tour du Lépreux,residential,,False,False,95.282,"LINESTRING (7.3156537 45.7345497, 7.3156229 45.734625, 7.3155086 45.7349042, 7.315288 45.7353275, 7.3152695 45.735363)",,,permit,,
82071466,,Rue Tour du Lepreux  - Via Torre del Lebbroso,residential,,True,False,76.936,"LINESTRING (7.3156537 45.7345497, 7.3156765 45.7345085, 7.3160106 45.7339042)",,,,,
111597063,,Via - Rue Jean-Boniface Festaz,residential,,False,False,122.27099999999999,"LINESTRING (7.3156537 45.7345497, 7.3155485 45.7345247, 7.3152842 45.7344518, 7.3147294 45.7343036, 7.3145741 45.7342603, 7.3144773 45.7342136, 7.3144087 45.7341543, 7.314372 45.7340992, 7.3143314 45.7340317)",,,,,
