osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,tunnel,access
219878018,SP376,Via Lombardia,tertiary,False,True,24.445,"LINESTRING (14.9768933 40.6968995, 14.976937 40.6969965, 14.9770229 40.6970941)",,,,
368440582,SR164,Corso Umberto I,secondary,False,False,95.263,"LINESTRING (14.9768933 40.6968995, 14.9765248 40.6969131, 14.9763386 40.6969109, 14.9761831 40.6968829, 14.9760619 40.6968378, 14.9758505 40.6966986)",,,,
95453352,,via Francesco Spirito,tertiary,True,False,19.755,"LINESTRING (14.9742484 40.6970693, 14.9742137 40.697245)",,,,
750313070,,,residential,False,False,24.822,"LINESTRING (14.9754378 40.6992876, 14.9752498 40.6994594)",,,,
219877496,,,residential,False,True,71.38,"LINESTRING (14.9754378 40.6992876, 14.9755176 40.6993903, 14.9755471 40.699429, 14.9755632 40.6994575, 14.9757134 40.69949, 14.9757724 40.6995225, 14.9758609 40.6995591, 14.975928 40.699612, 14.9760165 40.6997157)",,,,
219878022,,via Vincenzo Cerino,residential,True,False,72.529,"LINESTRING (14.9754378 40.6992876, 14.9754379 40.6991972, 14.975438 40.6989831, 14.9753689 40.6986393)",,,,
148111856,,via Pompeo D'Aiutolo,residential,False,False,16.313,"LINESTRING (14.9755895 40.7002377, 14.9755525 40.7000937)",,,,
750313065,,Piazza Duomo,residential,False,True,62.739,"LINESTRING (14.9752498 40.6994594, 14.9747692 40.6998902)",,,,
750313070,,,residential,False,True,24.822,"LINESTRING (14.9752498 40.6994594, 14.9754378 40.6992876)",,,,
148111856,,via Pompeo D'Aiutolo,residential,False,True,56.232,"LINESTRING (14.9752498 40.6994594, 14.9753653 40.6996035, 14.9754377 40.69976, 14.9754947 40.6999257)",,,,
148111856,,via Pompeo D'Aiutolo,residential,False,False,19.306,"LINESTRING (14.9755525 40.7000937, 14.9754947 40.6999257)",,,,
148111856,,via Pompeo D'Aiutolo,residential,False,True,16.313,"LINESTRING (14.9755525 40.7000937, 14.9755895 40.7002377)",,,,
148111872,,via Giudice Mattei,residential,True,False,77.925,"LINESTRING (14.9749796 40.6967428, 14.9750058 40.6968277, 14.9752553 40.6970392, 14.9754109 40.6971307, 14.9756416 40.6971755)",,,,
750313073,,via Giannone,tertiary,True,False,74.33500000000001,"LINESTRING (14.9749796 40.6967428, 14.974802 40.6967423, 14.9746464 40.6968297, 14.9745472 40.6968745, 14.9743997 40.6969843, 14.9742484 40.6970693)",,,,
148111868,,Viale della Repubblica,residential,False,False,74.33500000000001,"LINESTRING (14.9776087 40.6951706, 14.9777471 40.6951805, 14.9784584 40.6953425)",,,,
148111868,,Viale della Repubblica,residential,False,True,49.983,"LINESTRING (14.9776087 40.6951706, 14.977456 40.6952331, 14.9773206 40.6953879, 14.9772166 40.695494)",,,,
148112305,,Via Dino Gassini,residential,False,False,108.09,"LINESTRING (14.9776087 40.6951706, 14.977275 40.6949263, 14.9766661 40.6945826, 14.9766318 40.6945461)",,,,
95453352,,via Francesco Spirito,tertiary,True,False,75.833,"LINESTRING (14.9742137 40.697245, 14.9741041 40.6979219)",,,,
148111854,,,residential,False,True,72.753,"LINESTRING (14.9742137 40.697245, 14.9744962 40.6972751, 14.9744613 40.6977123)",,,,
148111851,,,residential,False,False,78.456,"LINESTRING (14.9750085 40.6980865, 14.9743541 40.6979563, 14.9741041 40.6979219)",,,,
148111868,,Viale della Repubblica,residential,False,True,195.57299999999998,"LINESTRING (14.9807109 40.69515, 14.9803113 40.6952415, 14.980035 40.6953452, 14.9796971 40.6953757, 14.9792652 40.6953981, 14.9789004 40.6954225, 14.9785598 40.6953656, 14.9784584 40.6953425)",,,,
148112955,,,residential,False,True,114.98800000000001,"LINESTRING (14.9807109 40.69515, 14.9808021 40.6950219, 14.9810489 40.6948307, 14.9812661 40.6945277, 14.9813949 40.6942694)",,,,
148111868,,Viale della Repubblica,residential,False,False,42.296,"LINESTRING (14.976951 40.6958906, 14.9771651 40.6955466)",,,,
148111868,,Viale della Repubblica,residential,False,True,128.985,"LINESTRING (14.976951 40.6958906, 14.976921 40.6959797, 14.9768861 40.6961241, 14.9769263 40.6961688, 14.9771114 40.6962441, 14.9773253 40.6962971, 14.9774154 40.6963494, 14.9775039 40.696435, 14.9775362 40.6965405, 14.9775256 40.6966361, 14.9775256 40.6967743)",,,,
148115089,,,residential,False,True,118.691,"LINESTRING (14.976951 40.6958906, 14.9766527 40.6958516, 14.976304 40.6966467)",,,,
95453352,,via Francesco Spirito,tertiary,True,False,10.665,"LINESTRING (14.9741041 40.6979219, 14.9740877 40.698017)",,,,
148111851,,,residential,False,True,78.456,"LINESTRING (14.9741041 40.6979219, 14.9743541 40.6979563, 14.9750085 40.6980865)",,,,
148111856,,via Pompeo D'Aiutolo,residential,False,True,19.306,"LINESTRING (14.9754947 40.6999257, 14.9755525 40.7000937)",,,,
148111856,,via Pompeo D'Aiutolo,residential,False,False,56.232,"LINESTRING (14.9754947 40.6999257, 14.9754377 40.69976, 14.9753653 40.6996035, 14.9752498 40.6994594)",,,,
148111854,,,residential,False,False,72.753,"LINESTRING (14.9744613 40.6977123, 14.9744962 40.6972751, 14.9742137 40.697245)",,,,
148111868,,Viale della Repubblica,residential,False,False,7.284,"LINESTRING (14.9771651 40.6955466, 14.9772166 40.695494)",,,,
148111868,,Viale della Repubblica,residential,False,True,42.296,"LINESTRING (14.9771651 40.6955466, 14.976951 40.6958906)",,,,
"[148114432, 368439652]",,,residential,False,"[False, True]",245.04200000000003,"LINESTRING (14.9771651 40.6955466, 14.977039 40.695516, 14.9766339 40.6955689, 14.9765669 40.6956157, 14.9762209 40.6962237, 14.976076 40.6965145, 14.9758655 40.696468, 14.9758226 40.6964497, 14.9757556 40.6963724, 14.9757207 40.6962504, 14.9756483 40.6960877, 14.9755812 40.6959392)",,,,
368440582,SR164,Corso Umberto I,secondary,False,False,55.094,"LINESTRING (14.9775256 40.6967743, 14.9768933 40.6968995)",,,,
148111868,,Viale della Repubblica,residential,False,False,128.985,"LINESTRING (14.9775256 40.6967743, 14.9775256 40.6966361, 14.9775362 40.6965405, 14.9775039 40.696435, 14.9774154 40.6963494, 14.9773253 40.6962971, 14.9771114 40.6962441, 14.9769263 40.6961688, 14.9768861 40.6961241, 14.976921 40.6959797, 14.976951 40.6958906)",,,,
368440582,SR164,Corso Umberto I,secondary,False,True,216.03599999999997,"LINESTRING (14.9775256 40.6967743, 14.9777648 40.6967238, 14.977927 40.6967006, 14.9780534 40.696726, 14.9784036 40.6968126, 14.9785791 40.6968327, 14.9788008 40.6968204, 14.9794436 40.6967239, 14.9795587 40.6967279, 14.9796744 40.6967459, 14.9798659 40.6968455, 14.9799839 40.6968859)",,,,
148112306,,,residential,False,False,53.325,"LINESTRING (14.9771489 40.6917314, 14.9773581 40.6916704, 14.9775191 40.6916012, 14.9776972 40.6914991)",,,,
148112306,,,residential,False,True,107.273,"LINESTRING (14.9771489 40.6917314, 14.9769987 40.6918575, 14.9768002 40.6918778, 14.9764998 40.6919144, 14.9763335 40.6919307, 14.9761619 40.6919144, 14.9759634 40.6918819)",,,,
148112308,,,residential,False,True,41.168000000000006,"LINESTRING (14.9771489 40.6917314, 14.9769773 40.6916093, 14.9768861 40.6914304)",,,,
148114428,,Vicolo Regina,residential,True,False,28.899,"LINESTRING (14.9761445 40.6941321, 14.9758185 40.6940518)",,,,
368439654,SR164,Corso Umberto I,secondary,False,True,9.152,"LINESTRING (14.9761445 40.6941321, 14.9760809 40.6941988)",,,,
368439654,SR164,Corso Umberto I,secondary,False,False,67.95,"LINESTRING (14.9761445 40.6941321, 14.9762033 40.6940722, 14.9764772 40.6938518, 14.9767206 40.6937086)",,,,
148112305,,Via Dino Gassini,residential,False,True,100.00500000000001,"LINESTRING (14.9771731 40.6941474, 14.9770872 40.6940884, 14.9769907 40.6940986, 14.9769048 40.6941088, 14.9766851 40.6941723, 14.9765588 40.6942165, 14.9764918 40.6942735, 14.9764703 40.6943121, 14.9764837 40.6943833, 14.9765803 40.6944911, 14.9766318 40.6945461)",,,,
30576123,SP28/b,Strada Provinciale dei Montecorvini,tertiary,False,False,15.664,"LINESTRING (14.9767925 40.6934849, 14.976634 40.6935584)",,,,
30576123,SP28/b,Strada Provinciale dei Montecorvini,tertiary,False,True,112.08,"LINESTRING (14.9767925 40.6934849, 14.9773324 40.6932344, 14.9777008 40.6930355, 14.9778938 40.6929221)",,,,
148112309,,,residential,False,True,120.422,"LINESTRING (14.9767925 40.6934849, 14.9769304 40.6934915, 14.9772294 40.6934376, 14.9774386 40.6933522, 14.9776163 40.6932379, 14.9777417 40.6931326, 14.9778704 40.6930106, 14.9778938 40.6929221)",,,,
148112307,,,residential,False,True,54.743,"LINESTRING (14.9758185 40.6923618, 14.9759634 40.6918819)",,,,
148112307,,,residential,False,False,54.743,"LINESTRING (14.9759634 40.6918819, 14.9758185 40.6923618)",,,,
148112306,,,residential,False,False,107.273,"LINESTRING (14.9759634 40.6918819, 14.9761619 40.6919144, 14.9763335 40.6919307, 14.9764998 40.6919144, 14.9768002 40.6918778, 14.9769987 40.6918575, 14.9771489 40.6917314)",,,,
95453351,SP28/b,Strada Provinciale dei Montecorvini,tertiary,False,True,89.538,"LINESTRING (14.9776972 40.6914991, 14.9780305 40.6917989, 14.9781161 40.6919108, 14.9781243 40.6920182, 14.9780903 40.6921925)",,,,
148112306,,,residential,False,True,53.324999999999996,"LINESTRING (14.9776972 40.6914991, 14.9775191 40.6916012, 14.9773581 40.6916704, 14.9771489 40.6917314)",,,,
148112308,,,residential,False,False,41.168000000000006,"LINESTRING (14.9768861 40.6914304, 14.9769773 40.6916093, 14.9771489 40.6917314)",,,,
30576123,SP28/b,Strada Provinciale dei Montecorvini,tertiary,False,True,10.65,"LINESTRING (14.9778938 40.6929221, 14.9779768 40.6928499)",,,,
30576123,SP28/b,Strada Provinciale dei Montecorvini,tertiary,False,False,112.08,"LINESTRING (14.9778938 40.6929221, 14.9777008 40.6930355, 14.9773324 40.6932344, 14.9767925 40.6934849)",,,,
148112309,,,residential,False,False,120.422,"LINESTRING (14.9778938 40.6929221, 14.9778704 40.6930106, 14.9777417 40.6931326, 14.9776163 40.6932379, 14.9774386 40.6933522, 14.9772294 40.6934376, 14.9769304 40.6934915, 14.9767925 40.6934849)",,,,
148112948,,,residential,False,True,54.47,"LINESTRING (14.9814398 40.6935355, 14.9814914 40.6934132, 14.9817972 40.6934376, 14.9819501 40.6934926)",,,,
148112949,,,residential,False,False,133.649,"LINESTRING (14.9814398 40.6935355, 14.9813707 40.6934539, 14.9812929 40.6933583, 14.9806277 40.6930431, 14.9805419 40.6930309, 14.9801201 40.6931188)",,,,
148112957,,,residential,False,False,39.339,"LINESTRING (14.9814398 40.6935355, 14.9814753 40.6936471, 14.9815665 40.693759, 14.9816363 40.6938525)",,,,
148112957,,,residential,False,True,84.49399999999999,"LINESTRING (14.9814398 40.6935355, 14.9813922 40.6936776, 14.9813922 40.6938017, 14.9814002 40.6939623, 14.9814539 40.694125, 14.9814592 40.6942043, 14.9813949 40.6942694)",,,,
148112954,,,residential,False,True,118.386,"LINESTRING (14.9797133 40.6923374, 14.9801181 40.6923964, 14.9802871 40.6923822, 14.9804373 40.6923822, 14.9806894 40.6924513, 14.9810596 40.6925733)",,,,
368439650,SR164,Corso Cavour,secondary,False,False,93.077,"LINESTRING (14.9797133 40.6923374, 14.9797874 40.6918251, 14.9797403 40.6915054)",,,,
368439650,SR164,Corso Cavour,secondary,False,True,97.853,"LINESTRING (14.9797133 40.6923374, 14.9797006 40.692425, 14.9797039 40.6926446, 14.9798276 40.6927728, 14.9801177 40.6930983, 14.9801201 40.6931188)",,,,
148112957,,,residential,False,True,39.339,"LINESTRING (14.9816363 40.6938525, 14.9815665 40.693759, 14.9814753 40.6936471, 14.9814398 40.6935355)",,,,
368439650,SR164,Corso Cavour,secondary,False,True,38.766,"LINESTRING (14.9801201 40.6931188, 14.9801602 40.6934661)",,,,
148112949,,,residential,False,True,133.649,"LINESTRING (14.9801201 40.6931188, 14.9805419 40.6930309, 14.9806277 40.6930431, 14.9812929 40.6933583, 14.9813707 40.6934539, 14.9814398 40.6935355)",,,,
368439650,SR164,Corso Cavour,secondary,False,False,97.85300000000001,"LINESTRING (14.9801201 40.6931188, 14.9801177 40.6930983, 14.9798276 40.6927728, 14.9797039 40.6926446, 14.9797006 40.692425, 14.9797133 40.6923374)",,,,
148112954,,,residential,False,False,118.386,"LINESTRING (14.9810596 40.6925733, 14.9806894 40.6924513, 14.9804373 40.6923822, 14.9802871 40.6923822, 14.9801181 40.6923964, 14.9797133 40.6923374)",,,,
148112948,,,residential,False,False,54.47,"LINESTRING (14.9819501 40.6934926, 14.9817972 40.6934376, 14.9814914 40.6934132, 14.9814398 40.6935355)",,,,
148112955,,,residential,False,False,114.988,"LINESTRING (14.9813949 40.6942694, 14.9812661 40.6945277, 14.9810489 40.6948307, 14.9808021 40.6950219, 14.9807109 40.69515)",,,,
148112957,,,residential,False,False,84.494,"LINESTRING (14.9813949 40.6942694, 14.9814592 40.6942043, 14.9814539 40.694125, 14.9814002 40.6939623, 14.9813922 40.6938017, 14.9813922 40.6936776, 14.9814398 40.6935355)",,,,
148112957,,,residential,False,True,144.844,"LINESTRING (14.9813949 40.6942694, 14.9813627 40.6941372, 14.9813144 40.6940294, 14.9811293 40.6939257, 14.9809684 40.6938057, 14.9808826 40.6937874, 14.9804051 40.6936247, 14.9801602 40.6934661)",,,,
30576277,,Via Avvocato Quaranta,tertiary,False,False,48.266999999999996,"LINESTRING (14.974589 40.6931477, 14.9746956 40.6928918, 14.9747558 40.6928083, 14.9748267 40.6927626)",,,,
148114413,,,residential,False,False,100.203,"LINESTRING (14.974589 40.6931477, 14.9750273 40.6932404, 14.9751078 40.6931875, 14.9748267 40.6927626)",,,,
30576277,,Via Avvocato Quaranta,tertiary,False,True,399.99600000000004,"LINESTRING (14.974589 40.6931477, 14.9743456 40.6938471, 14.974196 40.6943929, 14.9741132 40.6947671, 14.9740541 40.6949247, 14.9738215 40.6952159, 14.9736287 40.6953677, 14.9735068 40.6954174, 14.9733389 40.695416, 14.9729491 40.695364, 14.9727942 40.6953904, 14.9727238 40.6954413, 14.9726835 40.6955104, 14.9726618 40.6956455, 14.9726916 40.6957768, 14.9727731 40.6959142)",,,,
"[30576277, 368442327]",,Via Avvocato Quaranta,tertiary,False,False,197.82600000000002,"LINESTRING (14.9748267 40.6927626, 14.9749213 40.6927459, 14.9750241 40.6927505, 14.9751917 40.6928223, 14.9755907 40.6930888, 14.9757757 40.6931507, 14.9759351 40.6931481, 14.9761428 40.6930938, 14.9762502 40.6930894, 14.976327 40.6931401, 14.976634 40.6935584)",,,,
30576277,,Via Avvocato Quaranta,tertiary,False,True,48.266999999999996,"LINESTRING (14.9748267 40.6927626, 14.9747558 40.6928083, 14.9746956 40.6928918, 14.974589 40.6931477)",,,,
148114413,,,residential,False,True,100.203,"LINESTRING (14.9748267 40.6927626, 14.9751078 40.6931875, 14.9750273 40.6932404, 14.974589 40.6931477)",,,,
368439650,SR164,Corso Cavour,secondary,False,True,93.077,"LINESTRING (14.9797403 40.6915054, 14.9797874 40.6918251, 14.9797133 40.6923374)",,,,
148114416,,Via Iorio,residential,True,False,93.606,"LINESTRING (14.9758185 40.6940518, 14.9759312 40.6938627, 14.9760358 40.6937569, 14.9762075 40.6936573, 14.976634 40.6935584)",,,,
1013323539,,Via Iorio,residential,True,False,75.021,"LINESTRING (14.975325 40.6946131, 14.975604 40.694306, 14.9758185 40.6940518)",,,,
148115088,,,residential,False,True,77.696,"LINESTRING (14.9799839 40.6968859, 14.9799304 40.6969863, 14.9799009 40.6970575, 14.9798365 40.6971104, 14.9797426 40.6971266, 14.9793859 40.6971531, 14.9792625 40.6971205)",,,,
368440582,SR164,Corso Umberto I,secondary,False,False,216.036,"LINESTRING (14.9799839 40.6968859, 14.9798659 40.6968455, 14.9796744 40.6967459, 14.9795587 40.6967279, 14.9794436 40.6967239, 14.9788008 40.6968204, 14.9785791 40.6968327, 14.9784036 40.6968126, 14.9780534 40.696726, 14.977927 40.6967006, 14.9777648 40.6967238, 14.9775256 40.6967743)",,,,
368440582,SR164,Corso Umberto I,secondary,False,True,82.05499999999999,"LINESTRING (14.9799839 40.6968859, 14.980106 40.6968863, 14.9802263 40.696831, 14.9803967 40.6966594, 14.9805109 40.6965562, 14.9806418 40.6964938, 14.9807289 40.6964652)",,,,
148115077,,,residential,False,False,89.401,"LINESTRING (14.9807645 40.6965593, 14.9807216 40.6965979, 14.9805982 40.6966365, 14.9804775 40.6967077, 14.9804293 40.6968094, 14.9804775 40.6969029, 14.9805553 40.696966, 14.9806894 40.6969599, 14.9808209 40.6969924, 14.9808665 40.6969965)",,,,
148115091,,Via Provenza,residential,False,False,11.004000000000001,"LINESTRING (14.9807645 40.6965593, 14.9807418 40.6965249, 14.9807289 40.6964652)",,,,
148115091,,Via Provenza,residential,False,True,112.398,"LINESTRING (14.9807645 40.6965593, 14.9810784 40.6966182, 14.981124 40.6967504, 14.9811266 40.6968216, 14.9811079 40.6968684, 14.9810649 40.6969355, 14.9810676 40.6969965, 14.9810891 40.6970555, 14.9811749 40.6971327, 14.9812634 40.6972283, 14.9813056 40.697317)",,,,
148115084,,,residential,False,True,181.14100000000005,"LINESTRING (14.9780855 40.6978348, 14.9781065 40.6979441, 14.9781735 40.69806, 14.978305 40.6981841, 14.9783801 40.6982776, 14.9783076 40.6983325, 14.9778061 40.6984647, 14.9775432 40.698544, 14.9774145 40.6986213, 14.9774574 40.6987067, 14.9774762 40.6988267, 14.9774386 40.6989141)",,,,
148115086,,,residential,False,False,13.446,"LINESTRING (14.9780855 40.6978348, 14.9780153 40.6978506, 14.9779294 40.6978445)",,,,
148115086,,,residential,False,True,94.233,"LINESTRING (14.9780855 40.6978348, 14.9781333 40.6978241, 14.9782808 40.6977814, 14.9784927 40.6977652, 14.9786724 40.6977713, 14.9787261 40.6978384, 14.9787502 40.6981515)",,,,
108871807,,Piazza Meo A.,residential,True,False,58.131,"LINESTRING (14.9756416 40.6971755, 14.9756151 40.6970346, 14.9757016 40.6969106, 14.9758505 40.6966986)",,,,
750313071,,via Flora,residential,True,False,117.944,"LINESTRING (14.9756416 40.6971755, 14.9759473 40.6971266, 14.976186 40.6971266, 14.9763899 40.6971348, 14.9765266 40.6970941, 14.9766903 40.697086, 14.9768512 40.697088, 14.9770229 40.6970941)",,,,
148115084,,,residential,False,False,181.14100000000002,"LINESTRING (14.9774386 40.6989141, 14.9774762 40.6988267, 14.9774574 40.6987067, 14.9774145 40.6986213, 14.9775432 40.698544, 14.9778061 40.6984647, 14.9783076 40.6983325, 14.9783801 40.6982776, 14.978305 40.6981841, 14.9781735 40.69806, 14.9781065 40.6979441, 14.9780855 40.6978348)",,,,
148115082,,,residential,False,False,64.281,"LINESTRING (14.9766077 40.6976509, 14.976422 40.6976248, 14.9763469 40.6976289, 14.9762718 40.6976798, 14.9762289 40.6977428, 14.9761002 40.6977306, 14.9759392 40.6976798)",,,,
148115082,,,residential,False,True,129.598,"LINESTRING (14.9766077 40.6976509, 14.9769585 40.6977001, 14.9770604 40.6977814, 14.9771838 40.6979034, 14.9773286 40.6979746, 14.9775003 40.6979828, 14.9776398 40.6979828, 14.9778087 40.6979238, 14.9779294 40.6978445)",,,,
148115090,,,residential,False,True,21.898,"LINESTRING (14.9766077 40.6976509, 14.9764918 40.6977225, 14.9764489 40.6977631, 14.9764596 40.6977936)",,,,
148115082,,,residential,False,True,64.28099999999999,"LINESTRING (14.9759392 40.6976798, 14.9761002 40.6977306, 14.9762289 40.6977428, 14.9762718 40.6976798, 14.9763469 40.6976289, 14.976422 40.6976248, 14.9766077 40.6976509)",,,,
148115083,,,residential,False,False,206.619,"LINESTRING (14.9794382 40.6976801, 14.9793027 40.6979197, 14.9792813 40.6980722, 14.9792679 40.6981698, 14.9792947 40.6982552, 14.9793457 40.6982939, 14.9794664 40.698302, 14.9796166 40.6983244, 14.979756 40.6983244, 14.9798633 40.6983386, 14.9798928 40.6983956, 14.9798472 40.6984444, 14.9797641 40.6984505, 14.9796997 40.6984362, 14.9795951 40.6984179, 14.9795012 40.6984179, 14.9794073 40.6984566, 14.9794529 40.6985074, 14.9795254 40.6985643, 14.9796058 40.6986131, 14.9795955 40.6987327)",,,,
"[362408620, 148115087]",SP376,"['Via Monsignor Franchini', 'Via Lombardia']",tertiary,False,False,155.635,"LINESTRING (14.9794382 40.6976801, 14.9798258 40.697816, 14.9800296 40.6979116, 14.9801315 40.6980133, 14.9802147 40.6980926, 14.9802871 40.6980824, 14.9804051 40.6980194, 14.9804819 40.6978909, 14.980538 40.6977718, 14.9805975 40.6976941, 14.9807339 40.6976465, 14.9807717 40.6976455)",,20,,
