osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,tunnel,access
132193664,Via Bari,secondary,False,False,13.103,,"LINESTRING (16.9172091 41.0511301, 16.9172779 41.0510243)",,,
1235856771,Via Bari,secondary,False,True,44.42,SP634,"LINESTRING (16.9172091 41.0511301, 16.916982 41.051491)",,,
173152727,Via Triggiano,unclassified,False,True,58.798,,"LINESTRING (16.922126 41.0491233, 16.9220609 41.0496498)",,,
173152744,Via Epifania Federico,secondary,False,False,25.453,,"LINESTRING (16.922126 41.0491233, 16.9223998 41.0490245)",,,
173152744,Via Epifania Federico,secondary,False,True,156.545,,"LINESTRING (16.922126 41.0491233, 16.9204564 41.0497531)",,,
173152727,Via Triggiano,unclassified,False,False,49.405,,"LINESTRING (16.922126 41.0491233, 16.9221263 41.0490625, 16.9218538 41.0487387)",,,
128973404,,tertiary,False,True,11.342,,"LINESTRING (16.9191571 41.0482105, 16.9191561 41.0483125)",,,
293132841,Via Casamassima,tertiary,False,False,15.545,,"LINESTRING (16.9191571 41.0482105, 16.9191471 41.0480709)",,,
27652225,Via Valenzano,tertiary,False,False,138.519,,"LINESTRING (16.9191571 41.0482105, 16.9180365 41.0480404, 16.9175357 41.0479729)",,,
30317108,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,False,False,58.596,SS100,"LINESTRING (16.9113006 41.0460669, 16.9117073 41.0464954)",,,
30317108,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,False,False,29.566,SS100,"LINESTRING (16.9117073 41.0464954, 16.9119116 41.0467121)",,,
30317108,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,False,True,58.596,SS100,"LINESTRING (16.9117073 41.0464954, 16.9113006 41.0460669)",,,
259080072,Str. Vecchia vic. da Valenzano a Capurso,residential,False,True,254.229,,"LINESTRING (16.9117073 41.0464954, 16.912296 41.046384, 16.9124764 41.0463575, 16.912889 41.046297, 16.913316 41.046235, 16.914007 41.046133, 16.914384 41.046118, 16.914688 41.046117)",,,
30317108,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,False,True,29.566,SS100,"LINESTRING (16.9119116 41.0467121, 16.9117073 41.0464954)",,,
39233927,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,True,False,37.019999999999996,SS100,"LINESTRING (16.9119116 41.0467121, 16.9120281 41.0468129, 16.912186 41.0469726)",,,
27652225,Via Valenzano,tertiary,False,True,39.782,,"LINESTRING (16.9115744 41.047201, 16.9120422 41.0472604)",,,
39233926,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,True,False,37.782,SS100,"LINESTRING (16.9115744 41.047201, 16.911764 41.0471532, 16.9118605 41.0471081, 16.911944 41.0470261)",,,
1077875118,I Traversa Via Ognissanti,residential,False,False,170.066,,"LINESTRING (16.9140347 41.0490571, 16.9141057 41.0475286)",30,,
30010299,Strada Comunale Ceglie - Capurso,unclassified,False,False,105.454,,"LINESTRING (16.9140347 41.0490571, 16.9150359 41.0488875, 16.9152508 41.0488228)",,,
128421239,Via Ognissanti,residential,False,True,56.72,,"LINESTRING (16.9152508 41.0488228, 16.915919 41.0487437)",,,
128966585,Via Magliano,residential,False,False,132.682,,"LINESTRING (16.9152508 41.0488228, 16.9150029 41.0476443)",,,
30010299,Strada Comunale Ceglie - Capurso,unclassified,False,True,105.454,,"LINESTRING (16.9152508 41.0488228, 16.9150359 41.0488875, 16.9140347 41.0490571)",,,
128966585,Via Magliano,residential,False,True,165.099,,"LINESTRING (16.9152508 41.0488228, 16.915433 41.0497396, 16.9155005 41.050295)",,,
39233926,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,True,False,35.457,SS100,"LINESTRING (16.911944 41.0470261, 16.9119627 41.046928, 16.9119519 41.0468433, 16.9119116 41.0467121)",,,
27652225,Via Valenzano,tertiary,False,False,61.119,,"LINESTRING (16.9127626 41.0473437, 16.9120422 41.0472604)",,,
27652225,Via Valenzano,tertiary,False,True,114.493,,"LINESTRING (16.9127626 41.0473437, 16.9141057 41.0475286)",,,
27652225,Via Valenzano,tertiary,False,False,39.782,,"LINESTRING (16.9120422 41.0472604, 16.9115744 41.047201)",,,
27652225,Via Valenzano,tertiary,False,True,61.119,,"LINESTRING (16.9120422 41.0472604, 16.9127626 41.0473437)",,,
39233925,Strada Statale 100 di Gioia del Colle (Bari - Taranto),trunk_link,True,False,27.711,SS100,"LINESTRING (16.9120422 41.0472604, 16.9119852 41.0471884, 16.9119654 41.0471256, 16.911944 41.0470261)",,,
